state	reproductiveNumber_BDSKY_Serial.1	state	reproductiveNumber_BDSKY_Serial.2	state	reproductiveNumber_BDSKY_Serial.3	state	reproductiveNumber_BDSKY_Serial.4	state	reproductiveNumber_BDSKY_Serial.5	state	reproductiveNumber_BDSKY_Serial.6	state	reproductiveNumber_BDSKY_Serial.7	state	reproductiveNumber_BDSKY_Serial.8	state	reproductiveNumber_BDSKY_Serial.9
1083000.0	0.9738162290781012	1083000.0	2.1182596851605253	1083000.0	2.4761638058803603	1083000.0	2.218795044542472	1083000.0	2.446924970291312	1083000.0	0.9138169516992638	1083000.0	0.47398071303969574	1083000.0	0.2742134837758542	1083000.0	0.9241864669440409
1084000.0	0.9828045828285679	1084000.0	2.4756208792116148	1084000.0	2.3627091415816057	1084000.0	2.2066166595634966	1084000.0	2.3288037136235706	1084000.0	0.8745414974625741	1084000.0	0.4740368230319234	1084000.0	0.09675528781620828	1084000.0	0.9027979132456913
1085000.0	0.9043212827161414	1085000.0	2.4673919066073906	1085000.0	2.360143152349095	1085000.0	1.9186970943429356	1085000.0	2.4774801758431484	1085000.0	0.8915006365877565	1085000.0	0.5166185575363695	1085000.0	0.2508144136183657	1085000.0	0.9405107151493676
1086000.0	0.6838045722580479	1086000.0	2.296568015893022	1086000.0	2.246566395782648	1086000.0	1.826363969298365	1086000.0	2.3973621027970915	1086000.0	0.9710034903542281	1086000.0	0.5710548522798952	1086000.0	0.049142200798415435	1086000.0	0.5468568766101671
1087000.0	0.6122555972228292	1087000.0	2.2776997517066504	1087000.0	2.333609892968981	1087000.0	1.8971266706907086	1087000.0	2.490248198592512	1087000.0	0.8647990306097797	1087000.0	0.6183168656249199	1087000.0	0.2613847220883712	1087000.0	0.5186541990674052
1088000.0	1.5019580187953585	1088000.0	2.128073821636849	1088000.0	2.4409344486363738	1088000.0	2.0218896588853617	1088000.0	2.65401734031758	1088000.0	0.9300586788667505	1088000.0	0.42622152390795437	1088000.0	0.492838613202618	1088000.0	0.7327322564361551
1089000.0	0.5262180998052309	1089000.0	2.1380796420412036	1089000.0	2.132552367023397	1089000.0	2.0037629891034023	1089000.0	2.6302235117512613	1089000.0	0.933548969744453	1089000.0	0.49600833224804103	1089000.0	0.48082930065052254	1089000.0	0.5785570403182759
1090000.0	8.755337492006403	1090000.0	2.3857718958699303	1090000.0	2.2307271460394955	1090000.0	2.3138470878998074	1090000.0	2.934929649394016	1090000.0	0.9708561577574647	1090000.0	0.456831182119479	1090000.0	0.28876729814841046	1090000.0	0.6285103045376271
1091000.0	8.281234364046785	1091000.0	3.0742677142307873	1091000.0	2.458120868117367	1091000.0	1.9881509629151248	1091000.0	2.521810209086526	1091000.0	0.7117840319709446	1091000.0	0.6618375520208315	1091000.0	0.398256059823458	1091000.0	0.48154718803346236
1092000.0	9.509891378880988	1092000.0	2.181112080159794	1092000.0	2.511003075981832	1092000.0	1.9703900260801515	1092000.0	2.490657308317768	1092000.0	0.7432128605022381	1092000.0	0.653661615739484	1092000.0	0.23684785251268592	1092000.0	0.6385551546889109
1093000.0	4.043352723476483	1093000.0	2.175297467279788	1093000.0	2.5589848952995355	1093000.0	1.9651371757894673	1093000.0	2.3858493164859578	1093000.0	0.7412315340447063	1093000.0	0.5680720036634654	1093000.0	0.30728737177579546	1093000.0	1.0743592734395033
1094000.0	2.9692140383266414	1094000.0	2.268841589038964	1094000.0	2.5917807239499573	1094000.0	2.3132562064591102	1094000.0	2.488274068036892	1094000.0	0.7764168502510957	1094000.0	0.6081604734772695	1094000.0	0.36802103558696553	1094000.0	0.5364832161621635
1095000.0	0.9613385023492934	1095000.0	1.9051139402677073	1095000.0	2.3311928971332216	1095000.0	2.4603608381339486	1095000.0	2.9573954858748746	1095000.0	0.7811269997567287	1095000.0	0.5599796992674612	1095000.0	0.3175236355892799	1095000.0	0.11006591757264488
1096000.0	0.8661528210410141	1096000.0	2.251808718711007	1096000.0	2.100372864821623	1096000.0	2.2767342065476743	1096000.0	2.6313815530904336	1096000.0	0.7664857496820145	1096000.0	0.4357860024050017	1096000.0	0.5693989590874029	1096000.0	0.21932592497507825
1097000.0	1.0481570584390691	1097000.0	2.64745368203884	1097000.0	2.248895079305501	1097000.0	2.437727338677275	1097000.0	2.420896767063506	1097000.0	0.8206857266574247	1097000.0	0.5854708967851788	1097000.0	0.4217607361023804	1097000.0	0.10889381889787406
1098000.0	0.9739155622297271	1098000.0	1.846177018413319	1098000.0	2.4808455693852642	1098000.0	2.603646542127335	1098000.0	2.4190456216206337	1098000.0	0.8431717574945867	1098000.0	0.5848092294756913	1098000.0	0.09771657400810062	1098000.0	0.6803749835226421
1099000.0	0.8736316375725343	1099000.0	2.0106181686203826	1099000.0	2.2253933106732524	1099000.0	2.3355494875255225	1099000.0	2.1699568933272735	1099000.0	0.827651924836456	1099000.0	0.5245915196638651	1099000.0	0.32153384874867125	1099000.0	0.8793090096301079
1100000.0	0.5505348171538478	1100000.0	2.2547938913757593	1100000.0	2.2380906616345233	1100000.0	2.6191858800777723	1100000.0	2.4334832063018372	1100000.0	0.8457170916050607	1100000.0	0.5882995451181255	1100000.0	0.1295102161108625	1100000.0	0.12398510789724804
1101000.0	1.0221239211458746	1101000.0	2.3774147647042287	1101000.0	2.35980317494565	1101000.0	2.545070550747929	1101000.0	2.5658216152039612	1101000.0	0.7933565733897908	1101000.0	0.47489407967828756	1101000.0	0.4428104941658429	1101000.0	0.4476762399818736
1102000.0	0.09395552274825418	1102000.0	2.246776153038717	1102000.0	2.3262465618986563	1102000.0	2.4115315181187373	1102000.0	2.4248300732281933	1102000.0	0.8704344744545811	1102000.0	0.4487987158493089	1102000.0	0.1782876830011607	1102000.0	0.9350549374192444
1103000.0	0.03092557942312918	1103000.0	2.543275694541338	1103000.0	2.237727422520392	1103000.0	2.319767086065928	1103000.0	2.33255959995321	1103000.0	0.8373124005412277	1103000.0	0.5847831145485493	1103000.0	0.28475322185748003	1103000.0	0.7931971605996524
1104000.0	0.01040613810168578	1104000.0	2.446246190740591	1104000.0	1.8119896159581577	1104000.0	2.0378305124462863	1104000.0	2.049068267860174	1104000.0	0.9060462562122101	1104000.0	0.5685813002646992	1104000.0	0.5530328298407103	1104000.0	0.731512434818006
1105000.0	0.006017574851685917	1105000.0	2.26573976153036	1105000.0	1.996391475630514	1105000.0	1.928628097402881	1105000.0	2.0894428119827646	1105000.0	0.9581614658676972	1105000.0	0.6223360329954073	1105000.0	0.6289946819623212	1105000.0	0.359451468079991
1106000.0	0.00578421230706641	1106000.0	2.5498737174667085	1106000.0	2.1875034970977922	1106000.0	2.016064629122244	1106000.0	2.184170060305935	1106000.0	0.9483640118560794	1106000.0	0.6505503395080945	1106000.0	0.5359934207881443	1106000.0	0.30110685195353776
1107000.0	0.015930366510577977	1107000.0	2.1118149189668	1107000.0	2.2989928872421754	1107000.0	2.118816380738051	1107000.0	2.29548955685449	1107000.0	0.9966988033007526	1107000.0	0.4968568593341339	1107000.0	0.4437678047900537	1107000.0	0.2742033177594057
1108000.0	0.7413941654808656	1108000.0	1.7994236343492223	1108000.0	2.4384928228330773	1108000.0	2.0927612453526763	1108000.0	2.2672618672239597	1108000.0	0.8342110465158876	1108000.0	0.6690961690694611	1108000.0	0.5628499155429743	1108000.0	0.07774822806185357
1109000.0	5.689140276088943	1109000.0	2.7548949767548883	1109000.0	2.4384928228330773	1109000.0	2.1590482563545206	1109000.0	2.3334549018246347	1109000.0	0.8356078634954079	1109000.0	0.5317383057168202	1109000.0	0.5659766557595699	1109000.0	0.5104032912167723
1110000.0	9.169861792075286	1110000.0	2.579057415729525	1110000.0	2.060979388981574	1110000.0	2.3014817612191703	1110000.0	2.459480920425751	1110000.0	0.8007348983731741	1110000.0	0.5668173505372065	1110000.0	0.40783505634121636	1110000.0	0.7336550730476192
1111000.0	0.4512346512845851	1111000.0	1.8709188596860902	1111000.0	2.0969001127095024	1111000.0	2.1105493466660605	1111000.0	2.1635451332469233	1111000.0	0.9736284151170039	1111000.0	0.6352368300672974	1111000.0	0.5426619154276796	1111000.0	0.78643857049583
1112000.0	0.5723333274582137	1112000.0	2.585653383922907	1112000.0	2.4894501646303597	1112000.0	2.1186159487843597	1112000.0	2.151944269633267	1112000.0	0.9502241405168149	1112000.0	0.5631155232395406	1112000.0	0.43821872675069007	1112000.0	0.9739956039117389
1113000.0	0.5850052738432453	1113000.0	1.6947507677522649	1113000.0	2.2739503534839884	1113000.0	2.2136810960975306	1113000.0	1.9832719572036726	1113000.0	1.1354375879076968	1113000.0	0.5522536856489332	1113000.0	0.2966111457088513	1113000.0	1.025540381914659
1114000.0	0.41463849780700257	1114000.0	1.931172472362392	1114000.0	2.205132931868926	1114000.0	2.138855902441001	1114000.0	1.923251446093083	1114000.0	1.101075409733967	1114000.0	0.5355406229976108	1114000.0	0.6107335429077471	1114000.0	0.1751981752793712
1115000.0	0.4387312820547934	1115000.0	2.1749961078938296	1115000.0	2.2586425767461527	1115000.0	2.079674775487924	1115000.0	1.969920969006077	1115000.0	1.0368037690851946	1115000.0	0.47270808720129553	1115000.0	0.4315096138474476	1115000.0	0.9224027903504755
1116000.0	0.3589418075218675	1116000.0	2.547522541001606	1116000.0	2.2988707838485825	1116000.0	2.1092652059828407	1116000.0	1.997949779183946	1116000.0	1.0515558208134679	1116000.0	0.5715690271355385	1116000.0	0.4376493023155378	1116000.0	0.5977171067394462
1117000.0	0.29078726748805683	1117000.0	2.5867878464254894	1117000.0	2.2712049274609076	1117000.0	2.2047469651733076	1117000.0	2.311453561127903	1117000.0	1.177935515261519	1117000.0	0.5176993064832928	1117000.0	0.37090544625791233	1117000.0	0.7036707530603569
1118000.0	0.307378698114514	1118000.0	2.3177464096209577	1118000.0	2.4920133459219245	1118000.0	2.1335661449347794	1118000.0	2.3365302730870225	1118000.0	1.0112379978703943	1118000.0	0.47429229555177105	1118000.0	0.25820033736769277	1118000.0	0.7112107466310579
1119000.0	0.555622192749259	1119000.0	2.3588733315407353	1119000.0	2.1459319575082056	1119000.0	2.2000176286089097	1119000.0	2.4406851526492557	1119000.0	1.050330796154624	1119000.0	0.5420401434312719	1119000.0	0.37983533867046976	1119000.0	0.6548070870247192
1120000.0	0.8466069013722588	1120000.0	2.3402417172461	1120000.0	2.1422946527477973	1120000.0	2.21835335966084	1120000.0	2.2799326921576495	1120000.0	0.9811521642328903	1120000.0	0.5316665030348358	1120000.0	0.35481799253442137	1120000.0	0.7191828475755876
1121000.0	0.616430271117375	1121000.0	2.312708043842531	1121000.0	2.3123559293761526	1121000.0	2.14338664178851	1121000.0	2.4082010651425	1121000.0	1.022976084756307	1121000.0	0.4265543721810077	1121000.0	0.5579531283073421	1121000.0	0.23932100020906819
1122000.0	0.9224172708206327	1122000.0	2.1405712991061794	1122000.0	2.242063585476037	1122000.0	1.9134161013659017	1122000.0	2.423176989860283	1122000.0	0.9918790612238249	1122000.0	0.41358772364713137	1122000.0	0.6516648193452954	1122000.0	0.7453675638594375
1123000.0	0.9067487110598815	1123000.0	1.9348568489735538	1123000.0	2.301715838800483	1123000.0	2.1285919926726677	1123000.0	2.3820159072596447	1123000.0	0.8575133976589618	1123000.0	0.41953124429730076	1123000.0	0.6405953722643588	1123000.0	0.7950975462579633
1124000.0	0.8999221663568723	1124000.0	2.440942742319796	1124000.0	2.5130967682010845	1124000.0	2.1125666835487507	1124000.0	2.3640826718705585	1124000.0	0.821833624762075	1124000.0	0.4295444079944374	1124000.0	0.6456458546005859	1124000.0	0.4969244162432878
1125000.0	0.4372586562356511	1125000.0	2.448797839069493	1125000.0	2.6473644094132385	1125000.0	2.2254351369615155	1125000.0	2.4917623167286704	1125000.0	0.8657418672387964	1125000.0	0.5709758869860169	1125000.0	0.33467353459503896	1125000.0	0.025990019879077165
1126000.0	0.9165795949989928	1126000.0	1.9242760279626214	1126000.0	2.024969717221792	1126000.0	2.294778907321539	1126000.0	2.1925786613982208	1126000.0	0.8424566061851937	1126000.0	0.5189735043128	1126000.0	0.3404925103036834	1126000.0	0.7828860003398004
1127000.0	0.6565941282585769	1127000.0	2.8129139903299305	1127000.0	2.0838334838898005	1127000.0	2.366837119924009	1127000.0	2.5154798744580065	1127000.0	0.6804939953790743	1127000.0	0.6638896648475415	1127000.0	0.438907874038918	1127000.0	0.5986024959354053
1128000.0	2.4592281459475775	1128000.0	1.7764742074502573	1128000.0	1.9276716634187603	1128000.0	2.1894670967128294	1128000.0	2.3269706103586683	1128000.0	0.7347911673694544	1128000.0	0.6204452957794515	1128000.0	0.4247195499476683	1128000.0	0.9606805001658373
1129000.0	1.3869963410341453	1129000.0	1.839825759101953	1129000.0	1.9361009007920864	1129000.0	1.9219720091803403	1129000.0	1.8110778924963258	1129000.0	0.8630811034690555	1129000.0	0.7493653690369318	1129000.0	0.5375545409774767	1129000.0	0.7236073016839518
1130000.0	5.109936874011326	1130000.0	1.9022989447311156	1130000.0	2.0018432083848516	1130000.0	1.9879284973876388	1130000.0	1.872574914595866	1130000.0	0.7685901658336071	1130000.0	0.6954892800289627	1130000.0	0.5558077611306055	1130000.0	0.9519473862750714
1131000.0	2.155168171972868	1131000.0	1.836368453327605	1131000.0	1.9324626797317963	1131000.0	1.9190302292837604	1131000.0	1.8076746082317454	1131000.0	0.892519365422197	1131000.0	0.671384787869522	1131000.0	0.5409586679598133	1131000.0	0.48366148576976464
1132000.0	9.321732634699261	1132000.0	1.8904011859948486	1132000.0	1.9380928288276544	1132000.0	1.8638154404989917	1132000.0	1.755663769547689	1132000.0	0.9658442989687848	1132000.0	0.5225876544338712	1132000.0	0.7288636040917434	1132000.0	0.46974546382670634
1133000.0	6.480012422283756	1133000.0	1.9441234691515978	1133000.0	1.8822592461733278	1133000.0	1.8908174831750142	1133000.0	1.7453694777892346	1133000.0	0.9798369767910943	1133000.0	0.606755381910168	1133000.0	0.7394230220013921	1133000.0	0.49425778219704003
1134000.0	1.0764346197189467	1134000.0	2.1906510403947874	1134000.0	1.9511624945426522	1134000.0	1.9709177859697056	1134000.0	1.7384028129404323	1134000.0	1.1703609609285082	1134000.0	0.5493968324338349	1134000.0	0.763551309157788	1134000.0	0.655490527644677
1135000.0	0.7161422244058596	1135000.0	2.2150669377269354	1135000.0	2.028025987878195	1135000.0	2.0168435661393507	1135000.0	1.9312043075645944	1135000.0	1.1201726003874424	1135000.0	0.4921452783347719	1135000.0	0.7268343908523772	1135000.0	0.03362502770575676
1136000.0	1.735955781781146	1136000.0	2.3197655153407513	1136000.0	2.1097010208182336	1136000.0	2.0980682475211103	1136000.0	2.008980024629891	1136000.0	1.1652855006076677	1136000.0	0.4035729431631055	1136000.0	0.756106314964617	1136000.0	0.014002544167783274
1137000.0	1.7383737956628125	1137000.0	2.794271176096843	1137000.0	2.1879795747254134	1137000.0	2.124011521646013	1137000.0	2.016581350406177	1137000.0	1.169694561227438	1137000.0	0.4567033657673307	1137000.0	0.6721605628672027	1137000.0	0.019971271145804402
1138000.0	3.1005761176888225	1138000.0	2.5414725714715947	1138000.0	2.1104616049126617	1138000.0	1.9766434033567206	1138000.0	1.908060945631719	1138000.0	1.106748562435316	1138000.0	0.519008758012444	1138000.0	0.6989705828426016	1138000.0	0.011633326057869642
1139000.0	9.618704200095413	1139000.0	2.6211861847419162	1139000.0	2.1664333700827605	1139000.0	2.2285572074516993	1139000.0	1.9484832081077523	1139000.0	1.1301950257090148	1139000.0	0.4200141153802159	1139000.0	0.6815693814833824	1139000.0	0.008102459973703052
1140000.0	4.394015335151918	1140000.0	2.0796839669338603	1140000.0	2.174268670326818	1140000.0	2.2112235542252585	1140000.0	1.9941288571454272	1140000.0	1.1726186658822135	1140000.0	0.4386961859619254	1140000.0	0.6851411630274187	1140000.0	0.5566657712635649
1141000.0	4.536795806802617	1141000.0	2.3700065119667864	1141000.0	2.4344176378828255	1141000.0	2.222805027338104	1141000.0	2.0151484157450645	1141000.0	1.2121674080934741	1141000.0	0.4409938948809163	1141000.0	0.7243592561648045	1141000.0	0.573558680360414
1142000.0	4.575156754834519	1142000.0	2.3412236807590747	1142000.0	1.9581849120501233	1142000.0	2.229609747441143	1142000.0	2.021317432265443	1142000.0	1.2074841333195538	1142000.0	0.5184208721449559	1142000.0	0.37033832919583304	1142000.0	0.5554429844635348
1143000.0	0.3317968043888143	1143000.0	1.966965915734736	1143000.0	2.4943259700945934	1143000.0	2.261720744857964	1143000.0	2.050428589014081	1143000.0	1.2248744052854779	1143000.0	0.5258872062446242	1143000.0	0.3425628296613026	1143000.0	0.8247262488281971
1144000.0	0.25829697266126106	1144000.0	1.804934927192237	1144000.0	2.352964454463556	1144000.0	2.141169911283454	1144000.0	1.9413311572233107	1144000.0	1.1809624203351226	1144000.0	0.42482340170153854	1144000.0	0.4853345453727034	1144000.0	0.7842319434487889
1145000.0	0.3938178598828326	1145000.0	2.9896660996969766	1145000.0	2.0581476785235893	1145000.0	2.437678969561831	1145000.0	2.0759049194460393	1145000.0	1.2628271528702302	1145000.0	0.3639521254503595	1145000.0	0.5779842610553158	1145000.0	0.2872111499276249
1146000.0	3.310573145108405	1146000.0	2.0244614079952123	1146000.0	2.4815410091808188	1146000.0	2.38198271806505	1146000.0	2.0331312219280577	1146000.0	1.1480919767515625	1146000.0	0.35645294859538373	1146000.0	0.7849569260262222	1146000.0	0.1650368943717173
1147000.0	0.7784523156523089	1147000.0	1.7020219728342865	1147000.0	2.1729639130008387	1147000.0	2.26614067224932	1147000.0	2.0995517703606796	1147000.0	1.0922572629382048	1147000.0	0.47819807149347515	1147000.0	0.666566968150201	1147000.0	0.14556534890594253
1148000.0	0.49699492170195775	1148000.0	2.13230534770982	1148000.0	2.2442139660347467	1148000.0	1.9484609894068945	1148000.0	2.1683946876731195	1148000.0	1.2342061267690345	1148000.0	0.464302062312555	1148000.0	0.5778159178945437	1148000.0	0.34414506087521257
1149000.0	0.743847466459714	1149000.0	1.935661186646199	1149000.0	2.3886431273234208	1149000.0	1.9762040638244438	1149000.0	2.193831141222194	1149000.0	1.1642053444669147	1149000.0	0.5162643431167919	1149000.0	0.5678987134852453	1149000.0	0.2913912770023938
1150000.0	0.15571282549157955	1150000.0	1.956331517515122	1150000.0	2.2710063959563653	1150000.0	1.8788792755698265	1150000.0	2.170518806146715	1150000.0	1.1415193413854543	1150000.0	0.462183717109889	1150000.0	0.3629902267681112	1150000.0	0.8887488203911148
1151000.0	0.2898695185827562	1151000.0	2.5589894395965116	1151000.0	2.3670865768644855	1151000.0	2.026081756105513	1151000.0	2.264452978196546	1151000.0	1.0686156386267778	1151000.0	0.47800969096851975	1151000.0	0.46144361603884093	1151000.0	1.0544576116422513
1152000.0	0.12357792926102759	1152000.0	2.275652847582939	1152000.0	2.164790100427837	1152000.0	2.0116313012394422	1152000.0	2.221930552717315	1152000.0	1.0861289357966477	1152000.0	0.46561044257461065	1152000.0	0.5043108197160366	1152000.0	0.9668303432042176
1153000.0	0.9584410196962861	1153000.0	2.1229228888699696	1153000.0	1.928304119729894	1153000.0	1.906800799460574	1153000.0	2.1061408975177565	1153000.0	1.0583887017039073	1153000.0	0.5072607806384263	1153000.0	0.4259371974830233	1153000.0	0.7503719114523738
1154000.0	1.050736455483979	1154000.0	2.2111677998094312	1154000.0	2.165487010884253	1154000.0	1.7822885584524695	1154000.0	2.067261156233701	1154000.0	0.9430539213705657	1154000.0	0.5852423082799946	1154000.0	0.8233934597965531	1154000.0	0.5247731473049025
1155000.0	0.8621990579348134	1155000.0	2.2381334800506254	1155000.0	2.110826381797834	1155000.0	2.026812472585668	1155000.0	2.092471863136562	1155000.0	0.9066686530018613	1155000.0	0.592379467635362	1155000.0	0.5810054775208915	1155000.0	0.20748049066130153
1156000.0	0.6146038792213592	1156000.0	2.1734723922651775	1156000.0	2.0498432763709937	1156000.0	2.11107134592323	1156000.0	1.9421973246807498	1156000.0	0.8804744237985427	1156000.0	0.5752652512132921	1156000.0	0.5168593014435059	1156000.0	0.8282057808571259
1157000.0	0.29952022737578377	1157000.0	2.1917735255650657	1157000.0	2.072907347657037	1157000.0	2.1348243325898473	1157000.0	2.07445342106315	1157000.0	0.9910980888626346	1157000.0	0.5817379210584992	1157000.0	0.3042093933180754	1157000.0	0.448668030558955
1158000.0	0.3836919459541282	1158000.0	2.5402344246208437	1158000.0	2.316540230958037	1158000.0	2.2036708417173263	1158000.0	2.1413530128504026	1158000.0	0.9545610597562738	1158000.0	0.6106611216709764	1158000.0	0.4607736344327461	1158000.0	0.26358261616901546
1159000.0	0.7319723511202355	1159000.0	2.2899900304818765	1159000.0	2.4345163043386617	1159000.0	2.2943092315008475	1159000.0	2.2504072035792135	1159000.0	1.003174662113406	1159000.0	0.5423627734894101	1159000.0	0.5729179575977991	1159000.0	0.43147702057406867
1160000.0	1.7876727011931148	1160000.0	2.24585513927422	1160000.0	2.387595963723623	1160000.0	2.0506395688620653	1160000.0	2.1502588366017568	1160000.0	0.983840514809133	1160000.0	0.49570243990309587	1160000.0	0.5440598379631465	1160000.0	0.9229386625611735
1161000.0	0.9940908117963279	1161000.0	2.523604018982793	1161000.0	2.267184849726122	1161000.0	2.2664459080862187	1161000.0	2.0355080300984643	1161000.0	0.9472055522786176	1161000.0	0.5990760072515549	1161000.0	0.5545242504411277	1161000.0	0.7372492170940683
1162000.0	0.7183082219625923	1162000.0	2.523604018982793	1162000.0	2.300653055486695	1162000.0	2.181207846738382	1162000.0	2.036891512762013	1162000.0	0.9472055522786176	1162000.0	0.6948111801764857	1162000.0	0.3519781861011011	1162000.0	0.3219987889947993
1163000.0	0.37242803035966765	1163000.0	2.266114515731132	1163000.0	2.040990226844154	1163000.0	2.183280150992722	1163000.0	1.881617446030689	1163000.0	0.8548836148383834	1163000.0	0.6270895392351745	1163000.0	0.48383832469360566	1163000.0	0.6749926227231245
1164000.0	1.7087607212985654	1164000.0	2.3272973864338415	1164000.0	2.0960949624114162	1164000.0	2.2422265750408825	1164000.0	1.9324192727315406	1164000.0	0.8779646344909344	1164000.0	0.5805021939723279	1164000.0	0.44163395840261094	1164000.0	1.1483834776268633
1165000.0	2.7042692847975145	1165000.0	2.2220928780931866	1165000.0	2.001341863283968	1165000.0	2.046043979772764	1165000.0	1.8450650649363576	1165000.0	0.8528288177009101	1165000.0	0.6451391700817032	1165000.0	0.27794966274821886	1165000.0	1.0533205529911993
