T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,
1,2,2,3,7,9,12,16,24,42,58,80,114,157,218,297,444,605,791,981,1322,1782,2145,2641,2793,2702,2450,2505,2268,2193,2188,2144,1990,2075,2226,2213,1952,1786,1586,1482,1408,1285,1146,1024,930,828,725,650,675,701,641,627,561,509,444,416,375,353,308,291,261,238,230,222,211,214,200,180,151,145,128,115,116,105,105,90,81,80,78,70,61,51,47,46,49,53,50,41,37,36,35,32,28,23,21,15,14,12,11,8,7,12,12,16,19,21,
1,1,4,5,5,8,10,16,26,35,54,69,97,149,221,296,414,550,698,895,1296,1742,2400,2760,3123,3362,3654,3463,3614,3682,3458,3085,2860,2537,2321,2060,1843,1787,1638,1450,1418,1303,1281,1303,1173,1037,981,1002,949,946,843,746,686,609,537,514,460,411,373,359,352,340,287,260,246,231,222,208,195,161,150,136,113,100,91,81,70,62,57,50,42,45,39,35,30,33,33,33,34,35,41,42,43,49,48,42,44,46,45,43,45,48,39,36,35,37,
1,1,3,6,10,11,10,16,24,36,82,95,132,163,223,300,390,569,749,1032,1374,1741,2339,3331,3410,3265,3289,3244,3192,3379,3439,3689,3414,3113,2744,2427,2285,2153,1951,1731,1577,1505,1329,1256,1231,1236,1239,1123,982,889,826,866,818,755,715,627,575,530,499,441,430,386,327,287,275,234,202,186,168,145,125,136,122,110,97,94,82,68,62,50,47,42,39,37,32,33,31,29,29,33,43,52,62,63,57,58,55,52,52,48,44,36,27,28,23,25,
1,2,2,3,5,7,10,13,29,41,65,98,135,182,290,392,524,636,781,1098,1402,1767,1981,2083,1953,1734,1667,1650,1702,1831,2093,1996,1791,1673,1452,1363,1230,1156,1114,1097,1019,1072,970,896,805,783,771,742,679,624,553,513,475,407,381,354,328,295,272,257,242,221,204,221,198,184,176,163,146,136,125,107,88,81,81,81,66,70,63,55,47,45,39,39,37,38,36,38,35,33,38,41,40,35,34,36,41,48,53,62,68,92,103,120,152,178,
1,2,4,7,11,14,15,25,33,53,78,99,134,179,262,345,497,609,749,947,1140,1288,1523,1759,2052,2208,2161,2098,2146,2356,2557,2825,2868,2690,2435,2151,1936,1792,1567,1362,1243,1104,1072,1023,1007,919,848,771,747,678,633,579,565,512,491,462,408,374,375,344,304,270,238,222,203,180,166,152,136,137,124,112,112,103,97,85,81,96,103,98,91,89,80,73,67,65,55,50,48,52,45,43,43,41,47,41,33,32,22,19,16,15,16,16,14,13,
1,2,4,7,11,14,15,25,33,53,78,99,134,179,262,345,497,609,749,947,1140,1288,1523,1759,2052,2208,2161,2098,2146,2356,2557,2825,2868,2690,2435,2151,1936,1792,1567,1362,1243,1104,1072,1023,1007,919,848,771,747,678,633,579,565,512,491,462,408,374,375,344,304,270,238,222,203,180,166,152,136,137,124,112,112,103,97,85,81,96,103,98,91,89,80,73,67,65,55,50,48,52,45,43,43,41,47,41,33,32,22,19,16,15,16,16,14,13,
1,1,3,4,5,9,12,20,34,44,68,115,182,237,292,347,402,479,581,702,880,1145,1559,1954,2085,2391,2782,2765,2799,3008,3253,3420,3546,3138,2750,2522,2291,1985,1809,1632,1600,1417,1293,1140,992,885,788,736,677,576,559,498,464,404,346,325,281,256,223,201,171,141,122,106,94,86,84,99,101,113,112,96,81,69,64,57,53,45,41,36,27,20,22,27,28,34,29,26,32,32,36,44,48,47,39,35,31,24,23,22,23,29,34,47,59,83,
1,1,3,5,8,9,15,19,29,44,66,112,164,245,350,395,434,469,485,591,754,879,1094,1426,1732,1989,2480,2875,3276,3352,3260,3055,2797,2594,2236,2119,1949,1835,1774,1710,1598,1463,1353,1211,1118,1037,925,892,862,770,655,571,528,523,441,375,325,295,248,206,195,180,176,158,153,129,110,95,82,73,71,73,72,66,59,58,50,46,44,40,36,30,30,30,31,32,26,24,32,38,42,45,48,49,43,43,38,32,29,32,30,25,28,27,28,42,
1,2,3,3,4,7,9,13,22,33,51,82,110,141,206,262,368,470,630,827,1044,1398,1766,2218,2437,2518,2648,2749,3126,3541,3784,4267,4585,4251,3860,3492,3043,2644,2394,2119,1920,1664,1434,1282,1199,1112,1061,938,820,700,650,566,477,442,409,370,324,291,253,212,195,175,146,145,136,140,128,120,112,109,92,79,77,76,68,61,52,55,61,53,51,43,35,31,31,25,28,31,28,20,17,14,15,11,15,14,13,12,12,13,13,14,14,14,14,12,
1,1,3,5,8,11,17,22,33,47,67,86,115,151,213,280,389,532,672,884,1104,1321,1524,1640,1800,1976,1993,2028,2013,2067,2130,2120,2071,1980,1927,1905,1902,2098,2411,2500,2498,2377,2303,2355,2307,2142,1844,1597,1395,1224,1072,877,714,619,529,476,398,319,270,224,197,179,169,151,133,113,94,81,72,68,51,39,38,37,35,37,32,39,45,48,46,44,39,33,32,29,25,20,18,15,12,10,11,8,5,3,3,4,4,4,3,2,2,3,4,3,
