T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,
0,5,64,169,258,150,69,41,20,8,4,4,1,1,0,
0,10,70,253,325,307,163,83,28,15,7,4,0,4,9,
0,10,52,122,230,156,93,44,22,10,7,7,0,4,0,
0,10,62,197,348,187,69,37,21,13,7,1,0,0,0,
0,8,59,210,248,181,102,48,25,15,7,2,0,1,0,
0,8,47,232,330,175,73,46,25,14,7,3,0,0,0,
0,11,63,230,344,204,137,57,27,12,7,1,0,0,0,
0,12,72,307,401,205,134,95,37,13,7,4,0,5,2,
0,11,66,261,252,185,114,55,28,10,7,1,0,6,2,
0,9,66,200,302,193,95,32,20,13,7,1,0,0,0,
0,9,66,200,302,193,95,32,20,13,7,1,0,0,0,
0,9,66,200,302,193,95,32,20,13,7,1,0,0,0,
0,9,66,200,302,193,95,32,20,13,7,1,0,0,0,
0,9,66,200,302,193,95,32,20,13,7,1,0,0,0,
0,9,66,200,302,193,95,32,20,13,7,1,0,0,0,
0,10,62,235,320,176,122,45,19,8,6,3,4,3,0,
0,12,89,248,239,183,135,63,23,10,7,4,0,0,0,
0,12,89,248,239,183,135,63,23,10,7,4,0,0,0,
0,12,82,139,233,164,69,37,21,11,7,3,0,2,1,
0,8,77,281,397,207,91,51,22,13,6,1,0,2,0,
0,8,53,193,281,239,111,35,13,12,10,7,7,4,0,
0,14,95,326,418,243,91,41,20,9,7,7,7,2,0,
0,10,74,330,442,232,117,51,26,13,7,6,0,0,0,
0,13,72,199,337,211,101,55,29,13,7,4,0,0,0,
0,10,76,332,442,339,153,58,29,10,7,1,0,0,0,
0,11,53,214,451,212,103,49,23,7,3,1,0,0,0,
0,11,53,214,451,212,103,49,23,7,3,1,0,0,0,
0,10,57,232,408,285,109,47,19,11,7,5,0,1,0,
0,10,57,232,408,285,109,47,19,11,7,5,0,1,0,
0,10,57,232,408,285,109,47,19,11,7,5,0,1,0,
0,13,112,311,357,169,169,83,37,17,7,2,0,0,0,
0,10,71,256,264,147,101,95,49,16,7,3,0,0,3,
0,11,85,312,418,207,128,71,36,14,5,3,0,1,0,
0,11,70,308,438,220,100,55,30,11,7,3,0,1,0,
0,8,69,278,336,199,114,58,20,9,7,1,0,0,0,
0,13,94,266,367,216,80,42,29,11,7,1,0,0,0,
0,9,62,311,499,264,121,65,34,14,8,3,0,4,0,
0,9,62,311,499,264,121,65,34,14,8,3,0,4,0,
0,9,62,311,499,264,121,65,34,14,8,3,0,4,0,
0,12,94,399,476,237,90,41,16,13,7,3,0,2,1,
0,12,94,399,476,237,90,41,16,13,7,3,0,2,1,
0,13,109,291,404,217,123,50,22,10,2,4,0,1,0,
0,8,61,280,338,247,203,75,26,14,10,3,0,2,1,
0,8,67,228,407,390,149,54,29,16,6,3,0,0,0,
0,9,70,201,277,277,131,53,20,10,7,2,0,0,0,
0,10,65,233,323,153,112,76,34,12,7,7,2,1,0,
0,7,48,258,430,278,145,60,23,10,2,3,6,1,0,
0,10,80,389,471,215,82,58,39,16,9,1,0,4,1,
0,7,54,210,330,235,125,71,26,11,7,6,0,0,0,
0,8,54,302,429,222,93,55,26,14,14,8,3,2,0,
0,12,86,322,517,272,131,63,24,9,4,4,0,1,0,
0,9,67,294,505,303,143,54,25,13,7,2,0,4,0,
0,11,55,274,448,284,159,67,21,7,3,1,0,2,0,
0,6,38,163,314,214,157,67,24,12,7,5,4,7,0,
0,9,72,261,309,187,105,43,22,8,7,2,0,3,0,
0,9,49,166,271,262,143,71,37,16,7,3,0,4,0,
0,11,96,337,368,202,98,47,19,8,7,3,0,5,4,
0,6,82,291,388,249,133,63,27,11,7,7,7,0,0,
0,9,116,322,320,261,127,61,33,14,7,4,0,2,0,
0,9,109,401,350,202,133,66,29,13,8,3,0,0,0,
0,10,70,422,553,262,101,42,25,11,6,2,0,0,0,
0,9,65,268,393,223,98,48,28,12,7,3,0,0,0,
0,10,86,246,342,248,109,41,17,14,9,5,0,2,3,
0,10,86,246,342,248,109,41,17,14,9,5,0,2,3,
0,10,76,232,328,190,105,86,41,15,7,1,0,1,0,
0,8,55,302,409,262,104,43,19,8,7,7,7,5,0,
0,9,79,234,387,296,133,79,38,17,7,2,0,1,0,
0,12,77,239,342,210,105,44,22,15,7,6,0,0,0,
0,10,80,232,277,187,86,53,24,12,7,2,0,2,7,
0,13,100,363,427,206,162,70,42,18,7,3,7,7,2,
0,9,88,307,378,257,138,64,43,18,7,2,0,2,0,
0,6,47,168,298,191,108,52,22,10,3,3,0,1,0,
0,10,62,234,377,237,133,85,35,12,7,1,0,1,0,
0,10,89,308,390,258,151,63,23,9,7,7,7,3,0,
0,10,89,308,390,258,151,63,23,9,7,7,7,3,0,
0,10,89,308,390,258,151,63,23,9,7,7,7,3,0,
0,10,74,301,579,310,133,53,20,9,7,2,0,0,0,
0,12,79,266,460,234,82,36,26,15,7,1,0,0,0,
0,10,60,224,395,283,159,75,23,13,12,11,7,1,0,
0,10,60,224,395,283,159,75,23,13,12,11,7,1,0,
0,12,67,224,342,230,164,76,28,11,7,3,0,0,0,
0,11,75,253,392,232,87,29,13,8,7,4,0,0,0,
0,9,83,267,359,317,232,99,42,16,7,7,7,1,0,
0,9,83,267,359,317,232,99,42,16,7,7,7,1,0,
0,10,71,239,301,229,88,38,22,17,7,4,0,0,0,
0,11,65,183,252,192,138,68,26,11,7,2,0,1,0,
0,11,65,183,252,192,138,68,26,11,7,2,0,1,0,
0,10,70,238,309,224,112,53,25,10,7,2,3,1,0,
0,7,68,196,225,190,87,37,18,7,6,1,3,4,0,
0,7,68,196,225,190,87,37,18,7,6,1,3,4,0,
0,9,45,160,242,179,103,44,20,8,3,1,0,1,0,
0,10,46,139,281,264,112,44,15,7,7,1,1,1,0,
0,8,54,171,211,150,109,58,27,16,7,6,0,1,0,
0,8,54,171,211,150,109,58,27,16,7,6,0,1,0,
0,8,54,171,211,150,109,58,27,16,7,6,0,1,0,
0,8,67,207,279,204,110,49,23,11,7,1,0,0,0,
0,8,67,207,279,204,110,49,23,11,7,1,0,0,0,
0,8,67,207,279,204,110,49,23,11,7,1,0,0,0,
0,8,67,207,279,204,110,49,23,11,7,1,0,0,0,
0,9,71,280,392,231,143,72,37,19,9,3,0,0,0,
0,9,71,280,392,231,143,72,37,19,9,3,0,0,0,
0,9,71,280,392,231,143,72,37,19,9,3,0,0,0,
0,7,40,125,243,212,106,43,17,7,7,7,7,1,0,
0,10,86,222,261,252,154,83,34,12,7,4,3,4,0,
0,15,75,213,356,219,112,52,23,14,7,5,4,0,0,
0,10,66,189,281,296,168,55,19,7,2,3,0,0,0,
0,9,64,252,329,230,123,58,20,8,7,1,0,0,0,
0,7,65,202,289,189,79,28,15,10,7,4,0,0,0,
0,10,63,193,255,210,143,69,25,9,7,3,0,0,0,
0,9,61,190,211,136,64,39,19,8,7,3,0,0,0,
0,9,61,190,211,136,64,39,19,8,7,3,0,0,0,
0,9,70,197,240,163,95,57,31,11,4,2,0,0,0,
0,9,70,197,240,163,95,57,31,11,4,2,0,0,0,
0,8,63,242,260,137,92,47,15,7,7,1,0,1,0,
0,6,65,243,258,146,106,41,15,9,7,4,0,0,0,
0,8,62,223,345,207,88,44,16,7,6,1,2,7,10,
0,9,61,183,217,160,100,43,17,11,7,3,0,4,12,
0,8,58,170,251,205,126,46,27,14,7,2,0,0,0,
0,8,58,170,251,205,126,46,27,14,7,2,0,0,0,
0,12,83,249,346,259,170,79,36,17,7,6,0,0,0,
0,11,72,215,361,234,101,53,35,19,7,7,0,0,0,
0,10,69,228,286,178,76,42,18,7,7,2,0,0,0,
1,11,74,181,299,289,111,37,16,8,3,2,0,0,0,
0,13,67,185,299,168,96,66,28,10,7,4,0,0,0,
0,13,67,185,299,168,96,66,28,10,7,4,0,0,0,
0,12,92,243,335,259,134,45,20,8,6,2,0,1,0,
0,15,83,305,371,219,71,46,24,10,7,3,2,5,0,
0,14,112,367,378,189,95,58,26,13,7,2,0,0,0,
0,12,67,174,293,258,108,53,27,18,8,4,0,2,0,
0,13,69,202,256,193,94,50,21,11,7,4,0,4,1,
0,11,83,295,382,198,89,39,21,9,6,2,0,6,1,
0,12,86,221,402,214,102,56,32,11,7,3,0,0,0,
0,12,97,285,354,176,90,44,18,8,7,4,0,0,3,
0,14,66,297,437,231,92,56,33,13,7,7,1,2,0,
0,12,108,386,441,211,106,45,21,7,7,4,0,2,0,
0,10,87,318,498,340,172,73,26,10,7,4,7,5,0,
0,8,62,230,327,194,77,42,15,12,8,7,6,6,0,
0,10,95,287,426,347,168,64,24,11,4,3,7,5,0,
0,18,121,252,348,272,155,59,20,7,5,1,0,1,0,
0,18,121,252,348,272,155,59,20,7,5,1,0,1,0,
0,8,55,260,410,254,114,60,21,10,7,2,0,2,0,
0,10,72,292,363,222,107,66,46,13,7,4,0,3,2,
0,13,96,252,352,243,103,46,25,10,7,5,2,2,0,
0,13,62,258,514,289,108,50,23,12,5,1,0,1,0,
0,10,48,143,256,195,89,37,26,15,9,2,0,0,0,
0,11,64,208,385,267,115,48,23,17,8,4,0,0,0,
0,12,63,130,168,171,139,62,20,9,7,1,0,0,0,
0,11,56,155,319,200,89,41,28,19,10,7,0,0,0,
0,12,71,269,323,197,119,63,24,10,7,1,0,0,0,
0,10,76,278,348,243,136,55,23,10,7,3,0,0,0,
0,10,57,175,257,185,80,37,14,7,7,4,0,3,10,
0,10,46,208,357,208,74,43,29,11,7,7,0,1,2,
0,7,57,258,340,231,140,77,31,10,7,2,0,0,0,
0,10,59,235,387,241,107,39,16,9,7,5,0,1,7,
0,8,51,185,304,236,114,48,24,12,7,1,0,0,0,
0,5,48,166,239,149,80,54,30,13,7,7,7,1,0,
0,5,48,166,239,149,80,54,30,13,7,7,7,1,0,
0,9,62,175,309,207,96,43,17,7,7,2,0,0,0,
0,8,71,177,219,208,104,49,22,9,7,2,0,0,0,
0,8,46,148,304,221,118,50,22,13,7,1,0,0,0,
0,8,70,206,289,273,165,63,19,7,7,1,2,1,0,
0,10,74,288,361,329,158,52,21,9,2,3,0,2,2,
0,9,47,228,485,289,127,61,25,10,8,7,6,2,0,
0,7,64,237,349,224,122,60,26,13,7,2,0,0,0,
0,6,61,260,286,167,92,50,26,11,7,7,0,1,7,
0,6,61,260,286,167,92,50,26,11,7,7,0,1,7,
0,6,61,260,286,167,92,50,26,11,7,7,0,1,7,
1,16,82,204,318,199,99,56,30,10,7,5,0,2,0,
1,16,82,204,318,199,99,56,30,10,7,5,0,2,0,
1,16,82,204,318,199,99,56,30,10,7,5,0,2,0,
0,12,101,250,278,237,102,56,27,11,7,7,7,1,0,
0,12,64,195,421,298,135,59,22,14,11,7,0,0,0,
0,9,76,320,432,266,104,53,25,9,6,2,1,7,0,
0,8,71,221,272,169,135,65,32,16,7,6,0,1,0,
0,8,71,221,272,169,135,65,32,16,7,6,0,1,0,
0,8,75,307,450,259,120,68,29,17,7,3,2,2,2,
0,8,46,213,300,189,124,55,20,10,7,4,1,0,0,
0,10,68,204,305,214,102,44,19,8,4,7,1,1,0,
0,10,68,204,305,214,102,44,19,8,4,7,1,1,0,
0,10,68,204,305,214,102,44,19,8,4,7,1,1,0,
0,10,68,204,305,214,102,44,19,8,4,7,1,1,0,
0,10,68,204,305,214,102,44,19,8,4,7,1,1,0,
0,10,68,204,305,214,102,44,19,8,4,7,1,1,0,
0,10,68,204,305,214,102,44,19,8,4,7,1,1,0,
0,7,46,160,278,207,105,50,23,9,7,2,0,0,0,
0,10,71,224,335,184,89,38,19,11,7,2,0,0,0,
0,10,71,224,335,184,89,38,19,11,7,2,0,0,0,
0,8,57,229,394,327,191,70,36,17,7,2,0,0,0,
0,11,80,188,337,275,108,44,21,9,7,6,0,0,0,
0,8,88,300,307,153,81,42,17,8,7,10,7,2,0,
0,8,59,273,369,187,76,46,23,11,7,3,0,0,0,
0,9,66,219,285,178,103,50,23,11,7,2,0,3,1,
0,10,65,182,246,132,64,30,18,14,8,4,2,0,0,
0,9,64,265,379,286,154,65,28,12,7,7,7,2,0,
0,12,58,260,319,193,155,81,28,13,7,2,0,0,0,
0,9,60,195,292,129,63,34,17,8,7,6,0,0,0,
0,8,55,184,276,222,100,39,16,7,7,1,0,0,0,
0,8,59,192,284,267,116,46,29,19,8,1,0,1,0,
0,8,59,192,284,267,116,46,29,19,8,1,0,1,0,
0,8,72,254,286,201,129,60,24,13,6,2,7,3,0,
0,9,58,208,317,212,121,65,36,14,8,3,0,4,0,
0,7,51,211,318,193,67,22,12,7,3,2,0,0,0,
0,7,42,187,354,208,101,45,17,7,6,2,0,1,0,
0,7,42,187,354,208,101,45,17,7,6,2,0,1,0,
0,11,58,221,268,268,106,46,21,11,8,1,0,1,9,
0,8,71,247,338,255,184,75,32,10,7,5,0,0,0,
0,11,84,223,245,144,98,70,38,16,7,1,0,1,0,
0,8,68,290,419,212,91,45,20,14,9,3,0,2,0,
0,8,68,290,419,212,91,45,20,14,9,3,0,2,0,
0,7,69,260,265,170,86,47,21,10,7,2,0,0,0,
0,7,69,260,265,170,86,47,21,10,7,2,0,0,0,
0,11,84,303,376,205,95,48,16,7,3,4,2,3,5,
0,6,66,269,384,284,181,94,32,9,5,2,0,1,0,
0,6,57,197,316,215,100,54,28,10,7,3,0,0,0,
0,6,57,197,316,215,100,54,28,10,7,3,0,0,0,
0,6,57,197,316,215,100,54,28,10,7,3,0,0,0,
0,10,60,252,304,173,127,64,34,19,8,2,0,0,0,
0,12,104,289,448,331,158,64,31,22,11,5,0,2,5,
0,8,60,331,563,321,133,51,29,14,7,2,0,1,0,
0,6,62,218,319,292,148,70,33,18,11,4,0,0,0,
0,8,75,226,315,271,127,79,33,15,7,4,3,4,0,
0,7,64,180,242,218,135,71,27,11,7,1,0,0,0,
0,5,64,234,395,313,129,61,24,8,1,2,0,0,4,
0,12,74,259,372,281,130,48,18,7,7,2,0,0,0,
0,8,83,336,486,247,99,52,28,16,7,3,0,0,0,
0,7,56,172,315,234,114,62,28,18,14,7,7,8,7,
0,6,88,481,483,277,117,43,16,8,4,2,0,1,1,
0,6,88,481,483,277,117,43,16,8,4,2,0,1,1,
0,6,88,481,483,277,117,43,16,8,4,2,0,1,1,
0,7,59,233,352,258,121,44,22,12,7,1,0,0,0,
0,11,67,241,336,189,119,51,19,7,2,2,1,1,0,
0,10,54,147,261,270,132,55,22,14,7,5,7,7,2,
0,6,54,196,303,162,113,55,30,17,7,4,0,0,0,
0,5,75,279,454,278,133,68,27,10,7,7,7,2,0,
0,8,73,261,395,306,137,53,27,9,1,2,3,4,0,
0,5,62,295,454,219,104,44,18,7,7,2,0,0,0,
0,8,72,217,329,251,154,69,22,7,2,4,4,6,9,
0,8,78,328,437,282,139,51,19,7,4,1,5,2,0,
0,8,58,151,290,269,138,58,27,17,7,2,0,0,0,
0,6,65,274,408,275,132,61,29,13,7,2,0,0,0,
0,9,69,158,301,251,136,52,21,9,7,2,0,1,0,
0,6,48,252,347,256,140,81,36,13,7,5,0,6,0,
0,9,60,265,373,293,152,66,26,15,7,7,0,0,0,
0,9,60,265,373,293,152,66,26,15,7,7,0,0,0,
0,9,60,265,373,293,152,66,26,15,7,7,0,0,0,
0,10,63,216,370,274,129,63,30,12,7,1,0,1,4,
0,10,60,200,363,268,122,76,34,17,7,3,0,0,0,
0,8,55,209,380,228,86,32,14,8,2,4,0,0,0,
0,12,77,198,277,186,80,50,20,8,7,1,0,0,0,
0,8,64,250,416,199,104,56,19,10,7,2,0,0,0,
0,7,55,199,330,247,109,66,26,11,7,7,2,1,0,
0,7,55,199,330,247,109,66,26,11,7,7,2,1,0,
0,7,55,199,330,247,109,66,26,11,7,7,2,1,0,
0,7,55,199,330,247,109,66,26,11,7,7,2,1,0,
0,7,55,199,330,247,109,66,26,11,7,7,2,1,0,
0,7,55,199,330,247,109,66,26,11,7,7,2,1,0,
0,6,64,219,371,278,120,58,28,11,5,4,0,0,0,
0,8,67,237,362,231,127,51,19,16,7,6,0,2,7,
0,7,38,195,390,354,166,70,23,8,7,1,0,0,0,
0,7,49,221,399,248,199,99,54,19,7,1,0,0,0,
0,12,72,243,392,378,215,78,30,13,7,7,7,2,0,
0,9,93,273,325,205,121,64,34,11,7,7,1,1,2,
0,9,93,273,325,205,121,64,34,11,7,7,1,1,2,
0,6,40,163,323,181,65,31,16,12,7,7,7,3,0,
0,6,52,177,266,193,114,60,20,8,7,4,2,1,0,
0,10,53,166,280,205,113,74,37,16,9,2,0,0,0,
0,12,74,238,426,284,111,58,21,9,7,7,0,0,0,
0,10,67,216,371,345,229,101,39,14,5,2,4,3,0,
0,7,59,288,486,239,109,76,26,11,7,2,0,0,0,
0,7,60,273,467,350,160,74,28,12,7,7,7,1,0,
0,10,57,148,276,239,100,39,13,7,7,4,0,1,0,
0,6,54,231,480,373,171,75,28,17,7,7,0,1,5,
0,12,86,279,353,203,97,39,19,8,2,4,6,1,0,
0,9,70,233,299,222,106,61,32,18,8,3,0,0,0,
0,6,59,205,399,258,139,52,23,10,1,3,4,1,0,
0,8,63,265,446,280,108,48,18,10,7,2,0,1,0,
0,8,63,219,325,312,151,59,23,7,2,1,0,0,0,
0,10,56,176,329,246,101,70,36,16,7,3,0,0,0,
0,9,64,189,349,209,143,58,18,9,7,3,0,1,1,
0,12,82,309,498,247,124,57,23,9,7,7,7,4,0,
0,13,74,246,343,197,95,54,30,12,7,2,0,0,0,
0,8,55,195,369,232,127,71,31,10,7,1,5,2,0,
0,11,85,247,359,252,119,56,23,10,7,2,0,1,0,
0,10,50,210,373,320,139,50,27,15,8,2,1,3,5,
0,12,69,355,620,432,197,62,22,9,7,6,7,6,0,
0,14,70,276,355,254,115,53,16,7,6,3,1,1,0,
0,13,97,392,544,215,111,71,25,8,7,6,4,2,0,
0,11,70,232,269,198,119,45,19,8,7,3,0,0,0,
0,13,99,323,503,302,138,54,21,8,6,7,2,4,1,
0,13,99,323,503,302,138,54,21,8,6,7,2,4,1,
0,13,99,323,503,302,138,54,21,8,6,7,2,4,1,
0,8,77,273,405,251,145,96,36,16,7,2,0,0,0,
0,9,60,186,279,318,184,62,29,13,7,2,0,2,0,
0,10,63,266,506,430,160,46,16,8,7,6,0,2,1,
0,12,59,245,387,247,129,50,23,13,7,3,0,0,0,
0,10,49,143,332,234,88,43,18,7,7,3,0,1,0,
0,9,75,271,429,301,142,78,36,18,12,7,2,1,0,
0,9,75,271,429,301,142,78,36,18,12,7,2,1,0,
0,10,52,143,290,230,91,38,20,11,7,5,0,1,0,
0,12,66,195,303,228,98,40,17,8,7,3,0,0,0,
0,8,56,184,309,257,151,70,28,10,7,6,5,7,0,
0,11,66,221,297,218,122,63,27,17,7,12,7,1,1,
0,9,65,265,364,318,256,139,60,24,10,1,0,0,0,
