gamma,psi,phi,initialBeta,betaJitter,betaRefactor_distribs_0,betaRefactor_changetime_0,betaRefactor_distribs_1,initialI,
0.05708211969462637,0.0010552120850382026,0.15,0.23203014520512294,0.007480167889915952,1.0,152.0,2.751310915303937,507.0,
0.045577466067935675,0.0010789553416289837,0.15,0.18352798911148813,0.006790968312621419,1.0,158.0,2.0870965261880183,533.0,
0.05281696056568169,0.0011712871449114344,0.15,0.13664946421572782,0.006985826959117697,1.0,142.0,2.3331690523781075,545.0,
0.05281696056568169,0.0011712871449114344,0.15,0.13664946421572782,0.006985826959117697,1.0,142.0,2.3331690523781075,545.0,
0.05281696056568169,0.0011712871449114344,0.15,0.13664946421572782,0.006985826959117697,1.0,142.0,2.3331690523781075,545.0,
0.06558590376926506,0.001163635082390774,0.15,0.1209903210700498,0.006878760890560234,1.0,145.0,2.1604116270685774,489.0,
0.07103686281003746,0.0012880843800443162,0.15,0.1494583776410943,0.00668668163466278,1.0,146.0,2.1214109132474124,495.0,
0.06767430340938559,0.001297537559808859,0.15,0.1265844476968622,0.007134046659454584,1.0,145.0,2.122692573062287,451.0,
0.06767430340938559,0.001297537559808859,0.15,0.1265844476968622,0.007134046659454584,1.0,145.0,2.122692573062287,451.0,
0.09865001592432361,0.0013193038251294459,0.15,0.11366213736954724,0.008733674187548243,1.0,143.0,1.984608692975508,552.0,
0.09219113032912081,0.0012272523814550898,0.15,0.0996839449305039,0.008931705015313516,1.0,143.0,2.180568153249969,500.0,
0.10517867729866258,0.0012782534447360056,0.15,0.11569572548433932,0.009437917795317349,1.0,144.0,2.3430362351355565,540.0,
0.11297356956474194,0.0011910422021232533,0.15,0.11727960013159752,0.008032269981227358,1.0,145.0,2.132059129200948,489.0,
0.10128696948707906,0.0011299498285300095,0.15,0.1281496927820184,0.007041768370105793,1.0,144.0,2.0454606141677902,492.0,
0.11324413479106403,0.001105971506570152,0.15,0.11892134955842298,0.007254310874651236,1.0,142.0,2.1089813536851443,479.0,
0.09292449403280273,0.0012919711204495625,0.15,0.13972793804206676,0.007463948664767473,1.0,145.0,2.2562876589517207,472.0,
0.09292449403280273,0.0012919711204495625,0.15,0.13972793804206676,0.007463948664767473,1.0,145.0,2.2562876589517207,472.0,
0.09292449403280273,0.0012919711204495625,0.15,0.13972793804206676,0.007463948664767473,1.0,145.0,2.2562876589517207,472.0,
0.09292449403280273,0.0012919711204495625,0.15,0.13972793804206676,0.007463948664767473,1.0,145.0,2.2562876589517207,472.0,
0.09292449403280273,0.0012919711204495625,0.15,0.13972793804206676,0.007463948664767473,1.0,145.0,2.2562876589517207,472.0,
0.11878045447434754,0.0011918656687212672,0.15,0.13215320372732922,0.0088105023167824,1.0,142.0,2.362999313522784,505.0,
0.11490456515032285,0.0011604066711657138,0.15,0.1375392824570128,0.00991989332972347,1.0,147.0,2.619449541862862,495.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.1089134101156944,0.0011437126595977686,0.15,0.12839454226602723,0.01033944446536508,1.0,145.0,2.446548887136827,488.0,
0.11505149009473967,0.0010804259329782763,0.15,0.1299565627822603,0.01051515142085925,1.0,145.0,2.6859237484702594,490.0,
0.11505149009473967,0.0010804259329782763,0.15,0.1299565627822603,0.01051515142085925,1.0,145.0,2.6859237484702594,490.0,
0.11505149009473967,0.0010804259329782763,0.15,0.1299565627822603,0.01051515142085925,1.0,145.0,2.6859237484702594,490.0,
0.11505149009473967,0.0010804259329782763,0.15,0.1299565627822603,0.01051515142085925,1.0,145.0,2.6859237484702594,490.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.12437369973416999,0.0011507069531946385,0.15,0.121706064625435,0.00918252623304595,1.0,146.0,2.451529861454624,484.0,
0.11547577635426666,0.0010440914335033942,0.15,0.1244958112958952,0.00787270179624999,1.0,146.0,2.6269251840421535,491.0,
0.11547577635426666,0.0010440914335033942,0.15,0.1244958112958952,0.00787270179624999,1.0,146.0,2.6269251840421535,491.0,
0.11547577635426666,0.0010440914335033942,0.15,0.1244958112958952,0.00787270179624999,1.0,146.0,2.6269251840421535,491.0,
0.11547577635426666,0.0010440914335033942,0.15,0.1244958112958952,0.00787270179624999,1.0,146.0,2.6269251840421535,491.0,
0.11547577635426666,0.0010440914335033942,0.15,0.1244958112958952,0.00787270179624999,1.0,146.0,2.6269251840421535,491.0,
0.11547577635426666,0.0010440914335033942,0.15,0.1244958112958952,0.00787270179624999,1.0,146.0,2.6269251840421535,491.0,
0.11547577635426666,0.0010440914335033942,0.15,0.1244958112958952,0.00787270179624999,1.0,146.0,2.6269251840421535,491.0,
0.12796734522980022,0.0011541743444111873,0.15,0.13951482094345846,0.009522846441986461,1.0,145.0,2.5558331938162833,527.0,
0.12796734522980022,0.0011541743444111873,0.15,0.13951482094345846,0.009522846441986461,1.0,145.0,2.5558331938162833,527.0,
0.1255571955295942,0.0010914941179591155,0.15,0.1397341238486336,0.009655220440936231,1.0,145.0,2.370971395908147,477.0,
0.12943399357798419,0.0010154700399886154,0.15,0.14428644419057546,0.012351499556112446,1.0,146.0,1.7676402811431589,503.0,
0.12943399357798419,0.0010154700399886154,0.15,0.14428644419057546,0.012351499556112446,1.0,146.0,1.7676402811431589,503.0,
0.12943399357798419,0.0010154700399886154,0.15,0.14428644419057546,0.012351499556112446,1.0,146.0,1.7676402811431589,503.0,
0.12943399357798419,0.0010154700399886154,0.15,0.14428644419057546,0.012351499556112446,1.0,146.0,1.7676402811431589,503.0,
0.12943399357798419,0.0010154700399886154,0.15,0.14428644419057546,0.012351499556112446,1.0,146.0,1.7676402811431589,503.0,
0.12943399357798419,0.0010154700399886154,0.15,0.14428644419057546,0.012351499556112446,1.0,146.0,1.7676402811431589,503.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.13874199965197867,0.0010117277257007408,0.15,0.12805685221585564,0.012031617619380538,1.0,145.0,1.7574338523668585,497.0,
0.14202279629923054,0.001100660849238447,0.15,0.1481126818017056,0.013723294923528374,1.0,143.0,1.8249369220594571,501.0,
0.14282586408045495,0.0010255281233600894,0.15,0.15112584591021247,0.012023984987450682,1.0,143.0,1.814609034898672,522.0,
0.1457358294281031,0.001071083468458713,0.15,0.15094379901213628,0.012787955353900598,1.0,150.0,1.75423793522041,501.0,
0.15836593997460013,9.928935823245093E-4,0.15,0.18707579667572877,0.013815300478687917,1.0,141.0,1.5912996199622609,533.0,
0.13778652745697836,9.806281704014565E-4,0.15,0.18311264689935938,0.013208468672318454,1.0,145.0,1.6706972449108468,488.0,
0.13778652745697836,9.806281704014565E-4,0.15,0.18311264689935938,0.013208468672318454,1.0,145.0,1.6706972449108468,488.0,
0.17209265996001946,0.001033576805505485,0.15,0.14461172888466595,0.010511411455395213,1.0,144.0,1.688465830273467,514.0,
