gamma,psi,phi,initialBeta,betaJitter,betaRefactor_distribs_0,betaRefactor_changetime_0,betaRefactor_distribs_1,initialI,
0.2522035769276665,0.001127790742070043,0.15,0.14240986562699393,0.04062161341188666,1.0,156.0,2.566158243406422,487.0,
0.2522035769276665,0.001127790742070043,0.15,0.14240986562699393,0.04062161341188666,1.0,156.0,2.566158243406422,487.0,
0.18842805427401227,8.585868990019277E-4,0.15,0.10661948531871478,0.03649804410249295,1.0,150.0,2.4788593061324753,512.0,
0.18842805427401227,8.585868990019277E-4,0.15,0.10661948531871478,0.03649804410249295,1.0,150.0,2.4788593061324753,512.0,
0.17125439059313122,9.54390301101504E-4,0.15,0.08725161408902993,0.03832171970948708,1.0,146.0,2.902265232436124,494.0,
0.19257121304576674,9.262774456537872E-4,0.15,0.08036009166862483,0.030770559153715838,1.0,149.0,2.764000716248895,499.0,
0.19257121304576674,9.262774456537872E-4,0.15,0.08036009166862483,0.030770559153715838,1.0,149.0,2.764000716248895,499.0,
0.16097047400909084,9.969342831503537E-4,0.15,0.08911103953394495,0.03635582480592424,1.0,145.0,2.982122634902705,496.0,
0.16097047400909084,9.969342831503537E-4,0.15,0.08911103953394495,0.03635582480592424,1.0,145.0,2.982122634902705,496.0,
0.16097047400909084,9.969342831503537E-4,0.15,0.08911103953394495,0.03635582480592424,1.0,145.0,2.982122634902705,496.0,
0.18079470718352367,9.034150753373767E-4,0.15,0.08522588547731813,0.03345212627446864,1.0,145.0,2.847420101336348,471.0,
0.18079470718352367,9.034150753373767E-4,0.15,0.08522588547731813,0.03345212627446864,1.0,145.0,2.847420101336348,471.0,
0.18079470718352367,9.034150753373767E-4,0.15,0.08522588547731813,0.03345212627446864,1.0,145.0,2.847420101336348,471.0,
0.16326831762908256,0.00102369514938766,0.15,0.0696841511853459,0.03422644208776024,1.0,146.0,2.8962452234664102,471.0,
0.16326831762908256,0.00102369514938766,0.15,0.0696841511853459,0.03422644208776024,1.0,146.0,2.8962452234664102,471.0,
0.15924521922638202,0.0010661424714018659,0.15,0.058759942996901356,0.03475547727753608,1.0,145.0,2.9851934863740053,534.0,
0.14292182820220686,0.0010067852330259098,0.15,0.06696793285720315,0.03437956690725535,1.0,149.0,2.6666120369132567,504.0,
0.15042781102864336,0.0010433735858022533,0.15,0.0549526369840628,0.0368077885612148,1.0,145.0,2.7492936619505497,475.0,
0.15042781102864336,0.0010433735858022533,0.15,0.0549526369840628,0.0368077885612148,1.0,145.0,2.7492936619505497,475.0,
0.15042781102864336,0.0010433735858022533,0.15,0.0549526369840628,0.0368077885612148,1.0,145.0,2.7492936619505497,475.0,
0.15042781102864336,0.0010433735858022533,0.15,0.0549526369840628,0.0368077885612148,1.0,145.0,2.7492936619505497,475.0,
0.15042781102864336,0.0010433735858022533,0.15,0.0549526369840628,0.0368077885612148,1.0,145.0,2.7492936619505497,475.0,
0.15042781102864336,0.0010433735858022533,0.15,0.0549526369840628,0.0368077885612148,1.0,145.0,2.7492936619505497,475.0,
0.15042781102864336,0.0010433735858022533,0.15,0.0549526369840628,0.0368077885612148,1.0,145.0,2.7492936619505497,475.0,
0.12556647494840803,0.0011014064494697736,0.15,0.05550674802301529,0.038396405571945624,1.0,145.0,2.7053455832906947,484.0,
0.12556647494840803,0.0011014064494697736,0.15,0.05550674802301529,0.038396405571945624,1.0,145.0,2.7053455832906947,484.0,
0.12556647494840803,0.0011014064494697736,0.15,0.05550674802301529,0.038396405571945624,1.0,145.0,2.7053455832906947,484.0,
0.12556647494840803,0.0011014064494697736,0.15,0.05550674802301529,0.038396405571945624,1.0,145.0,2.7053455832906947,484.0,
0.10928439613726439,0.0011963039356312267,0.15,0.059650251459610504,0.03346306664736633,1.0,145.0,2.706561104484987,488.0,
0.10928439613726439,0.0011963039356312267,0.15,0.059650251459610504,0.03346306664736633,1.0,145.0,2.706561104484987,488.0,
0.10928439613726439,0.0011963039356312267,0.15,0.059650251459610504,0.03346306664736633,1.0,145.0,2.706561104484987,488.0,
0.10928439613726439,0.0011963039356312267,0.15,0.059650251459610504,0.03346306664736633,1.0,145.0,2.706561104484987,488.0,
0.10928439613726439,0.0011963039356312267,0.15,0.059650251459610504,0.03346306664736633,1.0,145.0,2.706561104484987,488.0,
