gamma,psi,phi,initialBeta,betaJitter,betaRefactor_distribs_0,betaRefactor_changetime_0,betaRefactor_distribs_1,initialI,
0.025923297734893158,8.215777331630547E-4,0.02009749683317777,0.0817861187941805,0.04061839638462219,1.0,158.0,1.5500020780829975,536.0,
0.025923297734893158,8.215777331630547E-4,0.02009749683317777,0.0817861187941805,0.04061839638462219,1.0,158.0,1.5500020780829975,536.0,
0.04470451376583742,0.0011500240575952774,0.021419691228219514,0.06544112822444911,0.03481813430266208,1.0,153.0,2.1091505995840403,424.0,
0.04806787042406121,8.782830255693873E-4,0.021065932453019624,0.05759198972591893,0.026325776430995873,1.0,147.0,1.9024283084967837,538.0,
0.04452960213359869,9.727058013732313E-4,0.02262084985924025,0.058339630397093015,0.027378571742493873,1.0,143.0,2.2741373478960036,511.0,
0.07368086532924399,9.629787868882402E-4,0.02191429297474776,0.08229936378375732,0.024145600272708154,1.0,158.0,2.545143427204918,537.0,
0.07368086532924399,9.629787868882402E-4,0.02191429297474776,0.08229936378375732,0.024145600272708154,1.0,158.0,2.545143427204918,537.0,
0.07368086532924399,9.629787868882402E-4,0.02191429297474776,0.08229936378375732,0.024145600272708154,1.0,158.0,2.545143427204918,537.0,
0.07522807596872026,0.0010137070741482255,0.019974471170032173,0.07957038218941485,0.025864805909932446,1.0,152.0,2.596495245263737,510.0,
0.07264587588810384,9.394823303856503E-4,0.022564715262727596,0.08461465890654103,0.02490359531574281,1.0,142.0,2.6966197778141323,500.0,
0.08583322574707962,8.789632548824307E-4,0.020989744123310332,0.09007606976642106,0.027201452447516247,1.0,144.0,2.6435619874436225,451.0,
0.11827108687822786,8.92966624272276E-4,0.019168000807166997,0.10120820241271765,0.021729812264298667,1.0,149.0,2.7181578020643276,545.0,
0.13013541168880682,9.252470898044537E-4,0.019740299829874058,0.10259548107134647,0.025522469442582484,1.0,146.0,2.2083014511267525,452.0,
0.13013541168880682,9.252470898044537E-4,0.019740299829874058,0.10259548107134647,0.025522469442582484,1.0,146.0,2.2083014511267525,452.0,
0.13013541168880682,9.252470898044537E-4,0.019740299829874058,0.10259548107134647,0.025522469442582484,1.0,146.0,2.2083014511267525,452.0,
0.13013541168880682,9.252470898044537E-4,0.019740299829874058,0.10259548107134647,0.025522469442582484,1.0,146.0,2.2083014511267525,452.0,
0.13013541168880682,9.252470898044537E-4,0.019740299829874058,0.10259548107134647,0.025522469442582484,1.0,146.0,2.2083014511267525,452.0,
0.13013541168880682,9.252470898044537E-4,0.019740299829874058,0.10259548107134647,0.025522469442582484,1.0,146.0,2.2083014511267525,452.0,
0.1284669974792399,0.0010613487626995957,0.020763398264933824,0.09870521495187391,0.02810479890202508,1.0,146.0,2.5532065716722507,488.0,
0.1284669974792399,0.0010613487626995957,0.020763398264933824,0.09870521495187391,0.02810479890202508,1.0,146.0,2.5532065716722507,488.0,
0.1284669974792399,0.0010613487626995957,0.020763398264933824,0.09870521495187391,0.02810479890202508,1.0,146.0,2.5532065716722507,488.0,
0.1284669974792399,0.0010613487626995957,0.020763398264933824,0.09870521495187391,0.02810479890202508,1.0,146.0,2.5532065716722507,488.0,
0.14245337583696266,9.329253477724349E-4,0.02020594195241882,0.10781441356644451,0.025116164595237224,1.0,150.0,2.0741630281384227,533.0,
0.14245337583696266,9.329253477724349E-4,0.02020594195241882,0.10781441356644451,0.025116164595237224,1.0,150.0,2.0741630281384227,533.0,
0.14245337583696266,9.329253477724349E-4,0.02020594195241882,0.10781441356644451,0.025116164595237224,1.0,150.0,2.0741630281384227,533.0,
