gamma,psi,phi,initialBeta,betaJitter,betaRefactor_distribs_0,betaRefactor_changetime_0,betaRefactor_distribs_1,initialI,
0.025923297734893158,8.337296205636201E-4,0.01970392218042506,0.09409590167781019,0.0146422746407016,1.0,151.0,2.3603442120658777,531.0,
0.02676083100220772,8.699652442127902E-4,0.018672292941760035,0.09817526239117097,0.013291523398386296,1.0,141.0,2.4179759381898607,477.0,
0.036875172634339794,7.159326404743347E-4,0.020445698470552484,0.07781781499080007,0.013094435496423728,1.0,142.0,2.5767585202766012,596.0,
0.04444992319810706,7.660806937913762E-4,0.025399246013343486,0.06728418143132782,0.012188406000511836,1.0,143.0,2.7896851166863863,595.0,
0.049567360000575815,7.254376433016508E-4,0.023216575514782362,0.06277601876206104,0.010672394318401189,1.0,143.0,2.469702260214944,603.0,
0.044296549955064254,7.442735892479907E-4,0.02153628824151324,0.07242233975893689,0.008998568344403934,1.0,141.0,2.7895285631330355,537.0,
0.044296549955064254,7.442735892479907E-4,0.02153628824151324,0.07242233975893689,0.008998568344403934,1.0,141.0,2.7895285631330355,537.0,
0.050825256395160306,8.739241661287416E-4,0.02219566878954209,0.06922653909556817,0.008190779688478825,1.0,141.0,2.7080697383596704,489.0,
0.050825256395160306,8.739241661287416E-4,0.02219566878954209,0.06922653909556817,0.008190779688478825,1.0,141.0,2.7080697383596704,489.0,
0.059747044599205074,8.857017723869415E-4,0.021814296376235155,0.06107723177393156,0.00857667478609553,1.0,142.0,2.254928863998215,476.0,
0.0596995621997191,9.558368189294312E-4,0.01972271817488681,0.06441273969959008,0.0091189115122401,1.0,145.0,2.7015707181506383,435.0,
0.0596995621997191,9.558368189294312E-4,0.01972271817488681,0.06441273969959008,0.0091189115122401,1.0,145.0,2.7015707181506383,435.0,
0.0596995621997191,9.558368189294312E-4,0.01972271817488681,0.06441273969959008,0.0091189115122401,1.0,145.0,2.7015707181506383,435.0,
0.0596995621997191,9.558368189294312E-4,0.01972271817488681,0.06441273969959008,0.0091189115122401,1.0,145.0,2.7015707181506383,435.0,
0.0596995621997191,9.558368189294312E-4,0.01972271817488681,0.06441273969959008,0.0091189115122401,1.0,145.0,2.7015707181506383,435.0,
0.0596995621997191,9.558368189294312E-4,0.01972271817488681,0.06441273969959008,0.0091189115122401,1.0,145.0,2.7015707181506383,435.0,
0.06631022632785827,9.20875351746624E-4,0.02268598642556191,0.06762969874200997,0.009792126256196852,1.0,147.0,2.390753968985453,462.0,
0.06631022632785827,9.20875351746624E-4,0.02268598642556191,0.06762969874200997,0.009792126256196852,1.0,147.0,2.390753968985453,462.0,
0.07863806529068859,9.396421406658921E-4,0.023191239569437725,0.0593332701978775,0.010612836032465907,1.0,145.0,2.337133442592707,455.0,
0.07863806529068859,9.396421406658921E-4,0.023191239569437725,0.0593332701978775,0.010612836032465907,1.0,145.0,2.337133442592707,455.0,
0.07863806529068859,9.396421406658921E-4,0.023191239569437725,0.0593332701978775,0.010612836032465907,1.0,145.0,2.337133442592707,455.0,
0.09404875241094929,0.001078749655927363,0.020615383643736575,0.05970218994471163,0.01141079139969496,1.0,149.0,2.2726462566373686,471.0,
0.0992035213264189,0.0010616653454319908,0.02367598807850104,0.05691536414404275,0.011614449167357025,1.0,146.0,2.127070918658127,477.0,
0.0992035213264189,0.0010616653454319908,0.02367598807850104,0.05691536414404275,0.011614449167357025,1.0,146.0,2.127070918658127,477.0,
0.0992035213264189,0.0010616653454319908,0.02367598807850104,0.05691536414404275,0.011614449167357025,1.0,146.0,2.127070918658127,477.0,
