gamma,psi,phi,initialBeta,betaJitter,betaRefactor_distribs_0,betaRefactor_changetime_0,betaRefactor_distribs_1,initialI,
0.02309826677871875,0.001,0.020621568177991226,0.09775759255849871,0.02982094374316593,1.0,159.0,2.3055668250273658,490.0,
0.024065285021304443,0.001,0.02211800219337008,0.1072638555551797,0.029004211325794494,1.0,148.0,2.4931141300223194,461.0,
0.02742698192003377,0.001,0.01497896729889213,0.0814837043524018,0.025799007251043424,1.0,147.0,2.797371669569437,411.0,
0.02742698192003377,0.001,0.01497896729889213,0.0814837043524018,0.025799007251043424,1.0,147.0,2.797371669569437,411.0,
0.027266531562754683,0.001,0.01605955061465956,0.06964703206957895,0.025102491091539534,1.0,148.0,2.833916187613473,433.0,
0.035274877140682816,0.001,0.017448582326659055,0.08610548375411461,0.026669223485350346,1.0,144.0,2.606084008333101,420.0,
0.04024876345148969,0.001,0.017796965853133305,0.07984147518432853,0.024385541212012446,1.0,143.0,2.257527230305504,475.0,
0.04764888593928767,0.001,0.017500932279368595,0.09646472948960072,0.026372102527497256,1.0,145.0,2.1527419229327567,467.0,
0.05367525797329829,0.001,0.018802646053881506,0.0706634629538369,0.027716319968203625,1.0,152.0,2.316233882439373,487.0,
0.05189926377478984,0.001,0.022002535865318147,0.08248088651047943,0.025496530075779955,1.0,149.0,2.7545326216889414,479.0,
0.05189926377478984,0.001,0.022002535865318147,0.08248088651047943,0.025496530075779955,1.0,149.0,2.7545326216889414,479.0,
0.05189926377478984,0.001,0.022002535865318147,0.08248088651047943,0.025496530075779955,1.0,149.0,2.7545326216889414,479.0,
0.05189926377478984,0.001,0.022002535865318147,0.08248088651047943,0.025496530075779955,1.0,149.0,2.7545326216889414,479.0,
0.05189926377478984,0.001,0.022002535865318147,0.08248088651047943,0.025496530075779955,1.0,149.0,2.7545326216889414,479.0,
0.05621116821000611,0.001,0.019290747159619093,0.07008148538905222,0.02305624309117641,1.0,143.0,2.5794930522985555,501.0,
0.05621116821000611,0.001,0.019290747159619093,0.07008148538905222,0.02305624309117641,1.0,143.0,2.5794930522985555,501.0,
0.05621116821000611,0.001,0.019290747159619093,0.07008148538905222,0.02305624309117641,1.0,143.0,2.5794930522985555,501.0,
0.05621116821000611,0.001,0.019290747159619093,0.07008148538905222,0.02305624309117641,1.0,143.0,2.5794930522985555,501.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05811642851857119,0.001,0.018820722727083242,0.056472275506358874,0.02446748626583769,1.0,146.0,2.6859498977380647,502.0,
0.05814214111197972,0.001,0.02036050029958661,0.06434644361125505,0.02383797534242689,1.0,141.0,2.0161002383802464,524.0,
0.06290874972164048,0.001,0.02064556620659706,0.06094531823606563,0.02449624867595752,1.0,141.0,1.907691043904044,528.0,
0.06343975300759566,0.001,0.020941244363010866,0.0686768216101229,0.024623838177762175,1.0,147.0,2.1009557346965586,498.0,
0.06343975300759566,0.001,0.020941244363010866,0.0686768216101229,0.024623838177762175,1.0,147.0,2.1009557346965586,498.0,
0.06343975300759566,0.001,0.020941244363010866,0.0686768216101229,0.024623838177762175,1.0,147.0,2.1009557346965586,498.0,
0.06343975300759566,0.001,0.020941244363010866,0.0686768216101229,0.024623838177762175,1.0,147.0,2.1009557346965586,498.0,
