T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,
1,1,3,4,5,9,9,13,17,25,38,46,63,90,102,113,148,241,354,466,688,1024,1421,1673,1722,1604,1498,1394,1376,1311,1266,1149,1130,1118,1078,1010,1000,924,916,926,879,835,829,773,713,662,625,580,528,488,470,441,428,387,389,383,367,376,355,334,332,295,279,252,265,250,243,249,228,209,193,189,169,150,140,138,129,125,113,110,102,95,93,88,87,87,82,77,85,79,74,67,61,56,54,51,49,50,54,53,51,52,51,47,45,45,
1,1,3,4,5,9,9,13,17,25,38,46,63,90,102,113,148,241,354,466,688,1024,1421,1673,1722,1604,1498,1394,1376,1311,1266,1149,1130,1118,1078,1010,1000,924,916,926,879,835,829,773,713,662,625,580,528,488,470,441,428,387,389,383,367,376,355,334,332,295,279,252,265,250,243,249,228,209,193,189,169,150,140,138,129,125,113,110,102,95,93,88,87,87,82,77,85,79,74,67,61,56,54,51,49,50,54,53,51,52,51,47,45,45,
1,1,3,6,6,9,12,18,29,38,50,58,67,85,110,145,201,279,354,438,504,582,615,639,679,756,784,792,915,987,1120,1192,1209,1198,1130,1043,999,970,887,828,757,705,694,676,634,612,575,594,596,593,550,520,511,520,474,448,416,394,381,348,324,309,298,285,271,250,251,224,200,179,173,176,166,159,149,158,161,150,138,124,125,116,116,112,111,111,103,108,106,103,99,97,96,108,110,100,96,87,82,87,92,95,80,92,110,128,
1,2,3,4,5,10,11,16,22,33,50,72,90,128,150,176,205,240,273,310,370,393,457,515,578,654,701,811,883,898,950,950,881,834,784,764,769,716,709,737,697,679,627,620,576,576,554,530,518,493,464,460,435,423,404,384,356,346,343,333,329,316,309,275,271,257,239,218,203,195,194,179,164,154,148,139,134,125,114,108,103,102,94,90,84,74,72,68,65,55,50,45,40,35,34,28,29,26,27,28,24,25,27,35,45,53,
1,2,3,4,5,10,11,16,22,33,50,72,90,128,150,176,205,240,273,310,370,393,457,515,578,654,701,811,883,898,950,950,881,834,784,764,769,716,709,737,697,679,627,620,576,576,554,530,518,493,464,460,435,423,404,384,356,346,343,333,329,316,309,275,271,257,239,218,203,195,194,179,164,154,148,139,134,125,114,108,103,102,94,90,84,74,72,68,65,55,50,45,40,35,34,28,29,26,27,28,24,25,27,35,45,53,
1,2,3,4,5,10,11,16,22,33,50,72,90,128,150,176,205,240,273,310,370,393,457,515,578,654,701,811,883,898,950,950,881,834,784,764,769,716,709,737,697,679,627,620,576,576,554,530,518,493,464,460,435,423,404,384,356,346,343,333,329,316,309,275,271,257,239,218,203,195,194,179,164,154,148,139,134,125,114,108,103,102,94,90,84,74,72,68,65,55,50,45,40,35,34,28,29,26,27,28,24,25,27,35,45,53,
1,2,3,4,5,10,11,16,22,33,50,72,90,128,150,176,205,240,273,310,370,393,457,515,578,654,701,811,883,898,950,950,881,834,784,764,769,716,709,737,697,679,627,620,576,576,554,530,518,493,464,460,435,423,404,384,356,346,343,333,329,316,309,275,271,257,239,218,203,195,194,179,164,154,148,139,134,125,114,108,103,102,94,90,84,74,72,68,65,55,50,45,40,35,34,28,29,26,27,28,24,25,27,35,45,53,
1,2,3,4,5,10,11,16,22,33,50,72,90,128,150,176,205,240,273,310,370,393,457,515,578,654,701,811,883,898,950,950,881,834,784,764,769,716,709,737,697,679,627,620,576,576,554,530,518,493,464,460,435,423,404,384,356,346,343,333,329,316,309,275,271,257,239,218,203,195,194,179,164,154,148,139,134,125,114,108,103,102,94,90,84,74,72,68,65,55,50,45,40,35,34,28,29,26,27,28,24,25,27,35,45,53,
1,2,4,4,5,8,9,13,21,30,54,71,88,117,140,173,240,324,437,564,647,742,851,1000,1169,1172,1082,1007,966,910,905,860,834,852,823,739,696,673,672,630,589,546,514,483,445,425,401,431,448,411,386,378,362,347,329,312,308,283,262,235,220,205,190,179,172,170,160,148,157,155,149,135,133,129,122,111,103,97,84,76,74,72,68,66,65,59,60,56,53,51,48,45,42,36,35,35,38,40,36,35,33,29,28,26,25,19,
1,2,4,4,5,8,9,13,21,30,54,71,88,117,140,173,240,324,437,564,647,742,851,1000,1169,1172,1082,1007,966,910,905,860,834,852,823,739,696,673,672,630,589,546,514,483,445,425,401,431,448,411,386,378,362,347,329,312,308,283,262,235,220,205,190,179,172,170,160,148,157,155,149,135,133,129,122,111,103,97,84,76,74,72,68,66,65,59,60,56,53,51,48,45,42,36,35,35,38,40,36,35,33,29,28,26,25,19,
1,2,3,4,4,7,8,14,22,32,50,63,78,106,141,181,230,283,357,379,423,525,600,713,822,970,1136,1191,1146,1137,1116,1114,1105,1010,935,875,951,891,866,813,775,758,749,702,634,613,575,541,523,486,485,441,399,367,348,338,304,277,257,232,216,203,189,180,166,154,142,134,120,112,100,96,87,85,85,83,74,73,69,69,67,63,60,50,48,46,43,41,45,42,38,35,35,34,30,32,33,32,30,33,43,51,55,56,67,83,
1,2,3,4,4,7,8,14,22,32,50,63,78,106,141,181,230,283,357,379,423,525,600,713,822,970,1136,1191,1146,1137,1116,1114,1105,1010,935,875,951,891,866,813,775,758,749,702,634,613,575,541,523,486,485,441,399,367,348,338,304,277,257,232,216,203,189,180,166,154,142,134,120,112,100,96,87,85,85,83,74,73,69,69,67,63,60,50,48,46,43,41,45,42,38,35,35,34,30,32,33,32,30,33,43,51,55,56,67,83,
1,2,3,4,4,7,8,14,22,32,50,63,78,106,141,181,230,283,357,379,423,525,600,713,822,970,1136,1191,1146,1137,1116,1114,1105,1010,935,875,951,891,866,813,775,758,749,702,634,613,575,541,523,486,485,441,399,367,348,338,304,277,257,232,216,203,189,180,166,154,142,134,120,112,100,96,87,85,85,83,74,73,69,69,67,63,60,50,48,46,43,41,45,42,38,35,35,34,30,32,33,32,30,33,43,51,55,56,67,83,
1,2,3,4,4,7,8,14,22,32,50,63,78,106,141,181,230,283,357,379,423,525,600,713,822,970,1136,1191,1146,1137,1116,1114,1105,1010,935,875,951,891,866,813,775,758,749,702,634,613,575,541,523,486,485,441,399,367,348,338,304,277,257,232,216,203,189,180,166,154,142,134,120,112,100,96,87,85,85,83,74,73,69,69,67,63,60,50,48,46,43,41,45,42,38,35,35,34,30,32,33,32,30,33,43,51,55,56,67,83,
1,2,4,6,5,8,11,13,20,26,41,63,84,122,178,218,294,385,434,493,592,689,784,932,1067,1200,1251,1281,1181,1191,1109,1020,989,901,823,790,787,811,766,744,715,669,696,671,635,582,535,504,479,434,398,375,356,331,306,296,271,260,239,221,206,190,178,167,164,152,144,134,118,110,102,88,83,73,67,66,66,59,60,55,51,52,50,44,41,41,39,33,32,28,26,27,25,22,22,18,19,20,17,17,18,15,14,14,12,11,
1,1,3,4,5,7,10,13,25,39,64,78,105,154,186,227,237,256,308,386,450,491,538,655,797,917,1084,1257,1374,1475,1504,1371,1318,1212,1121,1065,995,920,860,824,777,713,669,623,582,539,519,486,452,445,457,424,400,365,332,303,276,266,238,233,206,193,185,184,173,163,161,150,140,132,119,120,114,101,93,89,84,81,79,79,77,72,65,57,53,47,48,47,39,41,39,34,33,32,32,34,32,34,33,31,31,30,37,34,31,29,
1,2,3,6,6,9,9,12,20,29,40,54,72,98,142,193,276,356,486,640,776,840,932,1105,1156,1195,1195,1107,1109,1106,1060,978,896,823,773,713,659,622,593,556,508,455,419,400,375,370,345,304,273,249,235,213,209,204,209,195,189,176,171,158,155,147,136,128,116,113,105,97,94,88,82,74,66,64,58,54,49,45,43,38,37,41,42,41,38,36,32,34,30,29,27,26,24,17,16,15,17,17,16,15,14,14,12,10,11,16,
