gamma,psi,phi,initialBeta,betaJitter,
0.08167484145509896,0.0015763402714922812,0.034539086792838514,0.7149625996477209,0.07805130295675321,
0.08167484145509896,0.0015763402714922812,0.034539086792838514,0.7149625996477209,0.07805130295675321,
0.07944680877458934,0.0017720144251379326,0.03583861624770742,0.7509905610589622,0.07080358853348913,
0.07524752739658866,0.0017654339915916357,0.03329846323354112,0.6995014450998913,0.06494356984395683,
0.07524752739658866,0.0017654339915916357,0.03329846323354112,0.6995014450998913,0.06494356984395683,
0.07524752739658866,0.0017654339915916357,0.03329846323354112,0.6995014450998913,0.06494356984395683,
0.07524752739658866,0.0017654339915916357,0.03329846323354112,0.6995014450998913,0.06494356984395683,
0.07524752739658866,0.0017654339915916357,0.03329846323354112,0.6995014450998913,0.06494356984395683,
0.0819849563323074,0.001591223176666412,0.03281555134493556,0.6749853018378444,0.06121223523402882,
0.0819849563323074,0.001591223176666412,0.03281555134493556,0.6749853018378444,0.06121223523402882,
0.08354580579841739,0.0016597376062534815,0.03255048512594345,0.6874443175889964,0.06281402943568638,
0.08354580579841739,0.0016597376062534815,0.03255048512594345,0.6874443175889964,0.06281402943568638,
0.08354580579841739,0.0016597376062534815,0.03255048512594345,0.6874443175889964,0.06281402943568638,
0.08354580579841739,0.0016597376062534815,0.03255048512594345,0.6874443175889964,0.06281402943568638,
0.08173852834634857,0.0017441592571476514,0.03323861475574384,0.6805397222428963,0.059017172203813084,
0.08651228790383403,0.0018060897922456283,0.029979573483741962,0.6992383157909774,0.0603595107558415,
0.09376660250100018,0.0017344123955323246,0.027029219931802753,0.6608882854350706,0.058795217008618866,
0.09376660250100018,0.0017344123955323246,0.027029219931802753,0.6608882854350706,0.058795217008618866,
0.09376660250100018,0.0017344123955323246,0.027029219931802753,0.6608882854350706,0.058795217008618866,
0.09376660250100018,0.0017344123955323246,0.027029219931802753,0.6608882854350706,0.058795217008618866,
0.10337923899940618,0.0016767552612056442,0.026429408302456284,0.6552078536431435,0.06099560156919015,
0.10337923899940618,0.0016767552612056442,0.026429408302456284,0.6552078536431435,0.06099560156919015,
0.10609282240619188,0.0016506307472237466,0.026714561161211972,0.6101989359679778,0.06077671443946667,
0.10609282240619188,0.0016506307472237466,0.026714561161211972,0.6101989359679778,0.06077671443946667,
0.1278017629599141,0.0016840942453053643,0.02598659672576855,0.5950811304931184,0.059117850600293606,
0.1278017629599141,0.0016840942453053643,0.02598659672576855,0.5950811304931184,0.059117850600293606,
0.15840128497304895,0.0016849485915582838,0.027562764213720944,0.666163235760161,0.06444900330364321,
