T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,
0,8,70,312,785,508,193,101,31,10,6,1,
0,12,62,254,489,467,222,72,26,9,6,3,0,
0,9,74,290,647,465,151,66,23,7,1,
0,7,61,282,491,347,150,58,22,9,1,
0,7,58,341,531,274,97,51,19,7,1,
0,7,58,341,531,274,97,51,19,7,1,
0,7,58,341,531,274,97,51,19,7,1,
0,7,58,341,531,274,97,51,19,7,1,
0,7,58,341,531,274,97,51,19,7,1,
0,8,74,318,589,362,134,62,23,9,3,
0,8,92,378,479,252,158,71,20,9,3,
0,12,134,453,642,378,177,66,20,7,1,
0,7,54,334,687,432,211,79,26,9,2,
0,10,113,332,415,227,138,74,27,9,1,
0,6,65,264,463,343,124,50,20,8,1,
0,7,74,335,477,189,112,77,25,4,
0,11,86,249,441,361,162,38,11,1,
0,11,86,249,441,361,162,38,11,1,
0,11,86,249,441,361,162,38,11,1,
0,10,119,314,421,365,171,51,25,7,
0,10,119,314,421,365,171,51,25,7,
0,14,84,246,407,301,163,54,15,5,
0,14,84,246,407,301,163,54,15,5,
0,5,60,251,539,325,141,63,15,5,
0,5,60,251,539,325,141,63,15,5,
0,10,88,236,343,250,185,79,22,4,
0,10,71,203,246,253,153,55,12,1,
0,10,71,203,246,253,153,55,12,1,
0,8,99,307,437,276,243,72,21,4,
0,7,55,333,670,300,93,52,26,5,
0,6,59,315,532,454,238,83,23,3,
0,14,79,219,319,249,118,38,11,1,
0,11,79,228,233,179,122,72,18,3,
0,12,91,218,387,475,223,83,26,4,
0,10,67,240,422,293,175,99,19,2,
0,10,67,240,422,293,175,99,19,2,
0,9,82,300,457,348,188,60,19,6,
0,9,80,332,511,322,136,54,18,8,
1,13,64,210,363,233,123,56,20,3,
1,13,64,210,363,233,123,56,20,3,
1,13,64,210,363,233,123,56,20,3,
0,10,74,208,357,278,173,91,20,4,
0,8,81,390,547,279,130,77,30,5,
0,8,81,390,547,279,130,77,30,5,
0,8,81,390,547,279,130,77,30,5,
0,8,81,390,547,279,130,77,30,5,
0,8,81,390,547,279,130,77,30,5,
0,10,78,364,679,490,153,33,10,2,
0,14,97,273,321,310,195,67,20,4,
0,14,97,273,321,310,195,67,20,4,
0,14,97,273,321,310,195,67,20,4,
0,9,78,296,448,245,167,82,30,6,
0,8,68,302,542,376,152,73,20,4,
0,8,56,282,510,305,152,67,19,3,
0,8,56,282,510,305,152,67,19,3,
0,8,56,282,510,305,152,67,19,3,
0,8,56,282,510,305,152,67,19,3,
0,8,84,372,588,420,174,61,17,6,
0,8,53,196,335,330,157,52,14,4,
0,8,53,196,335,330,157,52,14,4,
0,8,53,196,335,330,157,52,14,4,
0,8,53,196,335,330,157,52,14,4,
0,8,53,196,335,330,157,52,14,4,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,10,71,302,432,292,144,57,15,3,
0,8,96,267,323,188,147,61,11,2,
0,6,50,167,322,277,144,58,26,6,
0,6,50,167,322,277,144,58,26,6,
0,9,67,207,361,261,114,58,19,4,
0,10,57,191,285,203,138,77,23,3,
0,6,73,234,386,349,162,59,18,3,
0,8,66,178,296,247,151,55,13,3,
0,8,66,178,296,247,151,55,13,3,
0,8,66,178,296,247,151,55,13,3,
0,8,66,178,296,247,151,55,13,3,
0,8,66,178,296,247,151,55,13,3,
0,8,66,178,296,247,151,55,13,3,
0,8,66,178,296,247,151,55,13,3,
0,5,63,272,472,349,193,52,12,4,
0,9,62,203,277,254,134,48,11,5,
0,11,77,200,296,209,122,47,14,3,
0,8,83,241,338,222,100,49,17,5,
0,10,78,254,403,228,104,50,16,4,
0,10,78,254,403,228,104,50,16,4,
0,10,78,254,403,228,104,50,16,4,
0,10,78,254,403,228,104,50,16,4,
0,10,78,254,403,228,104,50,16,4,
0,10,78,254,403,228,104,50,16,4,
0,8,72,266,294,201,72,44,16,2,
0,16,92,447,478,274,148,40,11,1,
0,10,78,302,341,164,112,84,21,3,
0,11,74,231,381,282,146,48,19,9,
0,9,64,276,482,239,76,28,11,2,
0,11,76,272,432,285,128,50,16,4,
0,10,81,187,267,194,120,71,16,2,
0,12,59,221,452,289,190,48,11,3,
0,10,66,232,295,192,117,88,26,5,
0,10,66,232,295,192,117,88,26,5,
0,11,65,173,235,231,152,59,15,4,
0,11,65,173,235,231,152,59,15,4,
0,12,97,290,279,203,151,58,16,4,
0,13,90,244,380,211,98,49,14,4,
0,11,65,214,350,187,86,35,13,6,
0,11,65,214,350,187,86,35,13,6,
0,11,65,214,350,187,86,35,13,6,
0,11,86,232,243,131,89,72,33,6,
0,12,79,195,271,214,99,60,19,5,
0,12,79,195,271,214,99,60,19,5,
0,9,67,235,292,205,86,31,10,2,
0,10,68,226,294,225,115,59,21,4,
0,10,72,221,402,236,136,47,14,2,
0,13,97,186,201,191,92,38,22,10,
0,12,99,348,416,180,64,36,15,4,
0,10,61,224,305,276,159,47,14,3,
0,10,61,224,305,276,159,47,14,3,
0,13,75,229,346,273,137,50,13,4,
0,11,53,284,398,328,150,50,16,3,
0,11,82,200,272,257,106,44,20,3,
0,11,82,200,272,257,106,44,20,3,
0,12,86,204,433,310,160,51,22,4,
0,9,75,261,361,176,77,46,16,8,
0,12,89,364,402,235,111,52,12,3,
0,11,109,313,397,290,154,76,21,8,
0,11,109,313,397,290,154,76,21,8,
0,14,82,268,441,267,127,48,13,3,
0,10,77,272,268,220,207,73,17,4,
0,13,74,245,382,313,158,45,14,3,
0,13,74,245,382,313,158,45,14,3,
0,13,74,245,382,313,158,45,14,3,
0,13,74,245,382,313,158,45,14,3,
0,13,74,245,382,313,158,45,14,3,
0,12,62,238,331,245,169,61,17,4,
0,12,62,238,331,245,169,61,17,4,
0,14,96,275,363,244,149,66,17,4,
0,8,87,279,285,223,167,70,22,8,
0,13,55,226,378,202,113,57,25,6,
0,13,94,286,460,351,149,47,12,3,
0,14,71,249,383,212,113,62,11,2,
0,12,82,231,360,270,162,53,12,3,
0,13,73,265,360,193,91,43,17,3,
0,18,96,239,323,166,82,52,12,3,
0,11,80,212,269,149,93,69,24,6,
0,10,71,194,291,213,107,50,17,5,
0,15,104,231,319,285,109,44,15,4,
0,11,71,219,223,135,116,36,10,2,
0,9,58,235,292,237,166,116,25,6,
0,13,96,245,321,176,112,56,17,4,
0,13,85,269,303,169,95,73,27,5,
0,15,76,237,323,239,149,62,20,6,
0,16,90,354,309,182,108,65,19,2,
0,14,84,244,416,219,90,48,20,7,
0,11,118,324,423,359,126,56,21,4,
0,13,120,334,440,240,105,31,10,3,
0,11,64,220,354,281,108,76,26,5,
0,13,80,253,465,313,122,53,32,12,
0,17,88,216,275,188,150,73,18,4,
0,17,88,216,275,188,150,73,18,4,
0,14,96,246,303,210,132,61,14,3,
0,13,79,205,306,222,127,55,17,3,
0,13,79,205,306,222,127,55,17,3,
0,18,80,209,303,233,116,50,20,6,
0,18,80,209,303,233,116,50,20,6,
