T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,
1,2,3,4,5,8,9,13,24,41,52,69,93,125,171,218,309,456,586,741,938,1198,1441,1761,2107,2510,2822,3217,3783,4314,5118,6069,6374,6291,5971,5480,4764,4011,3341,2719,2354,1896,1668,1533,1446,1317,1215,1129,1085,1043,924,793,682,586,488,397,335,253,218,202,178,151,128,103,91,73,64,52,47,43,39,32,25,28,27,25,24,23,25,21,18,11,7,5,6,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,5,5,7,11,14,19,30,47,74,116,142,191,242,304,387,453,551,595,692,840,1127,1441,1826,2269,2673,3181,3567,3861,3983,3867,3578,3371,3431,3676,3894,3798,3800,3539,3103,2784,2529,2226,1931,1592,1336,1097,988,828,728,610,479,416,365,337,301,253,216,189,163,128,115,95,89,73,60,51,47,43,36,34,32,32,29,26,32,33,30,28,23,19,22,18,17,14,10,9,9,7,6,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,
1,1,3,4,6,11,15,23,32,49,69,82,116,166,215,293,383,525,703,902,1224,1450,1733,1967,2268,2623,3033,3561,4044,4457,5022,5602,5799,6045,6008,5455,4862,4177,3837,3317,2713,2275,1952,1606,1340,1146,971,877,788,718,674,617,521,477,400,336,290,239,202,164,145,123,100,82,75,68,57,40,37,37,29,22,16,14,11,11,12,9,6,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,6,8,10,14,22,31,48,64,93,126,184,254,342,455,601,784,984,1241,1566,2026,2471,2836,3133,3429,3668,4064,4263,4292,4349,4419,4153,3973,3609,3179,2973,2562,2248,2080,1855,1553,1427,1254,1084,950,814,741,631,562,491,412,361,319,278,233,203,181,160,148,130,118,100,77,66,57,51,36,31,25,20,17,15,9,8,6,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,7,7,11,21,30,43,60,92,114,137,186,275,395,551,773,1129,1471,1873,2327,2805,3372,3969,4367,4551,4713,4659,4704,4545,4345,3884,3396,3023,2556,2238,1950,1629,1394,1169,1040,920,768,644,563,523,529,492,483,460,390,341,295,245,208,189,158,132,107,84,74,62,55,47,38,36,36,30,23,19,17,15,11,10,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,7,7,11,21,30,43,60,92,114,137,186,275,395,551,773,1129,1471,1873,2327,2805,3372,3969,4367,4551,4713,4659,4704,4545,4345,3884,3396,3023,2556,2238,1950,1629,1394,1169,1040,920,768,644,563,523,529,492,483,460,390,341,295,245,208,189,158,132,107,84,74,62,55,47,38,36,36,30,23,19,17,15,11,10,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,7,7,11,21,30,43,60,92,114,137,186,275,395,551,773,1129,1471,1873,2327,2805,3372,3969,4367,4551,4713,4659,4704,4545,4345,3884,3396,3023,2556,2238,1950,1629,1394,1169,1040,920,768,644,563,523,529,492,483,460,390,341,295,245,208,189,158,132,107,84,74,62,55,47,38,36,36,30,23,19,17,15,11,10,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,7,7,11,21,30,43,60,92,114,137,186,275,395,551,773,1129,1471,1873,2327,2805,3372,3969,4367,4551,4713,4659,4704,4545,4345,3884,3396,3023,2556,2238,1950,1629,1394,1169,1040,920,768,644,563,523,529,492,483,460,390,341,295,245,208,189,158,132,107,84,74,62,55,47,38,36,36,30,23,19,17,15,11,10,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,7,7,11,21,30,43,60,92,114,137,186,275,395,551,773,1129,1471,1873,2327,2805,3372,3969,4367,4551,4713,4659,4704,4545,4345,3884,3396,3023,2556,2238,1950,1629,1394,1169,1040,920,768,644,563,523,529,492,483,460,390,341,295,245,208,189,158,132,107,84,74,62,55,47,38,36,36,30,23,19,17,15,11,10,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,5,7,6,9,11,15,22,31,50,83,107,168,231,323,450,533,693,993,1355,1703,2136,2327,2574,3013,3476,3942,4281,4693,5100,5273,5302,5399,5423,4815,4020,3399,2949,2564,2181,1883,1649,1400,1188,1095,1023,885,823,771,677,627,537,459,385,328,295,258,228,201,177,147,123,118,107,90,79,68,53,42,36,33,31,30,26,19,16,14,12,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
