T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,
1,3,3,5,9,13,25,39,52,61,85,109,143,191,232,298,396,472,571,650,742,828,875,972,1125,1352,1493,1641,1741,1982,2380,3015,3392,3919,4799,5417,5981,6701,7596,9174,11186,12713,13988,14456,12947,11060,9721,8881,8901,9809,10091,9264,8321,7763,7347,7256,6989,6291,5504,4917,4351,3714,3285,2946,2541,2200,2019,1760,1522,1296,1226,1051,925,832,737,646,564,516,451,395,353,301,249,222,211,204,179,153,143,128,109,89,85,67,55,49,38,39,34,34,32,26,28,23,17,15,16,15,16,20,17,16,13,13,12,12,12,12,12,11,
1,1,3,7,11,18,28,35,45,48,61,79,111,154,198,255,343,435,502,656,816,1024,1192,1439,1744,2033,2443,2912,3258,3930,4768,5424,6085,6098,6218,6258,7073,7969,8666,8701,8850,8786,8507,7730,6900,6144,5486,4862,4414,4253,3924,3579,3391,3147,2890,2531,2257,1957,1713,1527,1364,1190,1042,933,788,685,636,606,551,521,468,436,439,402,366,324,268,240,210,196,178,160,149,130,118,104,93,79,67,60,58,50,40,37,32,30,30,28,22,19,16,12,12,13,14,15,17,16,15,12,13,13,13,13,11,11,13,15,15,13,
1,2,2,4,7,8,15,27,34,50,64,94,125,158,194,246,316,413,495,677,871,1162,1500,1957,2374,2758,3181,3629,4034,4591,4859,5124,5181,5405,5775,6335,6746,7314,7884,8385,9029,8946,8111,7271,6534,5736,5080,4613,4428,4357,4068,3534,3099,2852,2512,2201,1977,1785,1710,1476,1272,1123,1011,925,783,716,647,630,643,667,645,590,517,452,400,351,313,271,237,229,198,189,156,132,115,98,83,74,64,50,43,38,33,26,20,21,18,11,10,12,13,14,12,14,15,15,17,15,13,14,15,13,12,12,11,8,8,11,14,17,
1,2,4,6,9,10,16,18,24,32,47,72,101,136,162,210,268,326,399,524,611,740,855,1101,1299,1535,1881,2308,2840,3471,4132,4666,5209,6071,6853,7251,7919,8189,7990,7818,6993,6409,6153,6104,6148,6137,5962,5727,5120,4502,3965,3439,2964,2639,2446,2252,2126,1861,1594,1363,1253,1077,948,844,733,656,638,594,510,480,482,484,459,402,331,285,244,227,196,179,153,130,118,98,89,76,64,53,49,40,32,26,23,18,16,12,14,14,14,13,12,10,11,9,10,14,15,18,19,14,10,10,10,7,7,6,6,3,2,1,
1,2,4,5,7,11,20,29,39,54,68,95,133,164,215,283,359,439,530,614,738,854,1051,1251,1552,1924,2398,2983,3652,4233,4646,5043,5335,5448,5569,6041,6910,7743,7718,8140,8206,8270,8181,7650,6844,6325,5439,5259,4931,4504,4230,3808,3391,2949,2643,2457,2246,1966,1665,1405,1323,1141,1042,874,766,678,622,568,536,486,446,418,394,384,355,339,308,267,228,208,184,157,147,127,109,90,73,65,54,49,45,43,30,23,22,20,16,17,14,14,14,11,11,11,7,7,9,11,14,15,13,8,6,5,3,2,1,1,1,1,
1,2,4,5,7,11,20,29,39,54,68,95,133,164,215,283,359,439,530,614,738,854,1051,1251,1552,1924,2398,2983,3652,4233,4646,5043,5335,5448,5569,6041,6910,7743,7718,8140,8206,8270,8181,7650,6844,6325,5439,5259,4931,4504,4230,3808,3391,2949,2643,2457,2246,1966,1665,1405,1323,1141,1042,874,766,678,622,568,536,486,446,418,394,384,355,339,308,267,228,208,184,157,147,127,109,90,73,65,54,49,45,43,30,23,22,20,16,17,14,14,14,11,11,11,7,7,9,11,14,15,13,8,6,5,3,2,1,1,1,1,
1,2,4,5,7,11,20,29,39,54,68,95,133,164,215,283,359,439,530,614,738,854,1051,1251,1552,1924,2398,2983,3652,4233,4646,5043,5335,5448,5569,6041,6910,7743,7718,8140,8206,8270,8181,7650,6844,6325,5439,5259,4931,4504,4230,3808,3391,2949,2643,2457,2246,1966,1665,1405,1323,1141,1042,874,766,678,622,568,536,486,446,418,394,384,355,339,308,267,228,208,184,157,147,127,109,90,73,65,54,49,45,43,30,23,22,20,16,17,14,14,14,11,11,11,7,7,9,11,14,15,13,8,6,5,3,2,1,1,1,1,
1,3,4,7,10,15,19,29,41,61,83,120,164,185,212,256,325,352,423,542,714,939,1215,1533,1994,2377,2719,3120,3555,3967,4381,4813,5311,5902,6308,6787,7210,7624,7757,7340,6734,6320,6445,6383,5875,5425,4997,4534,4332,3940,3486,3239,2774,2568,2386,2228,2130,1864,1553,1339,1190,1082,935,825,758,727,686,623,581,497,433,401,362,310,274,261,236,223,177,151,134,114,94,87,73,72,67,60,53,52,44,31,25,21,18,16,14,12,12,13,14,13,9,10,9,12,14,14,15,12,11,10,11,10,10,9,10,9,8,7,
1,3,4,7,10,15,19,29,41,61,83,120,164,185,212,256,325,352,423,542,714,939,1215,1533,1994,2377,2719,3120,3555,3967,4381,4813,5311,5902,6308,6787,7210,7624,7757,7340,6734,6320,6445,6383,5875,5425,4997,4534,4332,3940,3486,3239,2774,2568,2386,2228,2130,1864,1553,1339,1190,1082,935,825,758,727,686,623,581,497,433,401,362,310,274,261,236,223,177,151,134,114,94,87,73,72,67,60,53,52,44,31,25,21,18,16,14,12,12,13,14,13,9,10,9,12,14,14,15,12,11,10,11,10,10,9,10,9,8,7,
1,2,3,5,10,13,19,28,33,47,77,102,126,175,230,279,353,451,561,678,803,1030,1285,1525,1734,2074,2380,2766,3247,3745,4396,4918,5132,5521,5798,6040,6049,6541,7083,7260,7038,6630,5932,5457,5205,5082,4931,4627,4306,3845,3504,3153,2910,2597,2250,2038,1898,1654,1424,1275,1113,994,877,793,727,678,610,564,510,459,435,391,360,314,274,229,202,167,139,119,120,104,87,91,90,77,64,57,46,42,36,33,27,25,23,19,18,20,21,17,13,11,11,11,11,8,8,9,10,12,15,12,11,10,10,10,9,10,8,7,
1,2,4,8,13,13,16,27,36,49,68,86,110,138,170,204,261,309,388,487,593,726,886,1037,1251,1448,1712,2036,2550,2998,3423,3938,4554,4957,5436,5861,6378,6806,6918,6913,6711,6596,6444,5985,5488,5017,4374,3921,3524,3270,3128,3045,2780,2447,2328,2200,1872,1663,1413,1169,988,831,718,636,586,540,528,527,516,494,456,399,339,301,288,252,228,215,190,163,144,125,122,110,96,92,77,68,59,55,54,46,36,31,27,25,20,18,15,14,11,10,9,11,12,13,10,5,4,4,4,4,4,3,4,2,2,1,0,0,
1,2,2,3,7,13,17,22,31,36,52,75,109,139,169,189,229,285,363,473,599,747,897,1102,1348,1617,1954,2345,2827,3424,4139,4808,5208,5483,5820,6162,6232,6418,6675,6976,7341,7495,7124,6303,5562,5003,4657,4147,3791,3457,3135,2911,2577,2443,2210,1973,1750,1595,1417,1197,1068,972,839,740,674,641,641,622,555,485,456,411,378,315,261,233,216,210,202,201,180,146,120,98,81,70,62,58,53,49,38,30,24,19,18,17,16,17,12,13,8,9,12,12,13,13,14,13,13,12,11,9,10,11,13,12,9,7,8,6,
1,2,2,3,5,7,12,17,25,34,50,74,98,125,177,225,299,351,407,481,528,618,751,886,1063,1295,1584,1943,2367,2844,3279,3831,4399,4827,5421,6261,6625,6924,7115,7179,7212,6411,6047,5893,5498,5075,4667,4450,4048,3588,3313,3116,2824,2568,2270,2093,1983,1725,1477,1266,1115,1026,890,792,720,647,568,508,448,383,357,367,335,296,285,263,222,206,194,159,140,126,113,88,75,66,57,50,51,40,35,29,21,19,19,16,14,14,13,13,12,12,12,12,12,13,14,17,15,12,11,8,5,4,2,2,2,0,0,0,
1,2,2,3,5,7,12,17,25,34,50,74,98,125,177,225,299,351,407,481,528,618,751,886,1063,1295,1584,1943,2367,2844,3279,3831,4399,4827,5421,6261,6625,6924,7115,7179,7212,6411,6047,5893,5498,5075,4667,4450,4048,3588,3313,3116,2824,2568,2270,2093,1983,1725,1477,1266,1115,1026,890,792,720,647,568,508,448,383,357,367,335,296,285,263,222,206,194,159,140,126,113,88,75,66,57,50,51,40,35,29,21,19,19,16,14,14,13,13,12,12,12,12,12,13,14,17,15,12,11,8,5,4,2,2,2,0,0,0,
1,2,2,3,5,7,12,17,25,34,50,74,98,125,177,225,299,351,407,481,528,618,751,886,1063,1295,1584,1943,2367,2844,3279,3831,4399,4827,5421,6261,6625,6924,7115,7179,7212,6411,6047,5893,5498,5075,4667,4450,4048,3588,3313,3116,2824,2568,2270,2093,1983,1725,1477,1266,1115,1026,890,792,720,647,568,508,448,383,357,367,335,296,285,263,222,206,194,159,140,126,113,88,75,66,57,50,51,40,35,29,21,19,19,16,14,14,13,13,12,12,12,12,12,13,14,17,15,12,11,8,5,4,2,2,2,0,0,0,
1,2,2,4,7,10,12,15,22,33,38,58,86,115,140,179,211,275,300,385,488,620,734,836,955,1086,1311,1618,1970,2434,3015,3713,4360,5118,6029,7141,7184,7369,7142,7534,7806,7838,7574,6963,6258,5525,4993,4582,4055,3699,3443,3189,3029,2886,2682,2313,2019,1776,1620,1430,1223,1056,935,861,847,755,645,603,526,455,430,390,383,388,376,332,288,241,215,195,172,143,124,112,99,81,77,70,58,50,37,30,28,22,16,12,10,10,10,10,8,8,9,8,11,11,11,12,13,12,15,15,9,10,11,11,10,10,10,8,
1,1,1,4,6,6,7,13,23,33,38,62,81,112,143,183,224,281,341,402,468,514,620,734,916,1112,1364,1652,2010,2460,2949,3610,4061,4699,5306,5632,6257,6728,7044,7168,7057,6668,6075,5636,5492,5086,4759,4361,4144,3742,3373,2935,2588,2363,2160,2030,1760,1548,1431,1260,1154,1038,902,776,677,619,615,616,568,523,457,403,385,366,341,306,278,248,199,176,153,132,113,103,88,81,72,67,60,50,51,49,46,36,32,31,26,23,19,18,14,11,14,12,15,12,13,13,12,13,14,12,14,12,12,11,12,11,10,11,
1,2,3,6,12,18,22,25,37,43,55,67,89,115,138,181,219,284,343,400,482,575,727,911,1101,1328,1594,2016,2559,2976,3331,3816,4480,4975,5550,6374,7167,7531,7756,8233,8309,8015,7510,7066,6554,5950,5547,4995,4758,4225,3726,3486,3179,2722,2417,2215,1986,1874,1657,1432,1286,1095,942,900,870,825,775,714,624,564,547,493,437,370,337,286,255,214,189,173,155,140,118,104,82,76,64,62,53,46,39,33,32,29,25,25,20,19,16,15,15,14,13,14,14,16,17,14,12,11,11,7,4,4,0,0,0,0,0,0,
1,2,3,5,8,12,13,20,27,36,48,77,104,133,160,219,284,346,434,521,638,791,918,1101,1324,1631,1949,2362,2745,3054,3419,3720,4383,5055,5927,6758,7528,8217,8174,8277,7970,7589,7600,7322,7015,6710,5934,5505,5066,4706,4196,3575,3286,3019,2786,2532,2379,2090,1780,1511,1283,1084,1026,937,817,700,650,630,615,595,590,546,490,418,381,345,303,279,259,227,181,169,162,149,128,104,93,80,74,67,60,54,47,33,32,32,32,26,21,21,16,14,14,13,13,15,19,15,16,15,15,14,15,16,15,12,11,16,13,11,
1,2,3,5,8,12,13,20,27,36,48,77,104,133,160,219,284,346,434,521,638,791,918,1101,1324,1631,1949,2362,2745,3054,3419,3720,4383,5055,5927,6758,7528,8217,8174,8277,7970,7589,7600,7322,7015,6710,5934,5505,5066,4706,4196,3575,3286,3019,2786,2532,2379,2090,1780,1511,1283,1084,1026,937,817,700,650,630,615,595,590,546,490,418,381,345,303,279,259,227,181,169,162,149,128,104,93,80,74,67,60,54,47,33,32,32,32,26,21,21,16,14,14,13,13,15,19,15,16,15,15,14,15,16,15,12,11,16,13,11,
1,2,3,5,8,12,13,20,27,36,48,77,104,133,160,219,284,346,434,521,638,791,918,1101,1324,1631,1949,2362,2745,3054,3419,3720,4383,5055,5927,6758,7528,8217,8174,8277,7970,7589,7600,7322,7015,6710,5934,5505,5066,4706,4196,3575,3286,3019,2786,2532,2379,2090,1780,1511,1283,1084,1026,937,817,700,650,630,615,595,590,546,490,418,381,345,303,279,259,227,181,169,162,149,128,104,93,80,74,67,60,54,47,33,32,32,32,26,21,21,16,14,14,13,13,15,19,15,16,15,15,14,15,16,15,12,11,16,13,11,
1,2,3,5,8,12,13,20,27,36,48,77,104,133,160,219,284,346,434,521,638,791,918,1101,1324,1631,1949,2362,2745,3054,3419,3720,4383,5055,5927,6758,7528,8217,8174,8277,7970,7589,7600,7322,7015,6710,5934,5505,5066,4706,4196,3575,3286,3019,2786,2532,2379,2090,1780,1511,1283,1084,1026,937,817,700,650,630,615,595,590,546,490,418,381,345,303,279,259,227,181,169,162,149,128,104,93,80,74,67,60,54,47,33,32,32,32,26,21,21,16,14,14,13,13,15,19,15,16,15,15,14,15,16,15,12,11,16,13,11,
1,2,3,5,8,12,13,20,27,36,48,77,104,133,160,219,284,346,434,521,638,791,918,1101,1324,1631,1949,2362,2745,3054,3419,3720,4383,5055,5927,6758,7528,8217,8174,8277,7970,7589,7600,7322,7015,6710,5934,5505,5066,4706,4196,3575,3286,3019,2786,2532,2379,2090,1780,1511,1283,1084,1026,937,817,700,650,630,615,595,590,546,490,418,381,345,303,279,259,227,181,169,162,149,128,104,93,80,74,67,60,54,47,33,32,32,32,26,21,21,16,14,14,13,13,15,19,15,16,15,15,14,15,16,15,12,11,16,13,11,
1,2,3,5,8,12,13,20,27,36,48,77,104,133,160,219,284,346,434,521,638,791,918,1101,1324,1631,1949,2362,2745,3054,3419,3720,4383,5055,5927,6758,7528,8217,8174,8277,7970,7589,7600,7322,7015,6710,5934,5505,5066,4706,4196,3575,3286,3019,2786,2532,2379,2090,1780,1511,1283,1084,1026,937,817,700,650,630,615,595,590,546,490,418,381,345,303,279,259,227,181,169,162,149,128,104,93,80,74,67,60,54,47,33,32,32,32,26,21,21,16,14,14,13,13,15,19,15,16,15,15,14,15,16,15,12,11,16,13,11,
1,2,3,5,8,12,13,20,27,36,48,77,104,133,160,219,284,346,434,521,638,791,918,1101,1324,1631,1949,2362,2745,3054,3419,3720,4383,5055,5927,6758,7528,8217,8174,8277,7970,7589,7600,7322,7015,6710,5934,5505,5066,4706,4196,3575,3286,3019,2786,2532,2379,2090,1780,1511,1283,1084,1026,937,817,700,650,630,615,595,590,546,490,418,381,345,303,279,259,227,181,169,162,149,128,104,93,80,74,67,60,54,47,33,32,32,32,26,21,21,16,14,14,13,13,15,19,15,16,15,15,14,15,16,15,12,11,16,13,11,
