T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,
1,3,4,4,7,14,24,35,50,61,70,94,127,161,179,205,256,293,298,323,423,536,713,989,1208,1524,1776,1975,2174,2522,2878,3312,3776,4211,4602,4783,5128,5372,5539,5958,6177,6191,6147,5496,4722,4185,4121,3641,3233,3148,2905,2727,2429,2112,1855,1693,1513,1312,1207,1078,932,836,754,657,597,534,452,386,347,332,297,297,301,303,280,252,232,203,175,155,139,126,114,100,86,67,63,60,50,41,34,35,29,23,19,17,15,14,12,12,10,10,10,7,9,8,9,12,14,13,11,9,8,8,8,8,7,5,4,3,
1,2,4,5,6,8,14,16,27,29,40,49,67,99,127,177,205,241,277,338,376,488,667,921,1277,1578,1829,1992,2271,2631,3124,3565,3997,4183,4378,4426,4528,4521,4771,5102,4936,4640,4567,4522,4148,3812,3360,2919,2538,2495,2267,2145,2022,1876,1652,1380,1238,1072,1008,879,785,706,635,544,510,428,383,337,306,314,308,284,299,278,238,227,226,202,167,140,131,107,91,82,67,67,63,53,46,40,36,32,25,22,21,20,15,14,13,10,9,9,8,7,7,9,9,9,10,9,9,6,6,7,9,4,3,2,2,3,
1,3,4,4,6,7,8,13,17,32,49,61,90,119,148,209,279,346,443,548,697,791,873,977,1231,1352,1614,2035,2505,3092,3570,4070,4490,4888,5484,5633,5710,5590,5623,5383,5256,5235,5515,5527,5095,4367,3655,3253,3046,3039,2836,2542,2291,2190,1957,1776,1531,1300,1187,1102,992,883,748,652,587,535,473,422,397,364,332,336,295,267,243,208,183,167,160,142,131,124,110,105,93,83,76,57,49,44,39,30,26,21,17,15,12,10,7,7,7,8,5,6,7,4,6,6,8,11,12,7,3,4,4,4,4,4,2,2,
1,2,3,5,7,11,18,26,32,36,55,72,91,126,131,168,194,242,280,328,448,515,591,761,908,1097,1254,1585,1969,2395,2929,3345,3587,3770,4217,4580,4587,4538,4480,4340,4350,4056,3778,3537,3526,3448,3300,2985,2913,2625,2261,1911,1677,1469,1479,1394,1221,1033,875,781,729,641,561,469,447,458,473,463,402,378,333,300,272,239,214,181,149,143,136,116,97,90,76,68,59,44,32,33,30,23,19,20,21,18,14,10,8,7,5,6,8,8,5,7,10,7,10,8,6,6,6,6,4,2,4,2,2,3,3,-1,
1,1,2,2,3,4,6,10,21,33,42,64,83,99,136,160,220,281,334,427,494,557,677,836,1026,1290,1651,1879,2119,2251,2505,2958,3442,3930,4206,4190,4818,4922,5000,4883,5036,4610,4478,4580,4512,4335,3638,3184,2647,2457,2108,2032,1949,1780,1541,1421,1282,1153,1077,977,810,746,597,476,447,393,406,408,391,366,370,348,328,274,243,209,201,185,136,117,104,96,82,73,61,55,50,48,48,49,38,37,31,24,20,13,12,11,8,8,7,6,4,4,6,7,7,11,8,6,6,7,5,5,5,5,4,4,2,2,
1,1,2,2,5,10,11,18,28,42,57,76,92,107,141,174,203,244,323,393,448,538,646,746,874,1023,1164,1455,1717,2164,2599,3038,3314,3530,3662,3957,4076,4146,4160,4334,4950,5342,4917,4218,3694,3322,3132,2787,2520,2181,1998,1721,1662,1618,1566,1382,1154,1111,1012,904,802,730,594,500,441,404,373,376,347,344,327,316,311,276,253,204,173,152,133,110,106,80,73,58,49,39,37,42,41,34,28,22,18,15,9,9,7,6,6,5,7,6,5,3,4,4,5,9,10,8,3,3,1,1,2,3,4,3,2,1,
1,2,3,6,10,10,13,20,27,37,48,77,89,112,139,151,168,206,249,306,426,546,745,927,1195,1354,1535,1620,1954,2418,2982,3481,3826,4059,4081,4402,4452,4734,4938,5167,5455,5617,5424,4823,4576,3896,3308,3040,2775,2633,2428,2184,2227,2072,2000,1781,1523,1395,1265,1075,880,718,601,580,519,506,489,473,393,335,307,280,244,230,230,215,199,164,138,115,93,69,54,48,43,43,47,46,35,24,20,15,16,14,12,9,9,8,6,6,5,6,5,5,4,4,5,6,6,6,10,8,5,6,7,6,6,7,8,8,
1,1,2,4,8,11,12,14,20,25,41,53,71,87,106,129,155,194,233,291,347,448,588,749,886,1064,1181,1427,1731,2109,2551,2997,3470,3915,4188,4941,5665,5952,5902,6205,6113,5829,5403,4768,4648,4691,4581,4079,3441,3059,2761,2522,2335,2144,1983,1807,1537,1363,1314,1158,958,836,695,624,580,529,469,432,422,413,381,336,297,290,303,279,241,241,231,198,177,148,120,95,82,80,69,56,49,42,39,28,22,16,14,15,17,12,10,6,7,7,4,5,4,6,6,7,8,10,12,11,7,4,3,2,-1,-1,-1,-1,
1,1,2,4,8,8,12,20,32,42,56,64,81,98,109,134,178,223,300,378,512,653,848,1080,1310,1588,1848,2206,2675,2939,3448,3865,4212,4269,4573,5041,5485,5855,5850,5321,4984,5186,5380,5125,4682,4226,3682,3416,3063,2817,2546,2313,2252,2159,1902,1700,1510,1369,1154,939,826,742,637,523,463,433,432,398,356,327,297,290,279,259,246,214,197,182,155,117,103,86,70,59,58,56,56,58,55,44,44,36,31,28,26,24,15,10,9,9,9,9,8,8,8,8,7,9,8,7,9,11,10,7,8,8,8,6,5,4,
1,1,2,4,8,8,12,20,32,42,56,64,81,98,109,134,178,223,300,378,512,653,848,1080,1310,1588,1848,2206,2675,2939,3448,3865,4212,4269,4573,5041,5485,5855,5850,5321,4984,5186,5380,5125,4682,4226,3682,3416,3063,2817,2546,2313,2252,2159,1902,1700,1510,1369,1154,939,826,742,637,523,463,433,432,398,356,327,297,290,279,259,246,214,197,182,155,117,103,86,70,59,58,56,56,58,55,44,44,36,31,28,26,24,15,10,9,9,9,9,8,8,8,8,7,9,8,7,9,11,10,7,8,8,8,6,5,4,
