gamma,psi_distribs_0,psi_changetime_0,psi_distribs_1,phi_distribs_0,phi_changetime_0,phi_distribs_1,initialBeta,betaJitter,
0.14443418051996282,2.5E-4,35.0,0.0025,0.005457549698396267,35.0,0.06661641634778644,0.3362385622701075,0.040399938236400146,
0.14443418051996282,2.5E-4,35.0,0.0025,0.005457549698396267,35.0,0.06661641634778644,0.3362385622701075,0.040399938236400146,
0.1475274015695394,2.5E-4,35.0,0.0025,0.005364012717998183,35.0,0.05961249882831411,0.4129594680216648,0.04893269045430523,
0.1475274015695394,2.5E-4,35.0,0.0025,0.005364012717998183,35.0,0.05961249882831411,0.4129594680216648,0.04893269045430523,
0.16231112754601257,2.5E-4,35.0,0.0025,0.0061534776472036675,35.0,0.06590690547192408,0.4127490805526345,0.04826218019850782,
0.1799116392257183,2.5E-4,35.0,0.0025,0.006934347762560993,35.0,0.06109525184991942,0.40173155892393647,0.04930980076442744,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.15950105361099917,2.5E-4,35.0,0.0025,0.006023358595841573,35.0,0.05219590013447368,0.32040671771417695,0.04597498020569141,
0.16366301681747145,2.5E-4,35.0,0.0025,0.006248617623492509,35.0,0.05693998898563501,0.37518752940095407,0.03789258073444963,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.16629501833127835,2.5E-4,35.0,0.0025,0.006194025921694579,35.0,0.0535145208067359,0.3198320245143198,0.03459874771672163,
0.15905551038807908,2.5E-4,35.0,0.0025,0.005932867535052725,35.0,0.0553503500022728,0.3515344173912162,0.039651572524924794,
0.16588266142642286,2.5E-4,35.0,0.0025,0.005697763788110275,35.0,0.05915684548827311,0.4110015938546966,0.04009541681336498,
0.16588266142642286,2.5E-4,35.0,0.0025,0.005697763788110275,35.0,0.05915684548827311,0.4110015938546966,0.04009541681336498,
0.17165679192272668,2.5E-4,35.0,0.0025,0.005559457851139811,35.0,0.06905809830708562,0.411225183319065,0.03816011556353298,
0.17165679192272668,2.5E-4,35.0,0.0025,0.005559457851139811,35.0,0.06905809830708562,0.411225183319065,0.03816011556353298,
0.17165679192272668,2.5E-4,35.0,0.0025,0.005559457851139811,35.0,0.06905809830708562,0.411225183319065,0.03816011556353298,
0.17165679192272668,2.5E-4,35.0,0.0025,0.005559457851139811,35.0,0.06905809830708562,0.411225183319065,0.03816011556353298,
0.17165679192272668,2.5E-4,35.0,0.0025,0.005559457851139811,35.0,0.06905809830708562,0.411225183319065,0.03816011556353298,
0.17165679192272668,2.5E-4,35.0,0.0025,0.005559457851139811,35.0,0.06905809830708562,0.411225183319065,0.03816011556353298,
0.17123927199127872,2.5E-4,35.0,0.0025,0.005559546200894401,35.0,0.06287455983956726,0.40606810323706777,0.0452531799822158,
0.1701200705748043,2.5E-4,35.0,0.0025,0.005485554251084632,35.0,0.06606175070970977,0.4493545976118835,0.0426571769547911,
0.1701200705748043,2.5E-4,35.0,0.0025,0.005485554251084632,35.0,0.06606175070970977,0.4493545976118835,0.0426571769547911,
0.1701200705748043,2.5E-4,35.0,0.0025,0.005485554251084632,35.0,0.06606175070970977,0.4493545976118835,0.0426571769547911,
0.1701200705748043,2.5E-4,35.0,0.0025,0.005485554251084632,35.0,0.06606175070970977,0.4493545976118835,0.0426571769547911,
0.1701200705748043,2.5E-4,35.0,0.0025,0.005485554251084632,35.0,0.06606175070970977,0.4493545976118835,0.0426571769547911,
0.16363904427808507,2.5E-4,35.0,0.0025,0.005697179838784412,35.0,0.05948566523326592,0.45829377979232205,0.05023029107587991,
0.17739806024617155,2.5E-4,35.0,0.0025,0.005711019837586545,35.0,0.0582208762245057,0.4035718101412539,0.0470724815856409,
0.18268428551797217,2.5E-4,35.0,0.0025,0.006156644292279503,35.0,0.05626925166699881,0.4065448723632232,0.04393553402920347,
0.18268428551797217,2.5E-4,35.0,0.0025,0.006156644292279503,35.0,0.05626925166699881,0.4065448723632232,0.04393553402920347,
0.17209281749423871,2.5E-4,35.0,0.0025,0.006413420136132498,35.0,0.060353973950452396,0.44690330709241977,0.04204861087240834,
0.15727235497573147,2.5E-4,35.0,0.0025,0.006477052759488064,35.0,0.06555202166988332,0.5091991844853503,0.04382213790529994,
0.15727235497573147,2.5E-4,35.0,0.0025,0.006477052759488064,35.0,0.06555202166988332,0.5091991844853503,0.04382213790529994,
0.15258427721490891,2.5E-4,35.0,0.0025,0.0062180019565336595,35.0,0.06082906694617419,0.4580273528015149,0.03733736527901332,
0.15258427721490891,2.5E-4,35.0,0.0025,0.0062180019565336595,35.0,0.06082906694617419,0.4580273528015149,0.03733736527901332,
0.15258427721490891,2.5E-4,35.0,0.0025,0.0062180019565336595,35.0,0.06082906694617419,0.4580273528015149,0.03733736527901332,
0.16510180942768696,2.5E-4,35.0,0.0025,0.006709718746274135,35.0,0.05900813322023199,0.4394291826474212,0.04050521835288917,
0.16510180942768696,2.5E-4,35.0,0.0025,0.006709718746274135,35.0,0.05900813322023199,0.4394291826474212,0.04050521835288917,
0.14877636546447678,2.5E-4,35.0,0.0025,0.0065022904197298585,35.0,0.05710214756357612,0.5106204675707648,0.04239883828458956,
0.14877636546447678,2.5E-4,35.0,0.0025,0.0065022904197298585,35.0,0.05710214756357612,0.5106204675707648,0.04239883828458956,
0.14987322783890214,2.5E-4,35.0,0.0025,0.005779504757755449,35.0,0.06433488592167194,0.4993205875060614,0.037141391684223334,
0.14987322783890214,2.5E-4,35.0,0.0025,0.005779504757755449,35.0,0.06433488592167194,0.4993205875060614,0.037141391684223334,
0.14987322783890214,2.5E-4,35.0,0.0025,0.005779504757755449,35.0,0.06433488592167194,0.4993205875060614,0.037141391684223334,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.15727697451991043,2.5E-4,35.0,0.0025,0.006106851895000091,35.0,0.06274611754967577,0.3583861659871674,0.039778466653325295,
0.16105004031039566,2.5E-4,35.0,0.0025,0.005680742643073847,35.0,0.06289749032162376,0.37762583955525353,0.04332041194895574,
0.1459771479946643,2.5E-4,35.0,0.0025,0.005123672566112459,35.0,0.05609257388107224,0.35941483439615485,0.046672720226299994,
