"t","R","S","I","sample","Gamma","Beta","Rt"
31.8329822815461,4674,2590,2736,609,0.143,4.5e-05,0.815034965034965
31.8344170650483,4675,2590,2735,609,0.143,4.5e-05,0.815034965034965
31.8347427617529,4676,2590,2734,609,0.143,4.5e-05,0.815034965034965
31.8347508745996,4677,2590,2733,609,0.143,4.5e-05,0.815034965034965
31.8364663840765,4677,2589,2734,609,0.143,4.5e-05,0.81472027972028
31.8382815864753,4677,2588,2735,609,0.143,4.5e-05,0.814405594405594
31.8443620709464,4678,2588,2734,609,0.143,4.5e-05,0.814405594405595
31.8444360780844,4679,2588,2733,609,0.143,4.5e-05,0.814405594405595
31.8457127921535,4679,2587,2734,609,0.143,4.5e-05,0.814090909090909
31.8474891570703,4680,2587,2733,609,0.143,4.5e-05,0.814090909090909
31.848118129705,4680,2586,2734,609,0.143,4.5e-05,0.813776223776224
31.8484684514278,4680,2585,2735,609,0.143,4.5e-05,0.813461538461539
31.8516249158359,4680,2584,2736,609,0.143,4.5e-05,0.813146853146853
31.8519508568119,4681,2584,2735,609,0.143,4.5e-05,0.813146853146853
31.8524898442447,4682,2584,2734,609,0.143,4.5e-05,0.813146853146853
31.8534237681337,4683,2584,2733,609,0.143,4.5e-05,0.813146853146853
31.8554970167071,4684,2584,2732,609,0.143,4.5e-05,0.813146853146853
31.8573180923754,4684,2583,2733,609,0.143,4.5e-05,0.812832167832168
31.8582121086728,4685,2583,2732,609,0.143,4.5e-05,0.812832167832168
31.8591408512624,4686,2583,2731,609,0.143,4.5e-05,0.812832167832168
31.8647669121326,4686,2582,2732,609,0.143,4.5e-05,0.812517482517483
31.8654888378865,4687,2582,2731,609,0.143,4.5e-05,0.812517482517483
31.8687818160061,4687,2581,2732,609,0.143,4.5e-05,0.812202797202797
31.8692138467029,4688,2581,2731,609,0.143,4.5e-05,0.812202797202797
31.8695973415624,4688,2580,2732,609,0.143,4.5e-05,0.811888111888112
31.8726391436982,4688,2579,2733,609,0.143,4.5e-05,0.811573426573427
31.8741822266817,4689,2579,2732,609,0.143,4.5e-05,0.811573426573427
31.8751464936104,4690,2579,2731,609,0.143,4.5e-05,0.811573426573427
31.8770924507077,4691,2579,2730,609,0.143,4.5e-05,0.811573426573427
31.8782116250578,4692,2579,2729,609,0.143,4.5e-05,0.811573426573427
31.8787308532977,4693,2579,2728,609,0.143,4.5e-05,0.811573426573427
31.8815482813915,4693,2578,2729,609,0.143,4.5e-05,0.811258741258741
31.884215468125,4694,2578,2728,609,0.143,4.5e-05,0.811258741258741
31.8847473914646,4695,2578,2727,609,0.143,4.5e-05,0.811258741258741
31.8859726462283,4696,2578,2726,609,0.143,4.5e-05,0.811258741258741
31.8911837450054,4697,2578,2725,609,0.143,4.5e-05,0.811258741258741
31.8912193131373,4698,2578,2724,609,0.143,4.5e-05,0.811258741258741
31.8922820649844,4699,2578,2723,609,0.143,4.5e-05,0.811258741258741
31.8924505055467,4699,2577,2724,609,0.143,4.5e-05,0.810944055944056
31.8933553881144,4699,2576,2725,609,0.143,4.5e-05,0.810629370629371
31.8939116144704,4700,2576,2724,610,0.143,4.5e-05,0.810629370629371
31.8947116218615,4701,2576,2723,610,0.143,4.5e-05,0.810629370629371
31.8947837190557,4701,2575,2724,610,0.143,4.5e-05,0.810314685314685
31.8957087763311,4702,2575,2723,610,0.143,4.5e-05,0.810314685314685
31.8965253352196,4702,2574,2724,610,0.143,4.5e-05,0.81
31.8973786101037,4702,2573,2725,610,0.143,4.5e-05,0.809685314685315
31.8975965207116,4702,2572,2726,610,0.143,4.5e-05,0.809370629370629
31.9006448027792,4702,2571,2727,610,0.143,4.5e-05,0.809055944055944
31.9043747989575,4703,2571,2726,610,0.143,4.5e-05,0.809055944055944
31.9047483397056,4704,2571,2725,610,0.143,4.5e-05,0.809055944055944
31.9050974512922,4704,2570,2726,610,0.143,4.5e-05,0.808741258741259
31.9082040509552,4705,2570,2725,610,0.143,4.5e-05,0.808741258741259
31.9091190929432,4705,2569,2726,610,0.143,4.5e-05,0.808426573426573
31.9094087406589,4706,2569,2725,610,0.143,4.5e-05,0.808426573426574
31.9113057960779,4706,2568,2726,610,0.143,4.5e-05,0.808111888111888
31.9133973192077,4706,2567,2727,610,0.143,4.5e-05,0.807797202797203
31.9139268223513,4707,2567,2726,611,0.143,4.5e-05,0.807797202797203
31.9145203176561,4707,2566,2727,611,0.143,4.5e-05,0.807482517482518
31.9148746542728,4707,2565,2728,611,0.143,4.5e-05,0.807167832167832
31.9160820123636,4708,2565,2727,612,0.143,4.5e-05,0.807167832167832
31.9251316115576,4708,2564,2728,612,0.143,4.5e-05,0.806853146853147
31.9260936507536,4709,2564,2727,612,0.143,4.5e-05,0.806853146853147
31.929623257324,4709,2563,2728,612,0.143,4.5e-05,0.806538461538462
31.9297215019995,4710,2563,2727,612,0.143,4.5e-05,0.806538461538462
31.9305510404619,4710,2562,2728,612,0.143,4.5e-05,0.806223776223776
31.9312649496131,4710,2561,2729,612,0.143,4.5e-05,0.805909090909091
31.9322717186549,4711,2561,2728,612,0.143,4.5e-05,0.805909090909091
31.9328249144081,4711,2560,2729,612,0.143,4.5e-05,0.805594405594406
31.9328429510122,4712,2560,2728,612,0.143,4.5e-05,0.805594405594406
31.9364803254589,4713,2560,2727,612,0.143,4.5e-05,0.805594405594406
31.937413027065,4714,2560,2726,612,0.143,4.5e-05,0.805594405594406
31.937490502984,4715,2560,2725,612,0.143,4.5e-05,0.805594405594406
31.9379522724457,4716,2560,2724,612,0.143,4.5e-05,0.805594405594406
31.9379616201236,4717,2560,2723,612,0.143,4.5e-05,0.805594405594406
31.9382105218129,4718,2560,2722,613,0.143,4.5e-05,0.805594405594406
31.9393749312304,4719,2560,2721,613,0.143,4.5e-05,0.805594405594406
31.9394250501044,4720,2560,2720,613,0.143,4.5e-05,0.805594405594406
31.9398378439757,4720,2559,2721,613,0.143,4.5e-05,0.80527972027972
31.94022750182,4720,2558,2722,613,0.143,4.5e-05,0.804965034965035
31.9428053357812,4720,2557,2723,613,0.143,4.5e-05,0.80465034965035
31.943232196866,4720,2556,2724,613,0.143,4.5e-05,0.804335664335664
31.9433631590813,4720,2555,2725,613,0.143,4.5e-05,0.804020979020979
31.950577278028,4721,2555,2724,613,0.143,4.5e-05,0.804020979020979
31.9516780055898,4722,2555,2723,613,0.143,4.5e-05,0.804020979020979
31.9528512622831,4723,2555,2722,613,0.143,4.5e-05,0.804020979020979
