"t","R","S","I","sample","Gamma","Beta","Rt"
20.1752305110434,570,8524,906,71,0.143,4.5e-05,2.68237762237762
20.1764699915875,570,8523,907,71,0.143,4.5e-05,2.68206293706294
20.1773349941578,570,8522,908,71,0.143,4.5e-05,2.68174825174825
20.1780042512617,570,8521,909,71,0.143,4.5e-05,2.68143356643357
20.1786295413782,570,8520,910,71,0.143,4.5e-05,2.68111888111888
20.1817310028494,570,8519,911,71,0.143,4.5e-05,2.6808041958042
20.1836089236301,570,8518,912,71,0.143,4.5e-05,2.68048951048951
20.184688590041,570,8517,913,71,0.143,4.5e-05,2.68017482517483
20.1847846782082,571,8517,912,72,0.143,4.5e-05,2.68017482517483
20.1862172727185,571,8516,913,72,0.143,4.5e-05,2.67986013986014
20.1862518086077,572,8516,912,72,0.143,4.5e-05,2.67986013986014
20.1876524104012,572,8515,913,72,0.143,4.5e-05,2.67954545454545
20.1881520379142,573,8515,912,72,0.143,4.5e-05,2.67954545454545
20.1887334681113,573,8514,913,72,0.143,4.5e-05,2.67923076923077
20.191047874945,573,8513,914,72,0.143,4.5e-05,2.67891608391608
20.1919814798793,573,8512,915,72,0.143,4.5e-05,2.6786013986014
20.1928927694391,573,8511,916,72,0.143,4.5e-05,2.67828671328671
20.19575969538,573,8510,917,72,0.143,4.5e-05,2.67797202797203
20.1996207413522,574,8510,916,72,0.143,4.5e-05,2.67797202797203
20.1996986769147,575,8510,915,72,0.143,4.5e-05,2.67797202797203
20.2028424129575,576,8510,914,73,0.143,4.5e-05,2.67797202797203
20.2030507510397,576,8509,915,73,0.143,4.5e-05,2.67765734265734
20.2032293131218,576,8508,916,73,0.143,4.5e-05,2.67734265734266
20.2046011267976,577,8508,915,73,0.143,4.5e-05,2.67734265734266
20.2086709303399,577,8507,916,73,0.143,4.5e-05,2.67702797202797
20.2115407993521,577,8506,917,73,0.143,4.5e-05,2.67671328671329
20.2178690178426,577,8505,918,73,0.143,4.5e-05,2.6763986013986
20.2189307806703,577,8504,919,73,0.143,4.5e-05,2.67608391608392
20.2204779091691,577,8503,920,73,0.143,4.5e-05,2.67576923076923
20.2211131459997,577,8502,921,73,0.143,4.5e-05,2.67545454545455
20.2211667002407,577,8501,922,73,0.143,4.5e-05,2.67513986013986
20.2218613573189,577,8500,923,73,0.143,4.5e-05,2.67482517482518
20.2241503211959,578,8500,922,74,0.143,4.5e-05,2.67482517482518
20.2275956081819,579,8500,921,74,0.143,4.5e-05,2.67482517482518
20.2283420254342,579,8499,922,74,0.143,4.5e-05,2.67451048951049
20.237558203478,579,8498,923,74,0.143,4.5e-05,2.67419580419581
20.2393703575247,580,8498,922,74,0.143,4.5e-05,2.6741958041958
20.2484267707028,580,8497,923,74,0.143,4.5e-05,2.67388111888112
20.2531914097218,581,8497,922,74,0.143,4.5e-05,2.67388111888112
20.256065578096,582,8497,921,74,0.143,4.5e-05,2.67388111888112
20.2593665663823,582,8496,922,74,0.143,4.5e-05,2.67356643356643
20.2596522730762,582,8495,923,74,0.143,4.5e-05,2.67325174825175
20.2601726006748,583,8495,922,74,0.143,4.5e-05,2.67325174825175
20.2609570288904,584,8495,921,74,0.143,4.5e-05,2.67325174825175
20.2628129266538,585,8495,920,74,0.143,4.5e-05,2.67325174825175
20.263102187041,586,8495,919,74,0.143,4.5e-05,2.67325174825175
20.2637637827375,586,8494,920,74,0.143,4.5e-05,2.67293706293706
20.2666656840596,586,8493,921,74,0.143,4.5e-05,2.67262237762238
20.267153999147,586,8492,922,74,0.143,4.5e-05,2.67230769230769
20.2675461393203,587,8492,921,74,0.143,4.5e-05,2.67230769230769
20.2678602009643,587,8491,922,74,0.143,4.5e-05,2.67199300699301
20.2696308384593,587,8490,923,74,0.143,4.5e-05,2.67167832167832
20.2698415968169,588,8490,922,74,0.143,4.5e-05,2.67167832167832
20.2700164689718,588,8489,923,74,0.143,4.5e-05,2.67136363636364
20.2709453647282,589,8489,922,74,0.143,4.5e-05,2.67136363636364
20.2717693424338,589,8488,923,74,0.143,4.5e-05,2.67104895104895
20.2754917855027,589,8487,924,74,0.143,4.5e-05,2.67073426573427
20.2778617587438,589,8486,925,74,0.143,4.5e-05,2.67041958041958
20.2850577753818,589,8485,926,74,0.143,4.5e-05,2.6701048951049
20.2852398219757,589,8484,927,74,0.143,4.5e-05,2.66979020979021
20.2871978916288,589,8483,928,74,0.143,4.5e-05,2.66947552447553
20.2883689899792,589,8482,929,74,0.143,4.5e-05,2.66916083916084
20.289600516838,589,8481,930,74,0.143,4.5e-05,2.66884615384615
20.299686334233,590,8481,929,74,0.143,4.5e-05,2.66884615384615
20.3020143352529,590,8480,930,74,0.143,4.5e-05,2.66853146853147
20.3023107480142,591,8480,929,75,0.143,4.5e-05,2.66853146853147
20.3030374546302,591,8479,930,75,0.143,4.5e-05,2.66821678321678
20.315226883813,591,8478,931,75,0.143,4.5e-05,2.6679020979021
20.3184161660109,591,8477,932,75,0.143,4.5e-05,2.66758741258741
20.3186521060935,592,8477,931,75,0.143,4.5e-05,2.66758741258741
20.3194677102425,592,8476,932,75,0.143,4.5e-05,2.66727272727273
20.3195625770865,592,8475,933,75,0.143,4.5e-05,2.66695804195804
20.3202074323846,592,8474,934,75,0.143,4.5e-05,2.66664335664336
20.3231716518169,592,8473,935,75,0.143,4.5e-05,2.66632867132867
20.3234155615662,592,8472,936,75,0.143,4.5e-05,2.66601398601399
20.3259037044652,593,8472,935,75,0.143,4.5e-05,2.66601398601399
20.3273287911964,593,8471,936,75,0.143,4.5e-05,2.6656993006993
20.3275839675565,594,8471,935,75,0.143,4.5e-05,2.6656993006993
20.329528427473,594,8470,936,75,0.143,4.5e-05,2.66538461538462
20.3303660682624,595,8470,935,75,0.143,4.5e-05,2.66538461538462
20.332107380816,595,8469,936,75,0.143,4.5e-05,2.66506993006993
20.3321787622898,595,8468,937,75,0.143,4.5e-05,2.66475524475524
20.3334784701488,596,8468,936,75,0.143,4.5e-05,2.66475524475525
20.33397170399,596,8467,937,75,0.143,4.5e-05,2.66444055944056
20.3366359474088,596,8466,938,75,0.143,4.5e-05,2.66412587412587
20.3388853346853,596,8465,939,75,0.143,4.5e-05,2.66381118881119
20.3405910692346,596,8464,940,75,0.143,4.5e-05,2.6634965034965
20.3429360159408,597,8464,939,75,0.143,4.5e-05,2.6634965034965
20.3432363605639,597,8463,940,75,0.143,4.5e-05,2.66318181818182
20.347024437881,597,8462,941,75,0.143,4.5e-05,2.66286713286713
20.3470647515768,597,8461,942,75,0.143,4.5e-05,2.66255244755245
20.3541296268901,597,8460,943,75,0.143,4.5e-05,2.66223776223776
20.3546976127278,597,8459,944,75,0.143,4.5e-05,2.66192307692308
20.3578714542744,597,8458,945,75,0.143,4.5e-05,2.66160839160839
20.3588125031227,598,8458,944,75,0.143,4.5e-05,2.66160839160839
20.361268642313,598,8457,945,75,0.143,4.5e-05,2.66129370629371
20.36130528623,598,8456,946,75,0.143,4.5e-05,2.66097902097902
20.3614169169468,599,8456,945,75,0.143,4.5e-05,2.66097902097902
20.364126819563,600,8456,944,75,0.143,4.5e-05,2.66097902097902
20.3664910568886,600,8455,945,75,0.143,4.5e-05,2.66066433566434
20.3690117766459,600,8454,946,75,0.143,4.5e-05,2.66034965034965
20.3695860862345,600,8453,947,75,0.143,4.5e-05,2.66003496503497
20.3727089806228,600,8452,948,75,0.143,4.5e-05,2.65972027972028
20.3729902093546,600,8451,949,75,0.143,4.5e-05,2.6594055944056
20.3769210876583,600,8450,950,75,0.143,4.5e-05,2.65909090909091
20.3770877762846,600,8449,951,75,0.143,4.5e-05,2.65877622377622
20.3815607003676,600,8448,952,75,0.143,4.5e-05,2.65846153846154
20.3823424722709,600,8447,953,75,0.143,4.5e-05,2.65814685314685
20.3834011928644,600,8446,954,75,0.143,4.5e-05,2.65783216783217
20.3868054741011,600,8445,955,75,0.143,4.5e-05,2.65751748251748
20.3883889133454,600,8444,956,75,0.143,4.5e-05,2.6572027972028
20.3901337953606,601,8444,955,75,0.143,4.5e-05,2.6572027972028
20.3944574209363,601,8443,956,75,0.143,4.5e-05,2.65688811188811
20.394834594127,601,8442,957,75,0.143,4.5e-05,2.65657342657343
20.3975508946391,601,8441,958,75,0.143,4.5e-05,2.65625874125874
20.3985881565763,601,8440,959,75,0.143,4.5e-05,2.65594405594406
20.3996140687516,602,8440,958,75,0.143,4.5e-05,2.65594405594406
20.4066353490779,603,8440,957,75,0.143,4.5e-05,2.65594405594406
20.4081824561848,603,8439,958,75,0.143,4.5e-05,2.65562937062937
20.4091110990359,603,8438,959,75,0.143,4.5e-05,2.65531468531469
20.4096872446679,603,8437,960,75,0.143,4.5e-05,2.655
20.4098393389987,604,8437,959,75,0.143,4.5e-05,2.655
20.4113316089905,604,8436,960,75,0.143,4.5e-05,2.65468531468531
20.411544832592,604,8435,961,75,0.143,4.5e-05,2.65437062937063
20.4157322634686,604,8434,962,75,0.143,4.5e-05,2.65405594405594
20.4186013355906,605,8434,961,75,0.143,4.5e-05,2.65405594405594
20.4234163480923,606,8434,960,75,0.143,4.5e-05,2.65405594405594
20.4249058152651,606,8433,961,75,0.143,4.5e-05,2.65374125874126
20.4325004197267,606,8432,962,75,0.143,4.5e-05,2.65342657342657
20.4366263201683,606,8431,963,75,0.143,4.5e-05,2.65311188811189
20.4379537875133,606,8430,964,75,0.143,4.5e-05,2.6527972027972
20.4411972225537,606,8429,965,75,0.143,4.5e-05,2.65248251748252
20.4429560221806,607,8429,964,75,0.143,4.5e-05,2.65248251748252
20.4462061625992,608,8429,963,76,0.143,4.5e-05,2.65248251748252
20.4483082213351,608,8428,964,76,0.143,4.5e-05,2.65216783216783
20.4524399124972,608,8427,965,76,0.143,4.5e-05,2.65185314685315
20.4562159308371,608,8426,966,76,0.143,4.5e-05,2.65153846153846
20.4578798548676,608,8425,967,76,0.143,4.5e-05,2.65122377622378
20.4588727870178,608,8424,968,76,0.143,4.5e-05,2.65090909090909
20.4593393108154,608,8423,969,76,0.143,4.5e-05,2.65059440559441
20.4621623427355,609,8423,968,76,0.143,4.5e-05,2.65059440559441
20.4625887472126,609,8422,969,76,0.143,4.5e-05,2.65027972027972
20.4640425355268,610,8422,968,76,0.143,4.5e-05,2.65027972027972
20.4654902567799,610,8421,969,76,0.143,4.5e-05,2.64996503496504
20.4699074587219,611,8421,968,76,0.143,4.5e-05,2.64996503496504
20.4711478524539,611,8420,969,76,0.143,4.5e-05,2.64965034965035
20.4725322985988,612,8420,968,76,0.143,4.5e-05,2.64965034965035
20.4742456193371,613,8420,967,77,0.143,4.5e-05,2.64965034965035
20.4771987650976,614,8420,966,77,0.143,4.5e-05,2.64965034965035
20.4783240985084,614,8419,967,77,0.143,4.5e-05,2.64933566433566
20.4808705774755,614,8418,968,77,0.143,4.5e-05,2.64902097902098
20.4830276520325,614,8417,969,77,0.143,4.5e-05,2.64870629370629
20.4834147880483,615,8417,968,77,0.143,4.5e-05,2.64870629370629
20.4839034011511,616,8417,967,78,0.143,4.5e-05,2.64870629370629
20.483919938178,617,8417,966,78,0.143,4.5e-05,2.64870629370629
20.4903844852596,617,8416,967,78,0.143,4.5e-05,2.64839160839161
20.4918036165516,617,8415,968,78,0.143,4.5e-05,2.64807692307692
20.4924710626619,617,8414,969,78,0.143,4.5e-05,2.64776223776224
20.4924752013634,617,8413,970,78,0.143,4.5e-05,2.64744755244755
20.4949359752112,617,8412,971,78,0.143,4.5e-05,2.64713286713287
20.4977492965479,617,8411,972,78,0.143,4.5e-05,2.64681818181818
20.498716411044,617,8410,973,78,0.143,4.5e-05,2.6465034965035
20.4996882048365,617,8409,974,78,0.143,4.5e-05,2.64618881118881
20.5072295000607,617,8408,975,78,0.143,4.5e-05,2.64587412587413
20.5085052964066,617,8407,976,78,0.143,4.5e-05,2.64555944055944
20.5090930656353,617,8406,977,78,0.143,4.5e-05,2.64524475524476
20.5104768662181,618,8406,976,78,0.143,4.5e-05,2.64524475524476
20.5106542381174,618,8405,977,78,0.143,4.5e-05,2.64493006993007
20.5107298186142,618,8404,978,78,0.143,4.5e-05,2.64461538461539
20.5133714048684,619,8404,977,78,0.143,4.5e-05,2.64461538461539
20.5146054687416,619,8403,978,78,0.143,4.5e-05,2.6443006993007
20.5158832276516,619,8402,979,78,0.143,4.5e-05,2.64398601398601
20.516814897858,619,8401,980,78,0.143,4.5e-05,2.64367132867133
20.5179261115071,619,8400,981,78,0.143,4.5e-05,2.64335664335664
20.5181520333763,619,8399,982,78,0.143,4.5e-05,2.64304195804196
20.5217460891037,620,8399,981,79,0.143,4.5e-05,2.64304195804196
20.5221292210841,620,8398,982,79,0.143,4.5e-05,2.64272727272727
20.5241589372612,620,8397,983,79,0.143,4.5e-05,2.64241258741259
20.5250256676325,620,8396,984,79,0.143,4.5e-05,2.6420979020979
20.5313219510744,621,8396,983,79,0.143,4.5e-05,2.6420979020979
20.5335470834509,621,8395,984,79,0.143,4.5e-05,2.64178321678322
20.5338220827806,622,8395,983,79,0.143,4.5e-05,2.64178321678322
20.5341987000117,622,8394,984,79,0.143,4.5e-05,2.64146853146853
20.5381406495027,622,8393,985,79,0.143,4.5e-05,2.64115384615385
20.5396044085925,622,8392,986,79,0.143,4.5e-05,2.64083916083916
20.5422016170358,622,8391,987,79,0.143,4.5e-05,2.64052447552448
20.542217457778,623,8391,986,80,0.143,4.5e-05,2.64052447552448
20.5435177242149,624,8391,985,80,0.143,4.5e-05,2.64052447552448
20.5444978677534,624,8390,986,80,0.143,4.5e-05,2.64020979020979
20.5459686416235,625,8390,985,80,0.143,4.5e-05,2.64020979020979
20.54597508659,626,8390,984,80,0.143,4.5e-05,2.64020979020979
20.5466307770859,626,8389,985,80,0.143,4.5e-05,2.63989510489511
20.5467292544596,626,8388,986,80,0.143,4.5e-05,2.63958041958042
20.5468468699144,627,8388,985,81,0.143,4.5e-05,2.63958041958042
20.5468671369105,627,8387,986,81,0.143,4.5e-05,2.63926573426573
20.549394373584,628,8387,985,81,0.143,4.5e-05,2.63926573426573
20.5516926261984,628,8386,986,81,0.143,4.5e-05,2.63895104895105
20.5561765728869,628,8385,987,81,0.143,4.5e-05,2.63863636363636
20.5572942329293,628,8384,988,81,0.143,4.5e-05,2.63832167832168
20.5573529426653,628,8383,989,81,0.143,4.5e-05,2.63800699300699
20.5601754192872,628,8382,990,81,0.143,4.5e-05,2.63769230769231
20.5641710531659,629,8382,989,81,0.143,4.5e-05,2.63769230769231
20.5684763536866,630,8382,988,81,0.143,4.5e-05,2.63769230769231
20.5694550393623,630,8381,989,81,0.143,4.5e-05,2.63737762237762
20.5699775542126,631,8381,988,82,0.143,4.5e-05,2.63737762237762
20.5727043006341,631,8380,989,82,0.143,4.5e-05,2.63706293706294
20.5727553507531,631,8379,990,82,0.143,4.5e-05,2.63674825174825
20.5728999068568,631,8378,991,82,0.143,4.5e-05,2.63643356643357
20.5769534183604,631,8377,992,82,0.143,4.5e-05,2.63611888111888
20.5790859265674,631,8376,993,82,0.143,4.5e-05,2.6358041958042
20.579418868587,631,8375,994,82,0.143,4.5e-05,2.63548951048951
20.5795156141598,631,8374,995,82,0.143,4.5e-05,2.63517482517483
20.5817945592352,632,8374,994,82,0.143,4.5e-05,2.63517482517483
20.5821543360682,633,8374,993,82,0.143,4.5e-05,2.63517482517483
20.5829023752644,633,8373,994,82,0.143,4.5e-05,2.63486013986014
20.5835064131416,634,8373,993,82,0.143,4.5e-05,2.63486013986014
20.5837158723482,635,8373,992,82,0.143,4.5e-05,2.63486013986014
20.5859360527376,635,8372,993,82,0.143,4.5e-05,2.63454545454545
20.5874322067272,635,8371,994,82,0.143,4.5e-05,2.63423076923077
20.5880535158783,635,8370,995,82,0.143,4.5e-05,2.63391608391608
20.5883315204841,635,8369,996,82,0.143,4.5e-05,2.6336013986014
20.5901552353938,636,8369,995,82,0.143,4.5e-05,2.6336013986014
20.5910574614027,636,8368,996,82,0.143,4.5e-05,2.63328671328671
20.5918995476996,636,8367,997,82,0.143,4.5e-05,2.63297202797203
20.5927269265998,637,8367,996,82,0.143,4.5e-05,2.63297202797203
20.5942093404816,637,8366,997,82,0.143,4.5e-05,2.63265734265734
20.5966538287337,637,8365,998,82,0.143,4.5e-05,2.63234265734266
20.5972815341806,638,8365,997,82,0.143,4.5e-05,2.63234265734266
20.5974264133012,639,8365,996,83,0.143,4.5e-05,2.63234265734266
20.5991435953996,639,8364,997,83,0.143,4.5e-05,2.63202797202797
20.5995475910964,640,8364,996,84,0.143,4.5e-05,2.63202797202797
20.5998160026007,641,8364,995,84,0.143,4.5e-05,2.63202797202797
20.5999091716514,641,8363,996,84,0.143,4.5e-05,2.63171328671329
20.6022474911747,641,8362,997,84,0.143,4.5e-05,2.6313986013986
20.6024645728283,641,8361,998,84,0.143,4.5e-05,2.63108391608392
20.6057547293687,642,8361,997,84,0.143,4.5e-05,2.63108391608392
20.6067998283418,642,8360,998,84,0.143,4.5e-05,2.63076923076923
20.609363496313,642,8359,999,84,0.143,4.5e-05,2.63045454545455
20.6113106879299,642,8358,1000,84,0.143,4.5e-05,2.63013986013986
20.6129726617633,642,8357,1001,84,0.143,4.5e-05,2.62982517482518
20.6130309396768,643,8357,1000,84,0.143,4.5e-05,2.62982517482517
20.6159470348164,644,8357,999,84,0.143,4.5e-05,2.62982517482518
20.616509286549,644,8356,1000,84,0.143,4.5e-05,2.62951048951049
20.6187937958398,644,8355,1001,84,0.143,4.5e-05,2.6291958041958
20.6214912683293,644,8354,1002,84,0.143,4.5e-05,2.62888111888112
20.6220939444908,644,8353,1003,84,0.143,4.5e-05,2.62856643356643
20.6243020368031,644,8352,1004,84,0.143,4.5e-05,2.62825174825175
20.6272967583754,644,8351,1005,84,0.143,4.5e-05,2.62793706293706
20.6303064223032,644,8350,1006,84,0.143,4.5e-05,2.62762237762238
20.6307808779183,645,8350,1005,84,0.143,4.5e-05,2.62762237762238
20.6321359140613,645,8349,1006,84,0.143,4.5e-05,2.62730769230769
20.6341580444257,645,8348,1007,84,0.143,4.5e-05,2.62699300699301
20.6410591366816,645,8347,1008,84,0.143,4.5e-05,2.62667832167832
20.6438377145063,645,8346,1009,84,0.143,4.5e-05,2.62636363636364
20.6456315163727,645,8345,1010,84,0.143,4.5e-05,2.62604895104895
20.6479043386078,645,8344,1011,84,0.143,4.5e-05,2.62573426573427
20.6512872331576,645,8343,1012,84,0.143,4.5e-05,2.62541958041958
20.6520274350286,646,8343,1011,85,0.143,4.5e-05,2.62541958041958
20.6547315577534,646,8342,1012,85,0.143,4.5e-05,2.6251048951049
20.6556926182676,646,8341,1013,85,0.143,4.5e-05,2.62479020979021
20.6593585410838,646,8340,1014,85,0.143,4.5e-05,2.62447552447553
20.6596702580686,647,8340,1013,85,0.143,4.5e-05,2.62447552447552
20.6624644280594,647,8339,1014,85,0.143,4.5e-05,2.62416083916084
20.6671234483149,647,8338,1015,85,0.143,4.5e-05,2.62384615384615
20.670926461146,647,8337,1016,85,0.143,4.5e-05,2.62353146853147
20.6722871919199,647,8336,1017,85,0.143,4.5e-05,2.62321678321678
20.6745016487828,648,8336,1016,85,0.143,4.5e-05,2.62321678321678
20.675937051514,648,8335,1017,85,0.143,4.5e-05,2.6229020979021
20.6788218558929,648,8334,1018,85,0.143,4.5e-05,2.62258741258741
20.6814211758224,648,8333,1019,85,0.143,4.5e-05,2.62227272727273
20.6826356583807,649,8333,1018,85,0.143,4.5e-05,2.62227272727273
20.6839434045554,650,8333,1017,85,0.143,4.5e-05,2.62227272727273
20.6845516921273,650,8332,1018,85,0.143,4.5e-05,2.62195804195804
20.6873761214882,650,8331,1019,85,0.143,4.5e-05,2.62164335664336
20.6895998796624,651,8331,1018,85,0.143,4.5e-05,2.62164335664336
20.6902653978959,652,8331,1017,85,0.143,4.5e-05,2.62164335664336
20.6914295208833,652,8330,1018,85,0.143,4.5e-05,2.62132867132867
20.6917132491755,652,8329,1019,85,0.143,4.5e-05,2.62101398601399
20.6919929337588,652,8328,1020,85,0.143,4.5e-05,2.6206993006993
20.6925290858911,652,8327,1021,85,0.143,4.5e-05,2.62038461538462
20.694588815856,652,8326,1022,85,0.143,4.5e-05,2.62006993006993
20.6966820210347,652,8325,1023,85,0.143,4.5e-05,2.61975524475525
20.6988641331617,653,8325,1022,85,0.143,4.5e-05,2.61975524475525
20.6993937873645,654,8325,1021,85,0.143,4.5e-05,2.61975524475525
20.7009671237787,654,8324,1022,85,0.143,4.5e-05,2.61944055944056
20.7030304313014,655,8324,1021,85,0.143,4.5e-05,2.61944055944056
20.7036917332626,655,8323,1022,85,0.143,4.5e-05,2.61912587412587
20.7054554466791,655,8322,1023,85,0.143,4.5e-05,2.61881118881119
20.7058518229022,656,8322,1022,86,0.143,4.5e-05,2.61881118881119
20.709517847269,656,8321,1023,86,0.143,4.5e-05,2.6184965034965
20.7108290848134,656,8320,1024,86,0.143,4.5e-05,2.61818181818182
20.7151359490576,656,8319,1025,86,0.143,4.5e-05,2.61786713286713
20.7162708072699,657,8319,1024,86,0.143,4.5e-05,2.61786713286713
20.7169319368391,658,8319,1023,87,0.143,4.5e-05,2.61786713286713
20.7174201808858,658,8318,1024,87,0.143,4.5e-05,2.61755244755245
20.717622751532,659,8318,1023,87,0.143,4.5e-05,2.61755244755245
20.7184708557114,659,8317,1024,87,0.143,4.5e-05,2.61723776223776
20.7205900395884,659,8316,1025,87,0.143,4.5e-05,2.61692307692308
20.7229604700365,660,8316,1024,87,0.143,4.5e-05,2.61692307692308
20.7261954261371,660,8315,1025,87,0.143,4.5e-05,2.61660839160839
20.7284938966858,661,8315,1024,87,0.143,4.5e-05,2.61660839160839
20.7291777193546,662,8315,1023,87,0.143,4.5e-05,2.61660839160839
20.7330366676635,663,8315,1022,87,0.143,4.5e-05,2.61660839160839
20.734256038169,664,8315,1021,87,0.143,4.5e-05,2.61660839160839
20.7413651737168,664,8314,1022,87,0.143,4.5e-05,2.61629370629371
20.7471958882773,665,8314,1021,87,0.143,4.5e-05,2.61629370629371
20.7493647059209,666,8314,1020,87,0.143,4.5e-05,2.61629370629371
20.7504940887664,666,8313,1021,87,0.143,4.5e-05,2.61597902097902
20.7527313247228,667,8313,1020,87,0.143,4.5e-05,2.61597902097902
20.7555418094971,668,8313,1019,87,0.143,4.5e-05,2.61597902097902
20.7583987743317,668,8312,1020,87,0.143,4.5e-05,2.61566433566434
20.7637062994912,668,8311,1021,87,0.143,4.5e-05,2.61534965034965
20.7662456129227,668,8310,1022,87,0.143,4.5e-05,2.61503496503497
20.7724603194298,668,8309,1023,87,0.143,4.5e-05,2.61472027972028
20.7735616816482,668,8308,1024,87,0.143,4.5e-05,2.61440559440559
20.7767790979737,668,8307,1025,87,0.143,4.5e-05,2.61409090909091
20.778388259904,668,8306,1026,87,0.143,4.5e-05,2.61377622377622
20.7792059656059,668,8305,1027,87,0.143,4.5e-05,2.61346153846154
20.7803718580501,668,8304,1028,87,0.143,4.5e-05,2.61314685314685
20.7810179143996,668,8303,1029,87,0.143,4.5e-05,2.61283216783217
20.7845809171617,668,8302,1030,87,0.143,4.5e-05,2.61251748251748
20.7857257755163,668,8301,1031,87,0.143,4.5e-05,2.6122027972028
20.7867335087351,668,8300,1032,87,0.143,4.5e-05,2.61188811188811
20.7874045120762,668,8299,1033,87,0.143,4.5e-05,2.61157342657343
20.7881185817423,668,8298,1034,87,0.143,4.5e-05,2.61125874125874
20.7887824516039,669,8298,1033,87,0.143,4.5e-05,2.61125874125874
20.7888116768365,669,8297,1034,87,0.143,4.5e-05,2.61094405594406
20.7896498877918,670,8297,1033,87,0.143,4.5e-05,2.61094405594406
20.7925854001324,670,8296,1034,87,0.143,4.5e-05,2.61062937062937
20.7943880394364,671,8296,1033,87,0.143,4.5e-05,2.61062937062937
20.7962142558437,671,8295,1034,87,0.143,4.5e-05,2.61031468531469
20.7967152365729,671,8294,1035,87,0.143,4.5e-05,2.61
20.7981904910002,671,8293,1036,87,0.143,4.5e-05,2.60968531468531
20.7982513400058,672,8293,1035,87,0.143,4.5e-05,2.60968531468531
20.7985502414132,672,8292,1036,87,0.143,4.5e-05,2.60937062937063
20.8035931034836,673,8292,1035,87,0.143,4.5e-05,2.60937062937063
20.8041244448645,673,8291,1036,87,0.143,4.5e-05,2.60905594405594
20.8051750315756,674,8291,1035,87,0.143,4.5e-05,2.60905594405594
20.8058768447106,675,8291,1034,87,0.143,4.5e-05,2.60905594405594
20.807441439911,676,8291,1033,87,0.143,4.5e-05,2.60905594405594
20.8098409766611,676,8290,1034,87,0.143,4.5e-05,2.60874125874126
20.8120376290355,677,8290,1033,87,0.143,4.5e-05,2.60874125874126
20.8138737690554,677,8289,1034,87,0.143,4.5e-05,2.60842657342657
20.8145385755217,678,8289,1033,87,0.143,4.5e-05,2.60842657342657
20.8164473117342,678,8288,1034,87,0.143,4.5e-05,2.60811188811189
20.8168305478107,679,8288,1033,87,0.143,4.5e-05,2.60811188811189
20.8197870823607,679,8287,1034,87,0.143,4.5e-05,2.6077972027972
20.8206034755963,679,8286,1035,87,0.143,4.5e-05,2.60748251748252
20.8229941090481,679,8285,1036,87,0.143,4.5e-05,2.60716783216783
20.8230099878506,679,8284,1037,87,0.143,4.5e-05,2.60685314685315
20.8282541496172,679,8283,1038,87,0.143,4.5e-05,2.60653846153846
20.8284854625255,679,8282,1039,87,0.143,4.5e-05,2.60622377622378
20.8285036683793,680,8282,1038,87,0.143,4.5e-05,2.60622377622378
20.8297432538052,680,8281,1039,87,0.143,4.5e-05,2.60590909090909
20.8346341203716,681,8281,1038,87,0.143,4.5e-05,2.60590909090909
20.8363659475907,681,8280,1039,87,0.143,4.5e-05,2.60559440559441
20.8369214352459,681,8279,1040,87,0.143,4.5e-05,2.60527972027972
20.8382812299097,681,8278,1041,87,0.143,4.5e-05,2.60496503496504
20.8389352276576,681,8277,1042,87,0.143,4.5e-05,2.60465034965035
20.8390212443733,681,8276,1043,87,0.143,4.5e-05,2.60433566433566
20.8397620445459,681,8275,1044,87,0.143,4.5e-05,2.60402097902098
20.8398614895071,681,8274,1045,87,0.143,4.5e-05,2.60370629370629
20.8417949753169,681,8273,1046,87,0.143,4.5e-05,2.60339160839161
20.8430253462058,681,8272,1047,87,0.143,4.5e-05,2.60307692307692
20.8432226123793,682,8272,1046,87,0.143,4.5e-05,2.60307692307692
20.8438091951519,683,8272,1045,87,0.143,4.5e-05,2.60307692307692
20.8438959708185,683,8271,1046,87,0.143,4.5e-05,2.60276223776224
20.8441059566874,684,8271,1045,87,0.143,4.5e-05,2.60276223776224
20.8458118167554,684,8270,1046,87,0.143,4.5e-05,2.60244755244755
20.84672745264,684,8269,1047,87,0.143,4.5e-05,2.60213286713287
20.8470703245999,684,8268,1048,87,0.143,4.5e-05,2.60181818181818
20.8480759802214,684,8267,1049,87,0.143,4.5e-05,2.6015034965035
20.8484291738285,684,8266,1050,87,0.143,4.5e-05,2.60118881118881
20.8518990402649,684,8265,1051,87,0.143,4.5e-05,2.60087412587413
20.8521250879175,685,8265,1050,87,0.143,4.5e-05,2.60087412587413
20.8540282143103,685,8264,1051,87,0.143,4.5e-05,2.60055944055944
20.8561404144351,685,8263,1052,87,0.143,4.5e-05,2.60024475524476
20.8573669226914,685,8262,1053,87,0.143,4.5e-05,2.59993006993007
20.8587031697606,685,8261,1054,87,0.143,4.5e-05,2.59961538461538
20.860455818112,685,8260,1055,87,0.143,4.5e-05,2.5993006993007
20.8612547967813,685,8259,1056,87,0.143,4.5e-05,2.59898601398601
20.8648245807171,685,8258,1057,87,0.143,4.5e-05,2.59867132867133
20.8669524033785,685,8257,1058,87,0.143,4.5e-05,2.59835664335664
20.8688057054906,686,8257,1057,87,0.143,4.5e-05,2.59835664335664
20.8738477952308,686,8256,1058,87,0.143,4.5e-05,2.59804195804196
