T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,T_120,T_121,T_122,T_123,T_124,T_125,T_126,T_127,T_128,T_129,T_130,T_131,T_132,T_133,T_134,T_135,T_136,T_137,T_138,T_139,T_140,
1,2,3,6,8,12,11,11,18,23,36,38,47,58,68,72,77,89,101,117,120,133,146,139,152,154,158,163,173,184,202,211,213,232,248,250,289,326,399,455,524,604,669,781,952,1090,1212,1392,1644,1841,2039,2188,2281,2334,2418,2469,2520,2615,2505,2358,2201,2043,1937,1784,1672,1571,1475,1409,1378,1355,1289,1217,1103,997,878,797,737,697,629,565,535,486,457,398,371,337,308,300,272,243,197,178,144,140,123,103,90,77,76,71,62,61,59,50,42,40,33,31,26,24,22,21,20,19,16,12,11,10,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,5,4,
1,2,3,6,8,12,11,11,18,23,36,38,47,58,68,72,77,89,101,117,120,133,146,139,152,154,158,163,173,184,202,211,213,232,248,250,289,326,399,455,524,604,669,781,952,1090,1212,1392,1644,1841,2039,2188,2281,2334,2418,2469,2520,2615,2505,2358,2201,2043,1937,1784,1672,1571,1475,1409,1378,1355,1289,1217,1103,997,878,797,737,697,629,565,535,486,457,398,371,337,308,300,272,243,197,178,144,140,123,103,90,77,76,71,62,61,59,50,42,40,33,31,26,24,22,21,20,19,16,12,11,10,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,5,4,
1,2,3,4,5,8,8,12,17,25,33,41,53,56,60,66,78,105,118,120,136,138,145,151,154,177,198,222,249,268,311,342,404,426,482,546,629,731,798,856,970,1096,1237,1303,1459,1553,1701,1818,1874,1958,1932,1933,2032,2080,2192,2237,2319,2406,2367,2316,2271,2126,2032,1969,1970,1924,1891,1747,1678,1586,1436,1337,1247,1167,1081,1011,914,838,781,683,627,578,506,454,380,337,302,271,262,239,199,176,157,131,116,106,94,76,67,57,49,40,37,28,25,23,22,21,21,24,21,21,18,15,12,11,10,9,8,7,6,6,7,7,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,8,8,12,17,25,33,41,53,56,60,66,78,105,118,120,136,138,145,151,154,177,198,222,249,268,311,342,404,426,482,546,629,731,798,856,970,1096,1237,1303,1459,1553,1701,1818,1874,1958,1932,1933,2032,2080,2192,2237,2319,2406,2367,2316,2271,2126,2032,1969,1970,1924,1891,1747,1678,1586,1436,1337,1247,1167,1081,1011,914,838,781,683,627,578,506,454,380,337,302,271,262,239,199,176,157,131,116,106,94,76,67,57,49,40,37,28,25,23,22,21,21,24,21,21,18,15,12,11,10,9,8,7,6,6,7,7,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
1,1,2,3,3,5,6,10,12,17,22,26,31,39,44,47,48,64,78,99,105,130,154,172,185,195,235,260,273,308,348,404,468,547,601,638,702,766,863,979,1096,1165,1190,1209,1353,1514,1652,1834,1911,2066,2154,2284,2411,2526,2590,2562,2490,2549,2562,2513,2402,2255,2174,2046,1919,1758,1693,1661,1644,1542,1407,1297,1163,1024,906,812,779,724,684,670,569,531,483,389,349,320,283,267,254,239,232,239,221,209,168,148,124,103,95,102,96,95,88,76,66,59,52,39,30,29,28,23,18,18,16,17,13,12,10,10,8,6,7,3,3,3,3,4,4,4,5,5,4,4,4,4,4,4,3,2,2,
1,2,3,4,5,11,12,14,17,19,22,30,40,44,60,71,90,118,132,146,150,152,161,180,195,225,247,256,273,307,379,440,483,510,533,552,583,686,792,892,967,1070,1165,1276,1421,1542,1651,1724,1878,2022,2147,2240,2335,2428,2455,2508,2537,2436,2371,2288,2216,2173,2027,1905,1817,1732,1626,1535,1422,1400,1370,1338,1255,1144,1037,958,871,787,711,642,602,551,489,464,416,402,344,294,273,233,217,189,158,134,113,90,70,63,53,49,41,39,35,31,26,20,18,16,13,13,9,10,8,8,8,8,7,6,6,4,4,3,3,3,3,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,4,5,11,12,14,17,19,22,30,40,44,60,71,90,118,132,146,150,152,161,180,195,225,247,256,273,307,379,440,483,510,533,552,583,686,792,892,967,1070,1165,1276,1421,1542,1651,1724,1878,2022,2147,2240,2335,2428,2455,2508,2537,2436,2371,2288,2216,2173,2027,1905,1817,1732,1626,1535,1422,1400,1370,1338,1255,1144,1037,958,871,787,711,642,602,551,489,464,416,402,344,294,273,233,217,189,158,134,113,90,70,63,53,49,41,39,35,31,26,20,18,16,13,13,9,10,8,8,8,8,7,6,6,4,4,3,3,3,3,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,
1,3,3,4,5,8,11,15,23,27,31,34,43,48,51,59,78,91,95,111,128,133,143,143,157,164,193,211,232,253,286,338,396,455,504,554,645,725,793,896,953,1079,1199,1315,1382,1432,1546,1630,1776,2012,2234,2394,2571,2685,2772,2644,2602,2559,2524,2367,2274,2142,2012,1935,1822,1707,1596,1590,1549,1504,1418,1323,1247,1135,1036,966,933,852,849,806,729,616,511,437,383,324,304,261,254,251,228,205,193,168,157,131,115,97,83,67,55,52,49,46,48,37,33,31,24,21,17,11,10,9,5,3,3,3,4,4,3,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,0,0,0,0,
1,1,2,4,4,6,8,14,23,30,42,44,43,43,49,55,65,83,96,118,121,120,146,179,195,209,231,246,282,297,357,425,461,544,607,630,691,782,841,919,1010,1101,1209,1303,1437,1575,1679,1778,1958,2145,2215,2415,2642,2705,2755,2712,2729,2669,2601,2481,2268,2150,2062,2042,2033,2019,2010,1985,1892,1740,1522,1476,1427,1343,1164,1028,885,793,690,608,549,481,436,384,325,282,262,230,201,179,184,167,157,152,136,136,128,101,84,78,72,65,47,43,34,30,31,29,20,15,14,14,14,14,13,10,4,4,4,5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,3,2,2,1,0,0,0,
1,1,2,4,4,6,8,14,23,30,42,44,43,43,49,55,65,83,96,118,121,120,146,179,195,209,231,246,282,297,357,425,461,544,607,630,691,782,841,919,1010,1101,1209,1303,1437,1575,1679,1778,1958,2145,2215,2415,2642,2705,2755,2712,2729,2669,2601,2481,2268,2150,2062,2042,2033,2019,2010,1985,1892,1740,1522,1476,1427,1343,1164,1028,885,793,690,608,549,481,436,384,325,282,262,230,201,179,184,167,157,152,136,136,128,101,84,78,72,65,47,43,34,30,31,29,20,15,14,14,14,14,13,10,4,4,4,5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,3,2,2,1,0,0,0,
1,2,3,5,6,6,7,8,14,20,33,32,44,50,54,71,88,99,111,126,147,148,174,168,178,196,226,255,274,304,351,425,452,500,564,591,619,724,783,853,919,1009,1143,1307,1392,1547,1727,1823,2005,2085,2227,2343,2399,2458,2387,2385,2331,2289,2130,2080,1970,1956,2027,2034,2055,2042,2015,1955,1848,1765,1638,1519,1336,1187,1080,952,820,766,710,581,498,431,406,386,364,348,320,286,257,221,183,169,150,126,110,94,81,75,70,62,57,49,43,40,35,28,25,18,14,11,13,16,17,19,19,13,11,11,11,10,9,9,8,6,5,5,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,5,6,6,7,8,14,20,33,32,44,50,54,71,88,99,111,126,147,148,174,168,178,196,226,255,274,304,351,425,452,500,564,591,619,724,783,853,919,1009,1143,1307,1392,1547,1727,1823,2005,2085,2227,2343,2399,2458,2387,2385,2331,2289,2130,2080,1970,1956,2027,2034,2055,2042,2015,1955,1848,1765,1638,1519,1336,1187,1080,952,820,766,710,581,498,431,406,386,364,348,320,286,257,221,183,169,150,126,110,94,81,75,70,62,57,49,43,40,35,28,25,18,14,11,13,16,17,19,19,13,11,11,11,10,9,9,8,6,5,5,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,2,4,5,7,13,11,16,20,26,32,36,45,43,56,67,75,84,93,118,126,129,156,171,195,208,211,239,270,284,336,363,400,401,444,490,529,600,699,789,890,1029,1197,1351,1497,1608,1774,1938,2043,2159,2257,2387,2469,2477,2421,2406,2516,2590,2611,2607,2420,2281,2128,2040,1958,1895,1864,1762,1630,1611,1589,1590,1538,1493,1364,1233,1064,927,847,810,765,741,695,659,610,551,456,413,356,324,283,265,271,255,223,209,193,172,151,129,122,97,81,67,64,63,58,47,38,38,28,26,23,18,17,15,16,16,11,10,11,12,11,13,13,11,10,9,9,9,5,5,4,5,3,0,0,0,0,0,0,
1,2,3,5,7,8,9,12,13,19,27,36,47,57,73,81,91,91,116,139,135,142,151,179,181,201,228,231,249,270,289,331,398,450,496,538,623,720,793,888,991,1090,1251,1347,1484,1626,1729,1843,1937,2131,2257,2408,2461,2436,2511,2597,2661,2843,2999,2962,2786,2514,2212,1972,1770,1573,1484,1445,1371,1408,1404,1439,1400,1325,1191,1093,968,852,727,625,561,491,457,418,386,333,316,308,276,236,200,182,146,123,102,86,74,68,61,51,49,53,53,50,55,54,43,39,37,35,35,32,29,22,17,16,16,11,6,5,3,3,5,6,7,7,7,7,5,5,5,2,1,1,1,1,1,1,1,1,1,
1,2,3,4,6,10,9,10,15,31,34,33,47,67,72,91,95,102,106,118,111,111,128,134,150,166,188,215,263,302,333,371,425,500,571,654,797,878,966,1097,1202,1262,1353,1452,1608,1746,1936,2114,2147,2131,2151,2134,2118,2113,2176,2390,2471,2542,2514,2491,2524,2438,2382,2310,2174,2020,1901,1715,1612,1513,1425,1336,1256,1188,1156,1052,995,885,796,702,608,559,505,456,449,414,388,353,319,268,209,189,174,165,156,130,108,94,96,101,85,82,77,64,59,54,46,37,34,25,20,19,17,16,15,13,9,7,6,5,6,5,3,3,4,4,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
1,1,2,2,5,11,12,13,13,18,27,34,45,53,71,89,111,118,132,142,154,165,183,204,217,237,263,295,309,340,369,409,467,498,548,618,698,779,810,916,1049,1127,1213,1403,1585,1810,1998,2178,2294,2392,2455,2516,2754,2916,2897,2864,2765,2793,2657,2610,2533,2386,2273,2133,2118,2026,1891,1758,1716,1692,1616,1553,1457,1298,1246,1091,920,814,715,643,552,508,474,438,384,371,336,270,224,198,178,149,119,114,106,96,92,78,64,59,54,48,48,40,34,33,29,31,29,23,19,17,15,9,8,7,5,3,4,4,3,3,3,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,2,2,5,11,12,13,13,18,27,34,45,53,71,89,111,118,132,142,154,165,183,204,217,237,263,295,309,340,369,409,467,498,548,618,698,779,810,916,1049,1127,1213,1403,1585,1810,1998,2178,2294,2392,2455,2516,2754,2916,2897,2864,2765,2793,2657,2610,2533,2386,2273,2133,2118,2026,1891,1758,1716,1692,1616,1553,1457,1298,1246,1091,920,814,715,643,552,508,474,438,384,371,336,270,224,198,178,149,119,114,106,96,92,78,64,59,54,48,48,40,34,33,29,31,29,23,19,17,15,9,8,7,5,3,4,4,3,3,3,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
