gamma,psi,phi,initialBeta,betaJitter,
0.1957990179951486,7.947090764563571E-4,0.22935181438854416,0.35910875002704745,0.028947290919435705,
0.1957990179951486,7.947090764563571E-4,0.22935181438854416,0.35910875002704745,0.028947290919435705,
0.19769660101107145,8.007800974590354E-4,0.22867656465574346,0.3541939831364611,0.02886725899346807,
0.19769660101107145,8.007800974590354E-4,0.22867656465574346,0.3541939831364611,0.02886725899346807,
0.2030896197288029,7.934313653511371E-4,0.22414521916007163,0.3482723613632377,0.028413635544710162,
0.20394061960518142,7.909517514782618E-4,0.2221483127682245,0.3446486017071116,0.02854107802156995,
0.20394061960518142,7.909517514782618E-4,0.2221483127682245,0.3446486017071116,0.02854107802156995,
0.20158101713082452,7.882071168766932E-4,0.2156807616273064,0.3479040405380264,0.027779475765158875,
0.19958070208435835,7.681435281326214E-4,0.20911051583991216,0.3511749951051546,0.0282130138187525,
0.19958070208435835,7.681435281326214E-4,0.20911051583991216,0.3511749951051546,0.0282130138187525,
0.19794991243340077,7.565797613752076E-4,0.2095085691665263,0.35217505271363664,0.028065410582549678,
0.19794991243340077,7.565797613752076E-4,0.2095085691665263,0.35217505271363664,0.028065410582549678,
0.19652366753784364,7.534183563285699E-4,0.20819452524239085,0.3513504659612057,0.027603956275830836,
0.1966578528716164,7.491309325542243E-4,0.20723973982030613,0.3504504283136992,0.02790645284580022,
0.19693348257665738,7.454959846938779E-4,0.20653201066444554,0.34885807307585104,0.027883669793068815,
0.1951202600908049,7.667242953312749E-4,0.20446500473015083,0.3473908299690284,0.027581165830898483,
0.1951202600908049,7.667242953312749E-4,0.20446500473015083,0.3473908299690284,0.027581165830898483,
0.19705750503282096,7.664483811154053E-4,0.19919307602098252,0.34125746394024525,0.027405486523429137,
0.19696167301978407,7.655686754113595E-4,0.19950251844008798,0.3410566393739252,0.027376867153754002,
0.1964474166297896,7.982644375754466E-4,0.18968066202057296,0.33830021665781573,0.027383429952626152,
0.19578224130302135,8.257372604611046E-4,0.1908439794011256,0.33585141793684153,0.02693016616609333,
0.19446005240541098,8.221761825034729E-4,0.1910385803022321,0.33502902227309045,0.027152964578669884,
0.19111787304423625,8.337826413035606E-4,0.18664130594062178,0.3298177357077373,0.026708481178045942,
0.19344663829329548,8.258004523842756E-4,0.18845384252602748,0.33218486000470593,0.027074697588742428,
0.1938709683852726,8.212691222432528E-4,0.18731031434801831,0.33263002649651363,0.027529455108275716,
0.18994954113288645,8.191414722625827E-4,0.18302589719618942,0.3340034372785556,0.027626524729034964,
0.18620020759357542,8.380888053884949E-4,0.18214144865719586,0.3267319794726358,0.028101577253952452,
0.18658022459705853,8.439676130719778E-4,0.1732862537791736,0.33429156548643574,0.027634677666860754,
0.18237736049254138,8.434170176786784E-4,0.17201481135542826,0.3320568825103717,0.028095014303146617,
0.18567860707943995,8.736094323586545E-4,0.17406636139611525,0.33507766309992215,0.027990049736557557,
0.18582656166988726,8.791259503371177E-4,0.17301812880574144,0.3358699916869789,0.028526755792180048,
0.18558914346190777,8.649030961093938E-4,0.17331654810583408,0.33549807783598784,0.028086541946967688,
0.18510320277135903,8.666563737685307E-4,0.16916290210440063,0.3484151575873066,0.026974946155139328,
0.18829225452303933,8.914933572595077E-4,0.16975212783448884,0.34684689734029234,0.027763201712774608,
0.18829225452303933,8.914933572595077E-4,0.16975212783448884,0.34684689734029234,0.027763201712774608,
0.17963338981561403,8.541638741499025E-4,0.1666629824893283,0.3620696618177387,0.026366413408681854,
0.17861805657032356,8.780429964203343E-4,0.16134338319198122,0.36586609522418356,0.02691633634531324,
