T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,T_120,T_121,T_122,T_123,T_124,T_125,T_126,T_127,T_128,T_129,T_130,T_131,T_132,T_133,T_134,T_135,T_136,T_137,T_138,T_139,T_140,
1,1,2,4,5,10,11,15,23,28,29,33,44,41,50,53,64,73,88,106,114,119,131,159,169,189,215,241,256,290,330,369,406,475,521,600,691,785,866,957,1030,1153,1275,1352,1492,1596,1780,1929,2118,2274,2428,2518,2693,2809,2958,3035,3139,3165,3226,3263,3134,3153,3138,3063,2928,2681,2535,2385,2202,2075,1932,1827,1726,1610,1513,1418,1295,1196,1103,1013,906,836,769,685,609,542,482,431,389,322,287,255,223,196,170,153,134,112,101,92,75,65,54,46,37,34,29,25,23,21,20,21,21,22,23,20,16,15,14,15,11,9,9,8,7,6,6,6,2,2,3,2,2,2,1,1,1,1,1,1,1,
1,1,2,4,5,10,11,15,23,28,29,33,44,41,50,53,64,73,88,106,114,119,131,159,169,189,215,241,256,290,330,369,406,475,521,600,691,785,866,957,1030,1153,1275,1352,1492,1596,1780,1929,2118,2274,2428,2518,2693,2809,2958,3035,3139,3165,3226,3263,3134,3153,3138,3063,2928,2681,2535,2385,2202,2075,1932,1827,1726,1610,1513,1418,1295,1196,1103,1013,906,836,769,685,609,542,482,431,389,322,287,255,223,196,170,153,134,112,101,92,75,65,54,46,37,34,29,25,23,21,20,21,21,22,23,20,16,15,14,15,11,9,9,8,7,6,6,6,2,2,3,2,2,2,1,1,1,1,1,1,1,
1,1,1,3,4,8,9,9,17,21,26,32,41,52,61,70,73,74,93,104,120,132,152,168,186,205,231,270,306,355,407,434,497,543,586,650,712,791,906,992,1067,1173,1323,1382,1500,1657,1834,1982,2145,2290,2452,2591,2743,2879,2948,3029,3133,3216,3294,3346,3376,3311,3295,3286,3213,3090,3017,2887,2707,2511,2352,2144,1960,1754,1581,1416,1257,1118,1021,899,789,680,620,556,503,479,432,386,359,329,320,301,263,236,217,183,169,158,148,137,125,120,116,108,102,101,101,94,90,86,71,51,46,45,41,36,29,23,21,20,14,14,13,13,11,11,8,10,9,4,4,3,4,4,3,2,0,0,0,0,0,
1,2,4,6,8,12,12,16,21,25,33,40,44,42,49,57,65,78,91,100,116,122,130,147,172,200,221,234,281,319,370,426,500,579,659,746,834,948,1094,1264,1389,1543,1684,1847,2018,2125,2208,2316,2395,2491,2612,2624,2681,2760,2792,2867,2871,2886,2824,2765,2689,2602,2551,2455,2326,2195,2063,1946,1824,1674,1568,1433,1323,1228,1098,999,876,806,706,635,592,546,482,450,405,389,338,316,280,261,237,205,181,167,149,130,120,103,94,87,81,79,70,71,59,53,45,41,34,29,26,24,24,15,12,12,13,10,12,10,7,6,7,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,4,6,8,12,12,16,21,25,33,40,44,42,49,57,65,78,91,100,116,122,130,147,172,200,221,234,281,319,370,426,500,579,659,746,834,948,1094,1264,1389,1543,1684,1847,2018,2125,2208,2316,2395,2491,2612,2624,2681,2760,2792,2867,2871,2886,2824,2765,2689,2602,2551,2455,2326,2195,2063,1946,1824,1674,1568,1433,1323,1228,1098,999,876,806,706,635,592,546,482,450,405,389,338,316,280,261,237,205,181,167,149,130,120,103,94,87,81,79,70,71,59,53,45,41,34,29,26,24,24,15,12,12,13,10,12,10,7,6,7,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,4,6,8,12,12,16,21,25,33,40,44,42,49,57,65,78,91,100,116,122,130,147,172,200,221,234,281,319,370,426,500,579,659,746,834,948,1094,1264,1389,1543,1684,1847,2018,2125,2208,2316,2395,2491,2612,2624,2681,2760,2792,2867,2871,2886,2824,2765,2689,2602,2551,2455,2326,2195,2063,1946,1824,1674,1568,1433,1323,1228,1098,999,876,806,706,635,592,546,482,450,405,389,338,316,280,261,237,205,181,167,149,130,120,103,94,87,81,79,70,71,59,53,45,41,34,29,26,24,24,15,12,12,13,10,12,10,7,6,7,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,4,6,8,12,12,16,21,25,33,40,44,42,49,57,65,78,91,100,116,122,130,147,172,200,221,234,281,319,370,426,500,579,659,746,834,948,1094,1264,1389,1543,1684,1847,2018,2125,2208,2316,2395,2491,2612,2624,2681,2760,2792,2867,2871,2886,2824,2765,2689,2602,2551,2455,2326,2195,2063,1946,1824,1674,1568,1433,1323,1228,1098,999,876,806,706,635,592,546,482,450,405,389,338,316,280,261,237,205,181,167,149,130,120,103,94,87,81,79,70,71,59,53,45,41,34,29,26,24,24,15,12,12,13,10,12,10,7,6,7,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,3,5,8,10,12,16,24,30,34,38,40,51,63,76,83,96,116,122,131,132,158,176,202,213,242,286,341,381,424,476,522,592,656,754,838,931,1030,1127,1264,1379,1528,1633,1814,1949,2079,2193,2288,2388,2442,2558,2611,2653,2703,2715,2696,2701,2698,2674,2654,2528,2393,2213,2121,1989,1874,1829,1727,1642,1568,1485,1380,1269,1197,1087,993,895,824,741,689,607,546,485,440,402,386,369,337,312,274,258,231,212,191,168,143,128,122,113,103,92,82,67,58,50,44,37,33,29,25,21,19,18,17,14,13,14,9,8,7,6,5,4,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,
1,2,3,3,5,8,10,12,16,24,30,34,38,40,51,63,76,83,96,116,122,131,132,158,176,202,213,242,286,341,381,424,476,522,592,656,754,838,931,1030,1127,1264,1379,1528,1633,1814,1949,2079,2193,2288,2388,2442,2558,2611,2653,2703,2715,2696,2701,2698,2674,2654,2528,2393,2213,2121,1989,1874,1829,1727,1642,1568,1485,1380,1269,1197,1087,993,895,824,741,689,607,546,485,440,402,386,369,337,312,274,258,231,212,191,168,143,128,122,113,103,92,82,67,58,50,44,37,33,29,25,21,19,18,17,14,13,14,9,8,7,6,5,4,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,
1,2,3,5,9,15,17,15,17,22,26,32,42,47,52,62,70,91,100,114,119,136,155,179,200,209,246,269,305,344,372,397,443,501,562,623,711,807,882,986,1104,1208,1344,1503,1584,1711,1852,1988,2116,2258,2354,2474,2640,2723,2800,2864,2886,2863,2849,2858,2794,2749,2632,2600,2504,2342,2197,2037,1928,1762,1603,1469,1357,1246,1142,1032,925,841,760,695,637,585,523,470,410,368,331,314,276,242,210,193,173,162,157,146,133,123,113,105,98,85,79,72,67,54,46,42,39,31,27,23,22,19,18,18,18,16,14,14,10,10,9,8,6,5,5,5,4,4,2,1,1,0,0,0,0,0,0,0,0,
