T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,T_120,T_121,T_122,T_123,T_124,T_125,T_126,T_127,T_128,T_129,T_130,T_131,T_132,T_133,T_134,T_135,T_136,T_137,T_138,T_139,T_140,
1,1,1,3,3,6,6,8,12,16,24,30,37,37,43,42,54,63,65,76,92,102,117,147,166,198,236,283,314,358,376,414,454,511,549,585,598,623,663,699,757,817,873,978,1091,1219,1433,1649,1888,2204,2586,2923,3193,3452,3611,3669,3672,3617,3475,3316,3248,3168,3097,3058,2955,2919,2896,2858,2737,2586,2487,2292,2179,2097,2088,2025,1837,1646,1521,1344,1213,1088,953,850,776,685,612,551,489,437,393,351,312,267,238,223,203,185,174,162,146,126,116,100,96,96,80,72,60,59,53,47,44,38,34,32,30,30,32,26,22,21,16,16,19,20,20,26,28,31,28,24,25,24,25,27,25,23,27,27,28,
1,1,1,3,3,6,6,8,12,16,24,30,37,37,43,42,54,63,65,76,92,102,117,147,166,198,236,283,314,358,376,414,454,511,549,585,598,623,663,699,757,817,873,978,1091,1219,1433,1649,1888,2204,2586,2923,3193,3452,3611,3669,3672,3617,3475,3316,3248,3168,3097,3058,2955,2919,2896,2858,2737,2586,2487,2292,2179,2097,2088,2025,1837,1646,1521,1344,1213,1088,953,850,776,685,612,551,489,437,393,351,312,267,238,223,203,185,174,162,146,126,116,100,96,96,80,72,60,59,53,47,44,38,34,32,30,30,32,26,22,21,16,16,19,20,20,26,28,31,28,24,25,24,25,27,25,23,27,27,28,
1,1,2,4,6,11,10,14,16,22,31,41,50,52,59,66,72,86,98,112,114,124,131,145,157,171,189,218,253,296,350,366,407,435,500,538,596,672,746,796,809,896,922,1049,1134,1356,1624,1977,2380,2649,2880,3121,3374,3618,3848,4201,4299,4293,4180,3962,3716,3440,3204,3019,2841,2666,2534,2477,2408,2279,2100,1950,1841,1733,1652,1587,1452,1291,1163,1065,975,866,786,726,683,636,603,569,518,498,453,406,366,320,281,242,213,183,151,133,125,113,98,90,81,69,56,49,49,45,43,33,27,26,27,28,26,27,22,22,21,20,18,14,14,13,16,17,20,20,19,20,26,23,19,16,15,14,11,11,12,
1,1,2,4,6,11,10,14,16,22,31,41,50,52,59,66,72,86,98,112,114,124,131,145,157,171,189,218,253,296,350,366,407,435,500,538,596,672,746,796,809,896,922,1049,1134,1356,1624,1977,2380,2649,2880,3121,3374,3618,3848,4201,4299,4293,4180,3962,3716,3440,3204,3019,2841,2666,2534,2477,2408,2279,2100,1950,1841,1733,1652,1587,1452,1291,1163,1065,975,866,786,726,683,636,603,569,518,498,453,406,366,320,281,242,213,183,151,133,125,113,98,90,81,69,56,49,49,45,43,33,27,26,27,28,26,27,22,22,21,20,18,14,14,13,16,17,20,20,19,20,26,23,19,16,15,14,11,11,12,
1,1,2,3,4,7,8,10,14,19,26,24,33,37,43,49,58,75,93,103,108,126,149,165,191,196,200,232,235,248,266,294,318,347,377,408,457,547,628,687,750,847,947,1104,1239,1435,1648,1949,2225,2535,2701,2950,3286,3463,3681,3695,3792,3712,3603,3538,3444,3354,3302,3181,3177,3018,2877,2825,2676,2574,2471,2264,2094,1905,1734,1536,1370,1253,1151,1059,960,844,757,684,612,536,499,437,398,350,334,311,265,246,220,192,170,158,141,124,124,120,115,102,89,81,73,70,61,57,52,51,50,48,46,41,40,35,33,30,26,26,22,21,20,15,16,17,15,17,19,23,22,19,17,13,15,18,19,20,23,
1,1,2,4,4,8,8,11,18,21,28,30,38,40,50,58,65,80,88,104,116,124,127,145,164,171,183,218,232,243,265,287,344,378,398,438,478,511,583,691,765,884,1007,1134,1300,1434,1625,1778,1950,2137,2391,2713,2974,3209,3315,3326,3387,3370,3310,3254,3205,3126,3166,3220,3141,3101,3123,2983,2806,2619,2423,2264,2090,1907,1751,1580,1410,1258,1130,1044,954,856,763,688,625,557,518,463,421,364,326,302,266,251,243,226,209,188,186,179,160,137,120,109,94,83,74,67,63,57,53,46,43,38,38,38,35,37,39,36,35,32,34,30,27,26,24,24,23,22,18,18,14,13,13,12,12,11,10,8,7,
1,1,1,3,3,6,6,8,13,19,23,27,33,38,49,48,55,62,63,79,83,91,102,111,120,140,165,200,236,263,291,324,345,351,392,429,479,544,606,726,822,897,1036,1184,1369,1570,1893,2280,2628,2908,3254,3522,3691,3781,3964,4094,4202,4434,4467,4327,4362,4300,4167,4050,3898,3780,3639,3507,3313,3127,2954,2769,2537,2262,2054,1908,1731,1560,1384,1254,1157,1047,958,885,815,704,624,561,509,445,415,376,342,308,271,255,247,236,221,202,191,172,159,143,121,108,98,92,85,74,66,60,59,52,53,49,47,46,46,41,35,32,33,33,30,28,29,21,20,14,15,13,13,10,9,10,8,7,5,4,5,
1,2,2,3,3,6,6,9,16,21,26,29,34,38,51,58,62,76,83,94,109,127,157,171,186,221,254,274,293,321,350,382,416,451,508,571,626,702,747,871,939,1029,1150,1256,1392,1556,1766,2000,2253,2560,2928,3222,3483,3730,3852,3857,3853,3927,3990,3873,3838,3670,3483,3289,3137,3041,2992,2967,2932,2806,2615,2506,2291,2120,1991,1852,1705,1613,1477,1343,1211,1084,983,884,812,732,679,617,536,476,430,388,348,313,275,253,233,205,189,176,156,144,130,117,119,116,107,86,77,73,72,60,60,51,42,38,37,28,25,23,23,22,21,21,23,20,20,17,18,22,26,27,29,32,30,35,33,34,37,39,48,
1,1,1,4,5,7,8,12,15,15,22,27,37,37,49,57,67,76,91,93,108,127,144,183,214,239,266,311,329,348,420,490,547,606,690,774,884,990,1096,1268,1388,1481,1555,1610,1712,1861,1944,2065,2242,2425,2735,3090,3397,3549,3657,3749,3876,3923,3958,4121,4109,4198,4110,3934,3784,3589,3405,3211,3057,2857,2589,2382,2250,2161,2027,1934,1802,1658,1451,1267,1128,990,876,774,680,605,551,507,453,410,367,337,304,273,264,245,225,201,181,160,155,140,128,118,108,97,93,91,75,63,57,51,49,40,36,34,33,30,23,18,21,21,18,18,17,18,19,19,19,18,24,28,28,26,25,26,22,21,24,22,18,
1,1,2,2,3,6,8,9,13,21,29,32,41,50,58,62,74,81,88,105,108,131,141,167,178,204,227,267,302,340,388,445,484,530,599,660,756,857,979,1163,1325,1466,1584,1704,1864,2058,2228,2421,2588,2810,3023,3255,3441,3627,3783,3873,4007,4206,4379,4329,4416,4307,4244,4000,3711,3583,3439,3235,3072,2812,2572,2393,2221,1992,1861,1780,1667,1533,1443,1354,1250,1156,1086,1017,989,902,827,744,661,557,487,450,398,348,311,285,249,206,198,170,157,139,122,98,86,76,65,58,49,43,40,38,32,29,31,27,26,26,25,26,23,23,23,25,25,23,28,24,21,20,19,17,13,10,7,6,6,6,5,5,2,
