T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,T_120,T_121,T_122,T_123,T_124,T_125,T_126,T_127,T_128,T_129,T_130,T_131,T_132,T_133,T_134,T_135,T_136,T_137,T_138,T_139,T_140,
1,2,2,3,5,9,9,13,19,26,31,36,43,48,61,65,79,83,94,110,121,138,151,160,165,188,217,266,279,292,333,358,378,395,428,452,523,592,625,702,763,822,932,1077,1291,1607,1898,2248,2682,3139,3287,3504,3643,3841,3967,4121,4271,4381,4429,4257,4086,4108,3839,3528,3231,2987,2906,2823,2728,2635,2561,2401,2250,2046,1947,1809,1594,1380,1191,1050,939,838,763,707,644,577,526,514,454,395,347,318,292,280,281,265,261,229,190,166,138,118,107,94,81,74,60,56,52,47,45,50,49,40,36,30,28,23,20,19,22,19,19,18,19,18,18,19,23,26,25,28,28,26,27,22,19,14,14,12,11,
1,2,2,3,5,9,9,13,19,26,31,36,43,48,61,65,79,83,94,110,121,138,151,160,165,188,217,266,279,292,333,358,378,395,428,452,523,592,625,702,763,822,932,1077,1291,1607,1898,2248,2682,3139,3287,3504,3643,3841,3967,4121,4271,4381,4429,4257,4086,4108,3839,3528,3231,2987,2906,2823,2728,2635,2561,2401,2250,2046,1947,1809,1594,1380,1191,1050,939,838,763,707,644,577,526,514,454,395,347,318,292,280,281,265,261,229,190,166,138,118,107,94,81,74,60,56,52,47,45,50,49,40,36,30,28,23,20,19,22,19,19,18,19,18,18,19,23,26,25,28,28,26,27,22,19,14,14,12,11,
1,1,2,4,7,12,12,16,21,29,34,41,54,64,78,91,102,112,126,151,156,182,210,242,295,320,327,356,381,398,384,378,385,390,399,411,433,434,475,495,538,598,695,897,1017,1160,1278,1535,1823,2082,2304,2666,3085,3464,3799,4179,4455,4599,4581,4601,4273,3761,3425,3056,2916,2695,2495,2364,2250,2129,2054,2040,2062,2092,1997,1823,1712,1609,1424,1302,1153,995,882,794,679,574,510,452,397,362,320,286,249,222,201,178,170,160,146,148,143,129,120,115,112,104,93,85,80,70,66,61,53,42,48,46,39,32,30,24,23,26,25,22,20,22,21,22,28,31,34,33,30,26,23,17,14,13,13,15,16,
1,1,2,4,7,12,12,16,21,29,34,41,54,64,78,91,102,112,126,151,156,182,210,242,295,320,327,356,381,398,384,378,385,390,399,411,433,434,475,495,538,598,695,897,1017,1160,1278,1535,1823,2082,2304,2666,3085,3464,3799,4179,4455,4599,4581,4601,4273,3761,3425,3056,2916,2695,2495,2364,2250,2129,2054,2040,2062,2092,1997,1823,1712,1609,1424,1302,1153,995,882,794,679,574,510,452,397,362,320,286,249,222,201,178,170,160,146,148,143,129,120,115,112,104,93,85,80,70,66,61,53,42,48,46,39,32,30,24,23,26,25,22,20,22,21,22,28,31,34,33,30,26,23,17,14,13,13,15,16,
1,1,2,4,4,6,7,9,13,19,25,30,37,36,51,49,57,68,79,97,111,124,145,170,198,231,238,251,260,264,274,281,313,342,360,384,469,535,609,726,857,1058,1303,1509,1705,1796,1954,2183,2352,2625,2648,2740,2923,3150,3364,3709,3865,3890,3899,3791,3635,3485,3473,3491,3606,3600,3477,3287,2991,2727,2538,2397,2175,1989,1812,1677,1521,1404,1309,1162,1047,923,829,736,638,567,527,467,422,388,372,349,322,282,267,254,247,255,231,212,179,164,150,137,124,110,97,96,89,82,74,60,57,46,38,44,48,42,35,34,33,32,33,34,40,35,33,28,26,26,23,20,15,12,9,8,8,6,5,4,3,
1,1,2,4,4,6,7,9,13,19,25,30,37,36,51,49,57,68,79,97,111,124,145,170,198,231,238,251,260,264,274,281,313,342,360,384,469,535,609,726,857,1058,1303,1509,1705,1796,1954,2183,2352,2625,2648,2740,2923,3150,3364,3709,3865,3890,3899,3791,3635,3485,3473,3491,3606,3600,3477,3287,2991,2727,2538,2397,2175,1989,1812,1677,1521,1404,1309,1162,1047,923,829,736,638,567,527,467,422,388,372,349,322,282,267,254,247,255,231,212,179,164,150,137,124,110,97,96,89,82,74,60,57,46,38,44,48,42,35,34,33,32,33,34,40,35,33,28,26,26,23,20,15,12,9,8,8,6,5,4,3,
1,1,1,3,4,7,7,9,13,20,29,30,34,44,50,57,69,86,99,121,131,146,164,187,189,203,225,251,295,347,370,423,496,535,545,604,676,755,829,861,927,993,1004,1079,1260,1472,1728,1988,2293,2631,2809,3000,3192,3448,3498,3708,3759,3986,4093,4027,3875,3740,3560,3441,3347,3307,3220,3244,3191,3143,3056,2854,2688,2407,2128,1863,1697,1519,1325,1208,1094,979,905,777,700,638,585,547,479,431,389,346,294,275,248,226,209,192,175,155,137,125,115,109,101,106,97,89,90,82,64,53,48,41,41,35,32,28,22,20,19,19,20,23,27,24,26,21,20,22,23,21,20,19,17,16,15,13,12,11,11,
1,1,3,3,6,13,13,19,26,32,38,43,52,60,60,70,72,81,91,110,126,147,171,201,201,202,226,253,273,297,316,355,400,410,449,501,537,613,710,784,923,1084,1229,1326,1500,1725,1935,2173,2443,2637,2748,2775,2964,3231,3496,3760,3855,3933,4013,3953,3852,3765,3648,3422,3164,2979,2785,2712,2528,2366,2206,2006,1794,1663,1584,1426,1294,1147,1065,993,901,807,710,647,590,546,485,429,389,350,308,273,242,225,198,164,143,139,130,127,122,109,98,89,82,81,72,67,60,53,45,39,35,27,26,21,17,16,14,14,13,12,12,11,13,14,19,23,28,26,25,24,24,18,18,18,16,17,17,16,18,
1,1,2,3,4,6,8,9,14,20,26,30,34,40,44,54,67,75,88,100,111,124,125,141,160,185,210,264,295,316,357,382,408,460,501,575,667,781,861,966,1079,1300,1547,1745,2008,2257,2510,2759,3015,3328,3583,3720,3924,4148,4288,4496,4564,4507,4378,4207,3999,3670,3489,3433,3364,3528,3582,3606,3564,3534,3350,3156,2951,2692,2430,2161,1974,1787,1593,1481,1386,1268,1139,1036,952,871,801,683,615,558,531,482,445,395,364,324,293,260,235,217,201,182,166,147,137,125,115,105,98,86,84,76,65,60,57,54,50,42,38,38,39,37,33,34,33,30,30,28,24,23,21,18,17,17,15,15,15,14,14,11,12,
1,2,2,4,7,8,5,6,9,16,23,26,34,39,48,58,69,81,88,102,113,127,140,165,180,209,238,276,296,348,396,451,502,551,599,667,764,897,1007,1121,1266,1420,1461,1535,1612,1744,1811,1903,2021,2198,2317,2532,2748,2990,3227,3650,4043,4315,4547,4476,4242,4115,3906,3618,3302,3157,3020,2845,2758,2582,2527,2330,2142,2079,1981,1813,1591,1457,1356,1210,1075,965,837,750,671,596,523,457,404,360,314,280,258,235,205,174,145,142,136,133,128,119,115,110,106,95,86,80,71,67,62,58,50,46,44,45,39,38,42,41,36,39,38,31,30,31,28,24,21,19,15,15,13,14,10,10,10,11,9,9,11,
