T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,
1,2,3,6,6,12,13,16,23,30,41,59,75,107,144,163,202,241,274,346,398,481,551,688,821,1020,1346,1726,2117,2520,2815,3179,3472,3719,4013,4632,5466,6433,7085,7012,6654,6088,5571,5307,5223,5021,4543,4367,3972,3479,3249,2963,2560,2379,2234,1971,1749,1572,1373,1259,1126,1068,939,797,696,607,512,435,372,331,309,291,271,246,218,216,205,193,169,144,122,99,98,91,89,76,64,57,49,42,40,38,28,30,23,19,14,11,10,9,7,8,8,8,8,10,9,13,12,11,9,10,10,10,10,8,6,5,4,4,
1,1,5,8,11,16,16,24,35,36,43,57,67,110,147,194,228,271,332,409,438,481,603,757,930,1136,1395,1776,2266,2768,3296,3603,3951,4630,5320,5719,6238,6948,7371,7598,7362,6843,6194,6219,5671,5492,5170,4604,4157,3742,3136,2827,2560,2499,2209,1980,1722,1532,1381,1220,1108,1065,1033,892,802,694,589,531,484,474,437,451,367,330,285,253,215,191,160,127,107,98,81,74,68,59,56,56,52,41,38,32,30,28,26,22,19,16,16,14,13,13,9,8,9,11,12,14,15,15,15,17,16,13,12,12,10,10,11,11,
1,3,3,4,4,9,10,13,22,28,37,54,74,105,137,170,191,208,265,340,440,538,599,742,962,1195,1627,2166,2587,2991,3605,4020,4413,4897,5208,5448,5489,5805,5697,5328,5102,4690,4737,4681,4195,3713,3728,3384,3214,2905,2489,2307,2028,1870,1809,1685,1517,1374,1252,1066,948,861,734,624,572,501,419,372,336,295,269,251,228,202,179,167,145,130,118,98,93,93,86,81,71,74,69,54,50,44,35,26,25,24,20,16,13,10,4,3,3,4,5,7,7,8,8,9,10,14,13,12,8,9,11,9,7,9,8,10,
1,2,3,6,6,11,14,16,25,40,55,70,98,111,142,183,208,251,312,396,458,515,565,712,814,1032,1330,1642,1830,2075,2314,2715,3365,4067,4840,5164,5440,5421,5161,5123,4975,4650,4180,4067,3815,3723,3857,4192,3968,3356,2818,2484,2124,1777,1583,1410,1294,1240,1120,955,851,739,646,616,574,526,503,450,422,373,315,312,282,251,219,201,200,183,188,172,142,115,98,80,66,62,52,47,43,37,31,30,32,26,24,23,21,16,12,12,9,7,6,6,7,8,9,8,9,9,9,11,10,9,9,10,12,13,12,11,
1,2,4,9,11,12,18,19,32,37,46,68,88,105,133,164,212,257,314,335,394,473,559,707,906,1050,1222,1566,1863,2155,2454,2805,3062,3358,3697,4210,4775,5048,5366,5483,5470,4935,4444,4082,3839,3873,3654,3325,3117,2863,2544,2226,1919,1737,1680,1489,1313,1174,1029,923,848,763,684,568,487,408,360,318,315,290,284,300,283,287,271,236,203,166,149,118,98,87,79,65,66,59,48,39,28,22,18,18,16,11,6,5,6,7,5,6,7,7,6,8,9,11,12,11,6,9,7,6,5,5,4,4,3,4,4,3,
1,2,4,6,9,13,19,25,32,36,47,67,82,99,119,144,169,219,285,354,380,452,559,689,865,1070,1330,1590,1788,2001,2474,2956,3638,4010,4389,4528,4849,5071,5375,5258,5108,5209,5114,4880,4491,4180,3661,3377,3084,3046,2876,2556,2145,1902,1745,1522,1344,1197,1041,985,879,772,704,625,556,511,457,395,347,307,266,246,208,202,182,148,132,135,121,119,115,94,85,76,57,56,53,54,42,38,31,24,19,18,17,13,8,7,7,7,6,6,5,7,10,12,9,3,4,2,0,0,0,0,0,0,0,0,0,0,
1,2,3,7,9,11,17,19,23,37,40,52,55,77,101,137,174,193,216,303,387,519,643,779,940,1192,1355,1647,2008,2382,2663,3107,3495,3888,4430,4673,4521,4420,4459,4662,4695,4453,4038,3806,3416,3056,2904,2777,2602,2495,2276,2111,1787,1532,1371,1263,1184,1103,1074,1023,881,738,653,582,484,438,401,333,310,275,256,242,203,187,191,168,137,117,100,75,68,63,49,38,36,35,29,23,20,15,13,10,7,7,6,5,5,7,7,6,8,8,6,5,6,7,9,8,8,7,7,6,7,5,4,4,5,6,5,5,
1,2,3,7,6,8,11,13,17,22,32,44,51,72,93,118,145,178,229,277,336,417,508,692,896,1087,1377,1663,1994,2287,2507,2910,3177,3358,3518,3666,3997,4272,4478,4348,4238,4013,3859,3672,3408,3198,2999,3022,2801,2594,2266,2043,1821,1625,1431,1227,1068,961,899,830,732,652,584,531,457,410,346,304,290,278,273,262,265,249,237,210,169,133,109,93,80,61,58,53,50,46,41,33,32,25,20,19,15,12,10,10,8,7,5,5,4,3,3,4,6,7,5,6,8,7,9,6,5,4,4,2,1,1,1,1,
1,2,3,7,6,8,11,13,17,22,32,44,51,72,93,118,145,178,229,277,336,417,508,692,896,1087,1377,1663,1994,2287,2507,2910,3177,3358,3518,3666,3997,4272,4478,4348,4238,4013,3859,3672,3408,3198,2999,3022,2801,2594,2266,2043,1821,1625,1431,1227,1068,961,899,830,732,652,584,531,457,410,346,304,290,278,273,262,265,249,237,210,169,133,109,93,80,61,58,53,50,46,41,33,32,25,20,19,15,12,10,10,8,7,5,5,4,3,3,4,6,7,5,6,8,7,9,6,5,4,4,2,1,1,1,1,
1,2,3,5,9,11,14,17,25,32,40,55,74,87,111,131,181,204,259,346,390,444,542,681,916,1118,1437,1737,1973,2207,2620,2929,3129,3657,3883,4059,4219,4348,4372,4189,4087,4038,3838,3658,3430,3245,2985,2956,2801,2713,2456,2045,1788,1527,1379,1228,1164,985,837,752,681,589,578,528,475,432,385,374,332,315,296,251,211,204,170,152,143,134,114,90,75,66,55,41,39,35,31,31,24,19,18,14,12,10,11,14,11,9,8,5,5,5,6,5,6,7,5,5,6,11,12,10,9,8,6,5,6,7,8,8,
