T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,
1,2,3,6,7,11,14,17,26,36,54,71,79,113,135,177,225,273,359,443,538,600,720,850,1050,1363,1859,2497,3113,3673,4108,4319,4746,5295,5911,6207,5998,5743,5234,4886,4421,3991,3650,3565,3618,3785,3610,3533,3316,3091,2800,2517,2244,2062,1856,1628,1454,1292,1175,1063,1005,943,867,759,684,594,503,468,426,388,348,305,274,253,227,208,178,158,141,121,114,106,93,89,82,74,68,60,57,48,38,34,31,29,25,23,20,18,16,15,18,19,18,17,16,15,14,14,10,9,8,4,4,3,2,1,1,1,0,0,
1,2,4,6,6,9,13,15,24,25,40,64,86,113,146,184,217,254,306,366,434,511,552,658,927,1216,1529,1886,2274,2645,2895,3347,3818,4121,4560,4984,5237,5468,5485,5731,5897,5933,5271,4795,4528,4220,3852,3535,3327,2927,2683,2508,2327,2123,1920,1698,1515,1431,1296,1214,1077,1021,923,815,706,640,559,514,506,531,494,458,431,375,348,313,288,260,233,196,173,153,138,122,106,96,99,97,82,75,79,74,60,55,52,43,37,35,30,26,25,19,16,13,13,12,10,10,9,9,10,10,9,9,8,8,5,4,4,1,
1,2,5,8,10,13,12,18,25,27,38,61,94,133,150,174,215,241,305,394,494,608,756,946,1098,1441,1797,2246,2822,3555,4095,4617,5405,6029,6563,6760,6564,6456,6151,5648,5188,4867,4671,4645,4636,4805,4974,4653,4414,3625,3033,2482,2145,1767,1525,1413,1319,1302,1172,1138,1052,908,758,677,593,535,477,384,341,325,288,264,248,261,262,259,241,226,194,163,134,121,103,95,82,71,62,54,46,36,35,29,23,17,18,18,16,17,13,9,8,11,11,9,9,14,16,14,11,9,7,8,6,6,7,3,3,0,0,0,
1,2,4,8,9,11,15,22,29,38,52,79,87,116,151,211,254,312,329,360,395,483,582,820,966,1183,1410,1700,2029,2418,3143,3639,4160,4197,4375,4761,5101,5460,5269,5197,5495,5936,5835,5195,4692,4264,3901,3606,3337,3081,2901,2776,2792,2429,2072,1794,1539,1340,1137,1020,932,868,820,711,634,520,460,416,354,336,300,265,275,294,269,260,234,197,158,142,117,99,93,77,72,66,52,46,43,38,36,35,33,30,23,20,19,18,17,18,16,15,13,14,16,15,12,9,6,5,3,4,3,3,2,2,2,2,2,2,
1,3,3,5,5,6,8,10,15,21,29,46,61,93,135,167,213,255,319,372,467,584,709,813,932,1173,1586,2024,2365,2725,3097,3597,4341,5288,6099,6526,6957,7247,7465,7586,7662,7203,6764,6476,6168,5343,4541,4258,3939,3642,3380,2929,2581,2256,1991,1727,1551,1390,1318,1336,1355,1295,1126,962,815,683,571,500,499,499,470,427,395,363,311,290,251,211,180,152,139,119,112,108,99,85,74,68,57,54,42,38,34,27,25,26,25,25,23,25,23,21,18,18,15,14,11,11,7,6,8,8,10,8,10,12,12,11,6,4,
1,2,4,8,5,9,11,18,26,30,49,60,74,91,107,135,158,185,255,345,384,430,546,660,804,1006,1273,1507,1672,1934,2227,2662,3203,3758,4182,4584,5070,5416,5302,5151,5034,4793,4726,4534,4354,4087,3594,3297,3067,2932,2607,2310,2028,1887,1734,1533,1314,1184,1107,1043,1033,920,804,701,654,573,481,425,365,304,282,273,240,225,210,179,149,125,102,85,70,62,58,46,42,37,29,27,23,18,18,17,14,11,10,8,8,7,5,4,4,6,7,4,5,6,9,10,9,11,9,8,8,9,9,13,15,20,28,34,
1,1,3,5,5,8,11,11,19,23,30,43,60,77,101,112,143,177,222,279,318,393,474,585,736,937,1157,1429,1799,2125,2361,2789,3189,3614,4076,4551,4866,5263,5385,5496,5117,4965,4722,4430,4192,4190,4160,3834,3419,2892,2648,2438,2232,1954,1745,1607,1494,1376,1230,1123,1032,912,801,696,599,529,498,438,411,420,376,332,314,303,290,260,241,222,201,186,168,148,126,115,101,95,76,67,49,42,33,27,26,18,15,12,10,10,11,10,9,7,10,10,10,11,14,13,12,11,8,7,5,5,4,3,3,3,3,3,
1,2,4,11,13,17,18,24,33,31,42,57,65,82,101,134,176,209,247,294,346,406,508,655,814,1028,1282,1560,1863,2204,2550,2797,3260,3910,4437,5058,5301,5432,5363,5025,4745,4463,4299,4054,4024,3913,3732,3664,3160,2783,2395,2119,2027,1848,1726,1633,1464,1245,1098,994,909,815,711,648,577,491,457,405,373,350,331,299,268,240,211,184,157,137,122,110,108,104,100,97,71,58,53,47,43,34,31,31,26,21,19,16,14,14,13,12,12,12,11,12,12,11,9,9,9,8,9,7,8,9,8,7,5,3,2,1,
1,2,4,6,8,10,13,17,22,28,31,47,61,83,106,130,167,210,255,323,393,461,542,673,805,972,1172,1364,1660,2125,2624,3070,3471,3763,4172,4661,4998,5410,5656,5849,5836,5620,5296,5040,4594,4400,4166,3790,3370,3046,2694,2311,1967,1734,1569,1444,1335,1234,1133,1003,940,878,796,742,659,611,558,502,442,386,353,306,267,224,202,168,152,153,138,121,106,93,77,67,67,62,49,44,38,32,32,28,21,19,12,11,9,7,10,10,8,9,11,10,10,12,10,9,9,8,8,6,4,4,4,2,3,2,3,4,
1,2,4,6,8,10,13,17,22,28,31,47,61,83,106,130,167,210,255,323,393,461,542,673,805,972,1172,1364,1660,2125,2624,3070,3471,3763,4172,4661,4998,5410,5656,5849,5836,5620,5296,5040,4594,4400,4166,3790,3370,3046,2694,2311,1967,1734,1569,1444,1335,1234,1133,1003,940,878,796,742,659,611,558,502,442,386,353,306,267,224,202,168,152,153,138,121,106,93,77,67,67,62,49,44,38,32,32,28,21,19,12,11,9,7,10,10,8,9,11,10,10,12,10,9,9,8,8,6,4,4,4,2,3,2,3,4,
