T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,T_120,T_121,T_122,T_123,T_124,T_125,T_126,T_127,T_128,T_129,T_130,T_131,T_132,T_133,T_134,T_135,T_136,T_137,T_138,T_139,T_140,
1,2,4,5,7,9,9,11,10,15,22,27,31,36,36,44,55,58,74,90,107,124,154,163,199,220,247,276,315,375,414,453,514,595,697,788,922,1078,1235,1412,1607,1809,2057,2301,2489,2807,3077,3336,3693,4016,4373,4695,5036,5446,5879,6199,6793,7309,7663,8027,8324,8688,9058,9279,9345,9338,9386,9183,9012,8837,8742,8551,8181,7763,7317,6769,6265,5837,5294,4769,4188,3700,3223,2818,2428,2053,1725,1427,1211,1011,853,711,617,532,468,412,342,298,252,219,188,161,132,103,94,88,78,70,65,58,49,39,32,28,22,21,15,12,9,8,9,8,5,5,4,3,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,
1,2,4,5,7,9,9,11,10,15,22,27,31,36,36,44,55,58,74,90,107,124,154,163,199,220,247,276,315,375,414,453,514,595,697,788,922,1078,1235,1412,1607,1809,2057,2301,2489,2807,3077,3336,3693,4016,4373,4695,5036,5446,5879,6199,6793,7309,7663,8027,8324,8688,9058,9279,9345,9338,9386,9183,9012,8837,8742,8551,8181,7763,7317,6769,6265,5837,5294,4769,4188,3700,3223,2818,2428,2053,1725,1427,1211,1011,853,711,617,532,468,412,342,298,252,219,188,161,132,103,94,88,78,70,65,58,49,39,32,28,22,21,15,12,9,8,9,8,5,5,4,3,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,
1,2,4,3,3,4,6,8,6,10,10,14,19,28,37,42,47,57,77,83,100,111,130,149,164,181,216,242,282,327,383,441,501,594,688,811,932,1051,1206,1328,1542,1704,1939,2123,2378,2643,2905,3071,3327,3522,3702,3820,3938,4022,4164,4208,4209,4190,4148,4161,4052,3894,3705,3552,3412,3216,3097,2980,2852,2650,2428,2242,2100,1957,1793,1651,1530,1402,1293,1194,1126,1027,934,878,785,690,622,561,505,452,384,345,312,252,231,202,187,172,164,147,133,114,98,90,87,83,78,66,58,56,47,42,34,28,25,24,19,15,12,12,7,9,7,6,7,8,8,6,6,6,6,6,5,5,5,3,0,0,0,0,0,
1,2,3,5,6,8,12,13,16,17,21,23,27,39,46,58,74,72,80,95,111,126,151,166,189,221,233,271,311,372,432,496,597,693,808,885,1008,1172,1313,1493,1693,1889,2084,2308,2511,2746,3036,3312,3556,3686,3856,4066,4199,4260,4287,4385,4376,4341,4324,4208,3946,3729,3560,3402,3251,3102,3003,2858,2741,2672,2534,2413,2223,2066,1879,1731,1597,1457,1297,1209,1080,947,869,800,691,617,559,502,435,397,336,299,283,250,230,215,194,185,171,143,131,112,102,86,74,68,63,58,59,55,45,41,33,31,29,25,23,23,18,19,18,15,15,12,14,11,11,7,10,9,7,7,7,5,4,4,2,0,0,0,0,
1,2,3,5,6,8,12,13,16,17,21,23,27,39,46,58,74,72,80,95,111,126,151,166,189,221,233,271,311,372,432,496,597,693,808,885,1008,1172,1313,1493,1693,1889,2084,2308,2511,2746,3036,3312,3556,3686,3856,4066,4199,4260,4287,4385,4376,4341,4324,4208,3946,3729,3560,3402,3251,3102,3003,2858,2741,2672,2534,2413,2223,2066,1879,1731,1597,1457,1297,1209,1080,947,869,800,691,617,559,502,435,397,336,299,283,250,230,215,194,185,171,143,131,112,102,86,74,68,63,58,59,55,45,41,33,31,29,25,23,23,18,19,18,15,15,12,14,11,11,7,10,9,7,7,7,5,4,4,2,0,0,0,0,
1,2,3,5,6,8,12,13,16,17,21,23,27,39,46,58,74,72,80,95,111,126,151,166,189,221,233,271,311,372,432,496,597,693,808,885,1008,1172,1313,1493,1693,1889,2084,2308,2511,2746,3036,3312,3556,3686,3856,4066,4199,4260,4287,4385,4376,4341,4324,4208,3946,3729,3560,3402,3251,3102,3003,2858,2741,2672,2534,2413,2223,2066,1879,1731,1597,1457,1297,1209,1080,947,869,800,691,617,559,502,435,397,336,299,283,250,230,215,194,185,171,143,131,112,102,86,74,68,63,58,59,55,45,41,33,31,29,25,23,23,18,19,18,15,15,12,14,11,11,7,10,9,7,7,7,5,4,4,2,0,0,0,0,
1,2,3,5,6,8,12,13,16,17,21,23,27,39,46,58,74,72,80,95,111,126,151,166,189,221,233,271,311,372,432,496,597,693,808,885,1008,1172,1313,1493,1693,1889,2084,2308,2511,2746,3036,3312,3556,3686,3856,4066,4199,4260,4287,4385,4376,4341,4324,4208,3946,3729,3560,3402,3251,3102,3003,2858,2741,2672,2534,2413,2223,2066,1879,1731,1597,1457,1297,1209,1080,947,869,800,691,617,559,502,435,397,336,299,283,250,230,215,194,185,171,143,131,112,102,86,74,68,63,58,59,55,45,41,33,31,29,25,23,23,18,19,18,15,15,12,14,11,11,7,10,9,7,7,7,5,4,4,2,0,0,0,0,
1,2,3,5,6,8,12,13,16,17,21,23,27,39,46,58,74,72,80,95,111,126,151,166,189,221,233,271,311,372,432,496,597,693,808,885,1008,1172,1313,1493,1693,1889,2084,2308,2511,2746,3036,3312,3556,3686,3856,4066,4199,4260,4287,4385,4376,4341,4324,4208,3946,3729,3560,3402,3251,3102,3003,2858,2741,2672,2534,2413,2223,2066,1879,1731,1597,1457,1297,1209,1080,947,869,800,691,617,559,502,435,397,336,299,283,250,230,215,194,185,171,143,131,112,102,86,74,68,63,58,59,55,45,41,33,31,29,25,23,23,18,19,18,15,15,12,14,11,11,7,10,9,7,7,7,5,4,4,2,0,0,0,0,
1,2,3,5,6,8,12,13,16,17,21,23,27,39,46,58,74,72,80,95,111,126,151,166,189,221,233,271,311,372,432,496,597,693,808,885,1008,1172,1313,1493,1693,1889,2084,2308,2511,2746,3036,3312,3556,3686,3856,4066,4199,4260,4287,4385,4376,4341,4324,4208,3946,3729,3560,3402,3251,3102,3003,2858,2741,2672,2534,2413,2223,2066,1879,1731,1597,1457,1297,1209,1080,947,869,800,691,617,559,502,435,397,336,299,283,250,230,215,194,185,171,143,131,112,102,86,74,68,63,58,59,55,45,41,33,31,29,25,23,23,18,19,18,15,15,12,14,11,11,7,10,9,7,7,7,5,4,4,2,0,0,0,0,
1,2,3,5,6,8,12,13,16,17,21,23,27,39,46,58,74,72,80,95,111,126,151,166,189,221,233,271,311,372,432,496,597,693,808,885,1008,1172,1313,1493,1693,1889,2084,2308,2511,2746,3036,3312,3556,3686,3856,4066,4199,4260,4287,4385,4376,4341,4324,4208,3946,3729,3560,3402,3251,3102,3003,2858,2741,2672,2534,2413,2223,2066,1879,1731,1597,1457,1297,1209,1080,947,869,800,691,617,559,502,435,397,336,299,283,250,230,215,194,185,171,143,131,112,102,86,74,68,63,58,59,55,45,41,33,31,29,25,23,23,18,19,18,15,15,12,14,11,11,7,10,9,7,7,7,5,4,4,2,0,0,0,0,
