T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,T_96,T_97,T_98,T_99,T_100,T_101,T_102,T_103,T_104,T_105,T_106,T_107,T_108,T_109,T_110,T_111,T_112,T_113,T_114,T_115,T_116,T_117,T_118,T_119,T_120,T_121,T_122,T_123,T_124,T_125,T_126,T_127,T_128,T_129,T_130,T_131,T_132,T_133,T_134,T_135,T_136,T_137,T_138,T_139,T_140,
1,2,2,3,3,4,4,5,4,4,8,10,13,19,23,22,24,30,31,41,54,69,78,90,110,132,143,178,223,246,300,358,423,491,564,632,749,873,988,1096,1227,1358,1481,1602,1711,1834,1952,2069,2195,2288,2395,2501,2600,2720,2846,2942,3020,3011,2989,2883,2785,2676,2624,2576,2500,2436,2345,2283,2193,2072,1927,1809,1686,1521,1385,1263,1132,1030,907,796,698,622,560,499,449,404,364,335,299,266,249,212,197,174,152,134,112,97,87,78,72,62,55,49,46,38,35,34,31,29,26,25,23,19,15,13,12,11,10,9,9,6,6,7,7,7,6,6,6,6,4,4,3,0,0,0,0,0,0,0,0,
1,2,4,4,5,6,6,7,9,9,10,13,16,19,18,24,29,38,42,50,61,75,86,108,124,155,177,193,239,284,333,384,440,509,582,661,759,869,955,1093,1234,1377,1516,1654,1816,1975,2126,2234,2409,2530,2728,2826,2873,2988,3031,3111,3172,3167,3136,3054,2893,2782,2675,2554,2446,2286,2177,2036,1933,1865,1779,1676,1486,1360,1237,1114,984,914,830,782,727,669,606,556,515,470,423,387,349,295,258,216,185,163,146,134,120,102,96,87,81,69,64,59,53,45,41,38,39,40,35,29,25,23,21,17,17,14,8,7,7,7,5,5,4,4,4,4,4,4,4,3,1,0,0,0,0,0,0,0,0,
1,2,2,3,3,4,4,6,6,7,9,10,17,20,22,22,27,30,44,51,64,80,93,108,130,131,154,179,208,248,310,359,434,498,562,649,727,841,967,1129,1288,1420,1573,1730,1855,1982,2095,2268,2456,2558,2724,2788,2848,2959,2985,3001,2975,2913,2894,2867,2898,2827,2797,2689,2570,2498,2349,2183,1988,1864,1742,1659,1528,1395,1281,1165,1054,948,850,754,688,614,561,497,453,414,357,322,286,250,227,203,185,179,170,158,143,134,125,120,109,94,83,72,65,59,53,46,43,40,29,22,19,17,17,11,11,10,8,8,7,7,4,4,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,
1,2,2,2,3,3,3,5,8,9,11,13,19,23,33,33,35,42,47,49,56,71,88,97,108,124,144,162,176,216,242,294,372,437,513,588,688,787,906,1053,1173,1360,1483,1651,1834,1973,2130,2273,2353,2454,2606,2789,2906,2924,3003,3052,3056,3067,3059,2963,2887,2839,2740,2644,2505,2381,2207,2037,1870,1782,1703,1615,1496,1384,1242,1120,1027,987,907,834,770,704,645,587,537,497,439,394,360,319,282,252,220,198,175,154,136,126,104,91,90,90,82,69,64,59,52,47,41,34,30,21,18,19,17,16,12,7,7,6,5,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,
1,1,2,1,1,2,4,5,4,5,7,11,15,22,21,23,22,30,39,49,55,59,74,82,98,118,135,153,178,219,252,314,352,451,500,595,676,767,849,968,1122,1265,1433,1587,1740,1917,2097,2278,2432,2592,2712,2888,3028,3110,3170,3177,3195,3142,3070,2974,2825,2736,2629,2541,2469,2377,2318,2212,2114,1982,1876,1761,1596,1467,1363,1262,1201,1074,969,896,828,756,692,587,521,454,407,359,324,286,256,224,203,185,167,147,131,111,88,79,72,61,58,51,48,45,41,40,35,25,24,20,20,18,18,16,15,13,12,7,8,8,4,3,3,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,
1,1,2,3,3,4,8,8,9,10,11,13,17,22,21,24,24,29,37,40,52,64,83,103,121,145,171,207,231,266,309,335,392,476,545,640,736,837,923,1030,1130,1238,1377,1565,1721,1884,2122,2261,2415,2606,2741,2836,2878,2962,2980,3045,3059,3069,3044,2989,2908,2796,2670,2562,2481,2393,2300,2163,2021,1909,1799,1673,1573,1419,1320,1188,1096,985,879,789,710,644,589,524,464,391,339,304,275,262,232,202,190,167,149,125,108,105,99,91,90,88,82,80,73,64,57,55,55,51,45,40,32,26,22,21,24,24,24,21,19,15,15,12,10,11,12,12,12,10,9,8,7,7,8,8,9,11,11,11,8,
1,1,1,1,1,2,3,5,7,10,15,14,18,15,21,23,28,33,42,52,54,61,73,90,101,115,135,163,190,223,254,303,348,406,473,538,639,741,841,976,1119,1251,1423,1574,1703,1948,2143,2322,2509,2683,2890,3104,3250,3249,3260,3259,3221,3179,3233,3184,3143,3027,2891,2713,2518,2421,2302,2136,1923,1817,1759,1632,1506,1393,1304,1219,1137,1027,949,841,754,666,585,504,457,407,358,322,280,258,232,205,191,178,156,146,126,113,103,95,89,79,75,65,56,51,38,36,34,31,29,26,23,21,18,18,17,14,13,11,10,10,9,11,8,6,6,5,3,2,2,2,2,1,1,1,1,1,1,1,1,
1,1,1,1,1,2,3,5,7,10,15,14,18,15,21,23,28,33,42,52,54,61,73,90,101,115,135,163,190,223,254,303,348,406,473,538,639,741,841,976,1119,1251,1423,1574,1703,1948,2143,2322,2509,2683,2890,3104,3250,3249,3260,3259,3221,3179,3233,3184,3143,3027,2891,2713,2518,2421,2302,2136,1923,1817,1759,1632,1506,1393,1304,1219,1137,1027,949,841,754,666,585,504,457,407,358,322,280,258,232,205,191,178,156,146,126,113,103,95,89,79,75,65,56,51,38,36,34,31,29,26,23,21,18,18,17,14,13,11,10,10,9,11,8,6,6,5,3,2,2,2,2,1,1,1,1,1,1,1,1,
1,1,1,1,1,2,3,5,7,10,15,14,18,15,21,23,28,33,42,52,54,61,73,90,101,115,135,163,190,223,254,303,348,406,473,538,639,741,841,976,1119,1251,1423,1574,1703,1948,2143,2322,2509,2683,2890,3104,3250,3249,3260,3259,3221,3179,3233,3184,3143,3027,2891,2713,2518,2421,2302,2136,1923,1817,1759,1632,1506,1393,1304,1219,1137,1027,949,841,754,666,585,504,457,407,358,322,280,258,232,205,191,178,156,146,126,113,103,95,89,79,75,65,56,51,38,36,34,31,29,26,23,21,18,18,17,14,13,11,10,10,9,11,8,6,6,5,3,2,2,2,2,1,1,1,1,1,1,1,1,
1,1,1,1,1,2,3,5,7,10,15,14,18,15,21,23,28,33,42,52,54,61,73,90,101,115,135,163,190,223,254,303,348,406,473,538,639,741,841,976,1119,1251,1423,1574,1703,1948,2143,2322,2509,2683,2890,3104,3250,3249,3260,3259,3221,3179,3233,3184,3143,3027,2891,2713,2518,2421,2302,2136,1923,1817,1759,1632,1506,1393,1304,1219,1137,1027,949,841,754,666,585,504,457,407,358,322,280,258,232,205,191,178,156,146,126,113,103,95,89,79,75,65,56,51,38,36,34,31,29,26,23,21,18,18,17,14,13,11,10,10,9,11,8,6,6,5,3,2,2,2,2,1,1,1,1,1,1,1,1,
