"t","R","S","I","psi"
"27.7502969084141","1369","16558","2073","42"
"27.7507746282006","1369","16557","2074","42"
"27.7520787028013","1369","16557","2074","43"
"27.7527260099151","1370","16557","2073","43"
"27.7528543128266","1371","16557","2072","43"
"27.7542765652868","1371","16556","2073","43"
"27.7570299607685","1372","16556","2072","43"
"27.7573369822159","1372","16555","2073","43"
"27.7584643090926","1372","16554","2074","43"
"27.7601436543656","1372","16553","2075","43"
"27.7608707938393","1373","16553","2074","43"
"27.7631602835898","1374","16553","2073","43"
"27.7637306728882","1374","16552","2074","43"
"27.7702677281314","1374","16551","2075","43"
"27.7707712988457","1374","16550","2076","43"
"27.7719598078905","1374","16549","2077","43"
"27.7720046840384","1374","16548","2078","43"
"27.7729521967787","1374","16547","2079","43"
"27.7744989475765","1374","16546","2080","43"
"27.7745391458852","1375","16546","2079","43"
"27.7751337871627","1375","16545","2080","43"
"27.7759159111399","1375","16544","2081","43"
"27.7764353386874","1375","16543","2082","43"
"27.7777927940738","1376","16543","2081","43"
"27.7782313175606","1376","16542","2082","43"
"27.7798076679077","1376","16541","2083","43"
"27.7804211166081","1377","16541","2082","43"
"27.7817024252123","1378","16541","2081","43"
"27.7820350950161","1379","16541","2080","43"
"27.7835355940992","1379","16540","2081","43"
"27.7845156338764","1380","16540","2080","43"
"27.7847672104158","1380","16539","2081","43"
"27.7852984433","1380","16538","2082","43"
"27.7855439200448","1381","16538","2081","43"
"27.7879902283585","1381","16537","2082","43"
"27.7891493060107","1381","16536","2083","43"
"27.7907934808013","1382","16536","2082","43"
"27.7908710619759","1382","16535","2083","43"
"27.7914879928682","1383","16535","2082","43"
"27.7922397457174","1384","16535","2081","43"
"27.79485372397","1385","16535","2080","43"
"27.7977130379089","1385","16534","2081","43"
"27.7979426355022","1385","16533","2082","43"
"27.7985605021948","1386","16533","2081","43"
"27.8002826891564","1387","16533","2080","43"
"27.8012450205984","1387","16532","2081","43"
"27.8015402534645","1387","16531","2082","43"
"27.8030753354019","1387","16530","2083","43"
"27.8041499434981","1387","16529","2084","43"
"27.8045001904048","1387","16528","2085","43"
"27.8045069639068","1387","16527","2086","43"
"27.8071349736333","1387","16526","2087","43"
"27.8080082356009","1388","16526","2086","43"
"27.8082896796475","1388","16525","2087","43"
"27.8087603676706","1389","16525","2086","43"
"27.8093198366781","1389","16524","2087","43"
"27.8096290174777","1389","16523","2088","43"
"27.8099718548271","1389","16522","2089","43"
"27.8112778563987","1389","16521","2090","43"
"27.8118142777562","1390","16521","2089","43"
"27.8128594491619","1390","16520","2090","43"
"27.8132413395929","1391","16520","2089","43"
"27.8156310049982","1391","16519","2090","43"
"27.8161566299561","1392","16519","2089","43"
"27.817100665042","1392","16518","2090","43"
"27.8182019660109","1392","16517","2091","43"
"27.8182458065972","1392","16516","2092","43"
"27.8184590061648","1392","16515","2093","43"
"27.8187664636407","1393","16515","2092","43"
"27.8189259071915","1393","16514","2093","43"
"27.8201506018766","1393","16513","2094","43"
"27.820786370471","1394","16513","2093","43"
"27.8211132605939","1394","16512","2094","43"
"27.8227727743059","1395","16512","2093","43"
"27.8231850043335","1395","16511","2094","43"
"27.8263466875335","1395","16510","2095","43"
"27.8269919368852","1395","16509","2096","43"
"27.8270601598004","1395","16508","2097","43"
"27.8278504941194","1395","16507","2098","43"
"27.8282713374169","1395","16506","2099","43"
"27.8291417042939","1395","16505","2100","43"
"27.8294520588701","1395","16504","2101","43"
"27.8301267486642","1395","16503","2102","43"
"27.830575138732","1395","16502","2103","43"
"27.8319691081782","1395","16501","2104","43"
"27.8327315972456","1395","16500","2105","43"
"27.8333908574354","1396","16500","2104","43"
"27.8348535417557","1396","16499","2105","43"
"27.8359733950463","1396","16498","2106","43"
"27.8371320751188","1397","16498","2105","43"
"27.8373154593546","1397","16497","2106","43"
"27.83744147816","1397","16496","2107","43"
"27.837831730706","1397","16495","2108","43"
"27.8381734540559","1398","16495","2107","43"
"27.8385487227488","1398","16494","2108","43"
"27.83863981327","1398","16493","2109","43"
"27.83983564383","1399","16493","2108","43"
"27.8414089852654","1399","16492","2109","43"
"27.8440845452447","1399","16491","2110","43"
"27.8449556669973","1399","16490","2111","43"
"27.8451561079808","1399","16489","2112","43"
"27.8453281071984","1399","16488","2113","43"
"27.8473529270274","1400","16488","2112","43"
"27.8477290773712","1400","16487","2113","43"
"27.8495550710175","1400","16486","2114","43"
"27.85312477677","1400","16485","2115","43"
"27.8552024388682","1400","16484","2116","43"
"27.8556716120764","1400","16483","2117","43"
"27.8565665554887","1401","16483","2116","43"
"27.8593207729728","1401","16482","2117","43"
"27.8610504017637","1402","16482","2116","43"
"27.8613183739471","1402","16481","2117","43"
"27.8616588264699","1403","16481","2116","43"
"27.8622778511602","1403","16480","2117","43"
"27.8663282937227","1403","16479","2118","43"
"27.8667069694938","1403","16478","2119","43"
"27.8675552079779","1403","16477","2120","43"
"27.8675852426123","1403","16476","2121","43"
"27.8701032929072","1403","16475","2122","43"
"27.8701275064301","1403","16474","2123","43"
"27.8704776453894","1404","16474","2122","43"
"27.8712102622662","1404","16473","2123","43"
"27.8714643817715","1404","16472","2124","43"
"27.87445764919","1404","16471","2125","43"
"27.8749412519984","1404","16470","2126","43"
"27.8759461321884","1404","16469","2127","43"
"27.8768301015287","1404","16468","2128","43"
"27.8773787950824","1404","16467","2129","43"
"27.8783373099517","1404","16466","2130","43"
"27.8793679612835","1405","16466","2129","43"
"27.8817600892765","1405","16465","2130","43"
"27.8820771226971","1405","16464","2131","43"
"27.8837479788034","1405","16463","2132","43"
"27.8874255837439","1405","16462","2133","43"
"27.8875019588159","1405","16461","2134","43"
"27.8883398220224","1406","16461","2133","43"
"27.8893297108685","1406","16460","2134","43"
"27.8897355628797","1406","16459","2135","43"
"27.8897492717776","1407","16459","2134","43"
"27.8898949161126","1407","16458","2135","43"
"27.8902684085692","1407","16457","2136","43"
"27.8911586199081","1407","16456","2137","43"
"27.891503602827","1407","16455","2138","43"
"27.8951964082426","1407","16454","2139","43"
"27.8953074505958","1408","16454","2138","43"
"27.8988380905814","1409","16454","2137","43"
"27.8992734181602","1410","16454","2136","43"
"27.9010793743184","1410","16453","2137","43"
"27.9038498366147","1410","16452","2138","43"
"27.9057179626539","1410","16451","2139","43"
"27.9058505899215","1411","16451","2138","43"
"27.9058552633477","1411","16450","2139","43"
"27.9062399667928","1411","16449","2140","43"
"27.909704807301","1411","16448","2141","43"
"27.9099696439277","1411","16447","2142","43"
"27.9101145760961","1411","16446","2143","43"
"27.9115170441822","1411","16445","2144","43"
"27.9122287527204","1411","16444","2145","43"
"27.9128165217569","1412","16444","2144","43"
"27.9164784344343","1413","16444","2143","43"
"27.9171050753676","1413","16443","2144","43"
"27.9179046249121","1414","16443","2143","43"
"27.9211614643806","1415","16443","2142","43"
"27.9217426886035","1415","16442","2143","43"
"27.9225776166324","1415","16441","2144","43"
"27.9289356227003","1415","16440","2145","43"
"27.9289994839724","1415","16439","2146","43"
"27.9301750688752","1416","16439","2145","43"
"27.9315639658204","1416","16438","2146","43"
"27.9324171394682","1417","16438","2145","43"
"27.9336543472018","1417","16437","2146","43"
"27.9343463222138","1417","16436","2147","43"
"27.9372065496516","1418","16436","2146","43"
"27.937549501488","1419","16436","2145","43"
"27.9379374383228","1419","16435","2146","43"
"27.9395676121187","1419","16434","2147","43"
"27.9420349670663","1419","16433","2148","43"
"27.9424415305111","1419","16432","2149","43"
"27.9428299442188","1419","16431","2150","43"
"27.9437964010667","1419","16430","2151","43"
"27.9452396164176","1419","16429","2152","43"
"27.9454516452469","1419","16428","2153","43"
"27.9454782274326","1419","16427","2154","43"
"27.9462468468359","1420","16427","2153","43"
"27.9464776678746","1420","16426","2154","43"
"27.948403777688","1420","16425","2155","43"
"27.9496279307822","1420","16424","2156","43"
"27.9498952512701","1420","16423","2157","43"
"27.9514521346859","1420","16422","2158","43"
"27.9538790988118","1420","16421","2159","43"
"27.9539733787809","1421","16421","2158","43"
"27.9553901250396","1421","16420","2159","43"
"27.9558140114129","1421","16419","2160","43"
"27.9589648326962","1421","16418","2161","43"
"27.9593874506476","1421","16417","2162","43"
"27.9597923801059","1421","16416","2163","43"
"27.9609517654303","1421","16415","2164","43"
"27.9610117440121","1421","16414","2165","43"
"27.9610153080405","1421","16413","2166","43"
"27.9615162230896","1421","16412","2167","43"
"27.9615626003918","1421","16411","2168","43"
"27.9641434615809","1421","16410","2169","43"
"27.9655745158428","1421","16409","2170","43"
"27.966698896894","1422","16409","2169","43"
"27.9716559445546","1422","16408","2170","43"
"27.9720478503773","1422","16407","2171","43"
"27.9720685956108","1422","16406","2172","43"
"27.9723735577422","1423","16406","2171","43"
"27.9734310676289","1424","16406","2170","43"
"27.9735659059916","1425","16406","2169","43"
"27.9746671582326","1425","16405","2170","43"
"27.9773025916054","1426","16405","2169","43"
"27.9784919879283","1426","16404","2170","43"
"27.979554261041","1426","16403","2171","43"
"27.9797920362378","1426","16402","2172","43"
"27.9831023835971","1426","16401","2173","43"
"27.9840429503498","1426","16400","2174","43"
"27.9848546135366","1426","16399","2175","43"
"27.9858150561709","1426","16398","2176","43"
"27.9859547078241","1426","16398","2176","44"
"27.9899233617207","1426","16397","2177","44"
"27.991626905623","1426","16396","2178","44"
"27.9928141657565","1427","16396","2177","44"
"27.9943979846828","1427","16395","2178","44"
"27.9995133044973","1427","16394","2179","44"
"28.000024551844","1428","16394","2178","44"
"28.000742860892","1429","16394","2177","44"
"28.0016120493234","1429","16393","2178","44"
"28.0016874049833","1429","16392","2179","44"
"28.002654698174","1429","16391","2180","44"
"28.0032813441167","1430","16391","2179","44"
"28.0043292201347","1431","16391","2178","44"
"28.0047499219821","1431","16390","2179","44"
"28.004984445527","1432","16390","2178","44"
"28.0051644198856","1433","16390","2177","44"
"28.0082322253469","1433","16389","2178","44"
"28.0085200654304","1433","16388","2179","44"
"28.0089944680438","1433","16387","2180","44"
"28.0097196189565","1433","16386","2181","44"
"28.0109269688408","1433","16385","2182","44"
"28.0125499711456","1433","16384","2183","44"
"28.0126026412356","1434","16384","2182","44"
"28.0133688192285","1434","16383","2183","44"
"28.0134890500062","1434","16382","2184","44"
"28.0151960693801","1435","16382","2183","44"
"28.0155497616862","1436","16382","2182","44"
"28.0169627586041","1436","16381","2183","44"
"28.0174232457882","1437","16381","2182","44"
"28.0178741699088","1437","16380","2183","44"
"28.0198277486559","1438","16380","2182","44"
"28.0214484722123","1439","16380","2181","44"
"28.0215830427354","1439","16379","2182","44"
"28.0221006418731","1439","16378","2183","44"
"28.0227192458001","1439","16377","2184","44"
"28.0235116245954","1439","16376","2185","44"
"28.0243729063045","1439","16375","2186","44"
"28.0262741539333","1439","16374","2187","44"
"28.0276051332856","1440","16374","2186","44"
"28.033556891812","1441","16374","2185","44"
"28.0341446907761","1442","16374","2184","44"
"28.0350446989996","1442","16373","2185","44"
"28.0354642460241","1442","16372","2186","44"
"28.037281681413","1442","16371","2187","44"
"28.0377789776333","1442","16370","2188","44"
"28.0387131610357","1442","16369","2189","44"
"28.0394457749177","1442","16368","2190","44"
"28.0409388623025","1442","16367","2191","44"
"28.041358436352","1442","16366","2192","44"
"28.044282317548","1442","16365","2193","44"
"28.0443907975487","1442","16364","2194","44"
"28.0452326429825","1442","16363","2195","44"
"28.0458887721345","1443","16363","2194","44"
"28.0490896347186","1443","16362","2195","44"
"28.0494921602564","1444","16362","2194","44"
"28.0498390921178","1444","16361","2195","44"
"28.0499543056768","1445","16361","2194","44"
"28.0521705744446","1445","16360","2195","44"
"28.0546079660491","1445","16359","2196","44"
"28.0560979456726","1445","16358","2197","44"
"28.0574548690873","1446","16358","2196","44"
"28.0579908327144","1446","16357","2197","44"
"28.0589681684996","1446","16356","2198","44"
"28.0593579067847","1447","16356","2197","44"
"28.0612197084675","1448","16356","2196","44"
"28.0617338919756","1448","16355","2197","44"
"28.0633936781452","1448","16354","2198","44"
"28.0640704255023","1448","16353","2199","44"
"28.0641773521991","1448","16352","2200","44"
"28.0659815775585","1449","16352","2199","44"
"28.0665578584192","1450","16352","2198","44"
"28.0672527826798","1450","16351","2199","44"
"28.0692694142101","1450","16350","2200","44"
"28.0699972954692","1451","16350","2199","44"
"28.0751599226075","1451","16349","2200","44"
"28.0772258664092","1452","16349","2199","44"
"28.0796463448757","1453","16349","2198","44"
"28.0803627447878","1453","16348","2199","44"
"28.0809124353222","1453","16347","2200","44"
"28.0820467873831","1453","16346","2201","44"
"28.0832198072316","1453","16345","2202","44"
"28.0833935415841","1453","16344","2203","44"
"28.0836944257701","1454","16344","2202","44"
"28.0838689302418","1455","16344","2201","44"
"28.0841132637041","1455","16343","2202","44"
"28.0841704877032","1455","16342","2203","44"
"28.0843506800353","1455","16341","2204","44"
"28.084494804736","1455","16340","2205","44"
"28.0848864118591","1455","16339","2206","44"
"28.0852282372134","1455","16338","2207","44"
"28.0853551783109","1455","16337","2208","44"
"28.0861943893991","1455","16336","2209","44"
"28.0867409045512","1456","16336","2208","44"
"28.0875508899962","1456","16335","2209","44"
"28.0883344786786","1456","16334","2210","44"
"28.0898454507033","1456","16333","2211","44"
"28.0905125621283","1456","16332","2212","44"
"28.0913901677732","1456","16331","2213","44"
"28.091694035543","1456","16330","2214","44"
"28.0931317395607","1457","16330","2213","44"
"28.0938291586213","1458","16330","2212","44"
"28.094428636559","1458","16329","2213","44"
"28.0946055002891","1459","16329","2212","44"
"28.0951486733391","1459","16328","2213","44"
"28.0954465460565","1459","16327","2214","44"
"28.0954987458162","1459","16326","2215","44"
"28.0962037551913","1459","16325","2216","44"
"28.0980009291793","1459","16324","2217","44"
"28.0981056131338","1460","16324","2216","44"
"28.0993490328701","1460","16323","2217","44"
"28.1010990046416","1460","16322","2218","44"
"28.1024246662366","1460","16321","2219","44"
"28.1024799900889","1460","16320","2220","44"
"28.1041645415303","1460","16319","2221","44"
"28.1043284980907","1461","16319","2220","44"
"28.1044497481975","1461","16318","2221","44"
"28.1045732650754","1462","16318","2220","44"
"28.1047487684865","1462","16317","2221","44"
"28.1049062316029","1462","16316","2222","44"
"28.1051915435199","1462","16315","2223","44"
"28.1057625437987","1463","16315","2222","44"
"28.10664005725","1463","16314","2223","44"
"28.107663829167","1463","16313","2224","44"
"28.1088084368594","1463","16312","2225","44"
"28.109693540594","1463","16311","2226","44"
"28.1113628762348","1463","16310","2227","44"
"28.1130524523076","1463","16310","2227","45"
"28.1136501054921","1463","16309","2228","45"
"28.114105311911","1463","16308","2229","45"
"28.1146182254451","1463","16307","2230","45"
"28.1151055637119","1464","16307","2229","45"
"28.1161661493262","1464","16306","2230","45"
"28.1183436823252","1464","16305","2231","45"
"28.1193740860917","1464","16304","2232","45"
"28.1217666243721","1464","16303","2233","45"
"28.1232964058599","1464","16302","2234","45"
"28.1245310736409","1464","16301","2235","45"
"28.1251791664233","1464","16300","2236","45"
"28.1274916053838","1464","16299","2237","45"
"28.1297482516241","1465","16299","2236","45"
"28.1307550410976","1466","16299","2235","45"
"28.13394553069","1467","16299","2234","45"
"28.1342161094287","1467","16298","2235","45"
"28.1356209775314","1467","16297","2236","45"
"28.1362094859694","1467","16296","2237","45"
"28.1364911062552","1467","16295","2238","45"
"28.1370465371107","1468","16295","2237","45"
"28.1414143055196","1469","16295","2236","45"
"28.1420599470035","1469","16294","2237","45"
"28.1442598971061","1470","16294","2236","45"
"28.1459046669644","1471","16294","2235","45"
"28.1474088671606","1471","16293","2236","45"
"28.1483551121158","1471","16292","2237","45"
"28.1494422548246","1472","16292","2236","45"
"28.1496306543178","1472","16291","2237","45"
"28.1502174423415","1472","16290","2238","45"
"28.151539540995","1472","16289","2239","45"
"28.1516953445273","1472","16288","2240","45"
"28.1517681080989","1472","16287","2241","45"
"28.1531381543137","1472","16286","2242","45"
"28.1538360769296","1472","16285","2243","45"
"28.154737671533","1472","16284","2244","45"
"28.1552315447786","1472","16283","2245","45"
"28.1553924522599","1472","16282","2246","45"
"28.1574057501747","1472","16281","2247","45"
"28.1581548523941","1472","16280","2248","45"
"28.1615470620656","1473","16280","2247","45"
"28.1623604924181","1473","16279","2248","45"
"28.1633376521796","1473","16278","2249","45"
"28.1657052906789","1474","16278","2248","45"
"28.1663128418081","1474","16277","2249","45"
"28.1664654448914","1474","16276","2250","45"
"28.1676378947626","1474","16275","2251","45"
"28.168287135571","1474","16274","2252","45"
"28.1683085886784","1474","16273","2253","45"
"28.1690005822417","1474","16272","2254","45"
"28.1695340618034","1474","16271","2255","45"
"28.1706714679039","1474","16270","2256","45"
"28.1711096724914","1474","16269","2257","45"
"28.1715692589474","1474","16268","2258","45"
"28.1717526080445","1474","16267","2259","45"
"28.1718418601112","1474","16266","2260","45"
"28.1720132050152","1474","16266","2260","46"
"28.1727261345666","1474","16265","2261","46"
"28.173847526422","1474","16264","2262","46"
"28.1738590259415","1475","16264","2261","46"
"28.1741782865579","1475","16263","2262","46"
"28.1787311024684","1475","16262","2263","46"
"28.1802478797452","1475","16261","2264","46"
"28.1827191535899","1475","16260","2265","46"
"28.1834446461012","1475","16259","2266","46"
"28.1836540096717","1475","16258","2267","46"
"28.1842705761418","1475","16257","2268","46"
"28.1875547526308","1475","16256","2269","46"
"28.1876065597357","1475","16255","2270","46"
"28.1880735166859","1475","16254","2271","46"
"28.1881690044673","1476","16254","2270","46"
"28.1884013516708","1477","16254","2269","46"
"28.1885641054213","1477","16253","2270","46"
"28.189090476895","1477","16252","2271","46"
"28.1892996501288","1478","16252","2270","46"
"28.1894402547533","1478","16251","2271","46"
"28.1899780073044","1479","16251","2270","46"
"28.1900306708572","1480","16251","2269","46"
"28.1909211492175","1480","16250","2270","46"
"28.1911297105309","1480","16249","2271","46"
"28.1913883167763","1480","16248","2272","46"
"28.1923824540125","1481","16248","2271","46"
"28.1934991859329","1482","16248","2270","46"
"28.1938675547114","1483","16248","2269","46"
"28.1942326865721","1484","16248","2268","46"
"28.196317766416","1484","16247","2269","46"
"28.1972035172944","1484","16246","2270","46"
"28.197312418226","1484","16245","2271","46"
"28.1980359821567","1485","16245","2270","46"
"28.2002749382128","1485","16244","2271","46"
"28.2004424145952","1486","16244","2270","46"
"28.2005245797451","1486","16243","2271","46"
"28.2015182728066","1486","16242","2272","46"
"28.203431780348","1487","16242","2271","46"
"28.2034764984103","1487","16241","2272","46"
"28.2057500958753","1488","16241","2271","46"
"28.2077935797362","1488","16240","2272","46"
"28.2085769635489","1489","16240","2271","46"
"28.2088918651046","1489","16239","2272","46"
"28.2091985709514","1489","16238","2273","46"
"28.2094447813325","1490","16238","2272","46"
"28.2112311434206","1490","16237","2273","46"
"28.2128011377723","1490","16236","2274","46"
"28.213709743126","1491","16236","2273","46"
"28.2144748194211","1492","16236","2272","46"
"28.2170580486887","1492","16235","2273","46"
"28.2186886012344","1493","16235","2272","46"
"28.2221266525751","1494","16235","2271","46"
"28.2271549658954","1495","16235","2270","46"
"28.2289994354058","1496","16235","2269","46"
"28.2291744311352","1497","16235","2268","46"
"28.2294463740553","1497","16234","2269","46"
"28.2294517278607","1498","16234","2268","46"
"28.2295292582265","1499","16234","2267","46"
"28.2318847358226","1499","16233","2268","46"
"28.2321900970041","1500","16233","2267","46"
"28.2331542150605","1500","16232","2268","46"
"28.2345100015726","1500","16231","2269","46"
"28.2379344498164","1500","16230","2270","46"
"28.2380006014213","1500","16229","2271","46"
"28.2387744626949","1501","16229","2270","46"
"28.2394837355369","1501","16228","2271","46"
"28.2395753921932","1501","16227","2272","46"
"28.2395786636107","1502","16227","2271","46"
"28.2399722749229","1503","16227","2270","46"
"28.2405875452256","1503","16226","2271","46"
"28.2425265951758","1504","16226","2270","46"
"28.2428149981889","1505","16226","2269","46"
"28.2435716063693","1506","16226","2268","46"
"28.2435900053368","1506","16225","2269","46"
"28.2446749642061","1507","16225","2268","46"
"28.2448994534571","1508","16225","2267","46"
"28.2457338885653","1509","16225","2266","46"
"28.2460894798853","1509","16224","2267","46"
"28.2462856314005","1510","16224","2266","46"
"28.2467725734868","1510","16223","2267","46"
"28.2468218216471","1510","16222","2268","46"
"28.2469087640183","1510","16221","2269","46"
"28.2473360797687","1511","16221","2268","46"
"28.2482377144935","1511","16220","2269","46"
"28.2484183053159","1511","16219","2270","46"
"28.2489097186768","1511","16218","2271","46"
"28.2496418045021","1511","16217","2272","46"
"28.2497571548444","1511","16216","2273","46"
"28.2501536233288","1511","16215","2274","46"
"28.2507399613554","1511","16214","2275","46"
"28.2525348803203","1512","16214","2274","46"
"28.2527435276234","1513","16214","2273","46"
"28.2548516521403","1514","16214","2272","46"
"28.2551402269789","1514","16213","2273","46"
"28.2560095635766","1514","16212","2274","46"
"28.2564778512414","1515","16212","2273","46"
"28.2578001509402","1515","16211","2274","46"
"28.2589551674092","1516","16211","2273","46"
"28.2592201811447","1516","16210","2274","46"
"28.2621044364295","1516","16209","2275","46"
"28.2626400609539","1516","16208","2276","46"
"28.2631089100298","1516","16207","2277","46"
"28.2637529188688","1517","16207","2276","46"
"28.2645729675154","1518","16207","2275","46"
"28.2664440545892","1518","16206","2276","46"
"28.2678769980228","1518","16205","2277","46"
"28.2679736193687","1518","16204","2278","46"
"28.2683810492181","1518","16203","2279","46"
"28.2688745376555","1518","16202","2280","46"
"28.2691082254457","1518","16201","2281","46"
"28.2691942150808","1519","16201","2280","46"
"28.2701552054906","1519","16200","2281","46"
"28.2721880672314","1519","16199","2282","46"
"28.2723047659425","1519","16198","2283","46"
"28.272896740042","1519","16197","2284","46"
"28.2735095194195","1520","16197","2283","46"
"28.2738719245498","1520","16196","2284","46"
"28.2738863643836","1520","16195","2285","46"
"28.2750215605327","1520","16194","2286","46"
"28.2756027422189","1520","16193","2287","46"
"28.2769334738956","1520","16192","2288","46"
"28.2770209667753","1520","16191","2289","46"
"28.2770518259452","1520","16190","2290","46"
"28.277992716937","1520","16189","2291","46"
"28.2785411926125","1520","16188","2292","46"
"28.2793693024965","1520","16187","2293","46"
"28.2804747811104","1521","16187","2292","46"
"28.28066622752","1522","16187","2291","46"
"28.2808188290862","1522","16186","2292","46"
"28.2810248170161","1522","16185","2293","46"
"28.2837302929814","1522","16184","2294","46"
"28.2869161362211","1523","16184","2293","46"
"28.2898820917215","1523","16183","2294","46"
"28.2910244228296","1523","16182","2295","46"
"28.2913102228238","1523","16181","2296","46"
"28.2931764902121","1523","16180","2297","46"
"28.2939334676092","1524","16180","2296","46"
"28.2945463721258","1524","16179","2297","46"
"28.2947422992871","1524","16178","2298","46"
"28.2947926916686","1525","16178","2297","46"
"28.2951272639137","1525","16177","2298","46"
"28.2955481667151","1525","16176","2299","46"
"28.2972556003901","1525","16175","2300","46"
"28.2986260395475","1525","16174","2301","46"
"28.2993586678717","1526","16174","2300","46"
"28.2997009616779","1526","16173","2301","46"
"28.2998214185012","1526","16172","2302","46"
"28.2998995365102","1527","16172","2301","46"
"28.3009632353224","1527","16171","2302","46"
"28.3018849724426","1527","16170","2303","46"
"28.3019980184919","1527","16169","2304","46"
"28.302907254214","1527","16168","2305","46"
"28.3036030985758","1527","16167","2306","46"
"28.3044685226537","1527","16166","2307","46"
"28.3050492683927","1527","16165","2308","46"
"28.3057134126848","1528","16165","2307","46"
"28.3078026491702","1529","16165","2306","46"
"28.3079127651437","1529","16164","2307","46"
"28.3080103822324","1530","16164","2306","46"
"28.3092741595679","1530","16163","2307","46"
"28.3106437548255","1530","16162","2308","46"
"28.3109478455067","1530","16161","2309","46"
"28.3111788592126","1531","16161","2308","46"
"28.3118265262262","1531","16160","2309","46"
"28.3129759357464","1531","16159","2310","46"
"28.3130731654878","1531","16158","2311","46"
"28.3136718368674","1531","16157","2312","46"
"28.3139216379568","1532","16157","2311","46"
"28.3181010454581","1532","16156","2312","46"
"28.3187471015061","1532","16155","2313","46"
"28.3195189157673","1532","16154","2314","46"
"28.3196592196603","1532","16153","2315","46"
"28.3202733040504","1532","16152","2316","46"
"28.3213103562274","1532","16151","2317","46"
"28.324349021364","1533","16151","2316","46"
"28.3249387439499","1534","16151","2315","46"
"28.3249422783285","1534","16150","2316","46"
"28.3260948043021","1534","16149","2317","46"
"28.327150996902","1534","16148","2318","46"
"28.3288067872035","1534","16147","2319","46"
"28.3302715867363","1535","16147","2318","46"
"28.3304388799735","1535","16146","2319","46"
"28.3307789133324","1535","16145","2320","46"
"28.3314337085681","1535","16144","2321","46"
"28.331543433928","1535","16143","2322","46"
"28.3321937209187","1536","16143","2321","46"
"28.3328885328951","1537","16143","2320","46"
"28.3343328424413","1537","16142","2321","46"
"28.3345454720875","1538","16142","2320","46"
"28.3345892775411","1538","16141","2321","46"
"28.3370056952348","1539","16141","2320","46"
"28.3375911221179","1539","16140","2321","46"
"28.3377726374191","1540","16140","2320","46"
"28.3384871497951","1540","16139","2321","46"
"28.3391652880785","1540","16138","2322","46"
"28.3405834715152","1541","16138","2321","46"
"28.3407427511344","1541","16137","2322","46"
"28.3410070270998","1542","16137","2321","46"
"28.342348268504","1542","16136","2322","46"
"28.3439483178246","1542","16135","2323","46"
"28.3441365828014","1542","16134","2324","46"
"28.3473770543671","1542","16133","2325","46"
"28.3487470671322","1542","16132","2326","46"
"28.3491456237379","1543","16132","2325","46"
"28.3497776613416","1544","16132","2324","46"
"28.3521542522165","1544","16131","2325","46"
"28.3558892555741","1544","16130","2326","46"
"28.3569349858027","1544","16129","2327","46"
"28.3581231778359","1544","16128","2328","46"
"28.3591055493822","1544","16127","2329","46"
"28.3633045986504","1544","16126","2330","46"
"28.3639671754448","1544","16125","2331","46"
"28.3641229431953","1544","16124","2332","46"
"28.3666716067998","1544","16123","2333","46"
"28.3666854934776","1545","16123","2332","46"
"28.3699387075888","1545","16122","2333","46"
"28.3714098912342","1545","16121","2334","46"
"28.3729847900815","1545","16120","2335","46"
"28.3735403397072","1545","16119","2336","46"
"28.3740493104979","1546","16119","2335","46"
"28.375001564371","1546","16118","2336","46"
"28.3755162796858","1546","16117","2337","46"
"28.3794183158575","1546","16116","2338","46"
"28.3799190749633","1546","16115","2339","46"
"28.3800895262021","1546","16114","2340","46"
"28.381452686716","1546","16113","2341","46"
"28.3819291044578","1547","16113","2340","46"
"28.3819612196449","1547","16112","2341","46"
"28.3838566181942","1548","16112","2340","46"
"28.3844680737089","1548","16111","2341","46"
"28.3851306737913","1548","16110","2342","46"
"28.38571907261","1549","16110","2341","46"
"28.3865793189706","1549","16109","2342","46"
"28.3879248976566","1549","16108","2343","46"
"28.3880760687638","1550","16108","2342","46"
"28.3903892846209","1550","16107","2343","46"
"28.3907899920559","1551","16107","2342","46"
"28.3913596039471","1551","16106","2343","46"
"28.3921839514839","1551","16105","2344","46"
"28.3958269068634","1551","16104","2345","46"
"28.3965521806213","1551","16103","2346","46"
"28.3967120412892","1551","16102","2347","46"
"28.3968125974784","1551","16101","2348","46"
"28.3974374201319","1551","16100","2349","46"
"28.4017406297707","1551","16099","2350","46"
"28.4049834089193","1551","16098","2351","46"
"28.4052610385221","1551","16097","2352","46"
"28.4056013809797","1551","16096","2353","46"
"28.4078823239886","1551","16095","2354","46"
"28.4099965126013","1552","16095","2353","46"
"28.411299811047","1552","16094","2354","46"
"28.4123509823904","1552","16093","2355","46"
"28.4124154853599","1552","16092","2356","46"
"28.4124532850037","1552","16091","2357","46"
"28.4127823716781","1552","16090","2358","46"
"28.4156639790942","1553","16090","2357","46"
"28.4158130262398","1553","16089","2358","46"
"28.4162052470393","1553","16088","2359","46"
"28.4168696588471","1553","16087","2360","46"
"28.4173158681208","1553","16086","2361","46"
"28.4197779609664","1553","16085","2362","46"
"28.420104787071","1553","16084","2363","46"
"28.4217372258569","1553","16083","2364","46"
"28.4218908526571","1553","16082","2365","46"
"28.4226131302624","1553","16081","2366","46"
"28.4227190465224","1554","16081","2365","46"
"28.4238880233979","1554","16080","2366","46"
