"t","R","S","I","psi"
"35.480334428987","5497","9377","5126","287"
"35.4810543483371","5498","9377","5125","287"
"35.481158463478","5498","9376","5126","287"
"35.4815073670266","5498","9375","5127","287"
"35.4815113992928","5499","9375","5126","287"
"35.4828292888459","5500","9375","5125","287"
"35.4835780659923","5501","9375","5124","287"
"35.4840866576586","5501","9375","5124","288"
"35.4842941119232","5501","9374","5125","288"
"35.484545090926","5501","9373","5126","288"
"35.4855247139301","5501","9372","5127","288"
"35.4866129628019","5501","9371","5128","288"
"35.4871250260867","5501","9371","5128","289"
"35.4873034754552","5502","9371","5127","289"
"35.4875417499991","5503","9371","5126","289"
"35.4877243243029","5503","9370","5127","289"
"35.4883322209437","5503","9369","5128","289"
"35.4883340483369","5504","9369","5127","289"
"35.4903405142008","5504","9368","5128","289"
"35.4912024514016","5504","9368","5128","290"
"35.491628780727","5504","9367","5129","290"
"35.4919157465475","5504","9366","5130","290"
"35.4924819744461","5505","9366","5129","290"
"35.4928217057899","5505","9365","5130","290"
"35.4935908143044","5505","9364","5131","290"
"35.4941047906157","5506","9364","5130","290"
"35.4942920717001","5506","9364","5130","291"
"35.4947729554691","5507","9364","5129","291"
"35.4966715076889","5508","9364","5128","291"
"35.497614687368","5508","9364","5128","292"
"35.4976392460502","5508","9363","5129","292"
"35.4983024515838","5508","9362","5130","292"
"35.4985246151928","5508","9361","5131","292"
"35.4988850836568","5508","9360","5132","292"
"35.4989711982318","5508","9360","5132","293"
"35.4994715801611","5509","9360","5131","293"
"35.502351242276","5509","9359","5132","293"
"35.5032163581941","5509","9358","5133","293"
"35.5049701586874","5510","9358","5132","293"
"35.5053853854489","5510","9357","5133","293"
"35.5067966824137","5510","9357","5133","294"
"35.5073193820321","5510","9356","5134","294"
"35.5087431243897","5511","9356","5133","294"
"35.5087650056482","5512","9356","5132","294"
"35.5097579381708","5512","9355","5133","294"
"35.5102180101878","5513","9355","5132","294"
"35.5105330529962","5514","9355","5131","294"
"35.5112398893153","5515","9355","5130","294"
"35.5117960622813","5516","9355","5129","294"
"35.5118584364697","5517","9355","5128","294"
"35.5119608376622","5517","9354","5129","294"
"35.5122714065939","5517","9353","5130","294"
"35.5127731632476","5517","9352","5131","294"
"35.5128050209712","5517","9351","5132","294"
"35.5129217306312","5517","9350","5133","294"
"35.5129540034477","5517","9349","5134","294"
"35.5134682134131","5517","9348","5135","294"
"35.5134884452743","5517","9347","5136","294"
"35.5135983859588","5517","9346","5137","294"
"35.5142821345037","5518","9346","5136","294"
"35.5146730268693","5519","9346","5135","294"
"35.5155082218227","5519","9345","5136","294"
"35.5163937014778","5519","9344","5137","294"
"35.5166412295379","5520","9344","5136","294"
"35.5179780785299","5521","9344","5135","294"
"35.5181358731455","5522","9344","5134","294"
"35.5181851292782","5523","9344","5133","294"
"35.5182600830864","5523","9343","5134","294"
"35.5187219068618","5523","9342","5135","294"
"35.5189395795815","5523","9341","5136","294"
"35.5194186703932","5524","9341","5135","294"
"35.5194570710858","5525","9341","5134","294"
"35.5194650013692","5525","9340","5135","294"
"35.5203590848805","5526","9340","5134","294"
"35.5206979022534","5527","9340","5133","294"
"35.5207131304156","5527","9340","5133","295"
"35.5208691424958","5527","9339","5134","295"
"35.5211617134973","5528","9339","5133","295"
"35.5220624682312","5528","9338","5134","295"
"35.5228942852332","5529","9338","5133","295"
"35.523423274559","5530","9338","5132","295"
"35.5234714441486","5531","9338","5131","295"
"35.5234967243975","5532","9338","5130","295"
"35.5241022506515","5532","9337","5131","295"
"35.524163158235","5532","9337","5131","296"
"35.5243823114954","5533","9337","5130","296"
"35.5245720660031","5534","9337","5129","296"
"35.5246761060501","5534","9336","5130","296"
"35.5247351049674","5534","9335","5131","296"
"35.524807350007","5534","9334","5132","296"
"35.5251943161571","5534","9333","5133","296"
"35.525637710079","5534","9333","5133","297"
"35.5256550961273","5534","9332","5134","297"
"35.5268367652761","5534","9331","5135","297"
"35.5270237589418","5534","9330","5136","297"
"35.5278007617176","5534","9329","5137","297"
"35.5280057206585","5535","9329","5136","297"
"35.5284646411047","5535","9328","5137","297"
"35.5288456937923","5535","9327","5138","297"
"35.5291949660326","5536","9327","5137","297"
"35.529325091473","5536","9326","5138","297"
"35.5297643451307","5537","9326","5137","297"
"35.5301979436472","5537","9325","5138","297"
"35.5305754167975","5538","9325","5137","297"
"35.5306083011883","5538","9324","5138","297"
"35.5306122092425","5538","9323","5139","297"
"35.5314089502491","5539","9323","5138","297"
"35.531443076333","5540","9323","5137","297"
"35.5315910486743","5541","9323","5136","297"
"35.5318091955632","5541","9322","5137","297"
"35.5323031578589","5541","9322","5137","298"
"35.5323960398155","5541","9322","5137","299"
"35.5325043375704","5542","9322","5136","299"
"35.5326836394966","5543","9322","5135","299"
"35.5337548247162","5543","9322","5135","300"
"35.5338648606169","5544","9322","5134","300"
"35.5341867696763","5545","9322","5133","300"
"35.5343802768126","5546","9322","5132","300"
"35.5350971690529","5546","9322","5132","301"
"35.5368576839927","5546","9322","5132","302"
"35.5375096314898","5546","9321","5133","302"
"35.5380063985977","5547","9321","5132","302"
"35.5381582681775","5547","9320","5133","302"
"35.5388648801174","5547","9319","5134","302"
"35.5388753637071","5548","9319","5133","302"
"35.5395269141816","5548","9318","5134","302"
"35.5398911017547","5548","9318","5134","303"
"35.5406755347997","5548","9317","5135","303"
"35.5418751645161","5549","9317","5134","303"
"35.5422111670615","5550","9317","5133","303"
"35.5425536461182","5551","9317","5132","303"
"35.5426570347284","5551","9316","5133","303"
"35.5435865516979","5552","9316","5132","303"
"35.5437219664399","5552","9315","5133","303"
"35.5437282657719","5552","9314","5134","303"
"35.5448009850226","5552","9313","5135","303"
"35.5457855389151","5552","9312","5136","303"
"35.5458694693994","5552","9311","5137","303"
"35.5460234921022","5553","9311","5136","303"
"35.5470809401278","5553","9311","5136","304"
"35.5478022554099","5553","9310","5137","304"
"35.5480773467408","5553","9309","5138","304"
"35.5489023519607","5553","9308","5139","304"
"35.5491874836594","5554","9308","5138","304"
"35.5493908996583","5554","9307","5139","304"
"35.5496340454427","5555","9307","5138","304"
"35.5514373423837","5555","9306","5139","304"
"35.5514750196571","5555","9305","5140","304"
"35.5519464546619","5555","9304","5141","304"
"35.552015082453","5555","9303","5142","304"
"35.5528348003263","5555","9302","5143","304"
"35.5533485783187","5555","9301","5144","304"
"35.5533630318543","5555","9300","5145","304"
"35.5554475713542","5555","9299","5146","304"
"35.5555817847557","5555","9298","5147","304"
"35.5555939033778","5556","9298","5146","304"
"35.5558641201965","5556","9298","5146","305"
"35.5563213845786","5557","9298","5145","305"
"35.5564831135258","5557","9297","5146","305"
"35.5575471322477","5557","9296","5147","305"
"35.5578398632998","5557","9295","5148","305"
"35.5583227188469","5557","9294","5149","305"
"35.5586667781242","5557","9294","5149","306"
"35.559735958639","5557","9293","5150","306"
"35.5603801013344","5557","9292","5151","306"
"35.5608980797317","5557","9292","5151","307"
"35.5628546818532","5558","9292","5150","307"
"35.5629748875526","5558","9292","5150","308"
"35.5633413315136","5558","9291","5151","308"
"35.563462041033","5559","9291","5150","308"
"35.5649394975718","5559","9290","5151","308"
"35.5650750811969","5560","9290","5150","308"
"35.5650949997735","5561","9290","5149","308"
"35.5654248309041","5561","9289","5150","308"
"35.5662256650152","5561","9288","5151","308"
"35.5663511944229","5561","9287","5152","308"
"35.5677519290396","5561","9286","5153","308"
"35.5680735949658","5561","9286","5153","309"
"35.5686784317999","5562","9286","5152","309"
"35.5693618462105","5562","9285","5153","309"
"35.5709224050404","5562","9284","5154","309"
"35.5727917409229","5562","9283","5155","309"
"35.5729336585339","5562","9282","5156","309"
"35.5733944912713","5563","9282","5155","309"
"35.5735281586996","5563","9282","5155","310"
"35.5735332213273","5564","9282","5154","310"
"35.5742613760489","5565","9282","5153","310"
"35.5744966038822","5566","9282","5152","310"
"35.5761207069286","5566","9281","5153","310"
"35.5765785286924","5566","9281","5153","311"
"35.57690047881","5566","9280","5154","311"
"35.5770482306381","5566","9279","5155","311"
"35.5774032242213","5566","9278","5156","311"
"35.5782634669982","5566","9277","5157","311"
"35.5784475563112","5566","9276","5158","311"
"35.5788468218731","5567","9276","5157","311"
"35.5792080151175","5568","9276","5156","311"
"35.5795307636154","5569","9276","5155","311"
"35.5796870941883","5570","9276","5154","311"
"35.5798630494865","5571","9276","5153","311"
"35.5803004051006","5571","9275","5154","311"
"35.5805199525704","5572","9275","5153","311"
"35.580579447248","5572","9274","5154","311"
"35.5814280314654","5572","9274","5154","312"
"35.5817269235404","5572","9273","5155","312"
"35.5819512878073","5573","9273","5154","312"
"35.5831208205949","5574","9273","5153","312"
"35.5836103177781","5574","9272","5154","312"
"35.5838732920167","5574","9271","5155","312"
"35.5845658728619","5574","9270","5156","312"
"35.584760392651","5575","9270","5155","312"
"35.5847858153031","5575","9269","5156","312"
"35.5874472775501","5575","9268","5157","312"
"35.5874902830633","5575","9267","5158","312"
"35.5875249369625","5575","9266","5159","312"
"35.5877169650052","5575","9265","5160","312"
"35.5878187271416","5576","9265","5159","312"
"35.5885269947505","5576","9264","5160","312"
"35.5885825060011","5576","9263","5161","312"
"35.5892246792897","5577","9263","5160","312"
"35.5905741289476","5577","9263","5160","313"
"35.590721148012","5577","9263","5160","314"
"35.5908383009927","5577","9262","5161","314"
"35.5914014006292","5578","9262","5160","314"
"35.5914890483806","5578","9261","5161","314"
"35.5915064497247","5579","9261","5160","314"
"35.5915223697604","5580","9261","5159","314"
"35.5921500518966","5580","9260","5160","314"
"35.5922946116099","5580","9259","5161","314"
"35.5924264805435","5580","9258","5162","314"
"35.5924573254279","5581","9258","5161","314"
"35.5925001843663","5582","9258","5160","314"
"35.5935566610908","5582","9257","5161","314"
"35.5936455875762","5583","9257","5160","314"
"35.5939104246545","5584","9257","5159","314"
"35.5943491448296","5585","9257","5158","314"
"35.5946792723415","5586","9257","5157","314"
"35.5947724670816","5587","9257","5156","314"
"35.5952450282868","5587","9256","5157","314"
"35.5957332537936","5587","9255","5158","314"
"35.5964702249155","5587","9254","5159","314"
"35.5971297217283","5587","9254","5159","315"
"35.5973654352511","5588","9254","5158","315"
"35.5979081357954","5589","9254","5157","315"
"35.5979519754436","5589","9254","5157","316"
"35.5986284476349","5589","9253","5158","316"
"35.5988977718274","5589","9252","5159","316"
"35.6004792169644","5589","9251","5160","316"
"35.6006259955497","5589","9251","5160","317"
"35.6008901246455","5589","9250","5161","317"
"35.6018750950937","5589","9250","5161","318"
"35.6019476572253","5589","9249","5162","318"
"35.6022920137541","5590","9249","5161","318"
"35.6025752118293","5591","9249","5160","318"
"35.6033265996311","5591","9249","5160","319"
"35.6037111845685","5592","9249","5159","319"
"35.6039943385123","5593","9249","5158","319"
"35.604719191296","5594","9249","5157","319"
"35.6047739554705","5594","9248","5158","319"
"35.6051299829237","5594","9247","5159","319"
"35.6052781999381","5595","9247","5158","319"
"35.6056897007054","5596","9247","5157","319"
"35.6059457545058","5597","9247","5156","319"
"35.6067453403055","5598","9247","5155","319"
"35.6068187370384","5599","9247","5154","319"
"35.6071567130922","5599","9246","5155","319"
"35.6074978588696","5600","9246","5154","319"
"35.6088586995472","5601","9246","5153","319"
"35.6095527084915","5601","9246","5153","320"
"35.6095895074377","5601","9245","5154","320"
"35.6110779858925","5602","9245","5153","320"
"35.6115946343291","5602","9244","5154","320"
"35.6129270130867","5603","9244","5153","320"
"35.6133719981511","5604","9244","5152","320"
"35.614928825795","5604","9243","5153","320"
"35.6150817409898","5605","9243","5152","320"
"35.6155456118035","5605","9242","5153","320"
"35.6158922178157","5606","9242","5152","320"
"35.6169971517724","5606","9241","5153","320"
"35.6170572297018","5606","9240","5154","320"
"35.6176318856686","5607","9240","5153","320"
"35.6179394130773","5607","9240","5153","321"
"35.6185989770469","5607","9239","5154","321"
"35.6189822373983","5608","9239","5153","321"
"35.6191603917511","5609","9239","5152","321"
"35.6197109670318","5609","9239","5152","322"
"35.6199160993152","5609","9239","5152","323"
"35.6204715795354","5609","9238","5153","323"
"35.6207348640649","5609","9237","5154","323"
"35.622419980788","5609","9236","5155","323"
"35.6238208928543","5610","9236","5154","323"
"35.6242606630235","5610","9236","5154","324"
"35.625210754994","5610","9235","5155","324"
"35.6257115398517","5610","9235","5155","325"
"35.6261618520193","5610","9235","5155","326"
"35.627356040017","5610","9235","5155","327"
"35.6285064091959","5611","9235","5154","327"
"35.6287325626572","5611","9235","5154","328"
"35.6288948650458","5611","9234","5155","328"
"35.6291805090722","5611","9233","5156","328"
"35.629747782297","5611","9232","5157","328"
"35.6300557266283","5611","9231","5158","328"
"35.6304018548125","5611","9230","5159","328"
"35.6304602469894","5612","9230","5158","328"
"35.6304894714134","5613","9230","5157","328"
"35.6311765548691","5613","9229","5158","328"
"35.6312993600918","5614","9229","5157","328"
"35.631508901698","5614","9229","5157","329"
"35.631724770278","5615","9229","5156","329"
"35.6322325869977","5615","9228","5157","329"
"35.633003402944","5615","9227","5158","329"
"35.6332023870827","5616","9227","5157","329"
"35.6335311256152","5617","9227","5156","329"
"35.633607395619","5617","9226","5157","329"
"35.6338991696419","5618","9226","5156","329"
"35.6342848972133","5619","9226","5155","329"
"35.6344063705241","5620","9226","5154","329"
"35.6344615913587","5620","9225","5155","329"
"35.6351442944854","5620","9224","5156","329"
"35.635760148859","5621","9224","5155","329"
"35.6359646363479","5621","9223","5156","329"
"35.6361982416222","5621","9223","5156","330"
"35.6374644004314","5621","9223","5156","331"
"35.6376606009295","5621","9222","5157","331"
"35.638238432051","5622","9222","5156","331"
"35.6388778015367","5622","9221","5157","331"
"35.6389616564149","5622","9220","5158","331"
"35.6391045435936","5622","9219","5159","331"
"35.6391494522304","5623","9219","5158","331"
"35.6392103800351","5623","9218","5159","331"
"35.6392164617571","5623","9217","5160","331"
"35.6393648391112","5623","9216","5161","331"
"35.6396534922639","5624","9216","5160","331"
"35.6409320484059","5624","9216","5160","332"
"35.6411054846092","5625","9216","5159","332"
"35.641315405381","5625","9215","5160","332"
"35.6421784540981","5625","9214","5161","332"
"35.6424225006099","5626","9214","5160","332"
"35.6429616195721","5627","9214","5159","332"
"35.6451593163803","5627","9214","5159","333"
"35.6466060950999","5627","9213","5160","333"
"35.6468004674716","5628","9213","5159","333"
"35.6468433333916","5629","9213","5158","333"
"35.6479143885673","5630","9213","5157","333"
"35.648674042041","5631","9213","5156","333"
"35.6492842159274","5631","9212","5157","333"
"35.6494502033007","5632","9212","5156","333"
"35.6502139615401","5633","9212","5155","333"
"35.6512214951098","5633","9211","5156","333"
"35.6516415533711","5633","9210","5157","333"
"35.6521296608251","5634","9210","5156","333"
"35.6526865615495","5634","9209","5157","333"
"35.6536948779821","5635","9209","5156","333"
"35.6543663286042","5635","9208","5157","333"
"35.6543894928235","5636","9208","5156","333"
"35.6546511232468","5636","9207","5157","333"
"35.6561200277036","5636","9206","5158","333"
"35.6563189467522","5636","9205","5159","333"
"35.656575798292","5636","9204","5160","333"
"35.6567257624955","5637","9204","5159","333"
"35.6568321655107","5638","9204","5158","333"
"35.6572857150791","5638","9203","5159","333"
"35.6578756445537","5639","9203","5158","333"
"35.6584421081962","5639","9202","5159","333"
"35.6587451547823","5639","9201","5160","333"
"35.65956312373","5639","9200","5161","333"
"35.660111646389","5639","9199","5162","333"
"35.6605079613483","5639","9198","5163","333"
"35.6605841687182","5640","9198","5162","333"
"35.6616197174629","5640","9197","5163","333"
"35.6618084382754","5640","9196","5164","333"
"35.6619464379484","5640","9195","5165","333"
"35.6622060987306","5640","9194","5166","333"
"35.6624191571403","5640","9194","5166","334"
"35.6625080433223","5641","9194","5165","334"
"35.662891615456","5641","9194","5165","335"
"35.6629762017511","5641","9193","5166","335"
"35.6634649228161","5642","9193","5165","335"
"35.6637708613913","5642","9192","5166","335"
"35.6641372469251","5643","9192","5165","335"
"35.6643914893213","5644","9192","5164","335"
"35.664451497581","5644","9192","5164","336"
"35.6646666994564","5645","9192","5163","336"
"35.6648734856085","5645","9191","5164","336"
"35.6650038281386","5645","9191","5164","337"
"35.6656107786203","5646","9191","5163","337"
"35.6658101751247","5646","9190","5164","337"
"35.6662091921011","5646","9189","5165","337"
"35.666742104515","5647","9189","5164","337"
"35.6669702929164","5648","9189","5163","337"
"35.6671115782009","5649","9189","5162","337"
"35.6680431406086","5650","9189","5161","337"
"35.6692333412912","5650","9189","5161","338"
"35.6708481707908","5651","9189","5160","338"
"35.6711868921725","5651","9188","5161","338"
"35.671329127122","5651","9188","5161","339"
"35.6714981054972","5651","9187","5162","339"
"35.6721286305405","5651","9186","5163","339"
"35.6729680877499","5651","9186","5163","340"
"35.6747719671446","5651","9185","5164","340"
"35.6749205230261","5651","9184","5165","340"
"35.6760270718767","5651","9184","5165","341"
"35.6781277727023","5651","9183","5166","341"
"35.6784380264037","5652","9183","5165","341"
"35.678533406525","5652","9182","5166","341"
"35.6788179759242","5652","9182","5166","342"
"35.6791836875951","5652","9181","5167","342"
"35.6792007057343","5652","9180","5168","342"
"35.6800195303662","5652","9179","5169","342"
"35.6806372511687","5653","9179","5168","342"
"35.6817877328931","5653","9179","5168","343"
"35.6818383121924","5654","9179","5167","343"
"35.6825310064109","5654","9178","5168","343"
"35.6832088085592","5655","9178","5167","343"
"35.6835153137497","5655","9177","5168","343"
"35.6842499439702","5655","9176","5169","343"
"35.6846396559387","5655","9175","5170","343"
"35.6856193033264","5655","9174","5171","343"
"35.6867727290615","5655","9173","5172","343"
"35.6868676158998","5655","9173","5172","344"
"35.6869546882669","5656","9173","5171","344"
"35.6874564781623","5656","9172","5172","344"
"35.6876646209505","5657","9172","5171","344"
"35.6880930133224","5657","9171","5172","344"
"35.6881057237281","5657","9170","5173","344"
"35.6884334211526","5657","9169","5174","344"
"35.6899050777171","5658","9169","5173","344"
"35.6900687670741","5658","9168","5174","344"
"35.6902271721877","5658","9168","5174","345"
"35.6902490212046","5658","9168","5174","346"
"35.6907903846003","5658","9167","5175","346"
"35.6909029919656","5659","9167","5174","346"
"35.6909347923188","5660","9167","5173","346"
"35.691941440542","5660","9166","5174","346"
"35.6922179841628","5660","9165","5175","346"
"35.6926017224967","5660","9164","5176","346"
"35.69274919337","5660","9163","5177","346"
"35.6929364274856","5661","9163","5176","346"
"35.6930683130662","5661","9162","5177","346"
"35.693620831249","5662","9162","5176","346"
"35.694125271648","5662","9162","5176","347"
"35.6944041716909","5663","9162","5175","347"
"35.6946073779195","5664","9162","5174","347"
"35.694852127224","5664","9161","5175","347"
"35.6948615435702","5664","9160","5176","347"
"35.6949627360943","5665","9160","5175","347"
"35.6952377143068","5665","9159","5176","347"
"35.6953487551825","5665","9158","5177","347"
"35.6954356252385","5665","9157","5178","347"
"35.6955315799923","5665","9156","5179","347"
"35.6957577022126","5665","9155","5180","347"
"35.6959986253562","5665","9155","5180","348"
"35.6961739033934","5665","9154","5181","348"
"35.6963746648127","5665","9153","5182","348"
"35.6968601124314","5665","9152","5183","348"
"35.6969023159234","5665","9151","5184","348"
"35.696997732244","5666","9151","5183","348"
"35.6970244222756","5666","9150","5184","348"
"35.6978068840233","5667","9150","5183","348"
"35.6980167977006","5667","9149","5184","348"
"35.6984025694718","5667","9148","5185","348"
"35.6987154021618","5668","9148","5184","348"
"35.6991569324568","5668","9147","5185","348"
"35.6997366230059","5669","9147","5184","348"
"35.7003032114409","5669","9146","5185","348"
"35.7005104270147","5669","9145","5186","348"
"35.701548392716","5669","9144","5187","348"
"35.7022312687125","5669","9143","5188","348"
"35.7041334799846","5669","9143","5188","349"
"35.704148477593","5670","9143","5187","349"
"35.7042984351291","5670","9142","5188","349"
"35.7043580385027","5670","9142","5188","350"
"35.7052583620622","5670","9141","5189","350"
"35.7059800096012","5671","9141","5188","350"
"35.7060528003848","5672","9141","5187","350"
"35.7067257871599","5673","9141","5186","350"
"35.7074813296855","5674","9141","5185","350"
"35.7077542695261","5675","9141","5184","350"
"35.7084892025091","5675","9140","5185","350"
"35.7085151430495","5676","9140","5184","350"
"35.7085721714889","5676","9139","5185","350"
"35.7091182302169","5676","9138","5186","350"
"35.7096107809784","5676","9137","5187","350"
"35.7097171105318","5677","9137","5186","350"
"35.7099004662871","5677","9136","5187","350"
"35.7104085580691","5677","9135","5188","350"
"35.7104880577984","5677","9134","5189","350"
"35.710526696552","5677","9133","5190","350"
"35.7118715164007","5677","9132","5191","350"
"35.7120733538231","5678","9132","5190","350"
"35.7124219347064","5678","9131","5191","350"
"35.7125692227192","5678","9130","5192","350"
"35.7140104927079","5678","9129","5193","350"
"35.7140156069326","5678","9128","5194","350"
"35.7142369469315","5678","9128","5194","351"
"35.7143085700494","5679","9128","5193","351"
"35.7149539582222","5680","9128","5192","351"
"35.7150840460599","5680","9127","5193","351"
"35.7153926985357","5681","9127","5192","351"
"35.7154264969147","5681","9126","5193","351"
"35.7156891499497","5682","9126","5192","351"
"35.7170131500191","5683","9126","5191","351"
"35.717471190748","5683","9125","5192","351"
"35.717872100077","5683","9125","5192","352"
"35.7181252901639","5683","9124","5193","352"
"35.7184768854706","5684","9124","5192","352"
"35.7195911233955","5685","9124","5191","352"
"35.7196921928296","5685","9123","5192","352"
"35.7198270170184","5686","9123","5191","352"
"35.7198720383442","5686","9122","5192","352"
"35.7199664635314","5686","9121","5193","352"
"35.7215678265424","5686","9120","5194","352"
"35.7219483009933","5686","9119","5195","352"
"35.7222310275009","5686","9119","5195","353"
"35.7225083666491","5687","9119","5194","353"
"35.7231096258418","5688","9119","5193","353"
"35.7234910883803","5688","9118","5194","353"
"35.7238368144655","5688","9118","5194","354"
"35.7240216182401","5689","9118","5193","354"
"35.7246869845666","5689","9117","5194","354"
"35.7253567379518","5689","9116","5195","354"
"35.7262203519236","5689","9115","5196","354"
"35.7276357924205","5689","9115","5196","355"
"35.7280061404775","5690","9115","5195","355"
"35.7280528536177","5690","9114","5196","355"
"35.7282179972558","5690","9113","5197","355"
"35.7283771363805","5690","9113","5197","356"
"35.7290678252922","5690","9112","5198","356"
"35.7302217777824","5690","9111","5199","356"
"35.7304013792096","5690","9110","5200","356"
"35.7326396558529","5690","9110","5200","357"
"35.7326824070938","5690","9109","5201","357"
"35.7330989383708","5691","9109","5200","357"
"35.734276376686","5691","9109","5200","358"
"35.734429363011","5692","9109","5199","358"
"35.7386496704574","5692","9108","5200","358"
"35.7394058305944","5692","9107","5201","358"
"35.7401319762574","5693","9107","5200","358"
"35.7404687761058","5693","9106","5201","358"
"35.7408749110836","5693","9105","5202","358"
"35.7417407821456","5694","9105","5201","358"
"35.7418287296428","5694","9104","5202","358"
"35.7436390674869","5695","9104","5201","358"
"35.7444129079394","5695","9103","5202","358"
"35.7462842912633","5695","9102","5203","358"
"35.7462869482486","5695","9102","5203","359"
"35.7463202021752","5695","9101","5204","359"
"35.7468827450351","5696","9101","5203","359"
"35.7487289274633","5696","9100","5204","359"
"35.7489762184863","5696","9099","5205","359"
"35.7490474491232","5697","9099","5204","359"
"35.7491703059002","5698","9099","5203","359"
"35.7491739085398","5699","9099","5202","359"
"35.749590543668","5699","9098","5203","359"
"35.7497844739719","5699","9097","5204","359"
"35.750982069389","5699","9097","5204","360"
"35.751500834917","5700","9097","5203","360"
"35.7516487401238","5700","9096","5204","360"
"35.7517029591965","5700","9095","5205","360"
"35.751707380976","5701","9095","5204","360"
"35.751977571964","5701","9095","5204","361"
"35.7519876054126","5701","9094","5205","361"
"35.7529165721651","5702","9094","5204","361"
"35.7530838646635","5702","9093","5205","361"
"35.75315620797","5702","9092","5206","361"
"35.753433342648","5703","9092","5205","361"
"35.7534720738183","5704","9092","5204","361"
"35.753892535589","5705","9092","5203","361"
"35.7554271962242","5705","9091","5204","361"
"35.7555934164491","5705","9090","5205","361"
"35.755720031821","5705","9089","5206","361"
"35.7559376447522","5705","9088","5207","361"
"35.7560823466838","5705","9087","5208","361"
"35.756465299319","5706","9087","5207","361"
"35.7577830162835","5706","9086","5208","361"
"35.758508429132","5706","9085","5209","361"
"35.759335199192","5707","9085","5208","361"
"35.7594596000714","5707","9084","5209","361"
"35.7604421832421","5708","9084","5208","361"
"35.7614555447462","5709","9084","5207","361"
"35.7619161561164","5710","9084","5206","361"
"35.7621002443825","5710","9083","5207","361"
"35.7624876918627","5711","9083","5206","361"
"35.7627459631934","5711","9082","5207","361"
"35.7628978679939","5711","9081","5208","361"
"35.7653012893966","5711","9080","5209","361"
"35.7654394988089","5712","9080","5208","361"
"35.7654857963647","5712","9079","5209","361"
"35.7655774983801","5713","9079","5208","361"
"35.7659222653461","5713","9079","5208","362"
"35.7667009534255","5714","9079","5207","362"
"35.7671397678944","5714","9078","5208","362"
"35.7678754761475","5714","9077","5209","362"
"35.7687476534139","5714","9076","5210","362"
"35.7690853050077","5714","9075","5211","362"
"35.7692331194182","5715","9075","5210","362"
"35.7698811235556","5715","9074","5211","362"
"35.7701970968743","5715","9074","5211","363"
"35.7705805250718","5715","9073","5212","363"
"35.770986391643","5715","9073","5212","364"
"35.7709998960099","5715","9072","5213","364"
"35.771042891253","5715","9071","5214","364"
"35.771495102105","5715","9070","5215","364"
"35.771558712933","5715","9069","5216","364"
"35.7720045805647","5715","9068","5217","364"
"35.7722171452528","5716","9068","5216","364"
"35.7722916782032","5716","9067","5217","364"
"35.7727273377724","5717","9067","5216","364"
"35.773124215045","5718","9067","5215","364"
"35.7739346591284","5718","9067","5215","365"
"35.7754181703277","5718","9066","5216","365"
"35.7754827009385","5718","9065","5217","365"
"35.7761674858125","5719","9065","5216","365"
"35.7762322667742","5719","9065","5216","366"
"35.776364937373","5719","9064","5217","366"
"35.7778502252076","5720","9064","5216","366"
"35.778624887784","5720","9063","5217","366"
"35.779732632017","5721","9063","5216","366"
"35.780249491","5721","9063","5216","367"
"35.7804996145214","5721","9062","5217","367"
"35.7805832683655","5722","9062","5216","367"
"35.7807106586036","5723","9062","5215","367"
"35.7808341475374","5723","9062","5215","368"
"35.7810264072731","5723","9062","5215","369"
"35.7818324068591","5723","9061","5216","369"
"35.7821885771729","5724","9061","5215","369"
"35.7825945779542","5724","9060","5216","369"
"35.7842324391854","5724","9059","5217","369"
"35.7850743723217","5724","9058","5218","369"
"35.7850849775276","5725","9058","5217","369"
"35.7851893820096","5725","9057","5218","369"
"35.7864090677165","5726","9057","5217","369"
"35.7865068977405","5726","9056","5218","369"
"35.788354309385","5726","9055","5219","369"
"35.7885574339138","5726","9054","5220","369"
"35.7887857356213","5726","9053","5221","369"
"35.7897298112551","5726","9052","5222","369"
"35.7897631013104","5726","9051","5223","369"
"35.7897816999227","5727","9051","5222","369"
"35.7899520301238","5728","9051","5221","369"
"35.7899677279394","5729","9051","5220","369"
"35.7901352799165","5730","9051","5219","369"
"35.7903380489429","5731","9051","5218","369"
"35.7906002748329","5732","9051","5217","369"
"35.7910128981669","5732","9051","5217","370"
"35.791420082898","5732","9050","5218","370"
"35.7915842305522","5733","9050","5217","370"
"35.7917097501521","5733","9049","5218","370"
"35.7929097261566","5734","9049","5217","370"
"35.7934298993505","5735","9049","5216","370"
"35.7939405868692","5735","9048","5217","370"
"35.7945056549305","5736","9048","5216","370"
"35.7949373973099","5736","9047","5217","370"
"35.7953214034264","5737","9047","5216","370"
"35.7955809180993","5737","9046","5217","370"
"35.7968101502894","5737","9045","5218","370"
"35.7968927597372","5738","9045","5217","370"
"35.7982517327911","5738","9045","5217","371"
"35.7988537297851","5738","9044","5218","371"
"35.7992731018679","5738","9043","5219","371"
"35.8003915227209","5739","9043","5218","371"
"35.8013494859011","5739","9042","5219","371"
"35.8016307598201","5740","9042","5218","371"
"35.8024697050327","5741","9042","5217","371"
"35.8031739759059","5742","9042","5216","371"
"35.8037248857474","5742","9041","5217","371"
"35.8046201215637","5742","9040","5218","371"
"35.8088129808758","5743","9040","5217","371"
"35.8088170239375","5743","9040","5217","372"
