gamma,psi_distribs_0,psi_changetime_0,psi_distribs_1,phi_distribs_0,phi_changetime_0,phi_distribs_1,initialBeta,betaJitter,
0.1654943376295032,2.446291961959266E-4,35.0,0.0031692180802526033,0.005,35.0,0.05,0.5005344032620381,0.07504154008895766,
0.17161897848867208,2.4328031278397265E-4,35.0,0.0025607581019869625,0.005,35.0,0.05,0.5211887205733229,0.08383391947438293,
0.2222606608999534,2.0158408961951478E-4,35.0,0.0023289844277507824,0.005,35.0,0.05,0.5403478719302699,0.06914411282292428,
0.21188597444177862,2.3040094861660767E-4,35.0,0.002512220426268273,0.005,35.0,0.05,0.48299180053162927,0.07034806851288865,
0.188473194326987,2.126551295436592E-4,35.0,0.001967828093090582,0.005,35.0,0.05,0.5152206557451123,0.07697303351916038,
0.188473194326987,2.126551295436592E-4,35.0,0.001967828093090582,0.005,35.0,0.05,0.5152206557451123,0.07697303351916038,
0.17266553254715936,2.2820744041931077E-4,35.0,0.0017273750886687988,0.005,35.0,0.05,0.5069989171597596,0.056311383092636245,
0.16975915218431706,2.4861505156353094E-4,35.0,0.0018247743408615256,0.005,35.0,0.05,0.5061984136900257,0.07246504086673576,
0.16975915218431706,2.4861505156353094E-4,35.0,0.0018247743408615256,0.005,35.0,0.05,0.5061984136900257,0.07246504086673576,
0.16975915218431706,2.4861505156353094E-4,35.0,0.0018247743408615256,0.005,35.0,0.05,0.5061984136900257,0.07246504086673576,
0.1751456091188531,2.3157732998456624E-4,35.0,0.0017194411574027663,0.005,35.0,0.05,0.603729823215799,0.07401662494906903,
0.17897799936830047,2.5210575779675593E-4,35.0,0.001882713514103091,0.005,35.0,0.05,0.5778457451505181,0.07203791544815237,
0.15877138885147232,3.0137797109257796E-4,35.0,0.0019755409428883286,0.005,35.0,0.05,0.501301403410486,0.04343583458713245,
0.1458397049705168,3.7367298165378427E-4,35.0,0.002194887661447637,0.005,35.0,0.05,0.6251579087239004,0.036257339841191026,
0.1744288701377671,4.0196809146401263E-4,35.0,0.0026746406252149777,0.005,35.0,0.05,0.5757113875046719,0.037421759520081754,
