T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,
0,1,16,53,107,749,348,152,53,24,10,5,1,0,
0,2,20,81,97,650,371,164,52,23,8,
0,1,17,63,119,720,310,167,71,25,13,5,0,
0,3,16,56,105,721,320,161,67,23,8,
0,2,18,88,143,681,338,139,63,24,12,
0,2,18,68,108,676,344,130,62,32,14,3,
0,2,25,56,118,688,320,145,54,27,14,3,
0,2,18,70,105,717,299,155,58,15,7,4,
0,2,23,76,124,700,338,158,77,27,11,6,
0,2,21,78,103,691,272,154,61,25,13,6,1,0,
0,2,23,84,122,699,316,155,71,27,8,3,
0,1,15,76,141,688,316,151,64,27,14,7,
0,2,20,79,127,706,320,138,63,22,9,5,
0,2,16,61,111,791,283,125,54,14,7,
0,2,23,79,121,711,312,150,70,37,14,3,
0,2,19,74,132,726,322,140,53,20,11,5,1,1,
0,1,18,80,123,718,317,175,70,27,10,5,
0,2,20,75,95,708,329,146,74,23,9,3,
0,2,19,50,110,738,309,169,62,21,15,8,3,0,
0,1,15,50,94,832,339,153,64,23,9,7,1,0,
0,1,16,65,109,612,332,135,47,20,9,3,
0,2,16,62,123,713,332,155,61,32,12,4,0,0,
0,1,14,63,115,720,333,160,52,18,11,7,2,0,
0,1,19,66,114,712,344,181,72,20,15,8,1,0,
0,3,20,73,112,680,297,161,58,26,18,7,1,0,
0,1,17,61,100,748,371,147,64,22,9,6,
0,1,16,74,114,639,334,176,77,33,12,7,6,0,
0,2,18,55,105,736,339,149,59,23,12,7,2,0,
0,2,18,62,104,658,301,143,64,27,12,7,4,0,
0,2,20,88,121,731,317,175,65,21,12,7,2,0,
0,2,19,69,111,656,307,171,66,22,7,7,1,0,
0,1,14,63,118,701,310,168,75,26,10,4,0,1,
0,1,16,79,138,696,296,163,67,23,13,7,4,
0,2,21,74,110,694,299,169,71,26,10,7,2,0,
0,2,14,59,98,701,309,146,65,24,9,7,3,0,
0,1,14,65,118,742,333,149,62,24,9,3,
0,2,23,73,102,743,307,145,66,23,14,8,1,0,
0,2,19,77,118,722,338,137,59,26,9,1,
0,2,19,62,105,668,329,146,45,17,8,
0,2,19,62,105,668,329,146,45,17,8,
0,2,24,67,119,694,325,177,66,24,6,
0,2,20,74,109,676,342,171,76,22,8,14,7,2,
0,3,24,69,105,652,347,152,65,25,8,
0,1,20,72,104,709,370,149,62,24,10,
0,2,18,72,115,731,308,156,44,17,7,7,2,
0,2,21,72,111,752,298,179,69,22,7,3,
0,3,20,65,113,700,312,134,69,23,10,
0,1,22,64,96,631,321,161,58,28,16,4,
0,2,16,58,123,710,332,142,58,24,9,
0,2,19,62,112,753,332,143,52,22,9,
0,2,18,64,111,691,285,176,72,27,12,6,
0,2,14,74,126,692,332,153,65,25,8,6,1,0,
0,2,23,70,125,748,342,172,68,20,9,5,1,0,
0,3,20,71,126,693,324,149,56,23,8,3,
0,2,19,76,126,694,292,139,59,26,14,3,
0,2,22,75,107,703,295,132,58,24,8,3,
0,1,18,75,126,738,330,126,46,21,10,7,2,0,
0,2,21,64,114,642,309,155,52,21,10,6,0,0,
0,2,20,80,144,755,349,147,49,15,9,7,2,0,
0,2,15,62,135,728,354,131,53,23,17,7,2,0,
0,3,23,70,121,624,304,134,61,21,7,7,2,0,
0,3,25,64,123,694,320,139,34,23,17,8,1,0,
0,4,20,66,98,613,360,154,56,18,7,5,
0,3,18,78,98,667,362,145,76,35,18,7,2,0,
0,2,24,89,113,654,324,144,48,22,11,7,5,0,
0,1,18,56,107,670,323,129,58,20,7,3,1,0,
0,1,18,70,105,684,328,160,74,26,9,3,
0,2,15,62,111,721,366,148,64,29,13,4,
0,2,23,70,114,734,312,164,69,21,8,
0,2,20,60,104,724,347,162,63,19,13,9,5,0,
0,2,13,60,109,671,298,207,75,25,11,7,1,0,
0,1,17,65,125,676,314,162,58,24,11,7,2,0,
0,1,18,70,121,727,357,161,58,28,10,2,
0,1,17,81,124,709,315,143,46,27,18,11,3,0,
0,1,16,69,111,767,306,161,65,24,9,7,1,0,
0,2,15,66,110,745,393,173,50,22,15,7,2,0,
0,2,18,77,115,697,352,163,69,21,4,
0,2,16,77,100,691,303,132,50,19,7,
0,2,22,74,106,756,354,153,70,25,14,7,2,
0,1,15,46,121,808,313,145,62,24,11,3,
0,1,14,69,133,703,314,149,49,21,12,4,
0,1,14,59,119,720,312,166,73,21,11,6,1,1,
0,2,18,70,109,694,303,134,67,29,11,7,3,
0,1,16,65,105,707,296,138,55,30,16,7,1,0,
0,1,18,67,120,725,348,173,69,27,11,7,1,0,
0,1,17,72,128,661,337,147,66,25,14,7,1,0,
0,1,18,75,123,690,345,179,81,32,15,7,2,0,
0,1,17,68,113,753,306,139,63,18,7,4,
0,1,18,58,113,674,338,154,62,23,14,5,
0,2,20,87,139,723,307,138,69,27,9,2,
0,2,19,67,104,695,303,150,58,29,11,2,
0,1,15,67,101,657,308,150,57,19,11,5,
0,2,24,78,130,703,327,141,51,26,17,7,2,2,
0,2,20,76,106,734,321,161,59,29,21,10,1,0,
0,2,24,73,114,750,345,164,74,33,16,7,
0,2,22,73,109,678,285,153,59,24,12,7,2,
0,1,18,74,142,692,317,132,54,24,11,7,1,0,
0,2,19,70,109,714,361,172,60,26,10,7,3,0,
0,2,15,72,138,687,304,154,59,25,9,7,2,0,
0,2,17,51,110,610,329,149,55,24,16,7,3,0,
0,2,19,57,118,698,332,143,57,30,16,10,2,0,
0,2,22,64,129,695,324,149,83,34,16,8,7,1,
0,1,21,85,157,706,323,178,72,34,14,8,5,0,
0,1,18,64,119,653,354,146,47,16,8,6,3,0,
0,2,18,66,129,662,321,139,62,24,10,7,2,0,
0,2,15,68,137,702,332,150,67,26,10,4,
0,2,21,76,131,670,350,159,58,25,15,5,2,0,
0,1,20,60,115,620,325,159,67,32,14,7,3,0,
0,2,25,75,106,664,341,150,61,23,15,7,1,0,
0,2,22,77,133,651,345,137,64,31,14,8,1,0,
0,3,19,72,144,693,340,157,56,19,10,
0,2,21,67,139,668,326,144,57,24,10,4,
0,3,20,63,119,715,318,148,63,19,7,2,0,0,
0,3,19,58,137,719,337,160,62,25,16,9,2,0,
0,2,18,50,123,645,342,155,68,35,14,7,4,0,
0,3,17,63,115,723,299,153,59,26,12,2,
0,2,21,63,133,726,356,127,60,27,10,7,2,0,
0,1,16,58,113,688,325,137,59,28,12,5,3,0,
0,3,16,62,124,713,368,135,58,20,10,7,1,0,
0,3,16,62,124,713,368,135,58,20,10,7,1,0,
0,2,18,68,134,714,385,163,58,24,13,7,1,0,
0,2,25,69,130,686,364,153,66,24,20,10,3,
0,2,23,75,99,656,365,155,51,22,8,3,1,0,
0,2,15,48,112,691,333,163,61,21,8,2,
0,2,15,48,112,691,333,163,61,21,8,2,
0,1,18,75,112,726,299,149,67,30,14,4,
0,1,18,75,112,726,299,149,67,30,14,4,
0,2,15,60,106,636,326,180,83,27,13,7,3,0,
0,2,20,64,113,705,329,161,57,23,13,6,1,0,
0,1,18,74,121,766,341,189,69,21,7,
0,2,17,72,120,733,339,157,66,24,20,9,3,0,
0,2,20,73,97,694,343,156,55,23,9,
0,1,14,54,138,772,288,164,49,18,10,10,3,0,
0,2,16,68,94,751,301,167,65,28,10,
0,2,18,64,124,690,324,148,57,22,9,7,3,0,
0,1,16,65,108,701,325,158,94,31,13,7,
0,1,14,62,105,713,367,148,61,38,13,4,
0,1,17,49,85,728,344,149,50,14,7,3,
0,2,18,66,101,651,324,176,61,23,11,3,
0,2,18,74,106,714,323,156,49,30,13,7,1,0,
0,1,12,49,91,708,330,152,65,23,7,2,
0,3,20,51,101,683,318,164,73,36,16,7,2,3,
0,1,17,65,134,707,289,137,71,34,13,4,
0,2,16,66,116,687,311,182,75,26,10,4,
0,2,16,66,122,740,293,125,58,18,13,5,
0,2,15,61,137,746,284,162,72,23,7,
0,3,30,84,113,747,347,153,72,37,11,5,
0,1,17,56,115,743,331,140,76,31,15,8,7,0,
0,3,24,66,107,717,312,161,71,29,11,4,1,0,
0,1,16,62,127,710,320,180,67,24,12,7,2,0,
0,2,15,67,133,700,323,158,60,30,20,10,1,0,
0,5,29,72,116,676,343,139,44,18,7,
0,3,19,75,137,697,346,130,67,25,14,6,1,0,
0,2,19,64,105,800,375,160,56,19,11,7,1,0,
0,3,25,72,135,721,324,148,56,20,11,4,
0,3,19,58,137,654,301,128,55,22,15,7,4,1,
0,3,24,86,115,679,338,143,61,24,10,7,4,0,
0,3,18,57,112,777,336,164,70,24,8,2,1,7,
0,2,18,66,115,731,291,173,72,26,13,4,
0,2,16,56,99,654,313,143,52,23,10,3,
0,2,18,68,104,717,302,161,70,30,11,4,
0,2,18,68,104,717,302,161,70,30,11,4,
0,2,18,68,104,717,302,161,70,30,11,4,
0,3,23,66,100,719,309,153,66,24,11,
0,2,21,73,103,691,286,149,61,23,9,2,
0,2,21,58,92,653,347,133,49,29,19,7,1,0,
0,2,21,72,96,667,307,171,68,32,16,5,1,0,
0,1,14,77,124,749,343,163,67,23,9,7,1,0,
0,1,14,57,105,728,360,165,67,23,9,
0,1,18,81,103,708,342,183,62,24,13,8,1,0,
0,1,16,53,96,702,333,159,58,24,15,8,5,0,
0,2,19,61,102,735,318,185,68,28,12,3,
0,1,17,73,106,760,328,175,70,22,8,
0,3,21,60,96,701,315,175,74,28,12,7,1,
0,2,18,65,117,708,307,157,55,23,11,7,2,0,
0,2,18,77,112,768,354,148,50,20,11,6,1,0,
0,2,18,77,112,768,354,148,50,20,11,6,1,0,
0,2,16,71,125,680,352,178,71,30,12,4,4,0,
0,2,24,82,129,765,327,137,64,26,10,1,
0,2,22,65,111,681,333,144,54,24,16,6,
0,1,18,79,116,681,318,137,57,32,19,7,1,2,
0,1,18,60,96,688,302,150,57,28,17,7,1,0,
0,1,20,70,121,707,296,132,58,38,18,8,2,0,
0,1,14,62,98,733,348,149,59,23,9,6,2,0,
0,1,17,65,100,738,316,139,65,26,9,2,2,0,
0,1,17,78,106,710,326,151,66,32,15,7,1,0,
0,1,17,71,93,750,345,162,66,28,19,7,5,0,
0,1,14,65,110,814,350,157,69,34,19,7,2,0,
0,1,16,73,104,678,313,153,61,27,13,4,
0,1,16,73,104,678,313,153,61,27,13,4,
0,1,19,78,103,666,323,158,60,25,13,7,2,0,
0,2,18,76,120,700,306,140,51,22,15,8,4,0,
0,1,17,56,104,783,315,144,57,30,16,6,
0,1,18,72,103,684,317,147,52,25,9,3,
0,1,18,72,103,684,317,147,52,25,9,3,
0,1,17,61,115,680,351,160,68,24,14,5,
0,2,19,59,116,783,330,140,62,28,10,
0,2,17,62,123,749,331,150,66,29,12,7,5,0,
0,2,19,87,116,663,345,169,71,34,20,8,2,0,
0,1,19,101,111,692,329,155,69,31,12,7,1,0,
0,2,22,57,96,696,349,166,77,39,18,7,4,0,
0,2,16,56,116,654,362,156,72,26,14,7,4,0,
0,1,14,66,113,680,348,166,75,39,23,9,3,1,
0,2,23,65,100,747,327,141,56,19,13,7,2,0,
0,2,19,65,91,709,318,166,55,17,7,2,
0,2,22,94,97,686,316,182,59,20,7,4,
0,1,18,82,111,685,290,134,53,25,13,6,2,
0,1,18,82,111,685,290,134,53,25,13,6,2,
0,1,18,82,111,685,290,134,53,25,13,6,2,
0,1,18,75,106,682,315,154,61,24,16,7,3,0,
0,1,17,75,85,692,309,148,64,20,14,7,1,0,
0,1,13,59,95,675,376,161,68,23,9,4,
0,1,14,76,106,728,338,152,54,20,14,8,1,
0,1,18,52,96,733,349,153,72,27,8,7,1,0,
0,2,23,79,121,642,286,146,60,19,8,7,1,0,
0,1,15,56,104,737,321,135,61,34,11,7,4,0,
0,2,18,61,107,700,328,170,56,21,10,3,
0,1,22,67,102,713,321,173,61,30,19,7,3,0,
0,1,16,86,124,757,315,164,77,32,14,
0,1,20,76,104,672,307,153,56,20,13,10,6,0,
0,2,18,68,105,695,317,146,44,17,7,7,
0,1,18,77,104,700,356,178,70,22,7,2,
0,1,18,77,104,700,356,178,70,22,7,2,
0,1,18,77,104,700,356,178,70,22,7,2,
0,3,16,69,111,778,330,154,62,26,12,7,6,1,
0,1,16,69,105,757,316,131,58,23,11,7,2,0,
0,1,16,74,102,728,310,139,53,24,14,6,1,0,
0,1,16,74,102,728,310,139,53,24,14,6,1,0,
0,1,16,74,102,728,310,139,53,24,14,6,1,0,
0,1,18,68,105,722,321,151,78,33,12,7,3,0,
0,2,20,76,107,743,334,168,75,33,17,7,1,0,
0,2,20,76,107,743,334,168,75,33,17,7,1,0,
0,2,20,76,107,743,334,168,75,33,17,7,1,0,
0,2,20,76,107,743,334,168,75,33,17,7,1,0,
0,2,27,85,127,721,327,152,63,22,11,7,3,0,
0,1,17,61,85,781,341,182,72,28,11,5,
0,2,19,67,102,699,304,146,63,30,16,8,1,
0,2,23,79,99,698,316,144,69,31,15,7,3,
0,2,17,74,116,756,326,156,70,26,8,6,
0,1,13,64,104,698,357,165,64,26,15,7,2,1,
0,1,18,65,91,710,346,163,75,32,12,3,5,7,
0,1,18,65,91,710,346,163,75,32,12,3,5,7,
0,1,22,71,126,712,310,151,77,33,17,9,4,2,
0,2,19,77,117,722,330,153,65,28,14,7,5,0,
0,1,17,72,113,728,333,168,74,30,14,7,5,0,
0,1,22,68,97,690,335,163,72,32,15,7,2,0,
0,1,14,61,122,676,322,156,69,39,19,7,2,0,
0,1,16,76,118,696,353,155,64,28,12,7,2,0,
0,2,18,69,107,700,324,129,50,24,11,6,1,0,
0,1,14,58,101,727,334,161,54,28,14,2,
0,1,18,69,124,726,297,175,68,25,13,7,1,0,
0,1,18,63,117,752,324,166,55,22,12,5,
0,1,14,60,112,729,319,154,56,23,11,4,
0,2,13,57,101,715,308,169,59,25,14,12,5,0,
0,2,16,56,91,754,306,154,58,24,9,3,
0,1,14,52,103,723,306,138,54,20,9,7,2,0,
0,1,19,73,91,678,311,133,45,15,7,7,1,
0,1,19,73,91,678,311,133,45,15,7,7,1,
0,1,16,67,102,673,311,192,69,19,12,5,
0,1,16,66,95,726,313,141,61,20,11,4,
0,1,21,72,103,709,341,177,69,20,13,9,6,0,
0,2,23,64,103,668,320,162,62,30,15,9,1,0,
0,2,19,63,92,681,310,146,54,24,13,7,4,0,
0,2,15,57,114,699,359,160,65,24,11,7,3,0,
0,1,14,55,104,717,320,139,64,24,13,7,3,0,
0,1,14,55,104,717,320,139,64,24,13,7,3,0,
0,2,21,58,100,708,317,182,74,29,8,
0,3,18,75,121,697,320,140,58,20,11,7,1,0,
0,2,16,61,120,686,280,120,43,22,10,5,2,0,
0,3,24,71,118,657,296,152,67,36,11,7,2,0,
0,1,19,80,95,661,333,185,65,38,17,7,1,0,
0,2,18,71,109,705,317,143,59,24,11,7,5,0,
0,2,17,64,119,741,311,140,61,24,14,11,3,0,
0,1,16,60,99,676,323,150,71,34,19,4,
0,1,22,77,105,712,306,189,66,23,14,11,2,
0,2,18,83,129,756,343,148,58,24,8,3,0,
0,2,22,74,105,733,347,150,63,28,15,7,1,0,
0,2,18,69,106,645,340,158,62,31,14,7,6,0,
0,1,14,65,113,667,342,155,59,20,9,3,
0,2,23,68,124,680,310,130,49,21,10,
0,3,17,67,92,692,325,154,54,16,11,4,1,0,
0,1,20,78,118,763,310,137,57,22,8,7,4,0,
0,2,16,55,99,702,338,172,69,23,11,
0,2,20,81,106,747,321,120,55,20,12,7,1,
0,3,23,78,109,760,313,180,68,21,8,4,
0,1,21,71,103,760,359,138,51,27,11,4,
0,2,20,80,127,771,340,151,54,24,10,7,4,0,
0,1,17,67,123,676,310,166,58,31,15,
0,2,23,71,127,724,335,184,61,23,15,8,
0,1,21,80,133,745,279,137,68,25,9,4,
0,2,23,94,123,716,289,173,67,28,12,2,
0,1,23,77,99,699,309,156,62,30,11,7,3,
0,2,17,80,120,702,322,165,80,24,9,3,
0,2,21,65,117,773,321,165,63,23,10,4,
0,3,19,70,99,675,315,141,57,20,9,
0,2,17,72,117,688,325,173,85,25,11,3,
0,2,17,72,117,688,325,173,85,25,11,3,
0,1,14,71,127,677,287,147,63,18,10,
0,2,18,74,118,672,315,161,49,15,7,6,6,0,
0,1,19,69,116,687,309,175,70,36,16,7,
0,1,13,63,104,690,321,131,63,22,12,4,
0,1,17,70,125,733,356,166,76,24,11,5,2,0,
0,1,19,64,130,712,320,195,59,16,7,2,
0,1,19,64,130,712,320,195,59,16,7,2,
0,1,18,71,102,715,305,168,66,27,17,12,5,1,
0,2,14,53,96,664,300,154,55,21,9,
0,2,18,89,124,765,313,148,53,24,11,3,
0,1,12,44,83,677,321,168,58,25,15,4,
0,1,15,72,130,673,291,141,48,20,14,7,3,0,
0,1,15,66,104,766,324,142,65,25,14,7,3,0,
0,2,23,72,82,705,315,143,65,38,13,7,3,0,
0,3,18,82,106,698,351,170,68,31,15,6,1,
0,1,18,64,122,732,317,141,75,31,11,4,3,5,
0,2,21,75,101,713,370,146,58,26,12,7,3,0,
0,2,21,75,101,713,370,146,58,26,12,7,3,0,
0,2,18,68,108,725,302,165,73,20,9,1,
0,1,13,74,123,714,339,174,62,21,14,8,5,0,
0,1,17,58,115,772,259,148,58,30,10,
0,2,18,72,96,766,311,161,67,17,12,4,
0,2,22,77,103,690,285,152,65,31,13,2,
0,2,20,74,123,693,311,141,52,36,12,
0,2,18,65,116,632,309,145,50,21,15,9,4,0,
0,2,18,60,124,700,317,169,52,24,9,2,
0,1,18,66,112,779,336,149,57,24,16,9,1,0,
0,1,23,77,109,756,342,140,59,19,8,2,
0,2,20,73,91,697,314,143,50,30,12,4,1,
0,1,18,61,84,689,293,174,63,20,7,5,4,0,
0,1,16,59,83,698,334,143,60,21,7,2,
0,1,16,59,83,698,334,143,60,21,7,2,
0,1,16,82,112,680,324,152,65,28,10,3,0,
0,1,17,62,95,633,321,156,74,22,11,5,
0,1,21,60,107,731,354,146,51,22,10,7,3,0,
0,2,16,67,119,704,305,128,69,30,14,5,
0,1,22,70,102,710,301,148,68,25,9,2,
0,3,20,88,106,682,340,178,57,14,10,7,1,
0,2,19,65,98,750,305,143,59,30,9,
0,2,23,74,124,695,310,137,68,25,9,6,2,
0,1,14,61,120,784,326,139,64,20,8,
0,1,19,57,93,736,338,189,67,21,7,
0,3,24,67,98,685,321,151,60,24,8,
0,2,23,76,110,632,359,169,51,16,8,3,
0,2,16,69,136,729,325,163,62,26,13,4,0,0,
0,2,21,68,127,724,292,146,70,25,9,7,1,0,
0,2,15,68,138,726,313,131,67,26,10,6,
0,2,18,64,125,733,347,161,74,25,9,
0,3,19,64,124,723,329,158,65,23,18,8,4,0,
0,3,23,85,160,691,298,143,53,18,7,5,
0,1,22,74,121,625,324,194,69,31,14,5,1,1,
0,3,21,66,107,721,325,160,80,28,13,5,
0,3,20,57,108,655,297,151,63,35,17,7,2,0,
0,2,17,60,122,711,342,155,77,42,20,10,5,0,
0,3,21,58,114,662,306,132,50,35,17,7,5,0,
0,2,20,56,107,728,331,154,71,25,16,9,1,0,
0,1,19,69,119,671,376,154,61,20,12,7,2,0,
0,2,22,72,129,766,326,156,64,29,16,4,
0,1,18,72,130,736,314,149,59,21,9,3,
0,2,18,51,102,637,337,177,56,28,17,10,5,2,
0,2,17,72,114,661,318,150,49,23,9,2,0,0,
0,2,19,52,107,692,344,156,64,29,11,4,
0,1,18,61,127,745,362,186,48,17,13,7,3,0,
0,1,22,82,115,740,331,150,65,24,10,7,1,
0,1,14,72,115,725,301,148,56,17,7,6,
0,1,18,63,100,706,315,137,54,23,8,8,2,0,
0,2,21,65,98,681,326,163,58,22,13,6,1,0,
0,1,13,65,93,726,357,154,64,30,11,2,
0,1,14,73,110,706,308,151,57,19,10,
0,1,14,73,110,706,308,151,57,19,10,
0,1,18,69,126,695,350,159,76,26,9,7,1,0,
0,2,17,59,98,690,336,125,50,18,9,7,0,0,
0,1,18,69,127,716,315,156,70,19,12,7,2,0,
0,1,15,70,116,705,334,160,60,24,11,4,
0,2,18,67,120,695,301,150,48,20,10,3,
0,1,17,72,119,693,307,139,52,17,9,2,
0,1,14,74,117,779,340,153,58,30,13,7,1,
0,1,17,79,113,727,319,162,73,25,10,4,1,1,
0,1,14,60,114,741,349,143,58,29,19,10,3,0,
0,1,17,71,114,724,269,129,67,23,10,2,
0,1,16,59,120,653,347,137,54,26,14,8,1,0,
0,1,18,72,111,653,289,156,58,20,11,7,3,0,
0,1,18,74,117,639,289,168,76,29,16,7,7,0,
0,2,19,67,124,658,279,133,59,29,15,7,2,0,
0,2,19,67,125,700,309,154,70,24,12,7,1,0,
0,1,17,74,129,687,346,146,64,24,11,6,1,0,
0,1,18,71,108,727,302,158,69,26,14,9,1,0,
0,2,21,65,115,725,308,145,61,27,11,5,1,0,
0,2,21,65,115,725,308,145,61,27,11,5,1,0,
0,1,18,78,101,633,304,144,67,29,14,7,2,0,
0,1,17,69,113,666,302,134,56,25,15,7,3,2,
0,2,19,57,96,673,316,149,79,27,16,8,2,0,
0,1,17,78,111,739,283,126,61,24,10,7,6,0,
0,2,18,91,111,739,339,157,67,24,10,7,5,1,
0,1,13,70,126,644,351,167,59,23,10,3,
0,2,13,48,102,697,313,154,59,24,17,6,5,0,
0,2,25,83,113,700,330,153,54,23,11,5,0,0,
0,1,14,78,119,772,304,145,57,37,11,5,0,
0,2,19,79,118,659,303,141,65,23,9,4,
0,1,22,83,91,695,353,175,63,23,9,6,5,0,
0,1,15,63,104,714,346,145,62,25,9,7,2,0,
0,1,15,75,125,675,299,153,53,26,10,2,0,0,
0,1,18,80,116,736,364,156,63,21,7,4,
0,1,18,75,106,627,284,154,67,22,9,7,2,
0,1,18,75,106,627,284,154,67,22,9,7,2,
0,1,14,71,124,689,334,162,63,27,11,7,5,
0,1,21,75,99,775,297,128,59,32,15,4,
0,2,18,69,89,701,327,163,42,20,10,
0,1,19,76,117,738,311,164,77,25,12,5,
0,1,19,76,117,738,311,164,77,25,12,5,
0,1,19,76,117,738,311,164,77,25,12,5,
0,1,19,76,117,738,311,164,77,25,12,5,
0,2,15,69,104,680,320,160,62,16,10,5,
0,2,15,69,104,680,320,160,62,16,10,5,
0,1,21,69,105,756,318,125,47,17,7,
0,1,21,69,105,756,318,125,47,17,7,
0,1,24,78,106,745,323,159,58,24,9,
0,1,24,78,106,745,323,159,58,24,9,
0,1,24,78,106,745,323,159,58,24,9,
0,1,24,78,106,745,323,159,58,24,9,
0,1,24,78,106,745,323,159,58,24,9,
0,1,24,78,106,745,323,159,58,24,9,
0,1,24,78,106,745,323,159,58,24,9,
0,2,21,65,101,666,356,150,79,28,10,3,0,0,
0,1,16,66,113,684,315,150,59,24,13,1,
0,1,18,87,129,726,312,133,57,23,9,7,1,0,
0,1,18,78,103,699,334,152,66,16,7,3,
0,1,18,78,103,699,334,152,66,16,7,3,
0,1,18,78,103,699,334,152,66,16,7,3,
0,1,18,99,125,726,313,151,69,21,14,4,
0,2,15,67,92,776,371,181,73,25,7,
0,1,18,69,99,746,335,155,68,27,10,7,4,0,
0,3,20,84,151,757,313,122,43,15,6,
0,1,14,69,110,735,278,170,78,27,11,2,4,0,
0,2,28,85,124,686,370,171,66,21,8,4,
0,3,27,67,121,728,301,146,82,29,9,5,0,0,
0,2,17,58,108,663,284,166,55,23,13,5,
0,3,25,98,138,680,274,159,71,24,9,3,
0,3,25,98,138,680,274,159,71,24,9,3,
0,2,14,56,118,780,392,163,54,19,8,3,0,0,
0,1,12,57,101,676,272,163,61,32,16,6,1,0,
0,1,17,59,113,730,358,131,55,36,18,9,4,0,
0,1,17,59,113,730,358,131,55,36,18,9,4,0,
0,1,18,77,139,741,311,154,74,27,13,7,2,0,
0,1,12,53,123,704,307,151,61,31,16,9,7,5,
0,1,19,81,108,664,366,164,60,21,10,7,2,0,
0,2,17,57,93,665,292,165,77,26,11,3,2,0,
0,1,18,78,112,653,312,162,55,29,10,3,0,0,
0,1,18,73,121,727,343,170,71,33,16,6,
0,1,18,72,108,782,344,145,70,23,10,4,
0,1,17,80,103,707,314,131,58,24,10,2,
0,1,17,80,103,707,314,131,58,24,10,2,
0,2,18,68,100,686,311,173,56,18,11,5,
0,1,18,73,110,730,295,128,47,22,16,7,2,
0,1,18,73,110,730,295,128,47,22,16,7,2,
0,1,18,73,110,730,295,128,47,22,16,7,2,
0,1,18,73,110,730,295,128,47,22,16,7,2,
0,1,15,72,108,641,317,151,42,19,14,6,
0,1,17,57,81,708,326,166,51,18,7,7,1,0,
0,1,13,56,90,719,320,139,66,35,21,6,
0,1,17,69,120,727,304,177,69,28,10,7,1,0,
0,1,18,96,137,770,299,138,66,22,9,2,
0,1,18,72,91,708,373,145,63,25,9,4,
0,2,21,79,99,695,312,147,61,25,13,7,1,0,
0,2,23,90,100,723,359,153,70,35,15,7,1,0,
0,2,17,52,87,660,312,147,63,18,7,5,
0,2,14,62,113,758,333,136,60,24,11,7,
0,2,14,62,113,758,333,136,60,24,11,7,
0,2,14,62,113,758,333,136,60,24,11,7,
0,2,15,61,111,684,332,136,65,25,10,6,
0,2,18,70,104,689,334,141,60,24,8,
0,1,16,64,91,734,323,157,57,21,10,7,3,0,
0,1,17,62,91,701,300,145,70,23,14,8,2,0,
0,1,18,73,104,703,314,149,50,18,9,
0,1,17,75,117,732,310,163,62,23,10,7,1,0,
0,2,17,64,110,727,347,157,63,36,10,7,3,0,
0,1,18,65,116,719,313,175,69,29,12,7,1,0,
0,2,16,62,133,784,304,131,67,25,10,5,1,0,
0,1,18,78,124,737,302,148,60,21,8,4,
0,2,31,82,112,721,307,159,67,27,13,7,
0,1,14,51,109,728,340,158,65,26,15,7,1,0,
0,1,14,51,109,728,340,158,65,26,15,7,1,0,
0,2,14,49,102,644,343,156,60,23,8,1,
0,3,16,62,112,727,382,137,58,25,9,7,1,0,
0,2,19,83,141,731,361,159,74,31,17,7,2,0,
0,3,18,68,102,648,267,154,67,28,12,7,1,0,
0,1,14,58,116,727,308,153,69,22,12,7,
0,1,16,61,116,643,329,154,61,30,11,7,1,0,
0,1,15,50,110,689,309,154,49,22,10,4,
0,1,14,61,98,689,362,184,61,19,8,3,
0,1,22,64,91,694,329,161,65,38,17,5,
0,2,16,62,96,646,333,146,51,21,8,3,
0,2,21,77,121,661,334,145,51,21,7,
0,2,18,55,114,674,334,146,59,26,15,7,3,0,
0,2,19,64,98,631,334,141,51,24,13,7,1,0,
0,3,17,51,120,670,321,158,64,21,13,8,4,0,
0,3,22,65,125,638,307,188,64,27,11,3,
0,3,24,78,138,652,309,158,55,27,10,4,2,0,
0,1,20,59,125,692,352,159,72,29,9,
0,2,22,85,144,726,370,156,65,26,11,7,3,0,
0,3,24,67,145,678,320,149,57,24,10,4,
