T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,
0,1,18,75,102,774,335,160,67,22,12,6,
0,2,20,80,105,688,323,152,52,28,13,5,1,
0,2,19,60,103,669,310,152,56,20,12,5,
0,2,16,64,107,667,307,175,70,23,14,7,
0,1,18,85,128,701,307,148,64,27,12,3,
0,1,14,74,121,738,323,166,57,23,15,7,2,0,
0,2,26,88,117,736,289,144,57,22,11,3,
0,2,22,72,112,723,320,143,60,27,8,5,1,1,
0,2,23,73,113,685,352,138,45,21,18,5,1,0,
0,2,18,76,121,712,324,145,64,25,15,7,1,0,
0,1,18,64,129,732,351,144,64,22,17,5,
0,1,18,62,102,692,300,154,64,25,9,7,1,
0,2,18,64,105,727,315,174,69,29,11,5,
0,1,15,60,100,697,335,162,72,19,7,
0,2,20,62,111,736,313,145,74,34,10,3,
0,3,23,59,109,670,329,142,64,26,10,7,7,1,
0,1,14,72,123,714,321,170,58,22,12,3,0,0,
0,1,18,63,99,652,297,160,73,25,19,7,4,
0,2,16,65,116,689,347,148,59,24,12,7,1,0,
0,3,24,78,139,712,308,135,58,26,11,4,
0,1,16,67,115,682,361,166,71,25,10,5,6,0,
0,1,16,67,115,682,361,166,71,25,10,5,6,0,
0,2,18,70,120,703,311,144,59,20,14,7,1,
0,1,22,73,132,697,317,140,55,22,12,7,1,0,
0,2,17,56,123,742,328,160,73,23,19,12,2,0,
0,2,22,77,143,731,309,155,68,26,13,7,1,
0,2,20,64,109,692,299,152,60,22,15,9,1,0,
0,3,23,63,92,668,309,131,48,27,13,7,4,0,
0,1,23,80,104,726,310,151,56,20,11,7,1,0,
0,2,17,73,116,728,310,147,54,22,7,3,
0,1,18,63,113,719,317,168,67,26,14,7,6,0,
0,2,20,64,107,742,283,153,61,23,14,10,5,0,
0,2,19,71,103,715,344,165,68,28,9,1,
0,2,18,56,107,726,347,154,75,29,11,
0,1,11,58,115,698,302,142,60,28,13,9,1,0,
0,1,17,57,103,662,315,159,61,23,14,8,2,0,
0,1,16,56,101,682,285,155,86,26,14,7,3,0,
0,2,24,82,116,673,287,163,74,22,10,2,
0,1,23,77,126,647,285,152,55,23,9,2,
0,2,20,62,118,659,289,151,58,19,6,
0,1,17,57,98,642,285,131,60,27,11,
0,1,18,57,104,730,320,142,66,21,7,
0,1,23,78,113,739,342,135,65,36,16,3,
0,2,17,69,143,754,295,141,51,20,15,8,1,0,
0,2,15,68,113,718,276,127,67,24,8,
0,1,14,46,92,705,320,131,49,26,15,9,1,0,
0,1,18,73,136,743,297,160,70,32,15,8,2,0,
0,1,17,64,116,720,350,170,67,21,10,1,
0,2,23,81,127,777,315,171,63,21,6,
0,1,20,86,112,730,342,163,57,16,7,5,
0,2,22,74,106,713,314,171,83,36,11,3,
0,2,21,65,110,786,316,136,65,29,17,9,1,
0,1,18,60,95,707,300,167,75,31,11,4,
0,1,17,71,109,700,348,160,53,26,16,7,4,0,
0,1,17,71,109,700,348,160,53,26,16,7,4,0,
0,1,14,70,90,679,302,136,68,18,9,7,3,
0,1,17,67,113,721,306,164,63,18,7,7,3,0,
0,2,23,81,113,754,331,170,66,23,12,3,
0,2,23,81,113,754,331,170,66,23,12,3,
0,1,17,64,92,674,331,139,65,23,11,4,
0,2,18,64,118,711,315,127,54,15,9,7,1,
0,2,18,64,118,711,315,127,54,15,9,7,1,
0,2,18,64,118,711,315,127,54,15,9,7,1,
0,2,20,54,115,754,322,143,49,19,11,2,
0,1,16,75,122,712,302,149,53,21,12,3,
0,1,18,78,123,792,307,138,54,24,20,11,
0,2,19,74,97,730,305,155,49,20,12,2,
0,2,18,68,92,742,336,145,66,24,11,4,
0,2,21,70,101,677,312,128,54,20,14,5,
0,2,18,81,119,704,301,161,57,24,11,6,1,0,
0,3,25,82,123,749,296,138,61,21,9,
0,2,16,77,130,707,312,184,64,25,13,4,
0,3,17,62,89,687,358,146,51,30,13,7,5,0,
0,1,18,62,110,666,326,149,64,29,13,7,
0,3,21,79,105,697,282,159,70,23,10,4,0,0,
0,2,18,73,98,801,317,144,62,26,14,4,2,0,
0,2,23,90,109,741,335,167,66,21,7,
0,1,19,66,86,707,350,164,51,23,15,8,1,0,
0,1,18,67,114,719,326,154,63,26,20,6,
0,1,17,73,116,728,328,133,61,19,7,
0,2,23,68,113,675,256,132,67,22,12,7,3,
0,3,17,55,105,724,322,138,53,23,14,
0,2,16,56,97,777,319,194,69,33,17,4,
0,2,22,55,124,704,283,161,75,17,13,4,
0,2,19,57,120,747,339,137,78,20,7,
0,2,19,72,130,746,330,147,69,24,10,7,2,0,
0,1,24,71,166,737,333,172,68,24,13,4,0,0,
0,3,33,66,114,748,333,145,67,39,17,12,1,4,
0,1,18,76,125,739,332,146,67,19,14,15,4,0,
0,3,18,63,122,635,337,150,67,21,9,
0,1,23,80,109,675,339,140,75,25,8,7,5,0,
0,2,17,63,125,738,315,134,53,23,8,6,
0,1,16,51,113,763,348,171,59,22,9,1,0,0,
0,1,22,83,107,691,318,151,77,23,8,
0,2,19,67,124,634,300,159,76,26,15,5,
0,2,30,58,97,654,297,172,73,27,15,8,2,0,
0,1,15,69,117,676,356,147,63,16,14,8,2,0,
0,1,20,69,91,714,339,170,60,29,10,2,
0,1,24,70,93,733,325,143,79,21,8,3,
0,1,16,61,111,697,329,158,58,27,16,7,3,0,
0,1,11,79,121,671,314,148,66,22,7,3,0,0,
0,2,18,67,107,766,339,158,56,19,11,7,7,1,
0,1,15,65,117,724,296,179,72,27,14,6,
0,2,22,61,124,762,297,144,82,33,13,3,0,0,
0,1,17,64,101,715,318,141,76,24,14,7,1,0,
0,1,17,64,101,715,318,141,76,24,14,7,1,0,
0,1,13,54,96,681,322,138,51,18,13,4,0,0,
0,1,15,61,106,677,310,170,66,18,7,2,
0,2,16,69,129,745,302,151,65,29,8,6,2,
0,2,16,61,113,671,305,147,74,28,15,9,3,0,
0,1,13,65,88,637,323,152,66,21,9,
0,1,13,52,97,688,357,174,52,19,9,7,5,0,
0,1,21,73,95,685,328,178,56,22,14,7,1,0,
0,1,18,55,89,727,305,138,53,14,12,7,4,0,
0,1,14,75,123,729,290,142,60,25,8,6,2,0,
0,1,19,74,126,755,312,136,51,23,11,1,
0,1,16,55,97,686,286,151,67,24,15,11,1,0,
0,2,17,50,101,688,337,161,54,23,4,
0,1,11,54,100,763,337,136,66,26,10,
0,2,17,72,112,662,328,171,52,29,15,3,
0,1,18,68,104,696,346,151,51,17,7,4,
0,2,18,79,101,687,320,149,71,21,7,
0,2,22,57,119,685,330,150,90,38,14,7,5,0,
0,2,20,96,109,659,317,148,59,24,14,3,
0,1,17,61,100,723,315,160,73,22,10,2,
0,2,19,73,124,744,314,143,77,22,10,
0,2,20,71,102,705,317,151,52,24,16,3,
0,2,22,72,100,717,341,165,53,27,6,
0,3,21,76,127,662,345,168,59,18,7,5,
0,1,16,63,105,700,301,148,55,28,7,
0,1,18,68,111,630,299,160,53,21,12,
0,1,25,93,124,676,267,141,73,24,8,4,
0,1,21,64,101,684,304,147,74,27,12,7,3,0,
0,1,21,64,101,684,304,147,74,27,12,7,3,0,
0,1,21,64,101,684,304,147,74,27,12,7,3,0,
0,2,19,53,79,699,364,188,58,22,8,7,2,
0,2,17,61,111,767,333,122,52,28,12,7,
0,2,14,63,100,659,319,157,68,24,14,10,5,2,
0,2,20,66,112,726,338,137,65,21,7,5,4,1,
0,1,18,66,106,724,324,154,68,27,13,5,1,0,
0,1,18,58,120,689,299,145,59,24,14,7,5,0,
0,2,17,65,105,655,323,130,45,26,14,3,
0,2,20,62,118,668,294,145,62,26,15,7,4,0,
0,3,21,56,123,652,305,131,56,18,8,7,7,0,
0,2,23,74,137,750,289,166,69,27,12,7,1,0,
0,3,22,73,135,753,311,183,65,23,10,2,
0,1,18,69,111,646,303,166,74,27,10,3,
0,2,21,72,124,753,325,183,62,21,9,7,3,0,
0,2,21,72,124,753,325,183,62,21,9,7,3,0,
0,1,17,77,135,723,352,147,53,21,10,
0,2,20,64,97,726,359,135,53,25,10,4,
0,1,17,69,110,756,357,149,56,19,15,7,1,
0,1,18,61,112,643,283,132,68,26,11,7,1,0,
0,2,16,61,121,677,336,159,89,29,15,4,
0,2,15,49,107,742,306,165,66,31,13,
0,2,18,63,104,719,364,188,70,28,10,5,0,0,
0,2,23,66,131,692,299,134,61,23,11,7,2,0,
0,2,23,71,115,718,319,169,63,23,8,7,3,1,
0,1,18,61,116,685,370,155,75,31,11,6,1,0,
0,2,21,74,108,713,302,161,72,24,11,7,3,0,
0,2,18,64,115,741,320,146,64,24,14,7,0,0,
0,1,17,57,118,669,319,172,62,30,12,7,1,0,
0,2,18,77,126,723,330,143,59,22,10,
0,2,24,73,110,784,344,148,58,24,9,7,2,0,
0,2,15,50,90,675,321,160,75,28,14,9,1,0,
0,2,17,66,105,669,318,148,64,29,11,6,1,0,
0,2,15,66,96,693,297,158,65,17,7,2,
0,1,21,71,110,650,342,169,61,27,12,5,
0,2,20,63,95,756,364,157,63,21,10,7,1,0,
0,2,18,63,103,705,302,125,53,28,14,4,
0,2,18,63,103,705,302,125,53,28,14,4,
0,2,17,80,110,640,301,157,52,22,8,3,
0,2,23,69,108,696,343,153,52,25,11,6,
0,3,23,75,109,717,326,141,56,20,10,3,
0,1,14,64,109,759,312,165,64,27,8,4,
0,2,19,57,97,704,317,159,57,21,9,5,
0,1,14,69,128,760,333,138,54,26,12,4,
0,2,23,67,91,628,341,162,84,30,13,2,
0,2,18,59,112,755,310,169,67,32,18,7,0,0,
0,1,18,71,118,676,316,138,52,19,11,13,5,0,
0,1,16,67,118,780,285,152,71,24,8,1,
0,1,16,67,118,780,285,152,71,24,8,1,
0,1,16,67,118,780,285,152,71,24,8,1,
0,1,14,71,97,668,323,144,52,23,16,9,2,0,
0,1,18,76,117,704,276,149,74,23,9,4,
0,1,18,72,105,660,316,141,64,21,13,7,7,0,
0,1,19,73,92,655,278,157,62,20,14,9,4,0,
0,1,17,77,115,709,325,138,58,18,7,9,6,0,
0,1,17,77,115,709,325,138,58,18,7,9,6,0,
0,1,16,58,91,765,281,138,69,22,8,6,2,0,
0,2,22,78,104,660,310,152,49,26,13,3,
0,1,21,88,108,692,298,156,52,16,12,6,
0,1,17,77,113,673,288,145,67,21,18,9,4,
0,1,18,95,111,667,333,166,74,23,8,6,1,0,
0,1,21,77,104,737,338,174,62,22,10,4,
0,1,17,92,109,712,332,155,51,20,10,5,
0,1,17,92,109,712,332,155,51,20,10,5,
0,1,17,92,109,712,332,155,51,20,10,5,
0,1,21,71,110,682,298,150,76,33,18,10,1,0,
0,1,21,71,110,682,298,150,76,33,18,10,1,0,
0,1,16,56,82,704,303,156,64,22,9,7,2,0,
0,1,17,89,118,751,371,172,58,26,13,6,2,0,
0,1,17,89,118,751,371,172,58,26,13,6,2,0,
0,1,17,89,118,751,371,172,58,26,13,6,2,0,
0,1,12,59,112,701,343,137,72,27,12,4,0,3,
0,1,15,71,114,673,314,149,53,27,15,8,4,0,
0,2,16,78,117,688,336,178,76,29,15,5,
0,2,22,60,111,710,307,145,68,42,20,7,2,0,
0,2,18,74,114,744,315,120,48,19,7,6,5,1,
0,2,16,56,87,686,315,139,56,27,14,7,3,0,
0,1,15,64,113,676,305,136,55,26,11,7,3,1,
0,1,15,64,113,676,305,136,55,26,11,7,3,1,
0,1,15,63,112,708,333,155,69,27,15,7,6,0,
0,1,19,74,102,672,294,148,80,37,16,7,1,0,
0,1,16,66,132,734,348,157,69,29,12,7,2,0,
0,1,16,64,108,731,326,172,66,24,14,7,2,
0,2,20,75,117,726,349,153,70,28,13,7,
0,1,16,73,129,642,320,158,62,22,11,7,1,0,
0,1,18,72,119,685,306,134,57,33,14,7,1,0,
0,1,15,73,133,674,337,160,59,21,8,7,2,0,
0,2,18,64,120,709,341,134,61,32,13,5,
0,1,15,61,130,745,299,144,62,24,14,9,5,0,
0,1,17,73,113,664,369,153,66,32,12,7,0,0,
0,2,23,67,107,676,296,146,49,27,15,7,3,0,
0,1,16,63,119,753,322,128,52,29,15,8,4,0,
0,1,18,77,105,663,320,149,67,31,17,9,1,0,
0,1,18,77,118,614,345,152,63,25,12,1,
0,1,18,73,118,704,327,153,64,32,16,8,3,0,
0,3,25,82,137,682,310,134,50,19,9,7,7,1,
0,1,18,89,120,624,312,169,80,32,14,6,1,0,
0,1,19,91,133,709,303,141,69,28,14,8,3,0,
0,2,16,74,112,679,303,129,62,27,12,5,0,0,
0,1,18,66,111,696,369,162,61,25,11,
0,2,18,80,131,682,339,141,65,29,10,
0,2,20,73,124,694,330,138,51,26,20,8,1,0,
0,2,13,54,115,653,366,163,61,29,15,8,5,0,
0,2,20,80,116,696,331,147,65,25,12,4,
0,2,20,80,116,696,331,147,65,25,12,4,
0,2,19,75,123,647,317,149,69,30,11,9,5,0,
0,2,20,65,100,679,330,148,60,20,11,4,0,0,
0,2,21,60,113,652,298,149,59,22,10,5,0,0,
0,2,14,59,131,722,312,134,58,26,12,7,1,0,
0,2,21,57,126,738,307,139,60,28,16,7,1,0,
0,2,21,57,126,738,307,139,60,28,16,7,1,0,
0,2,21,65,106,627,344,149,60,30,15,7,4,1,
0,2,22,88,131,678,306,168,64,26,12,4,
0,2,22,68,109,722,332,143,63,26,12,7,2,0,
0,2,23,60,107,698,339,159,76,28,12,7,5,0,
0,3,28,79,113,713,382,174,66,28,21,7,7,4,
0,3,24,58,108,676,316,142,61,21,10,
0,2,23,82,109,699,320,170,80,25,15,4,
0,2,23,74,98,716,325,164,60,35,13,3,2,0,
0,2,20,60,135,739,334,155,47,17,13,8,3,0,
0,1,18,59,98,693,339,142,68,33,13,2,
0,3,23,63,121,667,331,144,65,42,19,10,1,
0,2,21,74,126,704,347,151,50,18,7,
0,1,23,76,98,638,349,125,54,21,12,7,2,0,
0,2,20,55,129,715,325,164,55,17,7,6,1,
0,2,15,54,99,710,310,164,59,26,15,3,1,0,
0,2,18,66,126,680,310,168,86,25,7,2,
0,1,19,63,97,741,355,165,62,25,10,7,
0,1,18,95,132,754,348,160,69,24,9,4,0,
0,2,14,65,123,700,318,148,49,18,10,1,
0,1,18,69,99,678,330,148,54,26,16,5,
0,1,18,71,99,644,314,197,62,22,11,
0,1,18,57,98,677,302,146,65,20,9,7,1,2,
0,1,14,61,99,655,283,158,73,36,16,2,
0,2,20,73,134,708,316,155,70,20,9,2,
0,1,18,86,107,653,282,174,73,27,8,6,2,0,
0,1,21,58,101,659,313,161,79,24,8,5,3,0,
0,2,20,68,86,734,329,139,63,25,10,5,
