"t","S","E","I","R","psi","Total"
"29.3223348188207","19377","283","167","150","23","20000"
"29.3232336119673","19376","284","167","150","23","20000"
"29.3306446641861","19376","283","168","150","23","20000"
"29.3308067924175","19375","284","168","150","23","20000"
"29.3348280853863","19375","283","169","150","23","20000"
"29.3389582621638","19375","282","170","150","23","20000"
"29.3420998259898","19374","283","170","150","23","20000"
"29.3430101857769","19374","282","171","150","23","20000"
"29.3433746935909","19374","281","172","150","23","20000"
"29.344302846676","19373","282","172","150","23","20000"
"29.3530774317602","19373","282","171","151","23","20000"
"29.3577215002991","19372","283","171","151","23","20000"
"29.3639377708987","19371","284","171","151","23","20000"
"29.4020947517873","19371","283","172","151","23","20000"
"29.4134286952945","19370","284","172","151","23","20000"
"29.4150771936806","19370","283","173","151","23","20000"
"29.4198191014067","19369","284","173","151","23","20000"
"29.4282227128555","19369","283","174","151","23","20000"
"29.4282292818496","19368","284","174","151","23","20000"
"29.430193937784","19367","285","174","151","23","20000"
"29.4393134031358","19366","286","174","151","23","20000"
"29.445995376655","19365","287","174","151","23","20000"
"29.4533278655363","19364","288","174","151","23","20000"
"29.4540079970442","19363","289","174","151","23","20000"
"29.4616682533416","19363","289","173","152","23","20000"
"29.468962618764","19363","288","174","152","23","20000"
"29.4749855244359","19363","287","175","152","23","20000"
"29.4753939456408","19362","288","175","152","23","20000"
"29.4788106819747","19362","287","176","152","23","20000"
"29.4794729756641","19362","286","177","152","23","20000"
"29.4940755787167","19362","285","178","152","23","20000"
"29.4983484753937","19362","284","179","152","23","20000"
"29.5004807867557","19361","285","179","152","23","20000"
"29.50883529204","19360","286","179","152","23","20000"
"29.5090573312694","19360","286","178","153","23","20000"
"29.5116225931751","19360","286","177","154","23","20000"
"29.5129694104116","19359","287","177","154","23","20000"
"29.5314453296519","19358","288","177","154","23","20000"
"29.5352753773371","19358","288","176","155","23","20000"
"29.5367599945413","19358","287","177","155","23","20000"
"29.5491801669194","19357","288","177","155","23","20000"
"29.5507197740673","19357","288","176","155","24","20000"
"29.5514906177302","19356","289","176","155","24","20000"
"29.556834156432","19355","290","176","155","24","20000"
"29.5586131850892","19355","289","177","155","24","20000"
"29.5673394127146","19354","290","177","155","24","20000"
"29.5731015470617","19354","289","178","155","24","20000"
"29.5788460256132","19354","289","177","156","24","20000"
"29.5846057417396","19354","288","178","156","24","20000"
"29.590633956959","19353","289","178","156","24","20000"
"29.5909257916365","19353","288","179","156","24","20000"
"29.5917996146407","19353","287","180","156","24","20000"
"29.5989441959085","19352","288","180","156","24","20000"
"29.6054025099587","19351","289","180","156","24","20000"
"29.6060385017247","19351","288","181","156","24","20000"
"29.6314652013409","19351","287","182","156","24","20000"
"29.6340373334858","19351","286","183","156","24","20000"
"29.6368206596967","19350","287","183","156","24","20000"
"29.63712586286","19350","287","182","157","24","20000"
"29.6490555010355","19349","288","182","157","24","20000"
"29.6494827508578","19348","289","182","157","24","20000"
"29.6527381765774","19347","290","182","157","24","20000"
"29.6538164161573","19346","291","182","157","24","20000"
"29.6622388419496","19345","292","182","157","24","20000"
"29.6904097536928","19345","292","181","158","24","20000"
"29.6923711397997","19344","293","181","158","24","20000"
"29.6999087456932","19344","292","182","158","24","20000"
"29.7043827014379","19344","291","183","158","24","20000"
"29.7059413107034","19344","290","184","158","24","20000"
"29.711718020946","19343","291","184","158","24","20000"
"29.7143833005749","19343","290","185","158","24","20000"
"29.7260579209789","19343","290","184","158","25","20000"
"29.7262341174973","19343","289","185","158","25","20000"
"29.7418909359078","19342","290","185","158","25","20000"
"29.750215130956","19342","289","186","158","25","20000"
"29.7509454971518","19342","289","185","159","25","20000"
"29.7538271856806","19342","288","186","159","25","20000"
"29.7552080976492","19341","289","186","159","25","20000"
"29.7680156365161","19340","290","186","159","25","20000"
"29.7793938117781","19340","290","185","160","25","20000"
"29.7828453937688","19339","291","185","160","25","20000"
"29.7842060163198","19339","290","186","160","25","20000"
"29.7855047271387","19339","289","187","160","25","20000"
"29.7903713007324","19338","290","187","160","25","20000"
"29.792203831269","19338","290","186","161","25","20000"
"29.793761987207","19337","291","186","161","25","20000"
"29.8003978939448","19337","290","187","161","25","20000"
"29.8147139026408","19337","289","188","161","25","20000"
"29.8155851523328","19337","289","187","162","25","20000"
"29.8194001262927","19336","290","187","162","25","20000"
"29.8208981631627","19335","291","187","162","25","20000"
"29.8272803068443","19335","291","186","162","26","20000"
"29.8277668897771","19335","291","185","163","26","20000"
"29.8320399327813","19335","290","186","163","26","20000"
"29.834458839199","19335","290","185","164","26","20000"
"29.8365739733355","19335","289","186","164","26","20000"
"29.8494650116397","19335","288","187","164","26","20000"
"29.8702177892314","19334","289","187","164","26","20000"
"29.8728769588287","19333","290","187","164","26","20000"
"29.8801094067562","19333","289","188","164","26","20000"
"29.8834272597372","19332","290","188","164","26","20000"
"29.8934058720808","19332","290","187","165","26","20000"
"29.904901248267","19331","291","187","165","26","20000"
"29.9082252992477","19330","292","187","165","26","20000"
"29.9086733573281","19330","291","188","165","26","20000"
"29.9129013771986","19329","292","188","165","26","20000"
"29.9182867507772","19328","293","188","165","26","20000"
"29.9209981230546","19327","294","188","165","26","20000"
"29.9268445001298","19326","295","188","165","26","20000"
"29.9289974819595","19326","294","189","165","26","20000"
"29.9389300832941","19325","295","189","165","26","20000"
"29.9440488860184","19325","294","190","165","26","20000"
"29.9513662713924","19324","295","190","165","26","20000"
"29.9527772595967","19323","296","190","165","26","20000"
"29.9780716390282","19322","297","190","165","26","20000"
"29.9804216317084","19322","296","191","165","26","20000"
"29.9878101620278","19322","295","192","165","26","20000"
"29.9898349258512","19322","294","193","165","26","20000"
"29.993565180923","19321","295","193","165","26","20000"
"29.9938034025996","19320","296","193","165","26","20000"
"29.9957108255236","19319","297","193","165","26","20000"
"30.0012142791611","19319","296","194","165","26","20000"
"30.0043321119154","19319","296","193","166","26","20000"
"30.0111296051659","19319","296","192","167","26","20000"
"30.0122330572218","19318","297","192","167","26","20000"
"30.0325942771862","19317","298","192","167","26","20000"
"30.0417047746505","19316","299","192","167","26","20000"
"30.0452124608678","19315","300","192","167","26","20000"
"30.0472543603249","19315","299","193","167","26","20000"
"30.0472845975137","19314","300","193","167","26","20000"
"30.0567858362392","19313","301","193","167","26","20000"
"30.0690296769175","19312","302","193","167","26","20000"
"30.0690573826609","19311","303","193","167","26","20000"
"30.071957075365","19311","302","194","167","26","20000"
"30.0741310233954","19310","303","194","167","26","20000"
"30.0825190895206","19310","302","195","167","26","20000"
"30.0833636755305","19309","303","195","167","26","20000"
"30.0876644337427","19308","304","195","167","26","20000"
"30.0879039062108","19307","305","195","167","26","20000"
"30.0936104478659","19307","304","196","167","26","20000"
"30.0952135665962","19307","303","197","167","26","20000"
"30.1001335541192","19307","302","198","167","26","20000"
"30.1066494001169","19306","303","198","167","26","20000"
"30.1160167676398","19305","304","198","167","26","20000"
"30.1223625002161","19304","305","198","167","26","20000"
"30.1234836512046","19303","306","198","167","26","20000"
"30.1374553498147","19303","305","199","167","26","20000"
"30.1428233023325","19303","304","200","167","26","20000"
"30.1456435595305","19303","304","199","168","26","20000"
"30.1574201223808","19303","303","200","168","26","20000"
"30.1604239244005","19303","302","201","168","26","20000"
"30.167020423006","19303","301","202","168","26","20000"
"30.1690510792661","19302","302","202","168","26","20000"
"30.1727669665706","19301","303","202","168","26","20000"
"30.1784894074506","19301","302","203","168","26","20000"
"30.1793626689766","19301","301","204","168","26","20000"
"30.1820075039366","19301","300","205","168","26","20000"
"30.1933787522857","19301","299","206","168","26","20000"
"30.197944813635","19300","300","206","168","26","20000"
"30.1991444231745","19299","301","206","168","26","20000"
"30.2001933810129","19298","302","206","168","26","20000"
"30.2041987135923","19297","303","206","168","26","20000"
"30.2200721268379","19296","304","206","168","26","20000"
"30.2274355071405","19295","305","206","168","26","20000"
"30.2298491221405","19294","306","206","168","26","20000"
"30.2410638501465","19293","307","206","168","26","20000"
"30.2445001861246","19293","306","207","168","26","20000"
"30.244702774952","19292","307","207","168","26","20000"
"30.2448855170064","19291","308","207","168","26","20000"
"30.2452119943388","19291","307","208","168","26","20000"
"30.2590769679411","19291","306","209","168","26","20000"
"30.2608638891881","19290","307","209","168","26","20000"
"30.2687654216085","19289","308","209","168","26","20000"
"30.2692542512241","19289","308","208","169","26","20000"
"30.2716217102929","19288","309","208","169","26","20000"
"30.2734387508939","19287","310","208","169","26","20000"
"30.2736462835933","19286","311","208","169","26","20000"
"30.2806078538438","19286","311","207","170","26","20000"
"30.2892362753496","19285","312","207","170","26","20000"
"30.2912605666949","19284","313","207","170","26","20000"
"30.291815931757","19283","314","207","170","26","20000"
"30.293375790783","19283","313","208","170","26","20000"
"30.2939153647202","19283","313","207","171","26","20000"
"30.2954436057979","19283","312","208","171","26","20000"
"30.3016035556206","19282","313","208","171","26","20000"
"30.3091745896448","19281","314","208","171","26","20000"
"30.3212860794237","19281","314","207","172","26","20000"
"30.3359475371755","19280","315","207","172","26","20000"
"30.3374937593143","19279","316","207","172","26","20000"
"30.3431763614371","19279","315","208","172","26","20000"
"30.346004983668","19279","314","209","172","26","20000"
"30.3519030586851","19279","313","210","172","26","20000"
"30.3608413583402","19278","314","210","172","26","20000"
"30.3630953839664","19278","313","211","172","26","20000"
"30.3636278932928","19278","312","212","172","26","20000"
"30.3644786056938","19278","311","213","172","26","20000"
"30.3733033512803","19278","311","212","173","26","20000"
"30.3898068835055","19277","312","212","173","26","20000"
"30.3909671205442","19276","313","212","173","26","20000"
"30.3957486462073","19275","314","212","173","26","20000"
"30.3967439577929","19275","314","211","174","26","20000"
"30.4059937376836","19274","315","211","174","26","20000"
"30.4107234729374","19273","316","211","174","26","20000"
"30.4151211290221","19273","316","210","175","26","20000"
"30.417544456584","19272","317","210","175","26","20000"
"30.4176119753978","19271","318","210","175","26","20000"
"30.422000312934","19271","317","211","175","26","20000"
"30.4267413563554","19270","318","211","175","26","20000"
"30.4309304439556","19270","317","212","175","26","20000"
"30.4338918162397","19270","316","213","175","26","20000"
"30.4349879974879","19269","317","213","175","26","20000"
"30.4368608894228","19268","318","213","175","26","20000"
"30.4405931094681","19267","319","213","175","26","20000"
"30.4473940221347","19267","319","212","176","26","20000"
"30.447847990997","19266","320","212","176","26","20000"
"30.4511367260118","19266","319","213","176","26","20000"
"30.4600958170296","19266","318","214","176","26","20000"
"30.4604507330635","19266","318","213","177","26","20000"
"30.4698208203281","19265","319","213","177","26","20000"
"30.4745934821542","19264","320","213","177","26","20000"
"30.4907750350775","19263","321","213","177","26","20000"
"30.495531288532","19262","322","213","177","26","20000"
"30.5002156707399","19261","323","213","177","26","20000"
"30.5081535985223","19260","324","213","177","26","20000"
"30.5101272523786","19260","323","214","177","26","20000"
"30.5209239136017","19260","323","213","178","26","20000"
"30.5243689181824","19259","324","213","178","26","20000"
"30.5264326469494","19258","325","213","178","26","20000"
"30.5307512964788","19258","325","212","179","26","20000"
"30.5434732876164","19258","324","213","179","26","20000"
"30.5497320478715","19257","325","213","179","26","20000"
"30.5550038903583","19257","325","212","180","26","20000"
"30.5564251612557","19256","326","212","180","26","20000"
"30.5610207657808","19255","327","212","180","26","20000"
"30.565105380294","19254","328","212","180","26","20000"
"30.5710444649011","19253","329","212","180","26","20000"
"30.5762607617845","19252","330","212","180","26","20000"
"30.5772093261632","19251","331","212","180","26","20000"
"30.5782122643086","19250","332","212","180","26","20000"
"30.5782294939302","19249","333","212","180","26","20000"
"30.5855498469576","19249","332","213","180","26","20000"
"30.5868898842092","19248","333","213","180","26","20000"
"30.5873384939104","19248","332","214","180","26","20000"
"30.5905255713794","19248","332","213","181","26","20000"
"30.5923631080782","19248","332","212","182","26","20000"
"30.5951408328632","19248","331","213","182","26","20000"
"30.6139141730043","19248","330","214","182","26","20000"
"30.6243769816482","19248","329","215","182","26","20000"
"30.631162879588","19248","328","216","182","26","20000"
"30.6335695994223","19248","327","217","182","26","20000"
"30.645151288869","19248","326","218","182","26","20000"
"30.6493035365872","19248","325","219","182","26","20000"
"30.6517387884035","19248","325","218","183","26","20000"
"30.656450308782","19248","324","219","183","26","20000"
"30.6567845857463","19248","324","218","184","26","20000"
"30.6595128773514","19248","323","219","184","26","20000"
"30.6629293861318","19247","324","219","184","26","20000"
"30.6721875939405","19246","325","219","184","26","20000"
"30.6758133572655","19246","325","218","185","26","20000"
"30.68597345456","19246","325","217","186","26","20000"
"30.6910756036659","19246","325","216","187","26","20000"
"30.6957922494957","19246","324","217","187","26","20000"
"30.7042607911654","19246","324","216","188","26","20000"
"30.7059835994377","19246","324","215","189","26","20000"
"30.7097209209667","19246","323","216","189","26","20000"
"30.7106150417826","19245","324","216","189","26","20000"
"30.7146355178495","19244","325","216","189","26","20000"
"30.7156112322501","19243","326","216","189","26","20000"
"30.7234333551006","19242","327","216","189","26","20000"
"30.7255813853393","19241","328","216","189","26","20000"
"30.7280571453371","19241","328","215","190","26","20000"
"30.7324239100795","19240","329","215","190","26","20000"
"30.7401525911842","19240","328","216","190","26","20000"
"30.7471429847053","19239","329","216","190","26","20000"
"30.7547847949193","19238","330","216","190","26","20000"
"30.7591722526945","19238","329","217","190","26","20000"
"30.7631503725367","19238","328","218","190","26","20000"
"30.7708996638603","19238","328","217","191","26","20000"
"30.7711627963183","19237","329","217","191","26","20000"
"30.7792337857865","19236","330","217","191","26","20000"
"30.7793788391395","19235","331","217","191","26","20000"
"30.7826874898435","19235","331","216","192","26","20000"
"30.7982358484476","19234","332","216","192","26","20000"
"30.800117977771","19233","333","216","192","26","20000"
"30.8078751991607","19232","334","216","192","26","20000"
"30.8099025246744","19231","335","216","192","26","20000"
"30.8267463158405","19231","334","217","192","26","20000"
"30.8289890045858","19231","333","218","192","26","20000"
"30.8313297658484","19231","332","219","192","26","20000"
"30.8317957444694","19231","332","218","193","26","20000"
"30.8391736321326","19231","332","217","194","26","20000"
"30.8413015159746","19231","331","218","194","26","20000"
"30.8437874133624","19230","332","218","194","26","20000"
"30.8451019538849","19230","331","219","194","26","20000"
"30.8490814103235","19229","332","219","194","26","20000"
"30.8506721861102","19228","333","219","194","26","20000"
"30.8522023596991","19227","334","219","194","26","20000"
"30.8530837418071","19226","335","219","194","26","20000"
"30.8581544925309","19225","336","219","194","26","20000"
"30.8652397416164","19225","335","220","194","26","20000"
"30.8799882108169","19224","336","220","194","26","20000"
"30.8832234825983","19224","335","221","194","26","20000"
"30.8839072760058","19223","336","221","194","26","20000"
"30.8881882007139","19223","336","220","195","26","20000"
"30.8914151736442","19222","337","220","195","26","20000"
"30.8927846506282","19221","338","220","195","26","20000"
"30.8999035056914","19220","339","220","195","26","20000"
"30.9005524810716","19219","340","220","195","26","20000"
"30.9022513573477","19218","341","220","195","26","20000"
"30.9058169463005","19217","342","220","195","26","20000"
"30.9196924147816","19216","343","220","195","26","20000"
"30.9238689453128","19215","344","220","195","26","20000"
"30.9302570907403","19215","343","221","195","26","20000"
"30.9341407280525","19214","344","221","195","26","20000"
"30.9588222559059","19213","345","221","195","26","20000"
"30.9607732529575","19212","346","221","195","26","20000"
"30.9611422942549","19211","347","221","195","26","20000"
"30.9621122988887","19211","347","220","196","26","20000"
"30.9632372238556","19210","348","220","196","26","20000"
"30.9661261699376","19210","347","221","196","26","20000"
"30.9714229674038","19209","348","221","196","26","20000"
"30.9719204232362","19209","347","222","196","26","20000"
"30.9777652494109","19208","348","222","196","26","20000"
"30.9857135759456","19207","349","222","196","26","20000"
"30.9862132854996","19207","348","223","196","26","20000"
"30.9878390563974","19206","349","223","196","26","20000"
"30.9939418539434","19205","350","223","196","26","20000"
"31.0049997659311","19205","349","224","196","26","20000"
"31.0111506587969","19205","348","225","196","26","20000"
"31.0119379435695","19205","347","226","196","26","20000"
"31.0121161439147","19204","348","226","196","26","20000"
"31.0189363740332","19203","349","226","196","26","20000"
"31.0219285642859","19203","348","227","196","26","20000"
"31.025640650676","19203","347","228","196","26","20000"
"31.0262379126493","19202","348","228","196","26","20000"
"31.027006443261","19201","349","228","196","26","20000"
"31.0271837703586","19200","350","228","196","26","20000"
"31.0391579637129","19199","351","228","196","26","20000"
"31.0392596836639","19198","352","228","196","26","20000"
"31.0447962882635","19197","353","228","196","26","20000"
"31.0451153980601","19196","354","228","196","26","20000"
"31.05019642972","19196","353","229","196","26","20000"
"31.050595995837","19195","354","229","196","26","20000"
"31.0604136380318","19194","355","229","196","26","20000"
"31.0656364604323","19194","354","230","196","26","20000"
"31.0675973573199","19193","355","230","196","26","20000"
"31.0680314838232","19192","356","230","196","26","20000"
"31.0682302129707","19192","355","231","196","26","20000"
"31.0701653709821","19191","356","231","196","26","20000"
"31.0710498988522","19191","355","232","196","26","20000"
"31.0838403759335","19191","354","233","196","26","20000"
"31.0857237200221","19191","353","234","196","26","20000"
"31.089413686222","19191","352","235","196","26","20000"
"31.0901326147596","19190","353","235","196","26","20000"
"31.0955742809283","19189","354","235","196","26","20000"
"31.0976764129506","19189","354","234","196","27","20000"
"31.1057955234937","19189","353","235","196","27","20000"
"31.1152372371954","19189","353","234","197","27","20000"
"31.1381208429909","19188","354","234","197","27","20000"
"31.1387628586189","19187","355","234","197","27","20000"
"31.143675704175","19186","356","234","197","27","20000"
"31.1490136633553","19186","355","235","197","27","20000"
"31.1494782826806","19185","356","235","197","27","20000"
"31.1546806978308","19184","357","235","197","27","20000"
"31.1634997447236","19184","356","236","197","27","20000"
"31.1676248931272","19184","355","237","197","27","20000"
"31.1687085424199","19184","355","236","198","27","20000"
"31.1688061537206","19184","354","237","198","27","20000"
"31.1760394396209","19183","355","237","198","27","20000"
"31.1780225390778","19182","356","237","198","27","20000"
"31.18246687013","19182","355","238","198","27","20000"
"31.1852031847192","19181","356","238","198","27","20000"
"31.1996558820278","19180","357","238","198","27","20000"
"31.2002551126219","19179","358","238","198","27","20000"
"31.2016681619472","19178","359","238","198","27","20000"
"31.2026092186515","19178","358","239","198","27","20000"
"31.2039010345959","19178","357","240","198","27","20000"
"31.2083173423422","19178","357","239","199","27","20000"
"31.2086844232036","19177","358","239","199","27","20000"
"31.2117467776588","19177","357","240","199","27","20000"
"31.2133958338289","19176","358","240","199","27","20000"
"31.2139176964141","19175","359","240","199","27","20000"
"31.220805766473","19174","360","240","199","27","20000"
"31.222791111431","19174","359","241","199","27","20000"
"31.2249364821261","19173","360","241","199","27","20000"
"31.2256967172129","19172","361","241","199","27","20000"
"31.2380488149623","19172","360","242","199","27","20000"
"31.2384818152758","19171","361","242","199","27","20000"
"31.2406924385327","19170","362","242","199","27","20000"
"31.2529558307715","19169","363","242","199","27","20000"
"31.2575525601463","19168","364","242","199","27","20000"
"31.2581986781103","19167","365","242","199","27","20000"
"31.258640249372","19166","366","242","199","27","20000"
"31.2602309837218","19166","365","243","199","27","20000"
"31.2634877875659","19166","365","242","200","27","20000"
"31.265229426662","19166","364","243","200","27","20000"
"31.265295198593","19165","365","243","200","27","20000"
"31.2657832570646","19164","366","243","200","27","20000"
"31.2667203854072","19163","367","243","200","27","20000"
"31.2694505717942","19163","366","244","200","27","20000"
"31.2747617537165","19162","367","244","200","27","20000"
"31.2759851715914","19161","368","244","200","27","20000"
"31.2763036021979","19161","367","245","200","27","20000"
"31.2763239612202","19161","367","244","201","27","20000"
"31.2767167492624","19161","367","243","202","27","20000"
"31.2768497385287","19161","366","244","202","27","20000"
"31.2795438320475","19160","367","244","202","27","20000"
"31.2798664837644","19160","367","243","203","27","20000"
"31.2875219399197","19159","368","243","203","27","20000"
"31.289393654074","19159","367","244","203","27","20000"
"31.2914858926543","19159","366","245","203","27","20000"
"31.2935153288961","19158","367","245","203","27","20000"
"31.2993749741623","19158","366","246","203","27","20000"
"31.2998069113386","19158","366","245","204","27","20000"
"31.3043723998226","19157","367","245","204","27","20000"
"31.305108805983","19157","366","246","204","27","20000"
"31.3054317190295","19157","365","247","204","27","20000"
"31.30632291279","19157","365","246","205","27","20000"
"31.3116913708604","19156","366","246","205","27","20000"
"31.3225538283565","19155","367","246","205","27","20000"
"31.3280234303988","19154","368","246","205","27","20000"
"31.3365059166982","19154","368","245","205","28","20000"
"31.3425049517713","19154","367","246","205","28","20000"
"31.3446454558459","19154","367","245","206","28","20000"
"31.3470614594449","19153","368","245","206","28","20000"
"31.3493553837691","19152","369","245","206","28","20000"
"31.3499408553741","19151","370","245","206","28","20000"
"31.3558236438297","19151","370","244","206","29","20000"
"31.3602562863188","19150","371","244","206","29","20000"
"31.3625791821663","19150","370","245","206","29","20000"
"31.3671378856837","19150","369","246","206","29","20000"
"31.3676943649975","19149","370","246","206","29","20000"
"31.3735220318908","19148","371","246","206","29","20000"
"31.3737377011371","19147","372","246","206","29","20000"
"31.3789143526504","19146","373","246","206","29","20000"
"31.3815533593524","19145","374","246","206","29","20000"
"31.3832456143312","19144","375","246","206","29","20000"
"31.3866573434685","19143","376","246","206","29","20000"
"31.3873215437091","19142","377","246","206","29","20000"
"31.3897199804163","19141","378","246","206","29","20000"
"31.3912765915425","19141","377","247","206","29","20000"
"31.400069376349","19140","378","247","206","29","20000"
"31.406143811395","19139","379","247","206","29","20000"
"31.4124443460792","19139","379","246","207","29","20000"
"31.4166223498352","19139","378","247","207","29","20000"
"31.4167810297426","19138","379","247","207","29","20000"
"31.4216115230471","19137","380","247","207","29","20000"
"31.4273529125749","19136","381","247","207","29","20000"
"31.4341244050789","19136","381","246","208","29","20000"
"31.4442161550804","19136","380","247","208","29","20000"
"31.4447394321354","19135","381","247","208","29","20000"
"31.4488116935773","19134","382","247","208","29","20000"
"31.45419019809","19134","381","248","208","29","20000"
"31.4549136758971","19134","380","249","208","29","20000"
"31.4590454453294","19133","381","249","208","29","20000"
"31.4603679868416","19132","382","249","208","29","20000"
"31.4608040857452","19131","383","249","208","29","20000"
"31.4621578053087","19131","383","248","209","29","20000"
"31.4622231894476","19130","384","248","209","29","20000"
"31.4670803461231","19130","383","249","209","29","20000"
"31.4681178666739","19130","382","250","209","29","20000"
"31.4706753013265","19130","381","251","209","29","20000"
"31.47095595166","19130","380","252","209","29","20000"
"31.4769470557269","19129","381","252","209","29","20000"
"31.480777165474","19129","380","253","209","29","20000"
"31.4832555907846","19129","379","254","209","29","20000"
"31.4853059170291","19129","378","255","209","29","20000"
"31.4867378824265","19128","379","255","209","29","20000"
"31.4981132544436","19128","378","256","209","29","20000"
"31.5004848074444","19128","377","257","209","29","20000"
"31.5015160326416","19128","376","258","209","29","20000"
"31.5055208999443","19128","375","259","209","29","20000"
"31.5071329071817","19127","376","259","209","29","20000"
"31.5126196892786","19126","377","259","209","29","20000"
"31.5146865389523","19126","376","260","209","29","20000"
"31.5270695231079","19125","377","260","209","29","20000"
"31.5279326687739","19124","378","260","209","29","20000"
"31.532565586604","19123","379","260","209","29","20000"
"31.5425919485524","19123","379","259","210","29","20000"
"31.5465503819338","19122","380","259","210","29","20000"
"31.5477048596803","19122","379","260","210","29","20000"
"31.5484402306931","19121","380","260","210","29","20000"
"31.5509329977718","19120","381","260","210","29","20000"
"31.5541928654736","19119","382","260","210","29","20000"
"31.5562937696585","19119","381","261","210","29","20000"
"31.5584011316613","19119","380","262","210","29","20000"
"31.5610903106088","19119","379","263","210","29","20000"
"31.5629020712838","19119","378","264","210","29","20000"
"31.5701006567709","19118","379","264","210","29","20000"
"31.5730040851111","19117","380","264","210","29","20000"
"31.5750389370728","19117","379","265","210","29","20000"
"31.5755976511314","19117","378","266","210","29","20000"
"31.5776323382898","19116","379","266","210","29","20000"
"31.5852007877141","19115","380","266","210","29","20000"
"31.5885902986617","19114","381","266","210","29","20000"
"31.5920205531635","19113","382","266","210","29","20000"
"31.5991299639618","19113","381","267","210","29","20000"
"31.6039340922386","19113","381","266","211","29","20000"
"31.6042244546428","19112","382","266","211","29","20000"
"31.6064373786322","19112","381","267","211","29","20000"
"31.6084838351036","19112","381","266","212","29","20000"
"31.6160057466562","19111","382","266","212","29","20000"
"31.6190959790961","19111","381","267","212","29","20000"
"31.6197657962408","19111","380","268","212","29","20000"
"31.6211359165077","19111","379","269","212","29","20000"
"31.623920722668","19110","380","269","212","29","20000"
"31.6293792861079","19109","381","269","212","29","20000"
"31.630427058605","19109","380","270","212","29","20000"
"31.6332486384855","19109","379","271","212","29","20000"
"31.6341969063919","19108","380","271","212","29","20000"
"31.635521274222","19108","379","272","212","29","20000"
"31.6420434239498","19108","379","271","213","29","20000"
"31.6464405094893","19107","380","271","213","29","20000"
"31.647127662926","19106","381","271","213","29","20000"
"31.648767073011","19105","382","271","213","29","20000"
"31.654581748869","19104","383","271","213","29","20000"
"31.6556298140706","19103","384","271","213","29","20000"
"31.6612323876465","19103","383","272","213","29","20000"
"31.6658488358457","19103","382","273","213","29","20000"
"31.6747267970835","19102","383","273","213","29","20000"
"31.6765796485547","19101","384","273","213","29","20000"
"31.6779371778384","19101","383","274","213","29","20000"
"31.6787407967106","19100","384","274","213","29","20000"
"31.6811613763633","19100","384","273","214","29","20000"
"31.6824151830891","19100","384","272","215","29","20000"
"31.6980997027243","19099","385","272","215","29","20000"
"31.6981783804126","19098","386","272","215","29","20000"
"31.6997534619919","19097","387","272","215","29","20000"
"31.7004455666593","19097","386","273","215","29","20000"
"31.7005643670014","19097","386","272","216","29","20000"
"31.7007840326216","19096","387","272","216","29","20000"
"31.7053759758347","19096","386","273","216","29","20000"
"31.7100592943051","19096","385","274","216","29","20000"
"31.7123543500327","19096","385","273","217","29","20000"
"31.7174191158177","19095","386","273","217","29","20000"
"31.7176336894868","19095","385","274","217","29","20000"
"31.7284310156881","19095","384","275","217","29","20000"
"31.7316884591438","19094","385","275","217","29","20000"
"31.7323140416431","19094","384","276","217","29","20000"
"31.732563972179","19094","383","277","217","29","20000"
"31.7339820688536","19093","384","277","217","29","20000"
"31.7361861928195","19092","385","277","217","29","20000"
"31.739229028195","19091","386","277","217","29","20000"
"31.740991383407","19091","385","278","217","29","20000"
"31.7437415203645","19091","384","279","217","29","20000"
"31.7475183596928","19090","385","279","217","29","20000"
"31.7481519032612","19089","386","279","217","29","20000"
"31.7506324741471","19089","385","280","217","29","20000"
"31.7561839419998","19088","386","280","217","29","20000"
"31.7582755705004","19088","385","281","217","29","20000"
"31.7593563324592","19087","386","281","217","29","20000"
"31.7647568149931","19086","387","281","217","29","20000"
"31.7674430976975","19086","386","282","217","29","20000"
"31.769129855254","19085","387","282","217","29","20000"
"31.7702326408017","19084","388","282","217","29","20000"
"31.7706214410951","19083","389","282","217","29","20000"
"31.7706316848377","19083","389","281","218","29","20000"
"31.7735947661854","19082","390","281","218","29","20000"
"31.779106143509","19082","390","280","219","29","20000"
"31.7795064026044","19081","391","280","219","29","20000"
"31.7953144099566","19080","392","280","219","29","20000"
"31.8083046146865","19079","393","280","219","29","20000"
"31.8088381530586","19078","394","280","219","29","20000"
"31.8129944798918","19077","395","280","219","29","20000"
"31.8151909123418","19077","394","281","219","29","20000"
"31.8158484508217","19077","393","282","219","29","20000"
"31.8165370831017","19077","393","281","219","30","20000"
"31.816999995354","19076","394","281","219","30","20000"
"31.8187958430662","19075","395","281","219","30","20000"
"31.8220027122308","19075","395","280","220","30","20000"
"31.8270490949566","19074","396","280","220","30","20000"
"31.8435067266122","19074","396","279","221","30","20000"
"31.8448602528114","19073","397","279","221","30","20000"
"31.8518106522508","19072","398","279","221","30","20000"
"31.8549906533523","19071","399","279","221","30","20000"
"31.8550396404834","19070","400","279","221","30","20000"
"31.8625666359267","19070","399","280","221","30","20000"
"31.8688354552066","19069","400","280","221","30","20000"
"31.8691826893022","19069","399","281","221","30","20000"
"31.8791887789241","19068","400","281","221","30","20000"
"31.8807087897646","19068","400","280","222","30","20000"
"31.8993526898747","19067","401","280","222","30","20000"
"31.8995743482509","19066","402","280","222","30","20000"
"31.9003466774642","19065","403","280","222","30","20000"
"31.9004682544112","19065","402","281","222","30","20000"
