"t","S","E","I","R","psi","Total"
"56.8370377521322","5367","3382","3749","6583","919","20000"
"56.8370948886451","5367","3381","3750","6583","919","20000"
"56.8371396534632","5367","3380","3751","6583","919","20000"
"56.8372258278905","5366","3381","3751","6583","919","20000"
"56.8372722887227","5365","3382","3751","6583","919","20000"
"56.8384066367051","5365","3382","3750","6583","920","20000"
"56.8384232793784","5365","3381","3751","6583","920","20000"
"56.8384904666952","5365","3380","3752","6583","920","20000"
"56.8400159635002","5365","3379","3753","6583","920","20000"
"56.8406346742339","5365","3378","3754","6583","920","20000"
"56.8407592617766","5365","3377","3755","6583","920","20000"
"56.8427965780949","5365","3376","3756","6583","920","20000"
"56.8430650396137","5364","3377","3756","6583","920","20000"
"56.8443550217338","5363","3378","3756","6583","920","20000"
"56.8447175370364","5363","3378","3755","6583","921","20000"
"56.8456238874358","5362","3379","3755","6583","921","20000"
"56.8457202958513","5362","3379","3754","6584","921","20000"
"56.8477509346871","5362","3378","3755","6584","921","20000"
"56.8483981900161","5362","3377","3756","6584","921","20000"
"56.8484693795611","5362","3376","3757","6584","921","20000"
"56.8489230934672","5362","3375","3758","6584","921","20000"
"56.8501287173338","5362","3375","3757","6584","922","20000"
"56.85034668571","5362","3374","3758","6584","922","20000"
"56.8518874327489","5362","3374","3757","6585","922","20000"
"56.8524247962476","5362","3374","3756","6585","923","20000"
"56.8530101011601","5362","3373","3757","6585","923","20000"
"56.8534185853947","5362","3372","3758","6585","923","20000"
"56.8535315581522","5362","3371","3759","6585","923","20000"
"56.8554258508468","5361","3372","3759","6585","923","20000"
"56.8557111143311","5360","3373","3759","6585","923","20000"
"56.8563937948225","5360","3373","3758","6586","923","20000"
"56.8566192451214","5360","3372","3759","6586","923","20000"
"56.856661266526","5359","3373","3759","6586","923","20000"
"56.8569108817655","5359","3373","3758","6587","923","20000"
"56.8572953274034","5359","3372","3759","6587","923","20000"
"56.8575023939591","5358","3373","3759","6587","923","20000"
"56.8578882436502","5358","3372","3760","6587","923","20000"
"56.8580088563839","5357","3373","3760","6587","923","20000"
"56.8581547456745","5356","3374","3760","6587","923","20000"
"56.8589184423919","5355","3375","3760","6587","923","20000"
"56.859036074829","5355","3374","3761","6587","923","20000"
"56.8598006587596","5355","3374","3760","6588","923","20000"
"56.8598913039149","5355","3373","3761","6588","923","20000"
"56.8608592085996","5355","3372","3762","6588","923","20000"
"56.8610732840255","5355","3372","3761","6588","924","20000"
"56.8612913018627","5355","3371","3762","6588","924","20000"
"56.861883668424","5354","3372","3762","6588","924","20000"
"56.8620738873167","5354","3372","3761","6589","924","20000"
"56.8626153822521","5353","3373","3761","6589","924","20000"
"56.8637807268532","5353","3373","3760","6590","924","20000"
"56.8641288105449","5353","3373","3759","6591","924","20000"
"56.8641821262621","5353","3373","3758","6592","924","20000"
"56.8642432278482","5353","3372","3759","6592","924","20000"
"56.8644554963099","5353","3371","3760","6592","924","20000"
"56.8654371255117","5353","3371","3759","6592","925","20000"
"56.8673179122538","5353","3370","3760","6592","925","20000"
"56.8673504717297","5352","3371","3760","6592","925","20000"
"56.8673673347074","5352","3371","3759","6592","926","20000"
"56.8681487847366","5352","3371","3758","6593","926","20000"
"56.8684562906275","5352","3371","3757","6593","927","20000"
"56.8685549730232","5351","3372","3757","6593","927","20000"
"56.8694098233659","5351","3372","3756","6594","927","20000"
"56.8702151541781","5351","3371","3757","6594","927","20000"
"56.8707198278883","5350","3372","3757","6594","927","20000"
"56.8715878853065","5350","3371","3758","6594","927","20000"
"56.8729579584141","5350","3371","3757","6595","927","20000"
"56.8735163165669","5350","3370","3758","6595","927","20000"
"56.8748127352777","5349","3371","3758","6595","927","20000"
"56.87581869534","5349","3371","3757","6596","927","20000"
"56.8763028019972","5349","3371","3756","6597","927","20000"
"56.8769085745456","5349","3370","3757","6597","927","20000"
"56.8770179776522","5349","3369","3758","6597","927","20000"
"56.8775165991899","5349","3368","3759","6597","927","20000"
"56.8779183937533","5349","3368","3758","6598","927","20000"
"56.878748232538","5349","3367","3759","6598","927","20000"
"56.880261460944","5349","3367","3758","6599","927","20000"
"56.8803841137892","5348","3368","3758","6599","927","20000"
"56.8823964314346","5348","3368","3757","6600","927","20000"
"56.8827677128364","5348","3367","3758","6600","927","20000"
"56.8829601563865","5347","3368","3758","6600","927","20000"
"56.8842654368858","5346","3369","3758","6600","927","20000"
"56.8844667442042","5346","3368","3759","6600","927","20000"
"56.8848396326748","5345","3369","3759","6600","927","20000"
"56.8851835492177","5345","3369","3758","6600","928","20000"
"56.8853575684083","5345","3369","3757","6601","928","20000"
"56.8854780540122","5344","3370","3757","6601","928","20000"
"56.8857918257802","5344","3370","3756","6602","928","20000"
"56.8864228313783","5344","3370","3755","6603","928","20000"
"56.8864338011018","5344","3369","3756","6603","928","20000"
"56.8865864427232","5343","3370","3756","6603","928","20000"
"56.8872505977158","5343","3369","3757","6603","928","20000"
"56.8872789714639","5342","3370","3757","6603","928","20000"
"56.8873301802973","5342","3369","3758","6603","928","20000"
"56.888285781813","5342","3368","3759","6603","928","20000"
"56.8882929498609","5342","3367","3760","6603","928","20000"
"56.8886313990836","5342","3366","3761","6603","928","20000"
"56.8887090989521","5341","3367","3761","6603","928","20000"
"56.888803453722","5341","3366","3762","6603","928","20000"
"56.8888751556694","5341","3365","3763","6603","928","20000"
"56.8892958609115","5340","3366","3763","6603","928","20000"
"56.8898812933836","5340","3365","3764","6603","928","20000"
"56.8916673345058","5340","3364","3765","6603","928","20000"
"56.8917029771917","5340","3364","3764","6604","928","20000"
"56.8918461701586","5340","3364","3763","6605","928","20000"
"56.8928041739618","5340","3363","3764","6605","928","20000"
"56.893045515929","5340","3362","3765","6605","928","20000"
"56.8935387377633","5340","3362","3764","6606","928","20000"
"56.8944047871109","5339","3363","3764","6606","928","20000"
"56.8953811619711","5339","3362","3765","6606","928","20000"
"56.8954795659102","5339","3361","3766","6606","928","20000"
"56.8956812868741","5338","3362","3766","6606","928","20000"
"56.896110170011","5337","3363","3766","6606","928","20000"
"56.8962248321862","5337","3363","3765","6607","928","20000"
"56.8965287549193","5337","3362","3766","6607","928","20000"
"56.8969506632847","5337","3361","3767","6607","928","20000"
"56.8972070728006","5337","3360","3768","6607","928","20000"
"56.8972503019662","5337","3359","3769","6607","928","20000"
"56.8974118058164","5336","3360","3769","6607","928","20000"
"56.8975751590664","5336","3360","3768","6608","928","20000"
"56.8992035233246","5336","3359","3769","6608","928","20000"
"56.8999595921468","5335","3360","3769","6608","928","20000"
"56.9011777126465","5335","3360","3768","6609","928","20000"
"56.9020692712804","5335","3359","3769","6609","928","20000"
"56.9023528286306","5335","3359","3768","6610","928","20000"
"56.9031709733022","5334","3360","3768","6610","928","20000"
"56.9032303209759","5333","3361","3768","6610","928","20000"
"56.9036862132581","5333","3360","3769","6610","928","20000"
"56.9037531868486","5333","3360","3768","6611","928","20000"
"56.9042313078007","5332","3361","3768","6611","928","20000"
"56.9048223215084","5332","3361","3767","6612","928","20000"
"56.9054347998277","5331","3362","3767","6612","928","20000"
"56.9061302157418","5331","3362","3766","6613","928","20000"
"56.9061561239328","5331","3361","3767","6613","928","20000"
"56.9065926054455","5330","3362","3767","6613","928","20000"
"56.9074576036327","5329","3363","3767","6613","928","20000"
"56.9080867754627","5328","3364","3767","6613","928","20000"
"56.9084025566754","5327","3365","3767","6613","928","20000"
"56.9084172391285","5327","3364","3768","6613","928","20000"
"56.9085126960569","5327","3363","3769","6613","928","20000"
"56.909599397777","5327","3363","3768","6614","928","20000"
"56.9098277706555","5326","3364","3768","6614","928","20000"
"56.9099763487519","5326","3363","3769","6614","928","20000"
"56.910076975684","5325","3364","3769","6614","928","20000"
"56.9108207611985","5325","3364","3768","6615","928","20000"
"56.9110871881896","5324","3365","3768","6615","928","20000"
"56.9116361737417","5324","3364","3769","6615","928","20000"
"56.9123805989314","5324","3364","3768","6616","928","20000"
"56.9126314922868","5324","3364","3767","6617","928","20000"
"56.9130926531735","5324","3363","3768","6617","928","20000"
"56.9132785198334","5323","3364","3768","6617","928","20000"
"56.9137481080089","5322","3365","3768","6617","928","20000"
"56.9138475459546","5321","3366","3768","6617","928","20000"
"56.9139988174943","5320","3367","3768","6617","928","20000"
"56.9141220496473","5320","3367","3767","6618","928","20000"
"56.9142557598484","5320","3366","3768","6618","928","20000"
"56.9144845313355","5320","3366","3767","6619","928","20000"
"56.9145435735483","5320","3366","3766","6620","928","20000"
"56.9149566074373","5320","3365","3767","6620","928","20000"
"56.9155843035974","5319","3366","3767","6620","928","20000"
"56.9158659866486","5319","3366","3766","6621","928","20000"
"56.9158862923482","5319","3366","3765","6621","929","20000"
"56.9159136588674","5319","3365","3766","6621","929","20000"
"56.9161431298617","5319","3364","3767","6621","929","20000"
"56.9178550799848","5319","3364","3766","6622","929","20000"
"56.91835536406","5318","3365","3766","6622","929","20000"
"56.9186543046527","5317","3366","3766","6622","929","20000"
"56.9190814000873","5316","3367","3766","6622","929","20000"
"56.9192158038622","5316","3367","3765","6623","929","20000"
"56.9192570654691","5315","3368","3765","6623","929","20000"
"56.9197393867985","5315","3367","3766","6623","929","20000"
"56.9200810385123","5314","3368","3766","6623","929","20000"
"56.9211034070387","5313","3369","3766","6623","929","20000"
"56.9214037980997","5312","3370","3766","6623","929","20000"
"56.9220726974005","5312","3369","3767","6623","929","20000"
"56.9233042793339","5311","3370","3767","6623","929","20000"
"56.9235199638128","5311","3369","3768","6623","929","20000"
"56.9237462434698","5311","3368","3769","6623","929","20000"
"56.9242512762917","5311","3367","3770","6623","929","20000"
"56.9249820685524","5311","3366","3771","6623","929","20000"
"56.925394380453","5311","3366","3770","6624","929","20000"
"56.926965683879","5311","3366","3769","6624","930","20000"
"56.9271881381065","5311","3366","3768","6625","930","20000"
"56.9277100200226","5310","3367","3768","6625","930","20000"
"56.9283723177706","5310","3367","3767","6625","931","20000"
"56.9291509128091","5310","3367","3766","6625","932","20000"
"56.9292357823627","5310","3367","3765","6626","932","20000"
"56.9293980273604","5310","3366","3766","6626","932","20000"
"56.9316714158496","5310","3365","3767","6626","932","20000"
"56.9322680138375","5309","3366","3767","6626","932","20000"
"56.933826165179","5309","3366","3766","6627","932","20000"
"56.9339255698143","5308","3367","3766","6627","932","20000"
"56.9352008386665","5308","3366","3767","6627","932","20000"
"56.935278177988","5307","3367","3767","6627","932","20000"
"56.9359936578764","5307","3367","3766","6628","932","20000"
"56.9360988546203","5307","3366","3767","6628","932","20000"
"56.936206009537","5307","3365","3768","6628","932","20000"
"56.9365275285942","5307","3365","3767","6629","932","20000"
"56.9365964154137","5306","3366","3767","6629","932","20000"
"56.9369665661629","5305","3367","3767","6629","932","20000"
"56.9385917217597","5305","3367","3766","6630","932","20000"
"56.9386676707098","5304","3368","3766","6630","932","20000"
"56.939274179363","5304","3368","3765","6631","932","20000"
"56.9394462499447","5304","3367","3766","6631","932","20000"
"56.9396669242865","5304","3367","3765","6632","932","20000"
"56.9400648544788","5303","3368","3765","6632","932","20000"
"56.9402062574105","5303","3367","3766","6632","932","20000"
"56.9413542388784","5303","3366","3767","6632","932","20000"
"56.942552311029","5303","3366","3766","6633","932","20000"
"56.9450152225335","5303","3365","3767","6633","932","20000"
"56.9458859628354","5303","3365","3766","6634","932","20000"
"56.9472461401409","5302","3366","3766","6634","932","20000"
"56.9476059964344","5302","3366","3765","6635","932","20000"
"56.9478906379982","5302","3366","3764","6636","932","20000"
"56.9485070342893","5302","3365","3765","6636","932","20000"
"56.9487302333401","5302","3365","3764","6636","933","20000"
"56.9496439532697","5302","3365","3763","6637","933","20000"
"56.9502048980534","5302","3364","3764","6637","933","20000"
"56.9503274207198","5302","3363","3765","6637","933","20000"
"56.9517910924376","5302","3363","3764","6638","933","20000"
"56.952236820905","5302","3363","3763","6639","933","20000"
"56.9527488841536","5301","3364","3763","6639","933","20000"
"56.9527641844515","5301","3363","3764","6639","933","20000"
"56.9531291800523","5301","3363","3763","6640","933","20000"
"56.9532119606725","5300","3364","3763","6640","933","20000"
"56.9537630137942","5300","3364","3762","6641","933","20000"
"56.9540178115395","5300","3363","3763","6641","933","20000"
"56.9557918831028","5300","3362","3764","6641","933","20000"
"56.9570302492811","5299","3363","3764","6641","933","20000"
"56.9572883736628","5299","3362","3765","6641","933","20000"
"56.9576568704222","5298","3363","3765","6641","933","20000"
"56.9578158239759","5298","3363","3764","6642","933","20000"
"56.9585025266337","5298","3362","3765","6642","933","20000"
"56.9586561318718","5298","3362","3764","6643","933","20000"
"56.9588653965055","5297","3363","3764","6643","933","20000"
"56.9590915321243","5297","3363","3763","6644","933","20000"
"56.9593987738431","5296","3364","3763","6644","933","20000"
"56.9599567915129","5296","3363","3764","6644","933","20000"
"56.9609193507703","5296","3363","3763","6645","933","20000"
"56.9621435324757","5295","3364","3763","6645","933","20000"
"56.9623933413185","5295","3364","3762","6646","933","20000"
"56.9625618958572","5294","3365","3762","6646","933","20000"
"56.9632419278932","5294","3365","3761","6647","933","20000"
"56.9632610643665","5294","3364","3762","6647","933","20000"
"56.963599096913","5294","3363","3763","6647","933","20000"
"56.9642306086126","5294","3363","3762","6648","933","20000"
"56.9649699764108","5294","3362","3763","6648","933","20000"
"56.9650379853573","5294","3362","3762","6649","933","20000"
"56.9655096651135","5294","3362","3761","6649","934","20000"
"56.9657256541286","5293","3363","3761","6649","934","20000"
"56.9657479169092","5292","3364","3761","6649","934","20000"
"56.9660174055264","5292","3364","3760","6650","934","20000"
"56.9665926654508","5292","3364","3759","6651","934","20000"
"56.9672217449505","5292","3364","3758","6651","935","20000"
"56.9672959986521","5291","3365","3758","6651","935","20000"
"56.9686555668963","5291","3364","3759","6651","935","20000"
"56.968838432181","5290","3365","3759","6651","935","20000"
"56.9689306829538","5290","3364","3760","6651","935","20000"
"56.9690920202702","5289","3365","3760","6651","935","20000"
"56.9696805171351","5289","3364","3761","6651","935","20000"
"56.969783217731","5289","3363","3762","6651","935","20000"
"56.969848760844","5289","3363","3761","6652","935","20000"
"56.9704339775542","5289","3363","3760","6653","935","20000"
"56.970614090626","5289","3362","3761","6653","935","20000"
"56.9707771551238","5289","3361","3762","6653","935","20000"
"56.9715200254185","5289","3360","3763","6653","935","20000"
"56.9719143279373","5289","3359","3764","6653","935","20000"
"56.972047357326","5289","3359","3763","6654","935","20000"
"56.9720561247279","5289","3359","3762","6655","935","20000"
"56.9728254858387","5288","3360","3762","6655","935","20000"
"56.973410250997","5287","3361","3762","6655","935","20000"
"56.9740846825423","5286","3362","3762","6655","935","20000"
"56.9746172129432","5286","3361","3763","6655","935","20000"
"56.975007654366","5285","3362","3763","6655","935","20000"
"56.9752326771174","5284","3363","3763","6655","935","20000"
"56.9759862286262","5283","3364","3763","6655","935","20000"
"56.9762929131874","5283","3364","3762","6656","935","20000"
"56.9766554324479","5283","3364","3761","6657","935","20000"
"56.9784058402772","5283","3364","3760","6658","935","20000"
"56.9788661138494","5283","3364","3759","6659","935","20000"
"56.979125505985","5283","3364","3758","6660","935","20000"
"56.9795277749363","5283","3364","3757","6661","935","20000"
"56.9796399498721","5283","3364","3756","6662","935","20000"
"56.98024600494","5283","3364","3755","6663","935","20000"
"56.980789568253","5282","3365","3755","6663","935","20000"
"56.9809558977399","5282","3365","3754","6664","935","20000"
"56.9813190334665","5281","3366","3754","6664","935","20000"
"56.9814887345092","5281","3365","3755","6664","935","20000"
"56.9815527478162","5280","3366","3755","6664","935","20000"
"56.9818615937636","5280","3365","3756","6664","935","20000"
"56.9821349982888","5280","3365","3755","6664","936","20000"
"56.9822556161115","5280","3364","3756","6664","936","20000"
"56.9823681533111","5279","3365","3756","6664","936","20000"
"56.9833255677705","5279","3365","3755","6665","936","20000"
"56.9837832014871","5279","3365","3754","6666","936","20000"
"56.9838245521589","5279","3364","3755","6666","936","20000"
"56.9838497214817","5279","3364","3754","6667","936","20000"
"56.9841864813919","5279","3364","3753","6668","936","20000"
"56.9844084797356","5279","3364","3752","6669","936","20000"
"56.9845743845783","5279","3363","3753","6669","936","20000"
"56.9852709504021","5279","3362","3754","6669","936","20000"
"56.9870094568606","5279","3362","3753","6669","937","20000"
"56.9870362756914","5279","3361","3754","6669","937","20000"
"56.988548598242","5279","3361","3753","6670","937","20000"
"56.9890874325633","5279","3361","3752","6670","938","20000"
"56.9891642529295","5279","3361","3751","6671","938","20000"
"56.9894009342659","5279","3360","3752","6671","938","20000"
"56.9896469264773","5279","3360","3751","6672","938","20000"
"56.9896520365859","5279","3360","3750","6673","938","20000"
"56.9904462601154","5279","3359","3751","6673","938","20000"
"56.9906800969745","5279","3358","3752","6673","938","20000"
"56.9910350942554","5279","3358","3751","6674","938","20000"
"56.9920137987299","5278","3359","3751","6674","938","20000"
"56.9922820476482","5278","3359","3750","6675","938","20000"
"56.9923198909638","5277","3360","3750","6675","938","20000"
"56.9926188278694","5277","3359","3751","6675","938","20000"
"56.992756930088","5277","3358","3752","6675","938","20000"
"56.9930966565854","5277","3358","3751","6676","938","20000"
"56.9933144271136","5276","3359","3751","6676","938","20000"
"56.9946459329149","5275","3360","3751","6676","938","20000"
"56.9956230865901","5275","3360","3750","6677","938","20000"
"56.997101997652","5275","3359","3751","6677","938","20000"
"56.9973104185935","5275","3358","3752","6677","938","20000"
"56.9973725719291","5274","3359","3752","6677","938","20000"
"56.9977816942195","5274","3359","3751","6678","938","20000"
"57.0003359470309","5273","3360","3751","6678","938","20000"
"57.0005220934625","5273","3359","3752","6678","938","20000"
"57.0009825727858","5273","3358","3753","6678","938","20000"
"57.00171654703","5273","3358","3752","6679","938","20000"
"57.0020342014855","5272","3359","3752","6679","938","20000"
"57.0021240259774","5272","3359","3751","6680","938","20000"
"57.0024335538761","5272","3359","3750","6681","938","20000"
"57.0050287424378","5272","3359","3749","6682","938","20000"
"57.0051238850106","5272","3358","3750","6682","938","20000"
"57.0051886718413","5272","3358","3749","6683","938","20000"
"57.0061761782844","5272","3357","3750","6683","938","20000"
"57.006714188916","5271","3358","3750","6683","938","20000"
"57.0099097225965","5270","3359","3750","6683","938","20000"
"57.0102917964804","5270","3358","3751","6683","938","20000"
"57.010770273582","5270","3358","3750","6684","938","20000"
"57.0120811919935","5269","3359","3750","6684","938","20000"
"57.0131137525758","5269","3359","3749","6685","938","20000"
"57.0136694637628","5269","3359","3748","6686","938","20000"
"57.0136894967986","5269","3358","3749","6686","938","20000"
"57.0142870673917","5269","3357","3750","6686","938","20000"
"57.0150276524718","5269","3356","3751","6686","938","20000"
"57.0151812134791","5269","3355","3752","6686","938","20000"
"57.0163176277608","5268","3356","3752","6686","938","20000"
"57.0168166248788","5268","3356","3751","6687","938","20000"
"57.0169781652547","5267","3357","3751","6687","938","20000"
"57.0175691793374","5266","3358","3751","6687","938","20000"
"57.0180873575786","5266","3358","3750","6688","938","20000"
"57.0190907746356","5265","3359","3750","6688","938","20000"
"57.0191073340102","5265","3358","3751","6688","938","20000"
"57.019237269182","5264","3359","3751","6688","938","20000"
"57.0194571710885","5264","3359","3750","6689","938","20000"
"57.0203274787462","5264","3359","3749","6690","938","20000"
"57.0211045516206","5264","3358","3750","6690","938","20000"
"57.021818811121","5263","3359","3750","6690","938","20000"
"57.0227147880338","5263","3359","3749","6691","938","20000"
"57.0229621030605","5263","3358","3750","6691","938","20000"
"57.0257531039914","5263","3358","3749","6692","938","20000"
"57.0258698784282","5262","3359","3749","6692","938","20000"
"57.0270048316106","5261","3360","3749","6692","938","20000"
"57.0272239040605","5260","3361","3749","6692","938","20000"
"57.0272821476938","5260","3360","3750","6692","938","20000"
"57.0286289530867","5259","3361","3750","6692","938","20000"
"57.0303912624196","5258","3362","3750","6692","938","20000"
"57.0306100877642","5258","3362","3749","6693","938","20000"
"57.0307686103624","5258","3361","3750","6693","938","20000"
"57.0312226419325","5258","3361","3749","6694","938","20000"
"57.0315811979739","5258","3361","3748","6695","938","20000"
"57.0320479875245","5258","3361","3747","6696","938","20000"
"57.0326731986677","5258","3361","3746","6697","938","20000"
"57.0328683129578","5258","3360","3747","6697","938","20000"
"57.0333199173245","5257","3361","3747","6697","938","20000"
"57.0339378432492","5257","3361","3746","6698","938","20000"
"57.033961575023","5257","3360","3747","6698","938","20000"
"57.0341065305365","5257","3359","3748","6698","938","20000"
"57.0359871169066","5257","3358","3749","6698","938","20000"
"57.0361007290189","5256","3359","3749","6698","938","20000"
"57.0364585634323","5256","3359","3748","6699","938","20000"
"57.0364939845638","5256","3358","3749","6699","938","20000"
"57.0371066050903","5256","3358","3748","6700","938","20000"
"57.0372761579406","5256","3357","3749","6700","938","20000"
"57.0384519933617","5256","3356","3750","6700","938","20000"
"57.0384765517137","5256","3356","3749","6701","938","20000"
"57.0388042759307","5255","3357","3749","6701","938","20000"
"57.0394295864223","5255","3356","3750","6701","938","20000"
"57.0398815138902","5255","3356","3749","6702","938","20000"
"57.0406550939451","5255","3355","3750","6702","938","20000"
"57.0416362021741","5255","3354","3751","6702","938","20000"
"57.0417927255035","5255","3354","3750","6703","938","20000"
"57.0425586255976","5255","3354","3749","6704","938","20000"
"57.0435787295264","5255","3354","3748","6705","938","20000"
"57.0437040010795","5255","3353","3749","6705","938","20000"
"57.0439002736807","5255","3352","3750","6705","938","20000"
"57.0439337280493","5254","3353","3750","6705","938","20000"
"57.0442936762017","5254","3352","3751","6705","938","20000"
"57.0443730363673","5254","3351","3752","6705","938","20000"
"57.0443903259899","5254","3350","3753","6705","938","20000"
"57.0450629293843","5254","3350","3752","6706","938","20000"
"57.0464863264194","5253","3351","3752","6706","938","20000"
"57.0466729837431","5253","3350","3753","6706","938","20000"
"57.0476762352357","5253","3349","3754","6706","938","20000"
"57.0479112728864","5253","3349","3753","6707","938","20000"
"57.0479896899101","5253","3349","3752","6707","939","20000"
"57.0487252101533","5252","3350","3752","6707","939","20000"
"57.0488796863473","5252","3349","3753","6707","939","20000"
"57.0491246628511","5252","3348","3754","6707","939","20000"
"57.0497576556781","5252","3347","3755","6707","939","20000"
"57.0497893561383","5251","3348","3755","6707","939","20000"
"57.0501592232701","5250","3349","3755","6707","939","20000"
"57.0509608618126","5250","3349","3754","6708","939","20000"
"57.051006981391","5250","3348","3755","6708","939","20000"
"57.0511328543681","5250","3347","3756","6708","939","20000"
"57.0533113136089","5250","3347","3755","6709","939","20000"
"57.0534321080257","5250","3347","3754","6709","940","20000"
"57.0539329172302","5249","3348","3754","6709","940","20000"
"57.0556132968103","5249","3347","3755","6709","940","20000"
"57.0557058669455","5249","3346","3756","6709","940","20000"
"57.0569071160492","5248","3347","3756","6709","940","20000"
"57.0572046329278","5247","3348","3756","6709","940","20000"
"57.0585251997883","5246","3349","3756","6709","940","20000"
"57.0587745783777","5246","3349","3755","6709","941","20000"
"57.0617626076879","5246","3348","3756","6709","941","20000"
"57.0628189139833","5245","3349","3756","6709","941","20000"
"57.0634038480052","5245","3348","3757","6709","941","20000"
"57.0634796394911","5244","3349","3757","6709","941","20000"
"57.0637226507987","5244","3349","3756","6710","941","20000"
"57.0647746142376","5244","3349","3755","6711","941","20000"
"57.0648602860374","5244","3349","3754","6712","941","20000"
"57.0649994751784","5244","3348","3755","6712","941","20000"
"57.0660875206222","5244","3347","3756","6712","941","20000"
"57.0663052619635","5244","3346","3757","6712","941","20000"
"57.0669439283213","5244","3346","3756","6713","941","20000"
"57.0676400626295","5244","3345","3757","6713","941","20000"
"57.0679630153445","5243","3346","3757","6713","941","20000"
"57.0686366142482","5242","3347","3757","6713","941","20000"
"57.0693860439491","5242","3347","3756","6714","941","20000"
"57.0697005767191","5242","3347","3755","6715","941","20000"
"57.0710888777565","5241","3348","3755","6715","941","20000"
"57.0715507072493","5241","3347","3756","6715","941","20000"
"57.071721049837","5240","3348","3756","6715","941","20000"
"57.0718970077242","5240","3347","3757","6715","941","20000"
"57.072119841796","5240","3347","3756","6715","942","20000"
"57.0721688966442","5240","3346","3757","6715","942","20000"
"57.0724255697985","5240","3346","3756","6716","942","20000"
"57.0725171511476","5240","3345","3757","6716","942","20000"
"57.072644777125","5239","3346","3757","6716","942","20000"
"57.0730949767063","5239","3346","3756","6717","942","20000"
"57.0731954593891","5238","3347","3756","6717","942","20000"
"57.0733189382941","5238","3346","3757","6717","942","20000"
"57.0735103814777","5238","3346","3756","6718","942","20000"
"57.0736708445463","5238","3345","3757","6718","942","20000"
"57.0741621287277","5238","3345","3756","6719","942","20000"
"57.0743766317106","5238","3345","3755","6720","942","20000"
"57.0747439584093","5238","3344","3756","6720","942","20000"
"57.0748678521968","5238","3343","3757","6720","942","20000"
"57.0749834975525","5238","3342","3758","6720","942","20000"
"57.0753138526077","5238","3341","3759","6720","942","20000"
"57.0756075626661","5238","3341","3758","6721","942","20000"
"57.076313572444","5237","3342","3758","6721","942","20000"
"57.0770584702548","5237","3342","3757","6722","942","20000"
"57.0770640924954","5237","3342","3756","6723","942","20000"
"57.0773416004336","5237","3341","3757","6723","942","20000"
"57.0780918727457","5237","3340","3758","6723","942","20000"
"57.0784474108545","5236","3341","3758","6723","942","20000"
"57.079805941817","5236","3340","3759","6723","942","20000"
"57.0798874064235","5235","3341","3759","6723","942","20000"
"57.0808917604994","5235","3341","3758","6723","943","20000"
"57.0818387415715","5234","3342","3758","6723","943","20000"
"57.0819139744616","5233","3343","3758","6723","943","20000"
"57.08310166635","5232","3344","3758","6723","943","20000"
"57.0836809019884","5231","3345","3758","6723","943","20000"
"57.0840320270592","5231","3344","3759","6723","943","20000"
"57.0850532916634","5231","3343","3760","6723","943","20000"
"57.0850899119619","5231","3343","3759","6724","943","20000"
"57.0856973015719","5231","3342","3760","6724","943","20000"
"57.0857580159898","5231","3341","3761","6724","943","20000"
"57.0860495486057","5231","3340","3762","6724","943","20000"
"57.0861430934688","5231","3339","3763","6724","943","20000"
"57.086939392701","5230","3340","3763","6724","943","20000"
"57.0871995330016","5230","3339","3764","6724","943","20000"
"57.0884548537259","5230","3338","3765","6724","943","20000"
"57.0895641366284","5230","3338","3764","6724","944","20000"
"57.0902040740321","5229","3339","3764","6724","944","20000"
"57.0914049675499","5229","3339","3763","6725","944","20000"
"57.0921342167094","5229","3339","3762","6726","944","20000"
"57.0925366445656","5229","3338","3763","6726","944","20000"
"57.0937729950114","5229","3338","3762","6727","944","20000"
"57.0945059441054","5229","3338","3761","6728","944","20000"
"57.0947206626555","5229","3337","3762","6728","944","20000"
"57.0948102873407","5229","3336","3763","6728","944","20000"
"57.0966474293152","5229","3335","3764","6728","944","20000"
"57.096974078284","5229","3334","3765","6728","944","20000"
"57.097060308582","5229","3334","3764","6729","944","20000"
"57.0977852464781","5228","3335","3764","6729","944","20000"
"57.0981505712868","5228","3335","3763","6730","944","20000"
"57.0982129853574","5228","3335","3762","6731","944","20000"
"57.0989185269439","5227","3336","3762","6731","944","20000"
"57.0989391567288","5226","3337","3762","6731","944","20000"
"57.0992893258848","5226","3337","3761","6732","944","20000"
"57.0995938216965","5226","3337","3760","6733","944","20000"
"57.0996204852332","5226","3336","3761","6733","944","20000"
"57.0998337874847","5226","3335","3762","6733","944","20000"
"57.0999257137108","5226","3334","3763","6733","944","20000"
"57.1001746086806","5225","3335","3763","6733","944","20000"
"57.1006509113197","5224","3336","3763","6733","944","20000"
"57.1007124440253","5224","3336","3762","6734","944","20000"
"57.1008184070673","5224","3335","3763","6734","944","20000"
"57.1014809782659","5223","3336","3763","6734","944","20000"
"57.1019267754098","5223","3336","3762","6734","945","20000"
"57.1022252252589","5223","3335","3763","6734","945","20000"
"57.1038507711352","5223","3335","3762","6734","946","20000"
"57.104441617076","5223","3335","3761","6735","946","20000"
"57.1050259733662","5222","3336","3761","6735","946","20000"
"57.1051761270821","5222","3335","3762","6735","946","20000"
"57.1060595354887","5221","3336","3762","6735","946","20000"
"57.1062158620543","5221","3336","3761","6736","946","20000"
